"Name","Height","Weight","Position","Season"
"Andrew Shaw",71,182,"R",2015
"Andy Andreoff",73,203,"L",2015
"Andy Greene",71,190,"D",2015
"Anthony Bitetto",73,210,"D",2015
"Anthony Duclair",71,191,"L",2015
"Anthony Peluso",75,225,"R",2015
"Antoine Roussel",71,195,"L",2015
"Antoine Vermette",73,197,"C",2015
"Anton Lander",72,184,"C",2015
"Anton Stralman",71,190,"D",2015
"Anton Volchenkov",73,220,"D",2015
"Anze Kopitar",75,224,"C",2015
"Artem Anisimov",76,198,"C",2015
"B.J. Crombeen",74,209,"R",2015
"Barclay Goodrow",74,210,"R",2015
"Barret Jackman",72,203,"D",2015
"Beau Bennett",74,195,"R",2015
"Ben Chiarot",75,219,"D",2015
"Ben Lovejoy",73,205,"D",2015
"Ben Smith",71,203,"R",2015
"Ben Street",71,200,"C",2015
"Benoit Pouliot",75,200,"L",2015
"Blair Jones",74,216,"C",2015
"Blake Comeau",73,202,"L",2015
"Blake Wheeler",77,225,"R",2015
"Bo Horvat",72,223,"C",2015
"Bobby Farnham",70,190,"R",2015
"Bobby Robins",73,220,"R",2015
"Bobby Ryan",74,209,"R",2015
"Bogdan Yakimov",77,232,"C",2015
"Boone Jenner",74,206,"C",2015
"Borna Rendulic",74,200,"R",2015
"Boyd Gordon",72,200,"C",2015
"Brad Boyes",72,199,"R",2015
"Brad Hunt",69,187,"D",2015
"Brad Malone",73,213,"C",2015
"Brad Marchand",69,181,"L",2015
"Brad Richards",72,199,"C",2015
"Brad Richardson",72,190,"C",2015
"Brad Stuart",74,215,"D",2015
"Brandon Bollig",74,220,"L",2015
"Brandon Davidson",74,208,"D",2015
"Brandon DeFazio",74,199,"L",2015
"Brandon Dubinsky",74,205,"C",2015
"Brandon Gormley",74,196,"D",2015
"Brandon Kozun",68,167,"R",2015
"Brandon Manning",73,205,"D",2015
"Brandon McMillan",71,190,"L",2015
"Brandon Pirri",72,186,"C",2015
"Brandon Prust",72,195,"L",2015
"Brandon Saad",73,206,"L",2015
"Brandon Sutter",75,191,"C",2015
"Brayden McNabb",76,212,"D",2015
"Brayden Schenn",73,200,"C",2015
"Braydon Coburn",77,223,"D",2015
"Brendan Gallagher",69,181,"R",2015
"Brendan Ranford",70,205,"L",2015
"Brendan Shinnimin",70,185,"C",2015
"Brendan Smith",74,211,"D",2015
"Brendan Woods",76,210,"L",2015
"Brenden Dillon",76,225,"D",2015
"Brenden Morrow",71,212,"L",2015
"Brent Burns",77,230,"D",2015
"Brent Seabrook",75,220,"D",2015
"Brett Bellemore",76,225,"D",2015
"Brett Connolly",75,195,"R",2015
"Brett Kulak",74,187,"D",2015
"Brett Ritchie",75,217,"R",2015
"Brett Sutter",72,200,"L",2015
"Brian Boyle",78,245,"C",2015
"Brian Campbell",70,192,"D",2015
"Brian Dumoulin",76,207,"D",2015
"Brian Ferlin",74,213,"R",2015
"Brian Flynn",73,183,"C",2015
"Brian Gibbons",68,175,"L",2015
"Brian Gionta",67,178,"R",2015
"Brian Lashoff",75,219,"D",2015
"Brian McGrattan",76,235,"R",2015
"Brian Strait",73,206,"D",2015
"Brock Nelson",75,212,"C",2015
"Brody Sutter",77,203,"C",2015
"Brooks Laich",74,200,"C",2015
"Brooks Orpik",75,217,"D",2015
"Bryan Allen",77,223,"D",2015
"Bryan Bickell",76,223,"L",2015
"Bryan Lerg",70,175,"C",2015
"Bryan Little",72,191,"C",2015
"Bryan Rust",71,192,"R",2015
"Bryce Salvador",75,215,"D",2015
"Cal Clutterbuck",71,216,"R",2015
"Calle Jarnkrok",71,186,"C",2015
"Calvin de Haan",73,198,"D",2015
"Cam Atkinson",68,179,"R",2015
"Cam Fowler",73,215,"D",2015
"Cameron Schilling",74,182,"D",2015
"Carl Gunnarsson",74,198,"D",2015
"Carl Hagelin",71,186,"L",2015
"Carl Klingberg",75,205,"L",2015
"Carl Soderberg",75,210,"C",2015
"Carlo Colaiacovo",73,202,"D",2015
"Carter Ashton",75,215,"R",2015
"Casey Bailey",75,195,"R",2015
"Casey Cizikas",71,200,"C",2015
"Cedric Paquette",73,198,"C",2015
"Chad Ruhwedel",71,191,"D",2015
"Charlie Coyle",75,221,"C",2015
"Chris Brown",74,208,"R",2015
"Chris Butler",73,196,"D",2015
"Chris Conner",67,181,"R",2015
"Chris Higgins",72,205,"L",2015
"Chris Kelly",72,190,"C",2015
"Chris Kreider",75,224,"L",2015
"Chris Kunitz",72,195,"L",2015
"Chris Mueller",71,196,"C",2015
"Chris Neil",73,209,"R",2015
"Chris Phillips",75,219,"D",2015
"Chris Porter",73,206,"L",2015
"Chris Stewart",74,242,"R",2015
"Chris Summers",74,207,"D",2015
"Chris Terry",70,191,"L",2015
"Chris Thorburn",75,235,"R",2015
"Chris Tierney",73,195,"C",2015
"Chris VandeVelde",74,190,"C",2015
"Chris Wagner",72,198,"R",2015
"Christian Ehrhoff",74,201,"D",2015
"Christian Folin",75,204,"D",2015
"Christian Thomas",69,175,"L",2015
"Christopher Tanev",74,195,"D",2015
"Clarke MacArthur",72,192,"L",2015
"Claude Giroux",71,185,"C",2015
"Clayton Stoner",76,216,"D",2015
"Cody Ceci",74,209,"D",2015
"Cody Eakin",72,190,"C",2015
"Cody Franson",77,224,"D",2015
"Cody Goloubef",73,200,"D",2015
"Cody Hodgson",72,191,"C",2015
"Cody McCormick",74,222,"C",2015
"Cody McLeod",74,210,"L",2015
"Colby Robak",75,194,"D",2015
"Colin Fraser",73,190,"C",2015
"Colin Greening",74,210,"C",2015
"Colin McDonald",74,219,"R",2015
"Colin Smith",70,185,"C",2015
"Colin Wilson",73,221,"C",2015
"Colton Orr",75,222,"R",2015
"Colton Sceviour",72,195,"C",2015
"Connor Murphy",76,212,"D",2015
"Conor Allen",73,210,"D",2015
"Corban Knight",74,195,"C",2015
"Corey Perry",75,213,"R",2015
"Corey Potter",75,204,"D",2015
"Corey Tropp",72,186,"R",2015
"Cory Conacher",68,180,"C",2015
"Craig Adams",72,200,"R",2015
"Craig Cunningham",70,184,"L",2015
"Craig Smith",73,208,"R",2015
"Curtis Glencross",73,197,"L",2015
"Curtis Hamilton",74,212,"L",2015
"Curtis Lazar",72,209,"C",2015
"Curtis McKenzie",74,205,"L",2015
"Dainius Zubrus",77,225,"C",2015
"Dale Weise",74,206,"R",2015
"Dalton Prout",75,230,"D",2015
"Damien Brunner",71,185,"R",2015
"Damon Severson",74,205,"D",2015
"Dan Boyle",71,194,"D",2015
"Dan Girardi",73,212,"D",2015
"Dan Hamhuis",73,204,"D",2015
"Dana Tyrell",70,192,"C",2015
"Daniel Briere",69,174,"C",2015
"Daniel Carcillo",72,200,"L",2015
"Daniel Cleary",73,205,"R",2015
"Daniel Paille",73,200,"L",2015
"Daniel Sedin",73,190,"L",2015
"Daniel Winnik",74,210,"L",2015
"Daniil Tarasov",72,185,"R",2015
"Danny Biega",72,205,"D",2015
"Danny DeKeyser",75,192,"D",2015
"Dany Heatley",75,212,"L",2015
"Darnell Nurse",76,221,"D",2015
"Darren Helm",72,196,"L",2015
"Dave Bolland",72,184,"C",2015
"David Backes",75,221,"R",2015
"David Booth",72,212,"L",2015
"David Clarkson",72,207,"R",2015
"David Desharnais",67,180,"C",2015
"David Jones",75,208,"R",2015
"David Krejci",72,188,"C",2015
"David Legwand",74,207,"C",2015
"David Moss",76,210,"R",2015
"David Musil",76,207,"D",2015
"David Pastrnak",72,188,"R",2015
"David Perron",72,200,"L",2015
"David Rundblad",74,187,"D",2015
"David Savard",74,227,"D",2015
"David Schlemko",73,189,"D",2015
"David Van Der Gulik",70,173,"L",2015
"David Warsofsky",69,170,"D",2015
"David Wolf",75,215,"L",2015
"Dennis Everberg",76,205,"R",2015
"Dennis Seidenberg",72,199,"D",2015
"Dennis Wideman",72,202,"D",2015
"Derek Dorsett",72,192,"R",2015
"Derek MacKenzie",71,181,"C",2015
"Derek Roy",69,184,"C",2015
"Derek Stepan",72,196,"C",2015
"Derick Brassard",73,202,"C",2015
"Derrick Pouliot",72,208,"D",2015
"Deryk Engelland",74,214,"D",2015
"Devante Smith-Pelly",72,223,"R",2015
"Devin Setoguchi",72,205,"R",2015
"Dion Phaneuf",76,225,"D",2015
"Dmitrij Jaskin",74,216,"R",2015
"Dmitry Kulikov",73,204,"D",2015
"Dominic Moore",72,192,"C",2015
"Dominik Uher",72,202,"C",2015
"Dougie Hamilton",78,210,"D",2015
"Drayson Bowman",73,195,"L",2015
"Drew Doughty",73,200,"D",2015
"Drew Miller",74,183,"L",2015
"Drew Shore",75,205,"C",2015
"Drew Stafford",74,215,"R",2015
"Duncan Keith",73,192,"D",2015
"Duncan Siemens",75,210,"D",2015
"Dustin Brown",72,216,"R",2015
"Dustin Byfuglien",77,260,"D",2015
"Dwight King",76,229,"L",2015
"Dylan McIlrath",77,236,"D",2015
"Dylan Olsen",74,223,"D",2015
"Dylan Reese",73,205,"D",2015
"Elias Lindholm",73,192,"C",2015
"Emerson Etem",73,212,"R",2015
"Emile Poirier",74,196,"L",2015
"Eriah Hayes",76,210,"R",2015
"Eric Boulton",72,227,"L",2015
"Eric Brewer",76,216,"D",2015
"Eric Fehr",76,208,"C",2015
"Eric Gelinas",76,215,"D",2015
"Eric Gryba",76,222,"D",2015
"Eric Nystrom",73,200,"L",2015
"Eric O'Dell",73,200,"C",2015
"Eric Staal",76,209,"C",2015
"Eric Tangradi",76,226,"L",2015
"Erik Cole",74,205,"L",2015
"Erik Condra",71,188,"R",2015
"Erik Gudbranson",77,220,"D",2015
"Erik Haula",72,193,"L",2015
"Erik Johnson",76,225,"D",2015
"Erik Karlsson",72,191,"D",2015
"Evander Kane",74,212,"L",2015
"Evgeni Malkin",75,195,"C",2015
"Evgeny Kuznetsov",74,204,"C",2015
"Fedor Tyutin",74,221,"D",2015
"Filip Forsberg",73,205,"L",2015
"Frédéric St-Denis",71,192,"D",2015
"Francois Beauchemin",71,208,"D",2015
"Frank Corrado",72,205,"D",2015
"Frans Nielsen",73,188,"C",2015
"Freddie Hamilton",73,195,"C",2015
"Gabriel Bourque",70,206,"L",2015
"Gabriel Dumont",70,190,"C",2015
"Gabriel Landeskog",73,215,"L",2015
"Garrett Wilson",74,199,"L",2015
"Grant Clitsome",71,211,"D",2015
"Greg McKegg",72,191,"C",2015
"Greg Pateryn",75,224,"D",2015
"Gregory Campbell",72,188,"C",2015
"Griffin Reinhart",76,212,"D",2015
"Gustav Nyquist",71,184,"R",2015
"Hampus Lindholm",75,208,"D",2015
"Harry Zolnierczyk",71,180,"L",2015
"Henrik Samuelsson",75,219,"C",2015
"Henrik Sedin",74,183,"C",2015
"Henrik Zetterberg",72,197,"C",2015
"Ian Cole",73,219,"D",2015
"Iiro Pakarinen",73,212,"R",2015
"J.T. Brown",70,169,"R",2015
"J.T. Miller",73,218,"C",2015
"Jack Hillen",70,190,"D",2015
"Jack Johnson",73,227,"D",2015
"Jack Skille",73,216,"R",2015
"Jacob de la Rose",75,210,"L",2015
"Jacob Josefson",72,196,"C",2015
"Jacob Trouba",75,202,"D",2015
"Jaden Schwartz",70,190,"L",2015
"Jake Gardiner",74,200,"D",2015
"Jake McCabe",73,210,"D",2015
"Jake Muzzin",75,213,"D",2015
"Jakob Silfverberg",74,202,"R",2015
"Jakub Kindl",75,199,"D",2015
"Jakub Voracek",74,214,"R",2015
"James Neal",74,221,"L",2015
"James Sheppard",73,215,"C",2015
"James van Riemsdyk",75,217,"L",2015
"James Wisniewski",71,203,"D",2015
"Jamie Benn",74,209,"L",2015
"Jamie McBain",73,180,"D",2015
"Jamie McGinn",73,205,"L",2015
"Jamie Oleksiak",79,255,"D",2015
"Jan Hejda",76,230,"D",2015
"Jannik Hansen",73,198,"R",2015
"Jared Boll",75,206,"R",2015
"Jared Cowen",77,238,"D",2015
"Jared Spurgeon",69,168,"D",2015
"Jarome Iginla",73,210,"R",2015
"Jaromir Jagr",75,230,"R",2015
"Jarred Tinordi",78,230,"D",2015
"Jarret Stoll",73,216,"C",2015
"Jason Akeson",70,185,"R",2015
"Jason Chimera",75,215,"L",2015
"Jason Demers",73,195,"D",2015
"Jason Garrison",73,218,"D",2015
"Jason Pominville",72,180,"R",2015
"Jason Spezza",75,214,"C",2015
"Jason Zucker",71,187,"L",2015
"Jay Beagle",75,218,"C",2015
"Jay Bouwmeester",76,206,"D",2015
"Jay Harrison",76,222,"D",2015
"Jay McClement",73,205,"C",2015
"Jayson Megna",73,195,"C",2015
"Jean-Gabriel Pageau",70,184,"C",2015
"Jeff Carter",75,217,"C",2015
"Jeff Petry",75,208,"D",2015
"Jeff Schultz",78,225,"D",2015
"Jeff Skinner",71,200,"L",2015
"Jeremy Morin",73,195,"L",2015
"Jerry D'Amigo",71,200,"R",2015
"Jesper Fast",72,191,"R",2015
"Jesse Blacker",73,190,"D",2015
"Jesse Joensuu",76,213,"L",2015
"Jim Slater",72,195,"C",2015
"Jimmy Hayes",77,215,"R",2015
"Jiri Hudler",70,190,"R",2015
"Jiri Sekac",73,185,"L",2015
"Jiri Tlusty",72,205,"L",2015
"Joakim Andersson",74,211,"C",2015
"Joakim Lindstrom",72,187,"C",2015
"Joakim Nordstrom",73,189,"L",2015
"Joe Colborne",77,221,"C",2015
"Joe Morrow",72,196,"D",2015
"Joe Pavelski",71,195,"C",2015
"Joe Piskula",75,205,"D",2015
"Joe Thornton",76,220,"C",2015
"Joe Vitale",71,205,"C",2015
"Joe Whitney",66,167,"R",2015
"Joel Armia",75,205,"R",2015
"Joel Ward",73,225,"R",2015
"Joey Hishon",70,170,"C",2015
"Joffrey Lupul",73,206,"L",2015
"Johan Franzen",76,232,"R",2015
"Johan Larsson",71,198,"C",2015
"John-Michael Liles",70,185,"D",2015
"John Carlson",75,218,"D",2015
"John Klingberg",74,177,"D",2015
"John Mitchell",73,204,"C",2015
"John Moore",74,210,"D",2015
"John Ramage",72,190,"D",2015
"John Scott",80,260,"L",2015
"John Tavares",73,208,"C",2015
"Johnny Boychuk",74,227,"D",2015
"Johnny Gaudreau",69,157,"L",2015
"Johnny Oduya",72,191,"D",2015
"Jon Merrill",75,205,"D",2015
"Jonas Brodin",73,194,"D",2015
"Jonathan Drouin",72,203,"C",2015
"Jonathan Ericsson",76,220,"D",2015
"Jonathan Huberdeau",73,188,"L",2015
"Jonathan Marchessault",69,174,"C",2015
"Jonathan Toews",74,201,"C",2015
"Jonathon Blum",73,188,"D",2015
"Jordan Caron",75,204,"R",2015
"Jordan Eberle",71,187,"C",2015
"Jordan Leopold",73,206,"D",2015
"Jordan Martinook",72,204,"L",2015
"Jordan Nolan",75,219,"C",2015
"Jordan Oesterle",72,182,"D",2015
"Jordan Schroeder",69,170,"L",2015
"Jordan Staal",76,220,"C",2015
"Jordan Szwarz",71,200,"R",2015
"Jordie Benn",74,198,"D",2015
"Jordin Tootoo",69,195,"R",2015
"Jori Lehtera",74,212,"C",2015
"Josh Anderson",75,221,"R",2015
"Josh Bailey",73,203,"R",2015
"Josh Gorges",73,204,"D",2015
"Josh Jooris",73,197,"R",2015
"Josh Leivo",74,210,"L",2015
"Josh Manson",75,213,"D",2015
"Julien Brouillette",71,185,"D",2015
"Jussi Jokinen",72,191,"L",2015
"Justin Abdelkader",74,214,"L",2015
"Justin Braun",74,205,"D",2015
"Justin Falk",77,223,"D",2015
"Justin Faulk",72,215,"D",2015
"Justin Fontaine",70,174,"R",2015
"Justin Hodgman",73,203,"C",2015
"Justin Schultz",74,193,"D",2015
"Justin Shugg",71,185,"R",2015
"Justin Williams",73,188,"R",2015
"Jyrki Jokipakka",75,215,"D",2015
"Kael Mouillierat",72,188,"L",2015
"Karl Alzner",75,217,"D",2015
"Karl Stollery",71,180,"D",2015
"Keaton Ellerby",77,220,"D",2015
"Keegan Lowe",73,193,"D",2015
"Keith Aulie",78,222,"D",2015
"Keith Ballard",71,204,"D",2015
"Keith Yandle",73,196,"D",2015
"Kerby Rychel",73,213,"L",2015
"Kevan Miller",74,210,"D",2015
"Kevin Bieksa",73,197,"D",2015
"Kevin Connauton",74,205,"D",2015
"Kevin Fiala",70,193,"L",2015
"Kevin Hayes",77,217,"C",2015
"Kevin Klein",73,206,"D",2015
"Kevin Shattenkirk",72,200,"D",2015
"Kimmo Timonen",70,194,"D",2015
"Klas Dahlbeck",75,207,"D",2015
"Korbinian Holzer",75,214,"D",2015
"Kris Letang",72,201,"D",2015
"Kris Russell",70,173,"D",2015
"Kris Versteeg",71,176,"R",2015
"Kyle Baun",74,209,"R",2015
"Kyle Brodziak",74,209,"C",2015
"Kyle Chipchura",74,203,"C",2015
"Kyle Clifford",74,211,"L",2015
"Kyle Cumiskey",71,180,"D",2015
"Kyle Okposo",72,220,"R",2015
"Kyle Palmieri",71,185,"R",2015
"Kyle Quincey",74,210,"D",2015
"Kyle Turris",73,190,"C",2015
"Ladislav Smid",76,210,"D",2015
"Lance Bouma",74,208,"L",2015
"Landon Ferraro",72,176,"C",2015
"Lars Eller",74,207,"C",2015
"Lauri Korpikoski",73,193,"L",2015
"Lee Stempniak",71,195,"R",2015
"Leo Komarov",71,209,"C",2015
"Leon Draisaitl",74,215,"C",2015
"Liam O'Brien",73,215,"C",2015
"Linden Vey",72,189,"R",2015
"Logan Couture",73,205,"C",2015
"Loui Eriksson",74,196,"L",2015
"Lubomir Visnovsky",70,192,"D",2015
"Luca Sbisa",74,209,"D",2015
"Lucas Lessio",73,212,"L",2015
"Luke Adam",74,207,"C",2015
"Luke Gazdic",76,225,"L",2015
"Luke Glendening",71,192,"R",2015
"Luke Schenn",74,229,"D",2015
"Luke Witkowski",74,210,"R",2015
"Magnus Paajarvi",75,206,"L",2015
"Manny Malhotra",74,207,"C",2015
"Marc-Andre Cliche",72,202,"C",2015
"Marc-Edouard Vlasic",73,205,"D",2015
"Marc Methot",76,233,"D",2015
"Marc Staal",76,209,"D",2015
"Marcel Goc",73,197,"C",2015
"Marco Scandella",75,208,"D",2015
"Marcus Foligno",75,232,"L",2015
"Marcus Johansson",73,205,"L",2015
"Marcus Kruger",72,186,"C",2015
"Marek Zidlicky",71,190,"D",2015
"Marian Gaborik",73,200,"R",2015
"Marian Hossa",73,207,"R",2015
"Mark Alt",76,201,"D",2015
"Mark Arcobello",68,174,"R",2015
"Mark Barberio",73,207,"D",2015
"Mark Borowiecki",73,207,"D",2015
"Mark Fayne",75,209,"D",2015
"Mark Fistric",74,225,"D",2015
"Mark Fraser",76,220,"D",2015
"Mark Giordano",72,198,"D",2015
"Mark Letestu",70,195,"C",2015
"Mark Pysyk",73,200,"D",2015
"Mark Scheifele",75,207,"C",2015
"Mark Stone",76,219,"R",2015
"Mark Streit",71,186,"D",2015
"Mark Stuart",74,215,"D",2015
"Marko Dano",71,212,"C",2015
"Markus Granlund",72,183,"C",2015
"Martin Erat",72,196,"R",2015
"Martin Hanzal",78,230,"C",2015
"Martin Havlat",74,210,"R",2015
"Martin Marincin",77,212,"D",2015
"Martin St. Louis",68,180,"R",2015
"Mason Raymond",73,179,"L",2015
"Mat Clark",75,225,"D",2015
"Mathieu Perreault",70,188,"C",2015
"Mats Zuccarello",68,179,"R",2015
"Matt Bartkowski",73,196,"D",2015
"Matt Beleskey",72,203,"L",2015
"Matt Calvert",71,186,"L",2015
"Matt Carle",72,197,"D",2015
"Matt Cooke",71,216,"L",2015
"Matt Cullen",73,202,"C",2015
"Matt Donovan",73,205,"D",2015
"Matt Duchene",71,195,"C",2015
"Matt Dumba",72,184,"D",2015
"Matt Ellis",72,208,"L",2015
"Matt Fraser",75,206,"R",2015
"Matt Frattin",72,205,"R",2015
"Matt Greene",75,236,"D",2015
"Matt Halischuk",72,180,"R",2015
"Matt Hendricks",72,209,"C",2015
"Matt Hunwick",71,200,"D",2015
"Matt Irwin",73,207,"D",2015
"Matt Lindblad",71,193,"C",2015
"Matt Martin",75,220,"L",2015
"Matt Moulson",73,203,"L",2015
"Matt Nieto",71,190,"L",2015
"Matt Niskanen",73,203,"D",2015
"Matt Puempel",73,205,"L",2015
"Matt Read",70,185,"R",2015
"Matt Stajan",73,195,"C",2015
"Matt Tennyson",74,205,"D",2015
"Mattias Ekholm",76,215,"D",2015
"Max Friberg",71,200,"R",2015
"Max Pacioretty",74,206,"L",2015
"Max Reinhart",73,195,"C",2015
"Max Talbot",71,186,"C",2015
"Maxim Lapierre",74,215,"C",2015
"Melker Karlsson",72,180,"C",2015
"Michael Bournival",71,198,"L",2015
"Michael Cammalleri",69,185,"L",2015
"Michael Chaput",74,204,"C",2015
"Michael Del Zotto",72,195,"D",2015
"Michael Frolik",73,194,"R",2015
"Michael Grabner",73,188,"R",2015
"Michael Kostka",73,210,"D",2015
"Michael Latta",72,207,"C",2015
"Michael Paliotta",76,207,"D",2015
"Michael Raffl",72,200,"L",2015
"Michael Ryder",73,200,"R",2015
"Michael Sgarbossa",72,186,"C",2015
"Michael Stone",75,210,"D",2015
"Michal Jordan",73,195,"D",2015
"Michal Rozsival",73,210,"D",2015
"Micheal Ferland",74,208,"L",2015
"Micheal Haley",71,205,"C",2015
"Miikka Salomaki",71,203,"R",2015
"Mika Zibanejad",74,227,"C",2015
"Mikael Backlund",73,199,"C",2015
"Mikael Granlund",70,185,"R",2015
"Mike Angelidis",73,214,"L",2015
"Mike Blunden",76,217,"R",2015
"Mike Brown",71,205,"R",2015
"Mike Fisher",73,216,"C",2015
"Mike Green",73,207,"D",2015
"Mike Hoffman",72,181,"L",2015
"Mike Ribeiro",72,179,"C",2015
"Mike Richards",71,196,"C",2015
"Mike Santorelli",72,189,"C",2015
"Mike Sislo",71,190,"R",2015
"Mike Weaver",70,186,"D",2015
"Mike Weber",74,217,"D",2015
"Mikhail Grabovski",71,186,"C",2015
"Mikhail Grigorenko",75,209,"C",2015
"Mikkel Boedker",72,210,"L",2015
"Mikko Koivu",75,215,"C",2015
"Milan Lucic",75,236,"L",2015
"Milan Michalek",74,225,"L",2015
"Mirco Mueller",75,210,"D",2015
"Morgan Rielly",73,217,"D",2015
"Nail Yakupov",71,195,"R",2015
"Nate Guenin",75,207,"D",2015
"Nate Prosser",74,206,"D",2015
"Nate Schmidt",73,194,"D",2015
"Nate Thompson",73,214,"C",2015
"Nathan Beaulieu",74,200,"D",2015
"Nathan Gerbe",64,176,"C",2015
"Nathan MacKinnon",72,205,"C",2015
"Nazem Kadri",72,190,"C",2015
"Nick Bjugstad",78,218,"C",2015
"Nick Bonino",73,196,"C",2015
"Nick Cousins",71,185,"C",2015
"Nick Foligno",72,202,"L",2015
"Nick Holden",76,214,"D",2015
"Nick Leddy",72,204,"D",2015
"Nick Schultz",73,203,"D",2015
"Nick Shore",73,195,"C",2015
"Nick Spaling",73,198,"C",2015
"Nicklas Backstrom",73,210,"C",2015
"Nicklas Grossmann",76,230,"D",2015
"Nicklas Jensen",75,216,"R",2015
"Nicolas Deslauriers",73,215,"L",2015
"Nikita Kucherov",71,178,"R",2015
"Nikita Nesterov",71,191,"D",2015
"Nikita Nikitin",76,217,"D",2015
"Nikita Zadorov",77,230,"D",2015
"Niklas Hjalmarsson",75,197,"D",2015
"Niklas Kronwall",72,194,"D",2015
"Nikolay Kulemin",73,228,"L",2015
"Nino Niederreiter",74,216,"R",2015
"Oliver Ekman-Larsson",74,200,"D",2015
"Oliver Lauridsen",78,220,"D",2015
"Olli Jokinen",74,210,"C",2015
"Olli Maatta",74,206,"D",2015
"Ondrej Palat",72,188,"L",2015
"Oscar Klefbom",75,215,"D",2015
"Oscar Lindberg",73,202,"C",2015
"P.K. Subban",72,210,"D",2015
"PA Parenteau",72,200,"R",2015
"Pascal Dupuis",73,205,"R",2015
"Patric Hornqvist",71,189,"R",2015
"Patrice Bergeron",73,195,"C",2015
"Patrice Cormier",74,215,"C",2015
"Patrick Bordeleau",78,225,"L",2015
"Patrick Brown",73,216,"C",2015
"Patrick Dwyer",71,175,"R",2015
"Patrick Eaves",70,202,"R",2015
"Patrick Kaleta",73,198,"R",2015
"Patrick Kane",71,177,"R",2015
"Patrick Marleau",74,215,"C",2015
"Patrick Maroon",75,225,"L",2015
"Patrick Sharp",73,200,"L",2015
"Patrick Wiercioch",77,202,"D",2015
"Patrik Berglund",76,219,"C",2015
"Patrik Elias",73,190,"C",2015
"Patrik Nemeth",75,219,"D",2015
"Paul Byron",69,162,"L",2015
"Paul Carey",73,200,"C",2015
"Paul Gaustad",77,227,"C",2015
"Paul Martin",73,200,"D",2015
"Paul Postma",75,195,"D",2015
"Paul Stastny",72,193,"C",2015
"Pavel Datsyuk",71,194,"C",2015
"Peter Harrold",71,180,"D",2015
"Peter Holland",74,205,"C",2015
"Peter Regin",74,190,"C",2015
"Petr Straka",73,185,"R",2015
"Petter Granberg",75,200,"D",2015
"Petteri Lindbohm",75,198,"D",2015
"Phil Kessel",72,202,"R",2015
"Phil Varone",70,193,"C",2015
"Philip Samuelsson",74,194,"D",2015
"Phillip Danault",73,195,"C",2015
"Pierre-Edouard Bellemare",72,198,"L",2015
"R.J. Umberger",74,214,"C",2015
"Radim Vrbata",73,194,"R",2015
"Radko Gudas",72,204,"D",2015
"Raman Hrabarenka",76,230,"D",2015
"Raphael Diaz",71,197,"D",2015
"Rasmus Rissanen",75,217,"D",2015
"Rasmus Ristolainen",76,218,"D",2015
"Reid Boucher",70,195,"C",2015
"Reilly Smith",72,185,"R",2015
"Rene Bourque",74,217,"R",2015
"Rich Clune",70,207,"L",2015
"Richard Panik",73,208,"R",2015
"Rick Nash",76,211,"L",2015
"Rickard Rakell",74,198,"C",2015
"Riley Nash",73,190,"C",2015
"Riley Sheahan",75,214,"C",2015
"Rob Klinkhammer",75,214,"L",2015
"Rob Scuderi",73,216,"D",2015
"Robert Bortuzzo",76,216,"D",2015
"Robyn Regehr",75,222,"D",2015
