"Name","Height","Weight","Position","Season"
"Thomas Vanek",74,214,"L",2018
"Tim Heed",72,185,"D",2018
"Tim Schaller",74,210,"C",2018
"Timo Meier",72,215,"R",2018
"TJ Brodie",73,182,"D",2018
"Tobias Rieder",71,188,"C",2018
"Toby Enstrom",70,180,"D",2018
"Tom Kuhnhackl",74,196,"R",2018
"Tom Pyatt",71,185,"L",2018
"Tom Wilson",76,218,"R",2018
"Tomas Hertl",74,220,"C",2018
"Tomas Hyka",71,160,"R",2018
"Tomas Jurco",74,188,"L",2018
"Tomas Nosek",75,210,"L",2018
"Tomas Plekanec",71,193,"C",2018
"Tomas Tatar",70,185,"L",2018
"Tommy Wingels",72,200,"C",2018
"Tony DeAngelo",71,181,"D",2018
"Torey Krug",69,186,"D",2018
"Torrey Mitchell",71,186,"C",2018
"Travis Boyd",71,185,"C",2018
"Travis Dermott",72,208,"D",2018
"Travis Hamonic",74,205,"D",2018
"Travis Konecny",70,175,"C",2018
"Travis Sanheim",75,181,"D",2018
"Travis Zajac",74,185,"C",2018
"Trevor Carrick",74,186,"D",2018
"Trevor Daley",71,195,"D",2018
"Trevor Lewis",73,205,"C",2018
"Trevor Murphy",70,180,"D",2018
"Trevor van Riemsdyk",74,188,"D",2018
"Troy Brouwer",75,215,"R",2018
"Troy Stecher",70,190,"D",2018
"Troy Terry",73,175,"R",2018
"Tucker Poolman",74,199,"D",2018
"Ty Rattie",71,184,"R",2018
"Tyler Bertuzzi",72,190,"L",2018
"Tyler Bozak",73,199,"C",2018
"Tyler Ennis",69,161,"L",2018
"Tyler Graovac",77,208,"C",2018
"Tyler Johnson",68,183,"C",2018
"Tyler Motte",70,191,"C",2018
"Tyler Myers",80,229,"D",2018
"Tyler Pitlick",74,200,"C",2018
"Tyler Seguin",73,201,"C",2018
"Tyler Toffoli",72,197,"C",2018
"Tyrell Goulbourne",71,195,"L",2018
"Tyson Barrie",70,190,"D",2018
"Tyson Jost",71,191,"C",2018
"Vadim Shipachyov",72,187,"C",2018
"Valentin Zykov",73,224,"L",2018
"Valtteri Filppula",72,196,"C",2018
"Victor Antipin",71,175,"D",2018
"Victor Ejdsell",77,214,"C",2018
"Victor Hedman",78,223,"D",2018
"Victor Mete",69,184,"D",2018
"Victor Rask",74,200,"C",2018
"Viktor Arvidsson",69,180,"L",2018
"Vince Dunn",72,203,"D",2018
"Vincent Trocheck",70,182,"C",2018
"Vinni Lettieri",71,195,"C",2018
"Vinnie Hinostroza",69,173,"L",2018
"Vladimir Sobotka",70,184,"L",2018
"Vladimir Tarasenko",72,225,"R",2018
"Vladislav Kamenev",74,194,"C",2018
"Vladislav Namestnikov",71,180,"C",2018
"Wade Megan",73,191,"C",2018
"Warren Foegele",74,190,"L",2018
"Wayne Simmonds",74,185,"R",2018
"Will Butcher",70,190,"D",2018
"Will O'Neill",73,190,"D",2018
"William Carrier",74,212,"L",2018
"William Karlsson",73,189,"C",2018
"William Nylander",72,191,"C",2018
"Xavier Ouellet",73,185,"D",2018
"Yanni Gourde",69,172,"C",2018
"Yannick Weber",71,200,"D",2018
"Yohann Auvitu",71,187,"D",2018
"Zac Dalpe",74,194,"C",2018
"Zac Rinaldo",70,192,"C",2018
"Zach Aston-Reese",72,204,"C",2018
"Zach Bogosian",75,221,"D",2018
"Zach Hyman",73,213,"C",2018
"Zach Parise",71,195,"L",2018
"Zach Redmond",74,212,"D",2018
"Zach Trotman",75,217,"D",2018
"Zach Werenski",74,209,"D",2018
"Zach Whitecloud",74,209,"D",2018
"Zack Kassian",75,209,"R",2018
"Zack Mitchell",73,196,"R",2018
"Zack Smith",74,208,"L",2018
"Zdeno Chara",81,250,"D",2018
"Zemgus Girgensons",74,207,"C",2018
