"Name","Height","Weight","Position","Season"
"Derek Roy",69,184,"C",2014
"Derek Smith",73,197,"D",2014
"Derek Stepan",72,196,"C",2014
"Derick Brassard",73,202,"C",2014
"Deryk Engelland",74,214,"D",2014
"Devante Smith-Pelly",72,223,"R",2014
"Devin Setoguchi",72,205,"R",2014
"Dion Phaneuf",76,225,"D",2014
"Dmitrij Jaskin",74,216,"R",2014
"Dmitry Korobov",75,230,"D",2014
"Dmitry Kulikov",73,204,"D",2014
"Dmitry Orlov",71,212,"D",2014
"Dominic Moore",72,192,"C",2014
"Dougie Hamilton",78,210,"D",2014
"Douglas Murray",75,240,"D",2014
"Drayson Bowman",73,195,"L",2014
"Drew Doughty",73,200,"D",2014
"Drew Miller",74,183,"L",2014
"Drew Shore",75,205,"C",2014
"Drew Stafford",74,215,"R",2014
"Duncan Keith",73,192,"D",2014
"Dustin Brown",72,216,"R",2014
"Dustin Byfuglien",77,260,"D",2014
"Dustin Jeffrey",73,205,"L",2014
"Dustin Penner",76,247,"R",2014
"Dwight King",76,229,"L",2014
"Dylan McIlrath",77,236,"D",2014
"Dylan Olsen",74,223,"D",2014
"Ed Jovanovski",75,220,"D",2014
"Elias Lindholm",73,192,"C",2014
"Emerson Etem",73,212,"R",2014
"Eriah Hayes",76,210,"R",2014
"Eric Boulton",72,227,"L",2014
"Eric Brewer",76,216,"D",2014
"Eric Fehr",76,208,"C",2014
"Eric Gelinas",76,215,"D",2014
"Eric Gryba",76,222,"D",2014
"Eric Nystrom",73,200,"L",2014
"Eric O'Dell",73,200,"C",2014
"Eric Staal",76,209,"C",2014
"Eric Tangradi",76,226,"L",2014
"Erik Cole",74,205,"L",2014
"Erik Condra",71,188,"R",2014
"Erik Gudbranson",77,220,"D",2014
"Erik Gustafsson",70,180,"D",2014
"Erik Haula",72,193,"L",2014
"Erik Johnson",76,225,"D",2014
"Erik Karlsson",72,191,"D",2014
"Evander Kane",74,212,"L",2014
"Evgeni Malkin",75,195,"C",2014
"Evgeny Kuznetsov",74,204,"C",2014
"Fedor Tyutin",74,221,"D",2014
"Filip Forsberg",73,205,"L",2014
"Francis Bouillon",68,194,"D",2014
"Francois Beauchemin",71,208,"D",2014
"Frank Corrado",72,205,"D",2014
"Frans Nielsen",73,188,"C",2014
"Frazer McLaren",77,230,"L",2014
"Freddie Hamilton",73,195,"C",2014
"Gabriel Bourque",70,206,"L",2014
"Gabriel Dumont",70,190,"C",2014
"Gabriel Landeskog",73,215,"L",2014
"Garrett Wilson",74,199,"L",2014
"George Parros",77,224,"R",2014
"Gilbert Brule",71,187,"C",2014
"Grant Clitsome",71,211,"D",2014
"Greg McKegg",72,191,"C",2014
"Gregory Campbell",72,188,"C",2014
"Gustav Nyquist",71,184,"R",2014
"Hal Gill",79,243,"D",2014
"Hampus Lindholm",75,208,"D",2014
"Harry Zolnierczyk",71,180,"L",2014
"Henrik Sedin",74,183,"C",2014
"Henrik Tallinder",76,209,"D",2014
"Henrik Zetterberg",72,197,"C",2014
"Ian Cole",73,219,"D",2014
"J.T. Brown",70,169,"R",2014
"J.T. Miller",73,218,"C",2014
"Jack Hillen",70,190,"D",2014
"Jack Johnson",73,227,"D",2014
"Jack Skille",73,216,"R",2014
"Jacob Josefson",72,196,"C",2014
"Jacob Trouba",75,202,"D",2014
"Jaden Schwartz",70,190,"L",2014
"Jake Dowell",72,200,"C",2014
"Jake Gardiner",74,200,"D",2014
"Jake McCabe",73,210,"D",2014
"Jake Muzzin",75,213,"D",2014
"Jakob Silfverberg",74,202,"R",2014
"Jakub Kindl",75,199,"D",2014
"Jakub Voracek",74,214,"R",2014
"James Neal",74,221,"L",2014
"James Sheppard",73,215,"C",2014
"James van Riemsdyk",75,217,"L",2014
"James Wisniewski",71,203,"D",2014
"James Wright",76,210,"C",2014
"Jamie Benn",74,209,"L",2014
"Jamie Devane",77,232,"L",2014
"Jamie McBain",73,180,"D",2014
"Jamie McGinn",73,205,"L",2014
"Jamie Oleksiak",79,255,"D",2014
"Jan Hejda",76,230,"D",2014
"Jannik Hansen",73,198,"R",2014
"Jared Boll",75,206,"R",2014
"Jared Cowen",77,238,"D",2014
"Jared Spurgeon",69,168,"D",2014
"Jarome Iginla",73,210,"R",2014
"Jaromir Jagr",75,230,"R",2014
"Jarred Tinordi",78,230,"D",2014
"Jarret Stoll",73,216,"C",2014
"Jason Akeson",70,185,"R",2014
"Jason Chimera",75,215,"L",2014
"Jason Demers",73,195,"D",2014
"Jason Garrison",73,218,"D",2014
"Jason Pominville",72,180,"R",2014
"Jason Spezza",75,214,"C",2014
"Jason Zucker",71,187,"L",2014
"Jay Beagle",75,218,"C",2014
"Jay Bouwmeester",76,206,"D",2014
"Jay Harrison",76,222,"D",2014
"Jay McClement",73,205,"C",2014
"Jay Rosehill",75,215,"L",2014
"Jayson Megna",73,195,"C",2014
"Jean-Gabriel Pageau",70,184,"C",2014
"Jean-Philippe Cote",74,216,"D",2014
"Jeff Carter",75,217,"C",2014
"Jeff Halpern",72,190,"C",2014
"Jeff Petry",75,208,"D",2014
"Jeff Skinner",71,200,"L",2014
"Jeremy Morin",73,195,"L",2014
"Jeremy Welsh",75,210,"C",2014
"Jerred Smithson",75,209,"C",2014
"Jerry D'Amigo",71,200,"R",2014
"Jesper Fast",72,191,"R",2014
"Jesse Joensuu",76,213,"L",2014
"Jesse Winchester",73,205,"C",2014
"Jim Slater",72,195,"C",2014
"Jimmy Hayes",77,215,"R",2014
"Jiri Hudler",70,190,"R",2014
"Jiri Tlusty",72,205,"L",2014
"Joakim Andersson",74,211,"C",2014
"Joakim Nordstrom",73,189,"L",2014
"Joe Colborne",77,221,"C",2014
"Joe Corvo",72,204,"D",2014
"Joe Pavelski",71,195,"C",2014
"Joe Piskula",75,205,"D",2014
"Joe Thornton",76,220,"C",2014
"Joe Vitale",71,205,"C",2014
"Joe Whitney",66,167,"R",2014
"Joel Ward",73,225,"R",2014
"Joey Crabb",73,190,"R",2014
"Joffrey Lupul",73,206,"L",2014
"Johan Franzen",76,232,"R",2014
"Johan Larsson",71,198,"C",2014
"Johan Sundstrom",75,201,"C",2014
"John-Michael Liles",70,185,"D",2014
"John Albert",71,179,"C",2014
"John Carlson",75,218,"D",2014
"John Erskine",76,220,"D",2014
"John McCarthy",73,195,"C",2014
"John Mitchell",73,204,"C",2014
"John Moore",74,210,"D",2014
"John Persson",75,222,"L",2014
"John Scott",80,260,"L",2014
"John Tavares",73,208,"C",2014
"Johnny Boychuk",74,227,"D",2014
"Johnny Gaudreau",69,157,"L",2014
"Johnny Oduya",72,191,"D",2014
"Jon Merrill",75,205,"D",2014
"Jonas Brodin",73,194,"D",2014
"Jonathan Ericsson",76,220,"D",2014
"Jonathan Huberdeau",73,188,"L",2014
"Jonathan Racine",74,194,"D",2014
"Jonathan Toews",74,201,"C",2014
"Jonathon Blum",73,188,"D",2014
"Joonas Nattinen",75,192,"C",2014
"Jordan Caron",75,204,"R",2014
"Jordan Eberle",71,187,"C",2014
"Jordan Leopold",73,206,"D",2014
"Jordan Nolan",75,219,"C",2014
"Jordan Schroeder",69,170,"L",2014
"Jordan Staal",76,220,"C",2014
"Jordan Szwarz",71,200,"R",2014
"Jordie Benn",74,198,"D",2014
"Jordin Tootoo",69,195,"R",2014
"Josh Bailey",73,203,"R",2014
"Josh Gorges",73,204,"D",2014
"Josh Leivo",74,210,"L",2014
"Julian Melchiori",77,214,"D",2014
"Julien Brouillette",71,185,"D",2014
"Jussi Jokinen",72,191,"L",2014
"Justin Abdelkader",74,214,"L",2014
"Justin Braun",74,205,"D",2014
"Justin Falk",77,223,"D",2014
"Justin Faulk",72,215,"D",2014
"Justin Florek",76,205,"L",2014
"Justin Fontaine",70,174,"R",2014
"Justin Johnson",73,220,"R",2014
"Justin Schultz",74,193,"D",2014
"Justin Williams",73,188,"R",2014
"Karl Alzner",75,217,"D",2014
"Karl Stollery",71,180,"D",2014
"Keaton Ellerby",77,220,"D",2014
"Keith Aucoin",68,171,"C",2014
"Keith Aulie",78,222,"D",2014
"Keith Ballard",71,204,"D",2014
"Keith Yandle",73,196,"D",2014
"Kellan Lain",78,210,"L",2014
"Kenny Agostino",72,202,"L",2014
"Kevan Miller",74,210,"D",2014
"Kevin Bieksa",73,197,"D",2014
"Kevin Connauton",74,205,"D",2014
"Kevin Czuczman",74,206,"D",2014
"Kevin Klein",73,206,"D",2014
"Kevin Porter",72,190,"C",2014
"Kevin Shattenkirk",72,200,"D",2014
"Kevin Westgarth",76,234,"R",2014
"Kimmo Timonen",70,194,"D",2014
"Kris Letang",72,201,"D",2014
"Kris Newbury",71,205,"C",2014
"Kris Russell",70,173,"D",2014
"Kris Versteeg",71,176,"R",2014
"Krys Barch",74,225,"R",2014
"Kyle Brodziak",74,209,"C",2014
"Kyle Chipchura",74,203,"C",2014
"Kyle Clifford",74,211,"L",2014
"Kyle Okposo",72,220,"R",2014
"Kyle Palmieri",71,185,"R",2014
"Kyle Quincey",74,210,"D",2014
"Kyle Turris",73,190,"C",2014
"Ladislav Smid",76,210,"D",2014
"Lance Bouma",74,208,"L",2014
"Landon Ferraro",72,176,"C",2014
"Lane MacDermid",75,215,"L",2014
"Lars Eller",74,207,"C",2014
"Lauri Korpikoski",73,193,"L",2014
"Lee Stempniak",71,195,"R",2014
"Linden Vey",72,189,"R",2014
"Linus Omark",70,187,"L",2014
"Logan Couture",73,205,"C",2014
"Loui Eriksson",74,196,"L",2014
"Louis Leblanc",72,188,"C",2014
"Lubomir Visnovsky",70,192,"D",2014
"Luca Sbisa",74,209,"D",2014
"Lucas Lessio",73,212,"L",2014
"Luke Adam",74,207,"C",2014
"Luke Gazdic",76,225,"L",2014
"Luke Glendening",71,192,"R",2014
"Luke Schenn",74,229,"D",2014
"Magnus Paajarvi",75,206,"L",2014
"Manny Malhotra",74,207,"C",2014
"Marc-Andre Cliche",72,202,"C",2014
"Marc-Edouard Vlasic",73,205,"D",2014
"Marc Methot",76,233,"D",2014
"Marc Staal",76,209,"D",2014
"Marcel Goc",73,197,"C",2014
"Marco Scandella",75,208,"D",2014
"Marcus Foligno",75,232,"L",2014
"Marcus Johansson",73,205,"L",2014
"Marcus Kruger",72,186,"C",2014
"Marek Zidlicky",71,190,"D",2014
"Marian Gaborik",73,200,"R",2014
"Marian Hossa",73,207,"R",2014
"Mark Arcobello",68,174,"R",2014
"Mark Barberio",73,207,"D",2014
"Mark Borowiecki",73,207,"D",2014
"Mark Cundari",69,195,"D",2014
"Mark Fayne",75,209,"D",2014
"Mark Fistric",74,225,"D",2014
"Mark Fraser",76,220,"D",2014
"Mark Giordano",72,198,"D",2014
"Mark Letestu",70,195,"C",2014
"Mark Pysyk",73,200,"D",2014
"Mark Scheifele",75,207,"C",2014
"Mark Stone",76,219,"R",2014
"Mark Streit",71,186,"D",2014
"Mark Stuart",74,215,"D",2014
"Mark Van Guilder",73,186,"C",2014
"Markus Granlund",72,183,"C",2014
"Martin Erat",72,196,"R",2014
"Martin Hanzal",78,230,"C",2014
"Martin Havlat",74,210,"R",2014
"Martin Marincin",77,212,"D",2014
"Martin St Pierre",69,188,"C",2014
"Martin St. Louis",68,180,"R",2014
"Mason Raymond",73,179,"L",2014
"Mathieu Perreault",70,188,"C",2014
"Mats Zuccarello",68,179,"R",2014
"Matt Bartkowski",73,196,"D",2014
"Matt Beleskey",72,203,"L",2014
"Matt Calvert",71,186,"L",2014
"Matt Carey",72,189,"L",2014
"Matt Carkner",77,229,"D",2014
"Matt Carle",72,197,"D",2014
"Matt Cooke",71,216,"L",2014
"Matt Cullen",73,202,"C",2014
"Matt D'Agostini",72,198,"R",2014
"Matt Donovan",73,205,"D",2014
"Matt Duchene",71,195,"C",2014
"Matt Dumba",72,184,"D",2014
"Matt Ellis",72,208,"L",2014
"Matt Fraser",75,206,"R",2014
"Matt Frattin",72,205,"R",2014
"Matt Gilroy",73,199,"D",2014
"Matt Greene",75,236,"D",2014
"Matt Halischuk",72,180,"R",2014
"Matt Hendricks",72,209,"C",2014
"Matt Hunwick",71,200,"D",2014
"Matt Irwin",73,207,"D",2014
"Matt Kassian",76,240,"L",2014
"Matt Lindblad",71,193,"C",2014
"Matt Martin",75,220,"L",2014
"Matt Moulson",73,203,"L",2014
"Matt Nieto",71,190,"L",2014
"Matt Niskanen",73,203,"D",2014
"Matt Pelech",76,230,"R",2014
"Matt Read",70,185,"R",2014
"Matt Stajan",73,195,"C",2014
"Matt Taormina",70,189,"D",2014
"Mattias Ekholm",76,215,"D",2014
"Mattias Tedenby",69,175,"R",2014
"Max Pacioretty",74,206,"L",2014
"Max Reinhart",73,195,"C",2014
"Max Talbot",71,186,"C",2014
"Maxim Lapierre",74,215,"C",2014
"Maxime Fortunus",71,202,"D",2014
"Michael Bournival",71,198,"L",2014
"Michael Cammalleri",69,185,"L",2014
"Michael Chaput",74,204,"C",2014
"Michael Del Zotto",72,195,"D",2014
"Michael Frolik",73,194,"R",2014
"Michael Grabner",73,188,"R",2014
"Michael Kostka",73,210,"D",2014
"Michael Latta",72,207,"C",2014
"Michael Raffl",72,200,"L",2014
"Michael Ryder",73,200,"R",2014
"Michael Stone",75,210,"D",2014
"Michael Zalewski",74,205,"L",2014
"Michal Handzus",77,215,"C",2014
"Michal Rozsival",73,210,"D",2014
"Mika Zibanejad",74,227,"C",2014
"Mikael Backlund",73,199,"C",2014
"Mikael Granlund",70,185,"R",2014
"Mikael Samuelsson",74,218,"R",2014
"Mike Blunden",76,217,"R",2014
"Mike Brown",71,205,"R",2014
"Mike Fisher",73,216,"C",2014
"Mike Green",73,207,"D",2014
"Mike Halmo",70,188,"L",2014
"Mike Hoffman",72,181,"L",2014
"Mike Komisarek",76,235,"D",2014
"Mike Mottau",72,195,"D",2014
"Mike Ribeiro",72,179,"C",2014
"Mike Richards",71,196,"C",2014
"Mike Rupp",77,235,"L",2014
"Mike Santorelli",72,189,"C",2014
"Mike Sislo",71,190,"R",2014
"Mike Weaver",70,186,"D",2014
"Mike Weber",74,217,"D",2014
"Mikhail Grabovski",71,186,"C",2014
"Mikhail Grigorenko",75,209,"C",2014
"Mikkel Boedker",72,210,"L",2014
"Mikko Koivu",75,215,"C",2014
"Milan Lucic",75,236,"L",2014
"Milan Michalek",74,225,"L",2014
"Mitch Callahan",71,198,"R",2014
"Morgan Rielly",73,217,"D",2014
"Nail Yakupov",71,195,"R",2014
"Nate Guenin",75,207,"D",2014
"Nate Prosser",74,206,"D",2014
"Nate Schmidt",73,194,"D",2014
"Nate Thompson",73,214,"C",2014
"Nathan Beaulieu",74,200,"D",2014
"Nathan Gerbe",64,176,"C",2014
"Nathan Horton",74,229,"R",2014
"Nathan MacKinnon",72,205,"C",2014
"Nazem Kadri",72,190,"C",2014
"Nick Bjugstad",78,218,"C",2014
"Nick Bonino",73,196,"C",2014
"Nick Drazenovic",72,192,"C",2014
"Nick Foligno",72,202,"L",2014
"Nick Holden",76,214,"D",2014
"Nick Johnson",74,200,"R",2014
"Nick Leddy",72,204,"D",2014
"Nick Schultz",73,203,"D",2014
"Nick Spaling",73,198,"C",2014
"Nicklas Backstrom",73,210,"C",2014
"Nicklas Grossmann",76,230,"D",2014
"Nicklas Jensen",75,216,"R",2014
"Nicolas Deschamps",72,173,"C",2014
"Nicolas Deslauriers",73,215,"L",2014
"Nikita Kucherov",71,178,"R",2014
"Nikita Nikitin",76,217,"D",2014
"Nikita Zadorov",77,230,"D",2014
"Niklas Hjalmarsson",75,197,"D",2014
"Niklas Kronwall",72,194,"D",2014
"Nikolay Kulemin",73,228,"L",2014
"Nino Niederreiter",74,216,"R",2014
"Nolan Yonkman",78,247,"D",2014
"Oliver Ekman-Larsson",74,200,"D",2014
"Olli Jokinen",74,210,"C",2014
"Olli Maatta",74,206,"D",2014
"Ondrej Palat",72,188,"L",2014
"Oscar Klefbom",75,215,"D",2014
"P.K. Subban",72,210,"D",2014
"PA Parenteau",72,200,"R",2014
"Pascal Dupuis",73,205,"R",2014
"Pascal Pelletier",71,191,"L",2014
"Patric Hornqvist",71,189,"R",2014
"Patrice Bergeron",73,195,"C",2014
"Patrice Cormier",74,215,"C",2014
"Patrick Bordeleau",78,225,"L",2014
"Patrick Dwyer",71,175,"R",2014
"Patrick Eaves",70,202,"R",2014
"Patrick Holland",72,185,"R",2014
"Patrick Kaleta",73,198,"R",2014
"Patrick Kane",71,177,"R",2014
"Patrick Marleau",74,215,"C",2014
"Patrick Maroon",75,225,"L",2014
"Patrick Sharp",73,200,"L",2014
"Patrick Wey",74,200,"D",2014
"Patrick Wiercioch",77,202,"D",2014
"Patrik Berglund",76,219,"C",2014
"Patrik Elias",73,190,"C",2014
"Patrik Nemeth",75,219,"D",2014
"Paul Bissonnette",74,216,"L",2014
"Paul Byron",69,162,"L",2014
"Paul Carey",73,200,"C",2014
"Paul Gaustad",77,227,"C",2014
"Paul Martin",73,200,"D",2014
"Paul Postma",75,195,"D",2014
"Paul Ranger",75,210,"D",2014
"Paul Stastny",72,193,"C",2014
"Pavel Datsyuk",71,194,"C",2014
"Peter Harrold",71,180,"D",2014
"Peter Holland",74,205,"C",2014
"Peter LeBlanc",69,195,"C",2014
"Peter Regin",74,190,"C",2014
"Petter Granberg",75,200,"D",2014
"Phil Kessel",72,202,"R",2014
"Phil Varone",70,193,"C",2014
"Philip Larsen",73,185,"D",2014
"Philip Samuelsson",74,194,"D",2014
"Pierre-Cedric Labrie",75,226,"L",2014
"Pierre-Luc Letourneau-Leblond",73,218,"R",2014
"Pierre-Marc Bouchard",70,168,"C",2014
"Quinton Howden",74,189,"C",2014
"R.J. Umberger",74,214,"C",2014
"Radek Dvorak",74,195,"R",2014
"Radek Martinek",72,205,"D",2014
"Radim Vrbata",73,194,"R",2014
"Radko Gudas",72,204,"D",2014
"Raffi Torres",72,215,"L",2014
"Raphael Diaz",71,197,"D",2014
"Rasmus Ristolainen",76,218,"D",2014
"Ray Whitney",70,180,"L",2014
"Reid Boucher",70,195,"C",2014
"Reilly Smith",72,185,"R",2014
"Rene Bourque",74,217,"R",2014
