"Name","Height","Weight","Position","Season"
"Radko Gudas",72,204,"D",2016
"Rasmus Ristolainen",76,218,"D",2016
"Reid Boucher",70,195,"C",2016
"Reilly Smith",72,185,"R",2016
"Rene Bourque",74,217,"R",2016
"Rich Clune",70,207,"L",2016
"Richard Panik",73,208,"R",2016
"Rick Nash",76,211,"L",2016
"Rickard Rakell",74,198,"C",2016
"Riley Nash",73,190,"C",2016
"Riley Sheahan",75,214,"C",2016
"Rinat Valiev",75,215,"D",2016
"Rob Klinkhammer",75,214,"L",2016
"Rob Scuderi",73,216,"D",2016
"Robby Fabbri",70,190,"C",2016
"Robert Bortuzzo",76,216,"D",2016
"Rocco Grimaldi",66,180,"C",2016
"Roman Josi",73,201,"D",2016
"Roman Polak",74,235,"D",2016
"Ron Hainsey",75,205,"D",2016
"Ronalds Kenins",72,201,"L",2016
"Ross Johnston",77,235,"L",2016
"Ryan Callahan",70,187,"R",2016
"Ryan Carpenter",72,200,"C",2016
"Ryan Carter",73,205,"L",2016
"Ryan Dzingel",72,190,"L",2016
"Ryan Ellis",70,180,"D",2016
"Ryan Garbutt",72,195,"C",2016
"Ryan Getzlaf",76,223,"C",2016
"Ryan Hartman",72,181,"R",2016
"Ryan Johansen",75,218,"C",2016
"Ryan Johnston",70,180,"D",2016
"Ryan Kesler",74,202,"C",2016
"Ryan McDonagh",73,215,"D",2016
"Ryan Murphy",71,185,"D",2016
"Ryan Murray",73,205,"D",2016
"Ryan Nugent-Hopkins",72,191,"C",2016
"Ryan O'Reilly",73,216,"C",2016
"Ryan Pulock",74,214,"D",2016
"Ryan Reaves",73,225,"R",2016
"Ryan Spooner",70,187,"C",2016
"Ryan Stanton",73,200,"D",2016
"Ryan Strome",73,194,"C",2016
"Ryan Suter",74,202,"D",2016
"Ryan White",72,200,"C",2016
"Sam Bennett",73,200,"C",2016
"Sam Carrick",72,205,"C",2016
"Sam Gagner",71,200,"C",2016
"Sam Reinhart",73,192,"C",2016
"Sami Vatanen",70,185,"D",2016
"Scott Gomez",71,200,"C",2016
"Scott Harrington",74,207,"D",2016
"Scott Hartnell",74,215,"L",2016
"Scott Kosmachuk",71,185,"R",2016
"Scott Laughton",73,190,"C",2016
"Scott Mayfield",76,227,"D",2016
"Scott Wilson",71,183,"C",2016
"Scottie Upshall",72,200,"R",2016
"Sean Collins",73,198,"C",2016
"Sean Couturier",75,211,"C",2016
"Sean Monahan",75,195,"C",2016
"Sergei Plotnikov",74,202,"L",2016
"Sergey Kalinin",75,200,"C",2016
"Sergey Tolchinsky",68,170,"L",2016
"Seth Griffith",69,190,"C",2016
"Seth Helgeson",76,221,"D",2016
"Seth Jones",76,210,"D",2016
"Shane Doan",73,223,"R",2016
"Shane Prince",71,193,"L",2016
"Shawn Horcoff",73,210,"C",2016
"Shawn Matthias",76,231,"L",2016
"Shawn Thornton",74,217,"L",2016
"Shayne Gostisbehere",71,180,"D",2016
"Shea Theodore",74,195,"D",2016
"Shea Weber",76,230,"D",2016
"Sidney Crosby",71,200,"C",2016
"Simon Despres",76,218,"D",2016
"Slater Koekkoek",74,193,"D",2016
"Sonny Milano",72,195,"L",2016
"Stanislav Galiev",73,197,"R",2016
"Stefan Elliott",73,190,"D",2016
"Stefan Matteau",74,220,"C",2016
"Stefan Noesen",73,205,"R",2016
"Stephen Gionta",67,177,"R",2016
"Stephen Johns",76,221,"D",2016
"Steve Bernier",75,224,"R",2016
"Steve Downie",71,191,"R",2016
"Steve Ott",72,193,"C",2016
"Steven Kampfer",71,195,"D",2016
"Steven Santini",74,205,"D",2016
"Steven Stamkos",73,194,"C",2016
"Stuart Percy",73,187,"D",2016
"Sven Andrighetto",70,188,"R",2016
"Sven Baertschi",71,192,"L",2016
"T.J. Oshie",71,195,"R",2016
"Tanner Glass",73,213,"L",2016
"Tanner Kero",72,185,"C",2016
"Tanner Pearson",73,201,"L",2016
"Taylor Beck",74,203,"L",2016
"Taylor Chorney",72,193,"D",2016
"Taylor Fedun",73,201,"D",2016
"Taylor Hall",73,205,"L",2016
"Taylor Leier",71,180,"L",2016
"Teddy Purcell",74,195,"L",2016
"Teemu Pulkkinen",70,185,"L",2016
"Teuvo Teravainen",71,178,"L",2016
"Thomas Hickey",72,188,"D",2016
"Thomas Vanek",74,214,"L",2016
"Tim Jackman",74,225,"R",2016
"Tim Schaller",74,210,"C",2016
"TJ Brennan",73,216,"D",2016
"TJ Brodie",73,182,"D",2016
"Tobias Lindberg",75,215,"R",2016
"Tobias Rieder",71,188,"C",2016
"Toby Enstrom",70,180,"D",2016
"Tom Gilbert",74,210,"D",2016
"Tom Kuhnhackl",74,196,"R",2016
"Tom Sestito",77,228,"L",2016
"Tom Wilson",76,218,"R",2016
"Tomas Fleischmann",73,192,"L",2016
"Tomas Hertl",74,220,"C",2016
"Tomas Jurco",74,188,"L",2016
"Tomas Nosek",75,210,"L",2016
"Tomas Plekanec",71,193,"C",2016
"Tomas Tatar",70,185,"L",2016
"Tommy Cross",75,205,"D",2016
"Tommy Wingels",72,200,"C",2016
"Torey Krug",69,186,"D",2016
"Torrey Mitchell",71,186,"C",2016
"Travis Hamonic",74,205,"D",2016
"Travis Moen",74,215,"L",2016
"Travis Zajac",74,185,"C",2016
"Trevor Carrick",74,186,"D",2016
"Trevor Daley",71,195,"D",2016
"Trevor Lewis",73,205,"C",2016
"Trevor van Riemsdyk",74,188,"D",2016
"Troy Brouwer",75,215,"R",2016
"Tuomo Ruutu",72,200,"L",2016
"Turner Elson",72,195,"C",2016
"Ty Rattie",71,184,"R",2016
"Tye McGinn",75,218,"L",2016
"Tyler Bozak",73,199,"C",2016
"Tyler Ennis",69,161,"L",2016
"Tyler Gaudet",75,205,"C",2016
"Tyler Graovac",77,208,"C",2016
"Tyler Johnson",68,183,"C",2016
"Tyler Kennedy",71,185,"C",2016
"Tyler Myers",80,229,"D",2016
"Tyler Randell",73,198,"R",2016
"Tyler Seguin",73,201,"C",2016
"Tyler Toffoli",72,197,"C",2016
"Tyler Wotherspoon",74,207,"D",2016
"Tyson Barrie",70,190,"D",2016
"Tyson Strachan",75,210,"D",2016
"Valeri Nichushkin",76,205,"R",2016
"Valtteri Filppula",72,196,"C",2016
"Vernon Fiddler",71,205,"C",2016
"Victor Bartley",72,217,"D",2016
"Victor Hedman",78,223,"D",2016
"Victor Rask",74,200,"C",2016
"Viktor Arvidsson",69,180,"L",2016
"Viktor Loov",75,216,"D",2016
"Viktor Stalberg",75,209,"L",2016
"Viktor Svedberg",80,238,"D",2016
"Viktor Tikhonov",74,189,"R",2016
"Vincent Lecavalier",76,215,"C",2016
"Vincent Trocheck",70,182,"C",2016
"Vinnie Hinostroza",69,173,"L",2016
"Vladimir Tarasenko",72,225,"R",2016
"Vladislav Namestnikov",71,180,"C",2016
"Vojtech Mozik",75,200,"D",2016
"Wayne Simmonds",74,185,"R",2016
"William Karlsson",73,189,"C",2016
"William Nylander",72,191,"C",2016
"Willie Mitchell",75,210,"D",2016
"Xavier Ouellet",73,185,"D",2016
"Yanni Gourde",69,172,"C",2016
"Yannick Weber",71,200,"D",2016
"Zac Dalpe",74,194,"C",2016
"Zac Rinaldo",70,192,"C",2016
"Zach Bogosian",75,221,"D",2016
"Zach Hyman",73,213,"C",2016
"Zach Parise",71,195,"L",2016
"Zach Redmond",74,212,"D",2016
"Zach Sill",72,214,"C",2016
"Zach Trotman",75,217,"D",2016
"Zack Kassian",75,209,"R",2016
"Zack Smith",74,208,"L",2016
"Zbynek Michalek",74,210,"D",2016
"Zdeno Chara",81,250,"D",2016
"Zemgus Girgensons",74,207,"C",2016
