"Name","Height","Weight","Position","Season"
"Ben Street",71,200,"C",2016
"Benoit Pouliot",75,200,"L",2016
"Blake Comeau",73,202,"L",2016
"Blake Pietila",71,200,"L",2016
"Blake Wheeler",77,225,"R",2016
"Bo Horvat",72,223,"C",2016
"Bobby Farnham",70,190,"R",2016
"Bobby Ryan",74,209,"R",2016
"Boone Jenner",74,206,"C",2016
"Borna Rendulic",74,200,"R",2016
"Boyd Gordon",72,200,"C",2016
"Bracken Kearns",72,200,"C",2016
"Brad Boyes",72,199,"R",2016
"Brad Hunt",69,187,"D",2016
"Brad Malone",73,213,"C",2016
"Brad Marchand",69,181,"L",2016
"Brad Richards",72,199,"C",2016
"Brad Richardson",72,190,"C",2016
"Brad Stuart",74,215,"D",2016
"Brady Skjei",75,211,"D",2016
"Brandon Bollig",74,220,"L",2016
"Brandon Davidson",74,208,"D",2016
"Brandon Dubinsky",74,205,"C",2016
"Brandon Gormley",74,196,"D",2016
"Brandon Manning",73,205,"D",2016
"Brandon Mashinter",76,212,"L",2016
"Brandon Pirri",72,186,"C",2016
"Brandon Prust",72,195,"L",2016
"Brandon Saad",73,206,"L",2016
"Brandon Sutter",75,191,"C",2016
"Brandon Tanev",72,180,"L",2016
"Brayden McNabb",76,212,"D",2016
"Brayden Schenn",73,200,"C",2016
"Braydon Coburn",77,223,"D",2016
"Brendan Gallagher",69,181,"R",2016
"Brendan Gaunce",74,217,"C",2016
"Brendan Leipsic",70,180,"L",2016
"Brendan Smith",74,211,"D",2016
"Brendan Woods",76,210,"L",2016
"Brenden Dillon",76,225,"D",2016
"Brent Burns",77,230,"D",2016
"Brent Regner",71,189,"D",2016
"Brent Seabrook",75,220,"D",2016
"Brett Bulmer",76,212,"R",2016
"Brett Connolly",75,195,"R",2016
"Brett Kulak",74,187,"D",2016
"Brett Lernout",76,214,"D",2016
"Brett Pesce",75,200,"D",2016
"Brett Ritchie",75,217,"R",2016
"Brian Boyle",78,245,"C",2016
"Brian Campbell",70,192,"D",2016
"Brian Dumoulin",76,207,"D",2016
"Brian Flynn",73,183,"C",2016
"Brian Gionta",67,178,"R",2016
"Brian O'Neill",69,175,"R",2016
"Brian Strait",73,206,"D",2016
"Brock McGinn",72,185,"L",2016
"Brock Nelson",75,212,"C",2016
"Brody Sutter",77,203,"C",2016
"Brooks Laich",74,200,"C",2016
"Brooks Orpik",75,217,"D",2016
"Bryan Bickell",76,223,"L",2016
"Bryan Lerg",70,175,"C",2016
"Bryan Little",72,191,"C",2016
"Bryan Rust",71,192,"R",2016
"Bud Holloway",72,194,"C",2016
"Buddy Robinson",78,232,"R",2016
"Byron Froese",73,202,"C",2016
"Cal Clutterbuck",71,216,"R",2016
"Cal O'Reilly",72,188,"C",2016
"Calle Jarnkrok",71,186,"C",2016
"Calvin de Haan",73,198,"D",2016
"Cam Atkinson",68,179,"R",2016
"Cam Fowler",73,215,"D",2016
"Carl Gunnarsson",74,198,"D",2016
"Carl Hagelin",71,186,"L",2016
"Carl Soderberg",75,210,"C",2016
"Carlo Colaiacovo",73,202,"D",2016
"Casey Cizikas",71,200,"C",2016
"Casey Nelson",73,185,"D",2016
"Cedric Paquette",73,198,"C",2016
"Chad Ruhwedel",71,191,"D",2016
"Chandler Stephenson",72,203,"C",2016
"Charles Hudon",70,188,"L",2016
"Charlie Coyle",75,221,"C",2016
"Chase De Leo",69,185,"C",2016
"Chris Bigras",73,190,"D",2016
"Chris Brown",74,208,"R",2016
"Chris Butler",73,196,"D",2016
"Chris Higgins",72,205,"L",2016
"Chris Kelly",72,190,"C",2016
"Chris Kreider",75,224,"L",2016
"Chris Kunitz",72,195,"L",2016
"Chris Neil",73,209,"R",2016
"Chris Porter",73,206,"L",2016
"Chris Stewart",74,242,"R",2016
"Chris Summers",74,207,"D",2016
"Chris Terry",70,191,"L",2016
"Chris Thorburn",75,235,"R",2016
"Chris Tierney",73,195,"C",2016
"Chris VandeVelde",74,190,"C",2016
"Chris Wagner",72,198,"R",2016
"Chris Wideman",70,183,"D",2016
"Christian Ehrhoff",74,201,"D",2016
"Christian Folin",75,204,"D",2016
"Christian Thomas",69,175,"L",2016
"Christoph Bertschy",70,185,"C",2016
"Christopher Tanev",74,195,"D",2016
"Clarke MacArthur",72,192,"L",2016
"Claude Giroux",71,185,"C",2016
"Clayton Stoner",76,216,"D",2016
"Cody Bass",72,205,"C",2016
"Cody Ceci",74,209,"D",2016
"Cody Eakin",72,190,"C",2016
"Cody Franson",77,224,"D",2016
"Cody Goloubef",73,200,"D",2016
"Cody Hodgson",72,191,"C",2016
"Cody McLeod",74,210,"L",2016
"Cole Schneider",73,203,"L",2016
"Colin Greening",74,210,"C",2016
"Colin McDonald",74,219,"R",2016
"Colin Miller",73,196,"D",2016
"Colin Wilson",73,221,"C",2016
"Colton Parayko",78,230,"D",2016
"Colton Sceviour",72,195,"C",2016
"Colton Sissons",73,200,"C",2016
"Connor Brickley",72,203,"C",2016
"Connor Brown",72,185,"R",2016
"Connor Carrick",70,192,"D",2016
"Connor McDavid",73,192,"C",2016
"Connor Murphy",76,212,"D",2016
"Conor Sheary",68,175,"L",2016
"Corban Knight",74,195,"C",2016
"Corey Perry",75,213,"R",2016
"Corey Potter",75,204,"D",2016
"Craig Cunningham",70,184,"L",2016
"Craig Smith",73,208,"R",2016
"Curtis Lazar",72,209,"C",2016
"Curtis McKenzie",74,205,"L",2016
"Dainius Zubrus",77,225,"C",2016
"Dale Weise",74,206,"R",2016
"Dalton Prout",75,230,"D",2016
"Damon Severson",74,205,"D",2016
"Dan Boyle",71,194,"D",2016
"Dan Girardi",73,212,"D",2016
"Dan Hamhuis",73,204,"D",2016
"Daniel Carr",72,193,"L",2016
"Daniel Catenacci",70,193,"C",2016
"Daniel Paille",73,200,"L",2016
"Daniel Sedin",73,190,"L",2016
"Daniel Sprong",72,180,"R",2016
"Daniel Winnik",74,210,"L",2016
"Danny DeKeyser",75,192,"D",2016
"Darnell Nurse",76,221,"D",2016
"Darren Dietz",73,201,"D",2016
"Darren Helm",72,196,"L",2016
"Dave Bolland",72,184,"C",2016
"Dave Dziurzynski",75,224,"L",2016
"David Backes",75,221,"R",2016
"David Clarkson",72,207,"R",2016
"David Desharnais",67,180,"C",2016
"David Jones",75,208,"R",2016
"David Krejci",72,188,"C",2016
"David Legwand",74,207,"C",2016
"David Pastrnak",72,188,"R",2016
"David Perron",72,200,"L",2016
"David Rundblad",74,187,"D",2016
"David Savard",74,227,"D",2016
"David Schlemko",73,189,"D",2016
"David Warsofsky",69,170,"D",2016
"Dean Kukan",74,186,"D",2016
"Dennis Everberg",76,205,"R",2016
"Dennis Rasmussen",75,192,"C",2016
"Dennis Seidenberg",72,199,"D",2016
"Dennis Wideman",72,202,"D",2016
"Derek Dorsett",72,192,"R",2016
"Derek Forbort",76,215,"D",2016
"Derek Grant",75,215,"C",2016
"Derek MacKenzie",71,181,"C",2016
"Derek Ryan",71,170,"C",2016
"Derek Stepan",72,196,"C",2016
"Derick Brassard",73,202,"C",2016
"Derrick Pouliot",72,208,"D",2016
"Deryk Engelland",74,214,"D",2016
"Devante Smith-Pelly",72,223,"R",2016
"Devin Shore",72,205,"C",2016
"Dion Phaneuf",76,225,"D",2016
"Dmitrij Jaskin",74,216,"R",2016
"Dmitry Kulikov",73,204,"D",2016
"Dmitry Orlov",71,212,"D",2016
"Dominic Moore",72,192,"C",2016
"Dominik Simon",71,176,"C",2016
"Dougie Hamilton",78,210,"D",2016
"Drew Doughty",73,200,"D",2016
"Drew Miller",74,183,"L",2016
"Drew Shore",75,205,"C",2016
"Drew Stafford",74,215,"R",2016
"Duncan Keith",73,192,"D",2016
"Dustin Brown",72,216,"R",2016
"Dustin Byfuglien",77,260,"D",2016
"Dustin Jeffrey",73,205,"L",2016
"Dwight King",76,229,"L",2016
"Dylan DeMelo",73,195,"D",2016
"Dylan Larkin",73,198,"C",2016
"Dylan McIlrath",77,236,"D",2016
"Dylan Olsen",74,223,"D",2016
"Elias Lindholm",73,192,"C",2016
"Emerson Etem",73,212,"R",2016
"Emile Poirier",74,196,"L",2016
"Eric Boulton",72,227,"L",2016
"Eric Fehr",76,208,"C",2016
"Eric Gelinas",76,215,"D",2016
"Eric Gryba",76,222,"D",2016
"Eric Nystrom",73,200,"L",2016
"Eric Selleck",74,208,"L",2016
"Eric Staal",76,209,"C",2016
"Eric Tangradi",76,226,"L",2016
"Erik Condra",71,188,"R",2016
"Erik Gudbranson",77,220,"D",2016
"Erik Gustafsson",72,176,"D",2016
"Erik Haula",72,193,"L",2016
"Erik Johnson",76,225,"D",2016
"Erik Karlsson",72,191,"D",2016
"Esa Lindell",75,213,"D",2016
"Evan Rodrigues",71,182,"L",2016
"Evander Kane",74,212,"L",2016
"Evgeni Malkin",75,195,"C",2016
"Evgeny Kuznetsov",74,204,"C",2016
"Evgeny Medvedev",75,187,"D",2016
"Fedor Tyutin",74,221,"D",2016
"Filip Forsberg",73,205,"L",2016
"Francois Beauchemin",71,208,"D",2016
"Frank Corrado",72,205,"D",2016
"Frank Vatrano",69,201,"C",2016
"Frans Nielsen",73,188,"C",2016
"Freddie Hamilton",73,195,"C",2016
"Frederik Gauthier",77,232,"C",2016
"Fredrik Claesson",73,200,"D",2016
"Gabriel Bourque",70,206,"L",2016
"Gabriel Landeskog",73,215,"L",2016
"Garnet Hathaway",74,208,"R",2016
"Garrett Wilson",74,199,"L",2016
"Greg McKegg",72,191,"C",2016
"Greg Pateryn",75,224,"D",2016
"Gregory Campbell",72,188,"C",2016
"Griffin Reinhart",76,212,"D",2016
"Gustav Nyquist",71,184,"R",2016
"Gustav Olofsson",75,196,"D",2016
"Hampus Lindholm",75,208,"D",2016
"Harry Zolnierczyk",71,180,"L",2016
"Henrik Sedin",74,183,"C",2016
"Henrik Zetterberg",72,197,"C",2016
"Hudson Fasching",75,204,"R",2016
"Hunter Shinkaruk",70,181,"C",2016
"Ian Cole",73,219,"D",2016
"Iiro Pakarinen",73,212,"R",2016
"J.T. Brown",70,169,"R",2016
"J.T. Miller",73,218,"C",2016
"Jaccob Slavin",75,205,"D",2016
"Jack Eichel",74,206,"C",2016
"Jack Johnson",73,227,"D",2016
"Jack Skille",73,216,"R",2016
"Jacob de la Rose",75,210,"L",2016
"Jacob Josefson",72,196,"C",2016
"Jacob Trouba",75,202,"D",2016
"Jaden Schwartz",70,190,"L",2016
"Jake Gardiner",74,200,"D",2016
"Jake McCabe",73,210,"D",2016
"Jake Muzzin",75,213,"D",2016
"Jake Virtanen",73,229,"R",2016
"Jakob Silfverberg",74,202,"R",2016
"Jakub Kindl",75,199,"D",2016
"Jakub Nakladal",74,212,"D",2016
"Jakub Voracek",74,214,"R",2016
"James Neal",74,221,"L",2016
"James van Riemsdyk",75,217,"L",2016
"James Wisniewski",71,203,"D",2016
"Jamie Benn",74,209,"L",2016
"Jamie McBain",73,180,"D",2016
"Jamie McGinn",73,205,"L",2016
"Jamie Oleksiak",79,255,"D",2016
"Jannik Hansen",73,198,"R",2016
"Jared Boll",75,206,"R",2016
"Jared Cowen",77,238,"D",2016
"Jared McCann",73,198,"C",2016
"Jared Spurgeon",69,168,"D",2016
"Jarome Iginla",73,210,"R",2016
"Jaromir Jagr",75,230,"R",2016
"Jarred Tinordi",78,230,"D",2016
"Jarret Stoll",73,216,"C",2016
"Jason Chimera",75,215,"L",2016
"Jason Demers",73,195,"D",2016
"Jason Dickinson",74,205,"C",2016
"Jason Garrison",73,218,"D",2016
"Jason Pominville",72,180,"R",2016
"Jason Spezza",75,214,"C",2016
"Jason Zucker",71,187,"L",2016
"Jay Beagle",75,218,"C",2016
"Jay Bouwmeester",76,206,"D",2016
"Jay McClement",73,205,"C",2016
"Jayson Megna",73,195,"C",2016
"JC Lipon",72,183,"R",2016
"Jean-Gabriel Pageau",70,184,"C",2016
"Jeff Carter",75,217,"C",2016
"Jeff Petry",75,208,"D",2016
"Jeff Schultz",78,225,"D",2016
"Jeff Skinner",71,200,"L",2016
"Jeremy Welsh",75,210,"C",2016
"Jesper Fast",72,191,"R",2016
"Jim O'Brien",75,195,"C",2016
"Jimmy Hayes",77,215,"R",2016
"Jiri Hudler",70,190,"R",2016
"Jiri Sekac",73,185,"L",2016
"Jiri Tlusty",72,205,"L",2016
"Joakim Andersson",74,211,"C",2016
"Joakim Nordstrom",73,189,"L",2016
"Joe Colborne",77,221,"C",2016
"Joe Morrow",72,196,"D",2016
"Joe Pavelski",71,195,"C",2016
"Joe Thornton",76,220,"C",2016
"Joe Vitale",71,205,"C",2016
"Joel Armia",75,205,"R",2016
"Joel Edmundson",76,215,"D",2016
"Joel Hanley",71,191,"D",2016
"Joel Vermin",71,192,"R",2016
"Joel Ward",73,225,"R",2016
"Joffrey Lupul",73,206,"L",2016
"Johan Franzen",76,232,"R",2016
"Johan Larsson",71,198,"C",2016
"John-Michael Liles",70,185,"D",2016
"John Carlson",75,218,"D",2016
"John Klingberg",74,177,"D",2016
"John McCarthy",73,195,"C",2016
"John McFarland",72,211,"L",2016
"John Mitchell",73,204,"C",2016
"John Moore",74,210,"D",2016
"John Ramage",72,190,"D",2016
"John Scott",80,260,"L",2016
"John Tavares",73,208,"C",2016
"Johnny Boychuk",74,227,"D",2016
"Johnny Gaudreau",69,157,"L",2016
"Johnny Oduya",72,191,"D",2016
"Jon Merrill",75,205,"D",2016
"Jonas Brodin",73,194,"D",2016
"Jonathan Drouin",72,203,"C",2016
"Jonathan Ericsson",76,220,"D",2016
"Jonathan Huberdeau",73,188,"L",2016
"Jonathan Marchessault",69,174,"C",2016
"Jonathan Toews",74,201,"C",2016
"Joonas Donskoi",72,190,"R",2016
"Joonas Kemppainen",75,223,"C",2016
"Jordan Caron",75,204,"R",2016
"Jordan Eberle",71,187,"C",2016
"Jordan Martinook",72,204,"L",2016
"Jordan Nolan",75,219,"C",2016
"Jordan Oesterle",72,182,"D",2016
"Jordan Schroeder",69,170,"L",2016
"Jordan Staal",76,220,"C",2016
"Jordan Weal",70,179,"C",2016
"Jordie Benn",74,198,"D",2016
"Jordin Tootoo",69,195,"R",2016
"Jori Lehtera",74,212,"C",2016
"Joseph Blandisi",72,182,"C",2016
"Josh Anderson",75,221,"R",2016
"Josh Archibald",70,176,"R",2016
"Josh Bailey",73,203,"R",2016
"Josh Gorges",73,204,"D",2016
"Josh Jooris",73,197,"R",2016
"Josh Leivo",74,210,"L",2016
"Josh Manson",75,213,"D",2016
"Josh Morrissey",72,195,"D",2016
"Jujhar Khaira",76,214,"L",2016
"Julian Melchiori",77,214,"D",2016
"Jussi Jokinen",72,191,"L",2016
"Justin Abdelkader",74,214,"L",2016
"Justin Bailey",76,214,"R",2016
"Justin Braun",74,205,"D",2016
"Justin Falk",77,223,"D",2016
"Justin Faulk",72,215,"D",2016
"Justin Fontaine",70,174,"R",2016
"Justin Schultz",74,193,"D",2016
"Justin Williams",73,188,"R",2016
"Jyrki Jokipakka",75,215,"D",2016
"Kael Mouillierat",72,188,"L",2016
"Karl Alzner",75,217,"D",2016
"Kasperi Kapanen",73,187,"R",2016
"Keith Yandle",73,196,"D",2016
"Kenny Agostino",72,202,"L",2016
"Kerby Rychel",73,213,"L",2016
"Kevan Miller",74,210,"D",2016
"Kevin Bieksa",73,197,"D",2016
"Kevin Connauton",74,205,"D",2016
"Kevin Fiala",70,193,"L",2016
"Kevin Gravel",76,212,"D",2016
"Kevin Hayes",77,217,"C",2016
"Kevin Klein",73,206,"D",2016
"Kevin Porter",72,190,"C",2016
"Kevin Shattenkirk",72,200,"D",2016
"Klas Dahlbeck",75,207,"D",2016
"Korbinian Holzer",75,214,"D",2016
"Kris Letang",72,201,"D",2016
"Kris Russell",70,173,"D",2016
"Kris Versteeg",71,176,"R",2016
"Kurtis Gabriel",76,200,"R",2016
"Kyle Baun",74,209,"R",2016
"Kyle Brodziak",74,209,"C",2016
"Kyle Chipchura",74,203,"C",2016
"Kyle Clifford",74,211,"L",2016
"Kyle Okposo",72,220,"R",2016
"Kyle Palmieri",71,185,"R",2016
"Kyle Quincey",74,210,"D",2016
"Kyle Rau",68,176,"C",2016
"Kyle Turris",73,190,"C",2016
"Ladislav Smid",76,210,"D",2016
"Lance Bouma",74,208,"L",2016
"Landon Ferraro",72,176,"C",2016
"Lars Eller",74,207,"C",2016
"Laurent Dauphin",73,180,"C",2016
"Lauri Korpikoski",73,193,"L",2016
"Lee Stempniak",71,195,"R",2016
"Leo Komarov",71,209,"C",2016
"Leon Draisaitl",74,215,"C",2016
"Linden Vey",72,189,"R",2016
"Logan Couture",73,205,"C",2016
"Logan Shaw",75,208,"R",2016
"Loui Eriksson",74,196,"L",2016
"Luca Sbisa",74,209,"D",2016
"Lucas Lessio",73,212,"L",2016
"Luke Gazdic",76,225,"L",2016
"Luke Glendening",71,192,"R",2016
"Luke Schenn",74,229,"D",2016
"Luke Witkowski",74,210,"R",2016
"Magnus Paajarvi",75,206,"L",2016
"Marc-Andre Gragnani",75,205,"D",2016
"Marc-Edouard Vlasic",73,205,"D",2016
"Marc Methot",76,233,"D",2016
"Marc Staal",76,209,"D",2016
"Marco Scandella",75,208,"D",2016
"Marcus Foligno",75,232,"L",2016
"Marcus Johansson",73,205,"L",2016
"Marcus Kruger",72,186,"C",2016
"Marek Hrivik",74,197,"L",2016
"Marek Zidlicky",71,190,"D",2016
"Marian Gaborik",73,200,"R",2016
"Marian Hossa",73,207,"R",2016
"Mark Arcobello",68,174,"R",2016
"Mark Barberio",73,207,"D",2016
"Mark Borowiecki",73,207,"D",2016
"Mark Fayne",75,209,"D",2016
"Mark Giordano",72,198,"D",2016
"Mark Letestu",70,195,"C",2016
"Mark McNeill",74,214,"C",2016
"Mark Pysyk",73,200,"D",2016
"Mark Scheifele",75,207,"C",2016
"Mark Stone",76,219,"R",2016
"Mark Streit",71,186,"D",2016
"Mark Stuart",74,215,"D",2016
"Marko Dano",71,212,"C",2016
"Markus Granlund",72,183,"C",2016
"Markus Hannikainen",73,200,"L",2016
"Martin Hanzal",78,230,"C",2016
"Martin Havlat",74,210,"R",2016
"Martin Marincin",77,212,"D",2016
"Mason Raymond",73,179,"L",2016
"Mathieu Perreault",70,188,"C",2016
"Mats Zuccarello",68,179,"R",2016
"Matt Bartkowski",73,196,"D",2016
"Matt Beleskey",72,203,"L",2016
"Matt Calvert",71,186,"L",2016
"Matt Carle",72,197,"D",2016
"Matt Cullen",73,202,"C",2016
"Matt Duchene",71,195,"C",2016
"Matt Dumba",72,184,"D",2016
"Matt Greene",75,236,"D",2016
"Matt Halischuk",72,180,"R",2016
"Matt Hendricks",72,209,"C",2016
"Matt Hunwick",71,200,"D",2016
"Matt Irwin",73,207,"D",2016
"Matt Martin",75,220,"L",2016
"Matt Moulson",73,203,"L",2016
"Matt Nieto",71,190,"L",2016
"Matt Niskanen",73,203,"D",2016
"Matt Puempel",73,205,"L",2016
"Matt Read",70,185,"R",2016
"Matt Stajan",73,195,"C",2016
"Matt Taormina",70,189,"D",2016
"Matt Tennyson",74,205,"D",2016
"Mattias Ekholm",76,215,"D",2016
"Mattias Janmark",73,196,"C",2016
"Max Domi",70,195,"L",2016
"Max Friberg",71,200,"R",2016
"Max McCormick",71,188,"L",2016
"Max Pacioretty",74,206,"L",2016
"Max Talbot",71,186,"C",2016
"Melker Karlsson",72,180,"C",2016
"Michael Cammalleri",69,185,"L",2016
"Michael Chaput",74,204,"C",2016
"Michael Del Zotto",72,195,"D",2016
"Michael Frolik",73,194,"R",2016
"Michael Grabner",73,188,"R",2016
"Michael Keranen",73,170,"L",2016
"Michael Kostka",73,210,"D",2016
"Michael Latta",72,207,"C",2016
"Michael McCarron",78,230,"R",2016
"Michael Mersch",74,213,"L",2016
"Michael Paliotta",76,207,"D",2016
"Michael Raffl",72,200,"L",2016
"Michael Sgarbossa",72,186,"C",2016
"Michael Stone",75,210,"D",2016
"Michael Zalewski",74,205,"L",2016
"Michal Jordan",73,195,"D",2016
"Michal Rozsival",73,210,"D",2016
"Micheal Ferland",74,208,"L",2016
"Micheal Haley",71,205,"C",2016
"Miikka Salomaki",71,203,"R",2016
"Mika Zibanejad",74,227,"C",2016
"Mikael Backlund",73,199,"C",2016
"Mikael Granlund",70,185,"R",2016
"Mike Angelidis",73,214,"L",2016
"Mike Blunden",76,217,"R",2016
"Mike Brown",71,205,"R",2016
"Mike Fisher",73,216,"C",2016
"Mike Green",73,207,"D",2016
"Mike Hoffman",72,181,"L",2016
"Mike Matheson",74,192,"D",2016
"Mike Reilly",74,195,"D",2016
"Mike Ribeiro",72,179,"C",2016
"Mike Richards",71,196,"C",2016
"Mike Santorelli",72,189,"C",2016
"Mike Sislo",71,190,"R",2016
"Mike Weber",74,217,"D",2016
"Mikhail Grabovski",71,186,"C",2016
"Mikhail Grigorenko",75,209,"C",2016
"Mikkel Boedker",72,210,"L",2016
"Mikko Koivu",75,215,"C",2016
"Mikko Rantanen",76,211,"R",2016
"Milan Lucic",75,236,"L",2016
"Milan Michalek",74,225,"L",2016
"Miles Wood",74,195,"L",2016
"Mirco Mueller",75,210,"D",2016
"Morgan Ellis",73,211,"D",2016
"Morgan Rielly",73,217,"D",2016
"Nail Yakupov",71,195,"R",2016
"Nate Guenin",75,207,"D",2016
"Nate Prosser",74,206,"D",2016
"Nate Schmidt",73,194,"D",2016
"Nate Thompson",73,214,"C",2016
"Nathan Beaulieu",74,200,"D",2016
"Nathan Gerbe",64,176,"C",2016
"Nathan MacKinnon",72,205,"C",2016
"Nazem Kadri",72,190,"C",2016
"Nic Dowd",74,197,"C",2016
"Nic Petan",69,179,"L",2016
"Nick Bjugstad",78,218,"C",2016
"Nick Bonino",73,196,"C",2016
"Nick Cousins",71,185,"C",2016
"Nick Foligno",72,202,"L",2016
"Nick Holden",76,214,"D",2016
"Nick Leddy",72,204,"D",2016
"Nick Paul",76,230,"L",2016
"Nick Ritchie",74,234,"L",2016
"Nick Schultz",73,203,"D",2016
"Nick Shore",73,195,"C",2016
"Nick Spaling",73,198,"C",2016
"Nicklas Backstrom",73,210,"C",2016
"Nicklas Grossmann",76,230,"D",2016
"Nicolas Deslauriers",73,215,"L",2016
"Nikita Kucherov",71,178,"R",2016
"Nikita Nesterov",71,191,"D",2016
"Nikita Nikitin",76,217,"D",2016
"Nikita Soshnikov",71,185,"R",2016
"Nikita Tryamkin",79,265,"D",2016
"Nikita Zadorov",77,230,"D",2016
"Niklas Hjalmarsson",75,197,"D",2016
"Niklas Kronwall",72,194,"D",2016
"Nikolaj Ehlers",72,172,"L",2016
"Nikolay Goldobin",71,185,"R",2016
"Nikolay Kulemin",73,228,"L",2016
"Nino Niederreiter",74,216,"R",2016
"Noah Hanifin",75,206,"D",2016
"Noel Acciari",70,208,"C",2016
"Oliver Bjorkstrand",72,177,"R",2016
"Oliver Ekman-Larsson",74,200,"D",2016
"Oliver Kylington",72,183,"D",2016
"Olli Maatta",74,206,"D",2016
"Ondrej Palat",72,188,"L",2016
"Oscar Klefbom",75,215,"D",2016
"Oscar Lindberg",73,202,"C",2016
"Oskar Sundqvist",75,209,"C",2016
"P.K. Subban",72,210,"D",2016
"PA Parenteau",72,200,"R",2016
"Pascal Dupuis",73,205,"R",2016
"Patric Hornqvist",71,189,"R",2016
"Patrice Bergeron",73,195,"C",2016
"Patrice Cormier",74,215,"C",2016
"Patrick Brown",73,216,"C",2016
"Patrick Eaves",70,202,"R",2016
"Patrick Kane",71,177,"R",2016
"Patrick Marleau",74,215,"C",2016
"Patrick Maroon",75,225,"L",2016
"Patrick Sharp",73,200,"L",2016
"Patrick Sieloff",73,205,"D",2016
"Patrick Wiercioch",77,202,"D",2016
"Patrik Berglund",76,219,"C",2016
"Patrik Elias",73,190,"C",2016
"Patrik Nemeth",75,219,"D",2016
"Paul Byron",69,162,"L",2016
"Paul Carey",73,200,"C",2016
"Paul Gaustad",77,227,"C",2016
"Paul Martin",73,200,"D",2016
"Paul Postma",75,195,"D",2016
"Paul Stastny",72,193,"C",2016
"Paul Thompson",73,200,"R",2016
"Pavel Datsyuk",71,194,"C",2016
"Pavel Zacha",75,210,"C",2016
"Peter Holland",74,205,"C",2016
"Petter Granberg",75,200,"D",2016
"Petteri Lindbohm",75,198,"D",2016
"Phil Kessel",72,202,"R",2016
"Phil Varone",70,193,"C",2016
"Philip Samuelsson",74,194,"D",2016
"Phillip Danault",73,195,"C",2016
"Phillip Di Giuseppe",72,200,"L",2016
"Pierre-Edouard Bellemare",72,198,"L",2016
"Quinton Howden",74,189,"C",2016
"R.J. Umberger",74,214,"C",2016
"Radek Faksa",75,216,"C",2016
"Radim Vrbata",73,194,"R",2016
