"Name","Height","Weight","Position","Season"
"Ben Holmstrom",73,203,"C",2011
"Ben Lovejoy",73,205,"D",2011
"Ben Maxwell",73,195,"C",2011
"Ben Smith",71,203,"R",2011
"Benn Ferriero",71,195,"R",2011
"Benoit Pouliot",75,200,"L",2011
"Bill Thomas",73,185,"R",2011
"Blair Betts",75,210,"C",2011
"Blair Jones",74,216,"C",2011
"Blake Comeau",73,202,"L",2011
"Blake Geoffrion",73,190,"C",2011
"Blake Wheeler",77,225,"R",2011
"Bobby Butler",72,189,"R",2011
"Bobby Ryan",74,209,"R",2011
"Boyd Gordon",72,200,"C",2011
"Brad Boyes",72,199,"R",2011
"Brad Lukowich",73,191,"D",2011
"Brad Marchand",69,181,"L",2011
"Brad Mills",72,195,"C",2011
"Brad Richards",72,199,"C",2011
"Brad Richardson",72,190,"C",2011
"Brad Staubitz",73,207,"R",2011
"Brad Stuart",74,215,"D",2011
"Brad Winchester",77,230,"L",2011
"Brandon Dubinsky",74,205,"C",2011
"Brandon Mashinter",76,212,"L",2011
"Brandon McMillan",71,190,"L",2011
"Brandon Pirri",72,186,"C",2011
"Brandon Prust",72,195,"L",2011
"Brandon Segal",74,215,"R",2011
"Brandon Sutter",75,191,"C",2011
"Brandon Yip",73,198,"R",2011
"Brayden Schenn",73,200,"C",2011
"Braydon Coburn",77,223,"D",2011
"Brendan Mikkelson",75,210,"D",2011
"Brendan Morrison",71,176,"C",2011
"Brenden Morrow",71,212,"L",2011
"Brendon Nash",75,210,"D",2011
"Brent Burns",77,230,"D",2011
"Brent Seabrook",75,220,"D",2011
"Brent Sopel",74,205,"D",2011
"Brett Carson",76,210,"D",2011
"Brett Clark",72,194,"D",2011
"Brett Festerling",73,210,"D",2011
"Brett Lebda",69,195,"D",2011
"Brett MacLean",74,201,"L",2011
"Brett Sterling",67,175,"L",2011
"Brett Sutter",72,200,"L",2011
"Brian Boyle",78,245,"C",2011
"Brian Campbell",70,192,"D",2011
"Brian Fahey",73,216,"D",2011
"Brian Gionta",67,178,"R",2011
"Brian Lee",75,200,"D",2011
"Brian Rafalski",70,194,"D",2011
"Brian Rolston",74,215,"R",2011
"Brian Strait",73,206,"D",2011
"Brian Sutherby",74,208,"C",2011
"Brian Willsie",73,202,"R",2011
"Brodie Dupont",74,210,"L",2011
"Brooks Laich",74,200,"C",2011
"Brooks Orpik",75,217,"D",2011
"Bruno Gervais",73,200,"D",2011
"Bryan Allen",77,223,"D",2011
"Bryan Bickell",76,223,"L",2011
"Bryan Little",72,191,"C",2011
"Bryan McCabe",74,223,"D",2011
"Bryan Rodney",72,195,"D",2011
"Cal Clutterbuck",71,216,"R",2011
"Cal O'Reilly",72,188,"C",2011
"Cam Barker",75,223,"D",2011
"Cam Fowler",73,215,"D",2011
"Cam Janssen",72,215,"R",2011
"Cameron Gaunce",74,204,"D",2011
"Carl Gunnarsson",74,198,"D",2011
"Carl Klingberg",75,205,"L",2011
"Carlo Colaiacovo",73,202,"D",2011
"Carson McMillan",73,196,"R",2011
"Casey Wellman",72,173,"C",2011
"Chad Kolarik",71,178,"C",2011
"Chad LaRose",70,181,"R",2011
"Chris Butler",73,196,"D",2011
"Chris Campoli",72,200,"D",2011
"Chris Clark",72,191,"R",2011
"Chris Conner",67,181,"R",2011
"Chris Drury",70,191,"C",2011
"Chris Higgins",72,205,"L",2011
"Chris Kelly",72,190,"C",2011
"Chris Kunitz",72,195,"L",2011
"Chris Mueller",71,196,"C",2011
"Chris Neil",73,209,"R",2011
"Chris Phillips",75,219,"D",2011
"Chris Porter",73,206,"L",2011
"Chris Pronger",78,220,"D",2011
"Chris Stewart",74,242,"R",2011
"Chris Summers",74,207,"D",2011
"Chris Thorburn",75,235,"R",2011
"Chris VandeVelde",74,190,"C",2011
"Christian Ehrhoff",74,201,"D",2011
"Christian Hanson",76,228,"C",2011
"Christopher Tanev",74,195,"D",2011
"Chuck Kobasew",72,192,"R",2011
"Clarke MacArthur",72,192,"L",2011
"Claude Giroux",71,185,"C",2011
"Clay Wilson",72,195,"D",2011
"Clayton Stoner",76,216,"D",2011
"Cody Almond",74,199,"C",2011
"Cody Bass",72,205,"C",2011
"Cody Franson",77,224,"D",2011
"Cody Hodgson",72,191,"C",2011
"Cody McCormick",74,222,"C",2011
"Cody McLeod",74,210,"L",2011
"Colby Armstrong",74,185,"R",2011
"Colby Cohen",74,200,"D",2011
"Colin Fraser",73,190,"C",2011
"Colin Greening",74,210,"C",2011
"Colin Stuart",74,205,"L",2011
"Colin White",76,215,"D",2011
"Colin Wilson",73,221,"C",2011
"Colton Gillies",76,208,"C",2011
"Colton Orr",75,222,"R",2011
"Colton Sceviour",72,195,"C",2011
"Corey Locke",69,175,"C",2011
"Corey Perry",75,213,"R",2011
"Corey Potter",75,204,"D",2011
"Cory Emmerton",72,191,"C",2011
"Cory Sarich",76,207,"D",2011
"Cory Stillman",72,193,"L",2011
"Craig Adams",72,200,"R",2011
"Craig Conroy",74,193,"C",2011
"Craig Rivet",74,207,"D",2011
"Curtis Glencross",73,197,"L",2011
"Dainius Zubrus",77,225,"C",2011
"Dale Weise",74,206,"R",2011
"Dan Boyle",71,194,"D",2011
"Dan Girardi",73,212,"D",2011
"Dan Hamhuis",73,204,"D",2011
"Dan Sexton",69,180,"R",2011
"Dana Tyrell",70,192,"C",2011
"Daniel Alfredsson",71,203,"R",2011
"Daniel Briere",69,174,"C",2011
"Daniel Carcillo",72,200,"L",2011
"Daniel Cleary",73,205,"R",2011
"Daniel Paille",73,200,"L",2011
"Daniel Sedin",73,190,"L",2011
"Daniel Winnik",74,210,"L",2011
"Danny Syvret",72,205,"D",2011
"Dany Heatley",75,212,"L",2011
"Darcy Hordichuk",73,215,"L",2011
"Darren Helm",72,196,"L",2011
"Darroll Powe",71,212,"C",2011
"Darryl Boyce",72,200,"C",2011
"Dave Bolland",72,184,"C",2011
"Dave Scatchard",75,220,"C",2011
"David Backes",75,221,"R",2011
"David Booth",72,212,"L",2011
"David Clarkson",72,207,"R",2011
"David Desharnais",67,180,"C",2011
"David Hale",73,222,"D",2011
"David Jones",75,208,"R",2011
"David Koci",78,238,"L",2011
"David Krejci",72,188,"C",2011
"David Legwand",74,207,"C",2011
"David Liffiton",74,210,"D",2011
"David Moss",76,210,"R",2011
"David Perron",72,200,"L",2011
"David Schlemko",73,189,"D",2011
"David Steckel",78,215,"C",2011
"David Van Der Gulik",70,173,"L",2011
"Davis Drewiske",74,222,"D",2011
"Daymond Langkow",70,181,"C",2011
"Dennis Seidenberg",72,199,"D",2011
"Dennis Wideman",72,202,"D",2011
"Derek Boogaard",79,265,"L",2011
"Derek Dorsett",72,192,"R",2011
"Derek Joslin",73,210,"D",2011
"Derek MacKenzie",71,181,"C",2011
"Derek Morris",72,210,"D",2011
"Derek Roy",69,184,"C",2011
"Derek Smith",73,197,"D",2011
"Derek Stepan",72,196,"C",2011
"Derick Brassard",73,202,"C",2011
"Deryk Engelland",74,214,"D",2011
"Devin Setoguchi",72,205,"R",2011
"Dion Phaneuf",76,225,"D",2011
"DJ King",75,231,"L",2011
"Dmitry Kulikov",73,204,"D",2011
"Dominic Moore",72,192,"C",2011
"Doug Janik",74,211,"D",2011
"Doug Weight",71,202,"C",2011
"Douglas Murray",75,240,"D",2011
"Drayson Bowman",73,195,"L",2011
"Drew Bagnall",75,220,"D",2011
"Drew Doughty",73,200,"D",2011
"Drew Miller",74,183,"L",2011
"Drew Stafford",74,215,"R",2011
"Duncan Keith",73,192,"D",2011
"Dustin Boyd",72,187,"C",2011
"Dustin Brown",72,216,"R",2011
"Dustin Byfuglien",77,260,"D",2011
"Dustin Jeffrey",73,205,"L",2011
"Dustin Penner",76,247,"R",2011
"Dwight King",76,229,"L",2011
"Dylan Reese",73,205,"D",2011
"Ed Jovanovski",75,220,"D",2011
"Eric Belanger",71,185,"C",2011
"Eric Boulton",72,227,"L",2011
"Eric Brewer",76,216,"D",2011
"Eric Fehr",76,208,"C",2011
"Eric Godard",76,222,"R",2011
"Eric Nystrom",73,200,"L",2011
"Eric Staal",76,209,"C",2011
"Eric Tangradi",76,226,"L",2011
"Eric Wellwood",71,180,"L",2011
"Erik Christensen",73,200,"C",2011
"Erik Cole",74,205,"L",2011
"Erik Condra",71,188,"R",2011
"Erik Gustafsson",70,180,"D",2011
"Erik Johnson",76,225,"D",2011
"Erik Karlsson",72,191,"D",2011
"Ethan Moreau",75,223,"L",2011
"Evan Brophey",74,199,"C",2011
"Evan Oberg",72,191,"D",2011
"Evander Kane",74,212,"L",2011
"Evgeni Malkin",75,195,"C",2011
"Evgenii Dadonov",71,185,"R",2011
"Evgeny Grachev",76,225,"C",2011
"Fedor Tyutin",74,221,"D",2011
"Fernando Pisani",73,205,"R",2011
"Filip Kuba",76,225,"D",2011
"Francis Bouillon",68,194,"D",2011
"Francis Lessard",74,235,"R",2011
"Francis Wathier",76,210,"L",2011
"Francois Beauchemin",71,208,"D",2011
"Frans Nielsen",73,188,"C",2011
"Frazer McLaren",77,230,"L",2011
"Freddy Meyer",70,185,"D",2011
"Freddy Modin",76,220,"L",2011
"Fredrik Sjostrom",73,218,"L",2011
"Garrett Stafford",73,207,"D",2011
"George Parros",77,224,"R",2011
"Gilbert Brule",71,187,"C",2011
"Grant Clitsome",71,211,"D",2011
"Greg Mauldin",71,195,"L",2011
"Greg Nemisz",75,197,"R",2011
"Greg Zanon",71,201,"D",2011
"Gregory Campbell",72,188,"C",2011
"Guillaume Desbiens",74,210,"R",2011
"Guillaume Latendresse",74,230,"L",2011
"Hal Gill",79,243,"D",2011
"Henrik Sedin",74,183,"C",2011
"Henrik Tallinder",76,209,"D",2011
"Henrik Zetterberg",72,197,"C",2011
"Hugh Jessiman",78,221,"R",2011
"Ian Cole",73,219,"D",2011
"Ian White",70,191,"D",2011
"Ilya Kovalchuk",75,230,"R",2011
"J-P Dumont",73,205,"R",2011
"Jack Hillen",70,190,"D",2011
"Jack Johnson",73,227,"D",2011
"Jack Skille",73,216,"R",2011
"Jacob Josefson",72,196,"C",2011
"Jake Dowell",72,200,"C",2011
"Jake Muzzin",75,213,"D",2011
"Jakub Kindl",75,199,"D",2011
"Jakub Voracek",74,214,"R",2011
"Jamal Mayers",73,222,"R",2011
"James Neal",74,221,"L",2011
"James van Riemsdyk",75,217,"L",2011
"James Wisniewski",71,203,"D",2011
"James Wright",76,210,"C",2011
"Jamie Arniel",71,183,"C",2011
"Jamie Benn",74,209,"L",2011
"Jamie Doornbosch",74,198,"D",2011
"Jamie Langenbrunner",73,205,"R",2011
"Jamie McBain",73,180,"D",2011
"Jamie McGinn",73,205,"L",2011
"Jan Hejda",76,230,"D",2011
"Jan Mursak",71,190,"L",2011
"Jannik Hansen",73,198,"R",2011
"Jared Boll",75,206,"R",2011
"Jared Spurgeon",69,168,"D",2011
"Jarkko Ruutu",73,204,"L",2011
"Jarome Iginla",73,210,"R",2011
"Jaroslav Spacek",72,210,"D",2011
"Jarret Stoll",73,216,"C",2011
"Jason Arnott",77,220,"C",2011
"Jason Blake",70,190,"L",2011
"Jason Chimera",75,215,"L",2011
"Jason Demers",73,195,"D",2011
"Jason Garrison",73,218,"D",2011
"Jason Pominville",72,180,"R",2011
"Jason Spezza",75,214,"C",2011
"Jason Strudwick",76,226,"D",2011
"Jason Williams",71,192,"C",2011
"Jassen Cullimore",77,235,"D",2011
"Jay Beagle",75,218,"C",2011
"Jay Bouwmeester",76,206,"D",2011
"Jay Harrison",76,222,"D",2011
"Jay Leach",77,220,"D",2011
"Jay McClement",73,205,"C",2011
"Jay Rosehill",75,215,"L",2011
"Jean-Francois Jacques",75,231,"L",2011
"Jed Ortmeyer",72,200,"R",2011
"Jeff Carter",75,217,"C",2011
"Jeff Halpern",72,190,"C",2011
"Jeff Petry",75,208,"D",2011
"Jeff Schultz",78,225,"D",2011
"Jeff Skinner",71,200,"L",2011
"Jeff Taffe",75,207,"L",2011
"Jeff Tambellini",71,186,"L",2011
"Jeff Woywitka",75,227,"D",2011
"Jeremy Colliton",74,214,"C",2011
"Jeremy Morin",73,195,"L",2011
"Jeremy Williams",72,191,"R",2011
"Jerome Samson",72,195,"R",2011
"Jerred Smithson",75,209,"C",2011
"Jesse Joensuu",76,213,"L",2011
"Jesse Winchester",73,205,"C",2011
"Jim O'Brien",75,195,"C",2011
"Jim Slater",72,195,"C",2011
"Jim Vandermeer",73,210,"D",2011
"Jiri Hudler",70,190,"R",2011
"Jiri Tlusty",72,205,"L",2011
"Jochen Hecht",73,198,"C",2011
"Jody Shelley",75,230,"L",2011
"Joe Callahan",75,210,"D",2011
"Joe Colborne",77,221,"C",2011
"Joe Corvo",72,204,"D",2011
"Joe Pavelski",71,195,"C",2011
"Joe Thornton",76,220,"C",2011
"Joe Vitale",71,205,"C",2011
"Joel Perrault",74,212,"C",2011
"Joel Ward",73,225,"R",2011
"Joey Crabb",73,190,"R",2011
"Joffrey Lupul",73,206,"L",2011
"Johan Franzen",76,232,"R",2011
"Johan Harju",75,210,"L",2011
"John-Michael Liles",70,185,"D",2011
"John Carlson",75,218,"D",2011
"John Erskine",76,220,"D",2011
"John Madden",71,190,"C",2011
"John McCarthy",73,195,"C",2011
"John Mitchell",73,204,"C",2011
"John Moore",74,210,"D",2011
"John Scott",80,260,"L",2011
"John Tavares",73,208,"C",2011
"John Zeiler",71,204,"R",2011
"Johnny Boychuk",74,227,"D",2011
"Johnny Oduya",72,191,"D",2011
"Jon Matsumoto",72,185,"C",2011
"Jon Sim",70,189,"L",2011
"Jonas Andersson",75,204,"R",2011
"Jonas Holos",71,196,"D",2011
"Jonathan Ericsson",76,220,"D",2011
"Jonathan Toews",74,201,"C",2011
"Jonathon Blum",73,188,"D",2011
"Joni Pitkanen",75,220,"D",2011
"Jordan Caron",75,204,"R",2011
"Jordan Eberle",71,187,"C",2011
"Jordan Hendry",72,194,"D",2011
"Jordan Leopold",73,206,"D",2011
"Jordan Staal",76,220,"C",2011
"Jordin Tootoo",69,195,"R",2011
"Josh Bailey",73,203,"R",2011
"Josh Gorges",73,204,"D",2011
"Josh Green",75,218,"C",2011
"Jussi Jokinen",72,191,"L",2011
"Justin Abdelkader",74,214,"L",2011
"Justin Braun",74,205,"D",2011
"Justin DiBenedetto",72,198,"C",2011
"Justin Falk",77,223,"D",2011
"Justin Williams",73,188,"R",2011
"Karl Alzner",75,217,"D",2011
"Karlis Skrastins",74,208,"D",2011
"Keaton Ellerby",77,220,"D",2011
"Keith Aucoin",68,171,"C",2011
"Keith Aulie",78,222,"D",2011
"Keith Ballard",71,204,"D",2011
"Keith Yandle",73,196,"D",2011
"Kenndal McArdle",71,190,"L",2011
"Kent Huskins",76,210,"D",2011
"Kevin Bieksa",73,197,"D",2011
"Kevin Klein",73,206,"D",2011
"Kevin Porter",72,190,"C",2011
"Kevin Shattenkirk",72,200,"D",2011
"Kevin Westgarth",76,234,"R",2011
"Kimmo Timonen",70,194,"D",2011
"Korbinian Holzer",75,214,"D",2011
"Kris Draper",70,188,"C",2011
"Kris Letang",72,201,"D",2011
"Kris Newbury",71,205,"C",2011
"Kris Russell",70,173,"D",2011
"Kris Versteeg",71,176,"R",2011
"Kristian Huselius",74,184,"L",2011
"Krys Barch",74,225,"R",2011
"Kurtis Foster",77,225,"D",2011
"Kyle Brodziak",74,209,"C",2011
"Kyle Chipchura",74,203,"C",2011
"Kyle Clifford",74,211,"L",2011
"Kyle Cumiskey",71,180,"D",2011
"Kyle Okposo",72,220,"R",2011
"Kyle Palmieri",71,185,"R",2011
"Kyle Quincey",74,210,"D",2011
"Kyle Turris",73,190,"C",2011
"Kyle Wellwood",70,181,"C",2011
"Kyle Wilson",73,200,"C",2011
"Ladislav Smid",76,210,"D",2011
"Lance Bouma",74,208,"L",2011
"Lars Eller",74,207,"C",2011
"Lauri Korpikoski",73,193,"L",2011
"Lee Stempniak",71,195,"R",2011
"Lee Sweatt",69,195,"D",2011
"Liam Reddox",71,178,"L",2011
"Linus Klasen",68,176,"L",2011
"Linus Omark",70,187,"L",2011
"Logan Couture",73,205,"C",2011
"Loui Eriksson",74,196,"L",2011
"Lubomir Visnovsky",70,192,"D",2011
"Luca Caputi",75,200,"L",2011
"Luca Sbisa",74,209,"D",2011
"Luke Adam",74,207,"C",2011
"Luke Schenn",74,229,"D",2011
"Magnus Paajarvi",75,206,"L",2011
"Maksim Mayorov",74,198,"L",2011
"Manny Malhotra",74,207,"C",2011
"Marc-Andre Bergeron",69,190,"D",2011
"Marc-Andre Gragnani",75,205,"D",2011
"Marc-Antoine Pouliot",74,203,"C",2011
"Marc-Edouard Vlasic",73,205,"D",2011
"Marc Methot",76,233,"D",2011
"Marc Savard",70,191,"C",2011
"Marc Staal",76,209,"D",2011
"Marcel Goc",73,197,"C",2011
"Marcel Mueller",75,220,"C",2011
"Marco Scandella",75,208,"D",2011
"Marco Sturm",72,196,"L",2011
"Marcus Johansson",73,205,"L",2011
"Marcus Kruger",72,186,"C",2011
"Marek Svatos",70,185,"R",2011
"Marek Zidlicky",71,190,"D",2011
"Marian Gaborik",73,200,"R",2011
"Marian Hossa",73,207,"R",2011
"Mario Bliznak",72,185,"C",2011
"Mark Eaton",73,215,"D",2011
"Mark Fayne",75,209,"D",2011
"Mark Fistric",74,225,"D",2011
"Mark Fraser",76,220,"D",2011
"Mark Giordano",72,198,"D",2011
"Mark Katic",70,191,"D",2011
"Mark Letestu",70,195,"C",2011
"Mark Mancari",76,208,"R",2011
"Mark Olver",70,170,"C",2011
"Mark Parrish",71,199,"R",2011
"Mark Recchi",70,195,"R",2011
"Mark Stuart",74,215,"D",2011
"Martin Erat",72,196,"R",2011
"Martin Hanzal",78,230,"C",2011
"Martin Havlat",74,210,"R",2011
"Martin St. Louis",68,180,"R",2011
"Marty Reasoner",73,197,"C",2011
"Mason Raymond",73,179,"L",2011
"Mathieu Darche",73,215,"L",2011
"Mathieu Perreault",70,188,"C",2011
"Mathieu Roy",74,210,"D",2011
"Mats Zuccarello",68,179,"R",2011
"Matt Bartkowski",73,196,"D",2011
"Matt Beleskey",72,203,"L",2011
"Matt Bradley",75,200,"R",2011
"Matt Calvert",71,186,"L",2011
"Matt Campanale",71,200,"D",2011
"Matt Carkner",77,229,"D",2011
"Matt Carle",72,197,"D",2011
"Matt Cooke",71,216,"L",2011
"Matt Cullen",73,202,"C",2011
"Matt D'Agostini",72,198,"R",2011
"Matt Duchene",71,195,"C",2011
"Matt Ellis",72,208,"L",2011
"Matt Frattin",72,205,"R",2011
"Matt Gilroy",73,199,"D",2011
"Matt Greene",75,236,"D",2011
"Matt Halischuk",72,180,"R",2011
"Matt Hendricks",72,209,"C",2011
"Matt Hunwick",71,200,"D",2011
"Matt Kassian",76,240,"L",2011
"Matt Lashoff",74,204,"D",2011
"Matt Martin",75,220,"L",2011
"Matt Moulson",73,203,"L",2011
"Matt Niskanen",73,203,"D",2011
"Matt Smaby",78,230,"D",2011
"Matt Stajan",73,195,"C",2011
"Matt Taormina",70,189,"D",2011
"Matt Walker",76,215,"D",2011
"Matthew Corrente",72,205,"D",2011
"Matthew Lombardi",71,195,"C",2011
"Mattias Ohlund",76,233,"D",2011
"Mattias Ritola",72,192,"C",2011
"Mattias Tedenby",69,175,"R",2011
"Max Pacioretty",74,206,"L",2011
"Max Talbot",71,186,"C",2011
"Maxim Lapierre",74,215,"C",2011
"Maxim Noreau",72,194,"D",2011
"Michael Cammalleri",69,185,"L",2011
"Michael Del Zotto",72,195,"D",2011
"Michael Frolik",73,194,"R",2011
"Michael Grabner",73,188,"R",2011
"Michael Ryder",73,200,"R",2011
"Michael Sauer",75,213,"D",2011
"Michael Zigomanis",72,200,"C",2011
"Michal Handzus",77,215,"C",2011
"Michal Repik",70,180,"R",2011
"Michal Rozsival",73,210,"D",2011
"Micheal Haley",71,205,"C",2011
"Mikael Backlund",73,199,"C",2011
"Mikael Samuelsson",74,218,"R",2011
"Mike Blunden",76,217,"R",2011
"Mike Brown",71,205,"R",2011
"Mike Commodore",76,227,"D",2011
"Mike Comrie",70,185,"C",2011
"Mike Duco",70,200,"R",2011
"Mike Fisher",73,216,"C",2011
"Mike Green",73,207,"D",2011
"Mike Grier",73,224,"R",2011
"Mike Knuble",75,229,"R",2011
"Mike Komisarek",76,235,"D",2011
"Mike Lundin",74,190,"D",2011
"Mike Modano",75,212,"C",2011
"Mike Moore",73,210,"D",2011
"Mike Mottau",72,195,"D",2011
"Mike Ribeiro",72,179,"C",2011
"Mike Richards",71,196,"C",2011
"Mike Rupp",77,235,"L",2011
"Mike Santorelli",72,189,"C",2011
"Mike Vernace",72,216,"D",2011
"Mike Weaver",70,186,"D",2011
"Mike Weber",74,217,"D",2011
"Mikhail Grabovski",71,186,"C",2011
"Mikkel Boedker",72,210,"L",2011
"Mikko Koivu",75,215,"C",2011
"Milan Hejduk",72,190,"R",2011
"Milan Jurcina",76,253,"D",2011
"Milan Lucic",75,236,"L",2011
"Milan Michalek",74,225,"L",2011
"Nate Guenin",75,207,"D",2011
"Nate Prosser",74,206,"D",2011
"Nate Thompson",73,214,"C",2011
"Nathan Gerbe",64,176,"C",2011
"Nathan Horton",74,229,"R",2011
"Nathan Oystrick",71,213,"D",2011
"Nazem Kadri",72,190,"C",2011
"Nick Bonino",73,196,"C",2011
"Nick Boynton",73,218,"D",2011
"Nick Drazenovic",72,192,"C",2011
"Nick Foligno",72,202,"L",2011
"Nick Holden",76,214,"D",2011
"Nick Johnson",74,200,"R",2011
"Nick Leddy",72,204,"D",2011
"Nick Palmieri",75,220,"R",2011
"Nick Schultz",73,203,"D",2011
"Nick Spaling",73,198,"C",2011
"Nicklas Backstrom",73,210,"C",2011
"Nicklas Grossmann",76,230,"D",2011
"Nicklas Lidstrom",73,192,"D",2011
"Niclas Bergfors",70,194,"R",2011
"Niclas Wallin",75,220,"D",2011
"Nigel Dawes",69,200,"L",2011
"Nik Antropov",78,245,"C",2011
"Nikita Filatov",72,190,"L",2011
"Nikita Nikitin",76,217,"D",2011
"Niklas Hagman",70,205,"L",2011
"Niklas Hjalmarsson",75,197,"D",2011
"Niklas Kronwall",72,194,"D",2011
"Nikolay Kulemin",73,228,"L",2011
"Nikolay Zherdev",74,203,"R",2011
"Nino Niederreiter",74,216,"R",2011
"Noah Welch",76,215,"D",2011
"Nolan Yonkman",78,247,"D",2011
"Oliver Ekman-Larsson",74,200,"D",2011
"Olivier Magnan",74,210,"D",2011
"Olli Jokinen",74,210,"C",2011
"Oscar Moller",70,189,"R",2011
"Oskars Bartulis",74,184,"D",2011
"P.K. Subban",72,210,"D",2011
"PA Parenteau",72,200,"R",2011
"Pascal Dupuis",73,205,"R",2011
"Patric Hornqvist",71,189,"R",2011
"Patrice Bergeron",73,195,"C",2011
"Patrice Cormier",74,215,"C",2011
"Patrick Dwyer",71,175,"R",2011
"Patrick Eaves",70,202,"R",2011
"Patrick Kaleta",73,198,"R",2011
"Patrick Kane",71,177,"R",2011
"Patrick Marleau",74,215,"C",2011
"Patrick O'Sullivan",71,189,"C",2011
"Patrick Rissmiller",76,225,"L",2011
"Patrick Sharp",73,200,"L",2011
"Patrick Wiercioch",77,202,"D",2011
"Patrik Berglund",76,219,"C",2011
"Patrik Elias",73,190,"C",2011
"Paul Bissonnette",74,216,"L",2011
"Paul Byron",69,162,"L",2011
"Paul Gaustad",77,227,"C",2011
"Paul Mara",76,211,"D",2011
"Paul Martin",73,200,"D",2011
"Paul Postma",75,195,"D",2011
"Paul Stastny",72,193,"C",2011
"Pavel Datsyuk",71,194,"C",2011
"Pavel Kubina",76,258,"D",2011
"Peter Forsberg",72,205,"C",2011
"Peter Harrold",71,180,"D",2011
"Peter Regin",74,190,"C",2011
"Peter Schaefer",73,200,"L",2011
"Petr Prucha",72,175,"R",2011
"Phil Kessel",72,202,"R",2011
"Philip Larsen",73,185,"D",2011
"Philip McRae",74,200,"C",2011
"Philippe Dupuis",72,196,"C",2011
"Pierre-Luc Letourneau-Leblond",73,218,"R",2011
"Pierre-Marc Bouchard",70,168,"C",2011
"R.J. Umberger",74,214,"C",2011
"Radek Dvorak",74,195,"R",2011
"Radek Martinek",72,205,"D",2011
"Radim Vrbata",73,194,"R",2011
"Raffi Torres",72,215,"L",2011
"Raitis Ivanans",76,231,"L",2011
"Randy Jones",74,210,"D",2011
"Ray Macias",74,195,"D",2011
"Ray Whitney",70,180,"L",2011
"Raymond Sawada",74,207,"R",2011
"Rene Bourque",74,217,"R",2011
"Rhett Rakhshani",70,182,"R",2011
"Rich Peverley",71,195,"C",2011
"Richard Petiot",75,215,"D",2011
"Rick Nash",76,211,"L",2011
"Rick Rypien",71,190,"C",2011
"Rob Klinkhammer",75,214,"L",2011
"Rob Niedermayer",74,203,"C",2011
"Rob Schremp",71,200,"C",2011
