"Name","Height","Weight","Position","Season"
"Brandon Dubinsky",74,205,"C",2012
"Brandon Manning",73,205,"D",2012
"Brandon McMillan",71,190,"L",2012
"Brandon Pirri",72,186,"C",2012
"Brandon Prust",72,195,"L",2012
"Brandon Saad",73,206,"L",2012
"Brandon Segal",74,215,"R",2012
"Brandon Sutter",75,191,"C",2012
"Brandon Yip",73,198,"R",2012
"Brayden McNabb",76,212,"D",2012
"Brayden Schenn",73,200,"C",2012
"Braydon Coburn",77,223,"D",2012
"Brendan Bell",74,205,"D",2012
"Brendan Mikkelson",75,210,"D",2012
"Brendan Morrison",71,176,"C",2012
"Brendan Smith",74,211,"D",2012
"Brenden Dillon",76,225,"D",2012
"Brenden Morrow",71,212,"L",2012
"Brent Burns",77,230,"D",2012
"Brent Seabrook",75,220,"D",2012
"Brett Bulmer",76,212,"R",2012
"Brett Carson",76,210,"D",2012
"Brett Clark",72,194,"D",2012
"Brett Connolly",75,195,"R",2012
"Brett Festerling",73,210,"D",2012
"Brett Lebda",69,195,"D",2012
"Brett MacLean",74,201,"L",2012
"Brett Sterling",67,175,"L",2012
"Brett Sutter",72,200,"L",2012
"Brian Boyle",78,245,"C",2012
"Brian Campbell",70,192,"D",2012
"Brian Gionta",67,178,"R",2012
"Brian Lee",75,200,"D",2012
"Brian McGrattan",76,235,"R",2012
"Brian Rolston",74,215,"R",2012
"Brian Strait",73,206,"D",2012
"Brooks Laich",74,200,"C",2012
"Brooks Orpik",75,217,"D",2012
"Bruno Gervais",73,200,"D",2012
"Bryan Allen",77,223,"D",2012
"Bryan Bickell",76,223,"L",2012
"Bryan Little",72,191,"C",2012
"Bryan Rodney",72,195,"D",2012
"Bryce Salvador",75,215,"D",2012
"Byron Bitz",77,215,"R",2012
"Cade Fairchild",71,190,"D",2012
"Cal Clutterbuck",71,216,"R",2012
"Cal O'Reilly",72,188,"C",2012
"Calvin de Haan",73,198,"D",2012
"Cam Atkinson",68,179,"R",2012
"Cam Barker",75,223,"D",2012
"Cam Fowler",73,215,"D",2012
"Cam Janssen",72,215,"R",2012
"Carl Gunnarsson",74,198,"D",2012
"Carl Hagelin",71,186,"L",2012
"Carl Klingberg",75,205,"L",2012
"Carl Sneep",76,210,"D",2012
"Carlo Colaiacovo",73,202,"D",2012
"Carson McMillan",73,196,"R",2012
"Carter Ashton",75,215,"R",2012
"Carter Camper",69,176,"C",2012
"Casey Cizikas",71,200,"C",2012
"Casey Wellman",72,173,"C",2012
"Chad LaRose",70,181,"R",2012
"Chad Rau",71,198,"C",2012
"Chay Genoway",69,177,"D",2012
"Chris Butler",73,196,"D",2012
"Chris Campoli",72,200,"D",2012
"Chris Conner",67,181,"R",2012
"Chris Higgins",72,205,"L",2012
"Chris Kelly",72,190,"C",2012
"Chris Kunitz",72,195,"L",2012
"Chris Mueller",71,196,"C",2012
"Chris Neil",73,209,"R",2012
"Chris Phillips",75,219,"D",2012
"Chris Porter",73,206,"L",2012
"Chris Pronger",78,220,"D",2012
"Chris Stewart",74,242,"R",2012
"Chris Summers",74,207,"D",2012
"Chris Thorburn",75,235,"R",2012
"Chris VandeVelde",74,190,"C",2012
"Christian Ehrhoff",74,201,"D",2012
"Christopher Tanev",74,195,"D",2012
"Chuck Kobasew",72,192,"R",2012
"Clarke MacArthur",72,192,"L",2012
"Claude Giroux",71,185,"C",2012
"Clay Wilson",72,195,"D",2012
"Clayton Stoner",76,216,"D",2012
"Cody Almond",74,199,"C",2012
"Cody Bass",72,205,"C",2012
"Cody Eakin",72,190,"C",2012
"Cody Franson",77,224,"D",2012
"Cody Goloubef",73,200,"D",2012
"Cody Hodgson",72,191,"C",2012
"Cody McCormick",74,222,"C",2012
"Cody McLeod",74,210,"L",2012
"Colby Armstrong",74,185,"R",2012
"Colby Robak",75,194,"D",2012
"Colin Fraser",73,190,"C",2012
"Colin Greening",74,210,"C",2012
"Colin McDonald",74,219,"R",2012
"Colin Stuart",74,205,"L",2012
"Colin White",76,215,"D",2012
"Colin Wilson",73,221,"C",2012
"Colten Teubert",76,195,"D",2012
"Colton Gillies",76,208,"C",2012
"Colton Orr",75,222,"R",2012
"Corey Perry",75,213,"R",2012
"Corey Potter",75,204,"D",2012
"Corey Tropp",72,186,"R",2012
"Cory Emmerton",72,191,"C",2012
"Cory Sarich",76,207,"D",2012
"Craig Adams",72,200,"R",2012
"Craig Smith",73,208,"R",2012
"Curtis Glencross",73,197,"L",2012
"Dainius Zubrus",77,225,"C",2012
"Dale Weise",74,206,"R",2012
"Dalton Prout",75,230,"D",2012
"Dan Boyle",71,194,"D",2012
"Dan Girardi",73,212,"D",2012
"Dan Hamhuis",73,204,"D",2012
"Dana Tyrell",70,192,"C",2012
"Dane Byers",75,204,"L",2012
"Daniel Alfredsson",71,203,"R",2012
"Daniel Briere",69,174,"C",2012
"Daniel Carcillo",72,200,"L",2012
"Daniel Cleary",73,205,"R",2012
"Daniel Paille",73,200,"L",2012
"Daniel Sedin",73,190,"L",2012
"Daniel Winnik",74,210,"L",2012
"Dany Heatley",75,212,"L",2012
"Darcy Hordichuk",73,215,"L",2012
"Darren Helm",72,196,"L",2012
"Darroll Powe",71,212,"C",2012
"Darryl Boyce",72,200,"C",2012
"Dave Bolland",72,184,"C",2012
"David Backes",75,221,"R",2012
"David Booth",72,212,"L",2012
"David Clarkson",72,207,"R",2012
"David Desharnais",67,180,"C",2012
"David Jones",75,208,"R",2012
"David Krejci",72,188,"C",2012
"David Legwand",74,207,"C",2012
"David McIntyre",72,190,"C",2012
"David Moss",76,210,"R",2012
"David Perron",72,200,"L",2012
"David Rundblad",74,187,"D",2012
"David Savard",74,227,"D",2012
"David Schlemko",73,189,"D",2012
"David Steckel",78,215,"C",2012
"David Ullstrom",74,195,"L",2012
"David Van Der Gulik",70,173,"L",2012
"Davis Drewiske",74,222,"D",2012
"Daymond Langkow",70,181,"C",2012
"Dennis Seidenberg",72,199,"D",2012
"Dennis Wideman",72,202,"D",2012
"Derek Dorsett",72,192,"R",2012
"Derek Joslin",73,210,"D",2012
"Derek MacKenzie",71,181,"C",2012
"Derek Meech",71,200,"D",2012
"Derek Morris",72,210,"D",2012
"Derek Roy",69,184,"C",2012
"Derek Smith",73,197,"D",2012
"Derek Stepan",72,196,"C",2012
"Derek Whitmore",70,190,"L",2012
"Derick Brassard",73,202,"C",2012
"Deryk Engelland",74,214,"D",2012
"Devante Smith-Pelly",72,223,"R",2012
"Devin Setoguchi",72,205,"R",2012
"Dion Phaneuf",76,225,"D",2012
"DJ King",75,231,"L",2012
"Dmitry Kulikov",73,204,"D",2012
"Dmitry Orlov",71,212,"D",2012
"Dominic Moore",72,192,"C",2012
"Doug Janik",74,211,"D",2012
"Douglas Murray",75,240,"D",2012
"Drayson Bowman",73,195,"L",2012
"Drew Doughty",73,200,"D",2012
"Drew Miller",74,183,"L",2012
"Drew Stafford",74,215,"R",2012
"Duncan Keith",73,192,"D",2012
"Dustin Brown",72,216,"R",2012
"Dustin Byfuglien",77,260,"D",2012
"Dustin Jeffrey",73,205,"L",2012
"Dustin Penner",76,247,"R",2012
"Dwight King",76,229,"L",2012
"Dylan Olsen",74,223,"D",2012
"Dylan Reese",73,205,"D",2012
"Ed Jovanovski",75,220,"D",2012
"Eric Belanger",71,185,"C",2012
"Eric Boulton",72,227,"L",2012
"Eric Brewer",76,216,"D",2012
"Eric Fehr",76,208,"C",2012
"Eric Nystrom",73,200,"L",2012
"Eric Staal",76,209,"C",2012
"Eric Tangradi",76,226,"L",2012
"Eric Wellwood",71,180,"L",2012
"Erik Christensen",73,200,"C",2012
"Erik Cole",74,205,"L",2012
"Erik Condra",71,188,"R",2012
"Erik Gudbranson",77,220,"D",2012
"Erik Gustafsson",70,180,"D",2012
"Erik Johnson",76,225,"D",2012
"Erik Karlsson",72,191,"D",2012
"Ethan Moreau",75,223,"L",2012
"Evan Brophey",74,199,"C",2012
"Evan Oberg",72,191,"D",2012
"Evander Kane",74,212,"L",2012
"Evgeni Malkin",75,195,"C",2012
"Evgenii Dadonov",71,185,"R",2012
"Evgeny Grachev",76,225,"C",2012
"Fabian Brunnstrom",73,206,"L",2012
"Fedor Tyutin",74,221,"D",2012
"Filip Kuba",76,225,"D",2012
"Frédéric St-Denis",71,192,"D",2012
"Francis Bouillon",68,194,"D",2012
"Francis Wathier",76,210,"L",2012
"Francois Beauchemin",71,208,"D",2012
"Frans Nielsen",73,188,"C",2012
"Frazer McLaren",77,230,"L",2012
"Gabriel Bourque",70,206,"L",2012
"Gabriel Dumont",70,190,"C",2012
"Gabriel Landeskog",73,215,"L",2012
"George Parros",77,224,"R",2012
"Gilbert Brule",71,187,"C",2012
"Grant Clitsome",71,211,"D",2012
"Greg Nemisz",75,197,"R",2012
"Greg Rallo",72,195,"C",2012
"Greg Zanon",71,201,"D",2012
"Gregory Campbell",72,188,"C",2012
"Guillaume Desbiens",74,210,"R",2012
"Guillaume Latendresse",74,230,"L",2012
"Gustav Nyquist",71,184,"R",2012
"Hal Gill",79,243,"D",2012
"Harry Zolnierczyk",71,180,"L",2012
"Henrik Sedin",74,183,"C",2012
"Henrik Tallinder",76,209,"D",2012
"Henrik Zetterberg",72,197,"C",2012
"Ian Cole",73,219,"D",2012
"Ian White",70,191,"D",2012
"Ilya Kovalchuk",75,230,"R",2012
"J.T. Brown",70,169,"R",2012
"Jack Hillen",70,190,"D",2012
"Jack Johnson",73,227,"D",2012
"Jack Skille",73,216,"R",2012
"Jacob Josefson",72,196,"C",2012
"Jaden Schwartz",70,190,"L",2012
"Jake Dowell",72,200,"C",2012
"Jake Gardiner",74,200,"D",2012
"Jakub Kindl",75,199,"D",2012
"Jakub Voracek",74,214,"R",2012
"Jamal Mayers",73,222,"R",2012
"James Neal",74,221,"L",2012
"James van Riemsdyk",75,217,"L",2012
"James Wisniewski",71,203,"D",2012
"Jamie Benn",74,209,"L",2012
"Jamie Langenbrunner",73,205,"R",2012
"Jamie McBain",73,180,"D",2012
"Jamie McGinn",73,205,"L",2012
"Jan Hejda",76,230,"D",2012
"Jan Mursak",71,190,"L",2012
"Jannik Hansen",73,198,"R",2012
"Jared Boll",75,206,"R",2012
"Jared Cowen",77,238,"D",2012
"Jared Spurgeon",69,168,"D",2012
"Jarod Palmer",72,200,"C",2012
"Jarome Iginla",73,210,"R",2012
"Jaromir Jagr",75,230,"R",2012
"Jaroslav Spacek",72,210,"D",2012
"Jarret Stoll",73,216,"C",2012
"Jason Arnott",77,220,"C",2012
"Jason Blake",70,190,"L",2012
"Jason Chimera",75,215,"L",2012
"Jason Demers",73,195,"D",2012
"Jason Garrison",73,218,"D",2012
"Jason Jaffray",73,195,"L",2012
"Jason Pominville",72,180,"R",2012
"Jason Spezza",75,214,"C",2012
"Jason Williams",71,192,"C",2012
"Jason Zucker",71,187,"L",2012
"Jay Beagle",75,218,"C",2012
"Jay Bouwmeester",76,206,"D",2012
"Jay Harrison",76,222,"D",2012
"Jay McClement",73,205,"C",2012
"Jay Pandolfo",73,190,"L",2012
"Jay Rosehill",75,215,"L",2012
"Jean-Francois Jacques",75,231,"L",2012
"Jed Ortmeyer",72,200,"R",2012
"Jeff Carter",75,217,"C",2012
"Jeff Halpern",72,190,"C",2012
"Jeff Petry",75,208,"D",2012
"Jeff Schultz",78,225,"D",2012
"Jeff Skinner",71,200,"L",2012
"Jeff Taffe",75,207,"L",2012
"Jeff Woywitka",75,227,"D",2012
"Jeremy Morin",73,195,"L",2012
"Jeremy Welsh",75,210,"C",2012
"Jerome Samson",72,195,"R",2012
"Jerred Smithson",75,209,"C",2012
"Jesse Winchester",73,205,"C",2012
"Jim O'Brien",75,195,"C",2012
"Jim Slater",72,195,"C",2012
"Jim Vandermeer",73,210,"D",2012
"Jimmy Hayes",77,215,"R",2012
"Jiri Hudler",70,190,"R",2012
"Jiri Tlusty",72,205,"L",2012
"Joakim Andersson",74,211,"C",2012
"Joakim Lindstrom",72,187,"C",2012
"Jochen Hecht",73,198,"C",2012
"Jody Shelley",75,230,"L",2012
"Joe Colborne",77,221,"C",2012
"Joe Corvo",72,204,"D",2012
"Joe Finley",80,245,"D",2012
"Joe Pavelski",71,195,"C",2012
"Joe Piskula",75,205,"D",2012
"Joe Thornton",76,220,"C",2012
"Joe Vitale",71,205,"C",2012
"Joel Rechlicz",76,220,"R",2012
"Joel Ward",73,225,"R",2012
"Joey Crabb",73,190,"R",2012
"Joffrey Lupul",73,206,"L",2012
"Johan Franzen",76,232,"R",2012
"John-Michael Liles",70,185,"D",2012
"John Carlson",75,218,"D",2012
"John Erskine",76,220,"D",2012
"John Madden",71,190,"C",2012
"John McCarthy",73,195,"C",2012
"John Mitchell",73,204,"C",2012
"John Moore",74,210,"D",2012
"John Scott",80,260,"L",2012
"John Tavares",73,208,"C",2012
"Johnny Boychuk",74,227,"D",2012
"Johnny Oduya",72,191,"D",2012
"Jon Disalvatore",73,200,"R",2012
"Jon Matsumoto",72,185,"C",2012
"Jonathan Ericsson",76,220,"D",2012
"Jonathan Toews",74,201,"C",2012
"Jonathon Blum",73,188,"D",2012
"Joni Pitkanen",75,220,"D",2012
"Jordan Caron",75,204,"R",2012
"Jordan Eberle",71,187,"C",2012
"Jordan Leopold",73,206,"D",2012
"Jordan Nolan",75,219,"C",2012
"Jordan Staal",76,220,"C",2012
"Jordie Benn",74,198,"D",2012
"Jordin Tootoo",69,195,"R",2012
"Josh Bailey",73,203,"R",2012
"Josh Gorges",73,204,"D",2012
"Josh Green",75,218,"C",2012
"Josh Hennessy",72,200,"C",2012
"JT Wyman",74,209,"R",2012
"Jussi Jokinen",72,191,"L",2012
"Justin Abdelkader",74,214,"L",2012
"Justin Braun",74,205,"D",2012
"Justin Falk",77,223,"D",2012
"Justin Faulk",72,215,"D",2012
"Justin Williams",73,188,"R",2012
"Karl Alzner",75,217,"D",2012
"Kaspars Daugavins",72,213,"L",2012
"Keaton Ellerby",77,220,"D",2012
"Keith Aucoin",68,171,"C",2012
"Keith Aulie",78,222,"D",2012
"Keith Ballard",71,204,"D",2012
"Keith Yandle",73,196,"D",2012
"Kenndal McArdle",71,190,"L",2012
"Kent Huskins",76,210,"D",2012
"Kevin Bieksa",73,197,"D",2012
"Kevin Klein",73,206,"D",2012
"Kevin Marshall",73,191,"D",2012
"Kevin Porter",72,190,"C",2012
"Kevin Shattenkirk",72,200,"D",2012
"Kevin Westgarth",76,234,"R",2012
"Kimmo Timonen",70,194,"D",2012
"Kris Fredheim",74,170,"D",2012
"Kris Letang",72,201,"D",2012
"Kris Newbury",71,205,"C",2012
"Kris Russell",70,173,"D",2012
"Kris Versteeg",71,176,"R",2012
"Kristian Huselius",74,184,"L",2012
"Kristopher Foucault",73,188,"L",2012
"Krys Barch",74,225,"R",2012
"Krys Kolanos",74,195,"C",2012
"Kurtis Foster",77,225,"D",2012
"Kyle Brodziak",74,209,"C",2012
"Kyle Chipchura",74,203,"C",2012
"Kyle Clifford",74,211,"L",2012
"Kyle Okposo",72,220,"R",2012
"Kyle Palmieri",71,185,"R",2012
"Kyle Quincey",74,210,"D",2012
"Kyle Turris",73,190,"C",2012
"Kyle Wellwood",70,181,"C",2012
"Kyle Wilson",73,200,"C",2012
"Ladislav Smid",76,210,"D",2012
"Lance Bouma",74,208,"L",2012
"Lane MacDermid",75,215,"L",2012
"Lars Eller",74,207,"C",2012
"Lauri Korpikoski",73,193,"L",2012
"Lee Stempniak",71,195,"R",2012
"Lennart Petrell",75,215,"L",2012
"Linus Omark",70,187,"L",2012
"Logan Couture",73,205,"C",2012
"Loui Eriksson",74,196,"L",2012
"Louis Leblanc",72,188,"C",2012
"Lubomir Visnovsky",70,192,"D",2012
"Luca Sbisa",74,209,"D",2012
"Luke Adam",74,207,"C",2012
"Luke Schenn",74,229,"D",2012
"Magnus Paajarvi",75,206,"L",2012
"Maksim Mayorov",74,198,"L",2012
"Manny Malhotra",74,207,"C",2012
"Marc-Andre Bergeron",69,190,"D",2012
"Marc-Andre Bourdon",72,206,"D",2012
"Marc-Andre Gragnani",75,205,"D",2012
"Marc-Antoine Pouliot",74,203,"C",2012
"Marc-Edouard Vlasic",73,205,"D",2012
"Marc Methot",76,233,"D",2012
"Marc Staal",76,209,"D",2012
"Marcel Goc",73,197,"C",2012
"Marco Scandella",75,208,"D",2012
"Marco Sturm",72,196,"L",2012
"Marcus Foligno",75,232,"L",2012
"Marcus Johansson",73,205,"L",2012
"Marcus Kruger",72,186,"C",2012
"Marek Zidlicky",71,190,"D",2012
"Marian Gaborik",73,200,"R",2012
"Marian Hossa",73,207,"R",2012
"Mark Bell",76,220,"C",2012
"Mark Borowiecki",73,207,"D",2012
"Mark Cullen",71,182,"C",2012
"Mark Eaton",73,215,"D",2012
"Mark Fayne",75,209,"D",2012
"Mark Fistric",74,225,"D",2012
"Mark Flood",73,195,"D",2012
"Mark Fraser",76,220,"D",2012
"Mark Giordano",72,198,"D",2012
"Mark Letestu",70,195,"C",2012
"Mark Mancari",76,208,"R",2012
"Mark Olver",70,170,"C",2012
"Mark Scheifele",75,207,"C",2012
"Mark Streit",71,186,"D",2012
"Mark Stuart",74,215,"D",2012
"Martin Erat",72,196,"R",2012
"Martin Hanzal",78,230,"C",2012
"Martin Havlat",74,210,"R",2012
"Martin St. Louis",68,180,"R",2012
"Marty Reasoner",73,197,"C",2012
"Mason Raymond",73,179,"L",2012
"Mat Clark",75,225,"D",2012
"Mathieu Darche",73,215,"L",2012
"Mathieu Perreault",70,188,"C",2012
"Mats Zuccarello",68,179,"R",2012
"Matt Bartkowski",73,196,"D",2012
"Matt Beleskey",72,203,"L",2012
"Matt Bradley",75,200,"R",2012
"Matt Calvert",71,186,"L",2012
"Matt Carkner",77,229,"D",2012
"Matt Carle",72,197,"D",2012
"Matt Cooke",71,216,"L",2012
"Matt Cullen",73,202,"C",2012
"Matt D'Agostini",72,198,"R",2012
"Matt Donovan",73,205,"D",2012
"Matt Duchene",71,195,"C",2012
"Matt Ellis",72,208,"L",2012
"Matt Fraser",75,206,"R",2012
"Matt Frattin",72,205,"R",2012
"Matt Gilroy",73,199,"D",2012
"Matt Greene",75,236,"D",2012
"Matt Halischuk",72,180,"R",2012
"Matt Hendricks",72,209,"C",2012
"Matt Hunwick",71,200,"D",2012
"Matt Kassian",76,240,"L",2012
"Matt Martin",75,220,"L",2012
"Matt Moulson",73,203,"L",2012
"Matt Niskanen",73,203,"D",2012
"Matt Read",70,185,"R",2012
"Matt Stajan",73,195,"C",2012
"Matt Taormina",70,189,"D",2012
"Matt Walker",76,215,"D",2012
"Matt Watkins",70,181,"R",2012
"Matthew Lombardi",71,195,"C",2012
"Mattias Ekholm",76,215,"D",2012
"Mattias Ritola",72,192,"C",2012
"Mattias Tedenby",69,175,"R",2012
"Max Pacioretty",74,206,"L",2012
"Max Sauve",72,185,"C",2012
"Max Talbot",71,186,"C",2012
"Maxim Lapierre",74,215,"C",2012
"Maxime Macenauer",71,188,"C",2012
"Michael Cammalleri",69,185,"L",2012
"Michael Del Zotto",72,195,"D",2012
"Michael Frolik",73,194,"R",2012
"Michael Grabner",73,188,"R",2012
"Michael Ryder",73,200,"R",2012
"Michael Sauer",75,213,"D",2012
"Michael Stone",75,210,"D",2012
"Michal Handzus",77,215,"C",2012
"Michal Repik",70,180,"R",2012
"Michal Rozsival",73,210,"D",2012
"Micheal Haley",71,205,"C",2012
"Mika Zibanejad",74,227,"C",2012
"Mikael Backlund",73,199,"C",2012
"Mikael Samuelsson",74,218,"R",2012
"Mike Angelidis",73,214,"L",2012
"Mike Blunden",76,217,"R",2012
"Mike Brown",71,205,"R",2012
"Mike Commodore",76,227,"D",2012
"Mike Connolly",69,180,"L",2012
"Mike Duco",70,200,"R",2012
"Mike Fisher",73,216,"C",2012
"Mike Green",73,207,"D",2012
"Mike Hoffman",72,181,"L",2012
"Mike Knuble",75,229,"R",2012
"Mike Komisarek",76,235,"D",2012
"Mike Lundin",74,190,"D",2012
"Mike Mottau",72,195,"D",2012
"Mike Ribeiro",72,179,"C",2012
"Mike Richards",71,196,"C",2012
"Mike Rupp",77,235,"L",2012
"Mike Santorelli",72,189,"C",2012
"Mike Weaver",70,186,"D",2012
"Mike Weber",74,217,"D",2012
"Mikhail Grabovski",71,186,"C",2012
"Mikkel Boedker",72,210,"L",2012
"Mikko Koivu",75,215,"C",2012
"Milan Hejduk",72,190,"R",2012
"Milan Jurcina",76,253,"D",2012
"Milan Kytnar",72,190,"C",2012
"Milan Lucic",75,236,"L",2012
"Milan Michalek",74,225,"L",2012
"Nate Guenin",75,207,"D",2012
"Nate Prosser",74,206,"D",2012
"Nate Thompson",73,214,"C",2012
"Nathan Gerbe",64,176,"C",2012
"Nathan Horton",74,229,"R",2012
"Nazem Kadri",72,190,"C",2012
"Nick Bonino",73,196,"C",2012
"Nick Foligno",72,202,"L",2012
"Nick Johnson",74,200,"R",2012
"Nick Leddy",72,204,"D",2012
"Nick Palmieri",75,220,"R",2012
"Nick Schultz",73,203,"D",2012
"Nick Spaling",73,198,"C",2012
"Nicklas Backstrom",73,210,"C",2012
"Nicklas Grossmann",76,230,"D",2012
"Nicklas Lidstrom",73,192,"D",2012
"Niclas Bergfors",70,194,"R",2012
"Nik Antropov",78,245,"C",2012
"Nikita Filatov",72,190,"L",2012
"Nikita Nikitin",76,217,"D",2012
"Niklas Hagman",70,205,"L",2012
"Niklas Hjalmarsson",75,197,"D",2012
"Niklas Kronwall",72,194,"D",2012
"Nikolay Kulemin",73,228,"L",2012
"Nino Niederreiter",74,216,"R",2012
"Nolan Yonkman",78,247,"D",2012
"Oliver Ekman-Larsson",74,200,"D",2012
"Olli Jokinen",74,210,"C",2012
"P.K. Subban",72,210,"D",2012
"PA Parenteau",72,200,"R",2012
"Pascal Dupuis",73,205,"R",2012
"Patric Hornqvist",71,189,"R",2012
"Patrice Bergeron",73,195,"C",2012
"Patrice Cormier",74,215,"C",2012
"Patrick Dwyer",71,175,"R",2012
"Patrick Eaves",70,202,"R",2012
"Patrick Kaleta",73,198,"R",2012
"Patrick Kane",71,177,"R",2012
"Patrick Marleau",74,215,"C",2012
"Patrick Maroon",75,225,"L",2012
"Patrick O'Sullivan",71,189,"C",2012
"Patrick Sharp",73,200,"L",2012
"Patrik Berglund",76,219,"C",2012
"Patrik Elias",73,190,"C",2012
"Paul Bissonnette",74,216,"L",2012
"Paul Byron",69,162,"L",2012
"Paul Gaustad",77,227,"C",2012
"Paul Martin",73,200,"D",2012
"Paul Postma",75,195,"D",2012
"Paul Stastny",72,193,"C",2012
"Paul Szczechura",70,186,"C",2012
"Pavel Datsyuk",71,194,"C",2012
"Pavel Kubina",76,258,"D",2012
"Peter Harrold",71,180,"D",2012
"Peter Holland",74,205,"C",2012
"Peter Mueller",74,204,"C",2012
"Peter Regin",74,190,"C",2012
"Petr Sykora",72,190,"R",2012
"Petteri Nokelainen",73,201,"C",2012
"Phil Kessel",72,202,"R",2012
"Philip Larsen",73,185,"D",2012
"Philippe Cornet",72,196,"L",2012
"Philippe Dupuis",72,196,"C",2012
"Pierre-Cedric Labrie",75,226,"L",2012
"Pierre-Luc Letourneau-Leblond",73,218,"R",2012
"Pierre-Marc Bouchard",70,168,"C",2012
"R.J. Umberger",74,214,"C",2012
"Radek Dvorak",74,195,"R",2012
"Radek Martinek",72,205,"D",2012
"Radim Vrbata",73,194,"R",2012
"Raffi Torres",72,215,"L",2012
"Raitis Ivanans",76,231,"L",2012
"Randy Jones",74,210,"D",2012
"Raphael Diaz",71,197,"D",2012
"Ray Whitney",70,180,"L",2012
"Reilly Smith",72,185,"R",2012
"Rene Bourque",74,217,"R",2012
"Rhett Rakhshani",70,182,"R",2012
"Rich Peverley",71,195,"C",2012
