"Name","Height","Weight","Position","Season"
"Dave Scatchard",75,220,"C",2010
"David Backes",75,221,"R",2010
"David Booth",72,212,"L",2010
"David Clarkson",72,207,"R",2010
"David Desharnais",67,180,"C",2010
"David Hale",73,222,"D",2010
"David Jones",75,208,"R",2010
"David Koci",78,238,"L",2010
"David Krejci",72,188,"C",2010
"David Laliberte",73,194,"R",2010
"David Legwand",74,207,"C",2010
"David Moss",76,210,"R",2010
"David Perron",72,200,"L",2010
"David Schlemko",73,189,"D",2010
"David Steckel",78,215,"C",2010
"Davis Drewiske",74,222,"D",2010
"Daymond Langkow",70,181,"C",2010
"Dean Arsene",74,205,"D",2010
"Dean McAmmond",71,195,"C",2010
"Denis Grebeshkov",72,206,"D",2010
"Dennis Seidenberg",72,199,"D",2010
"Dennis Wideman",72,202,"D",2010
"Derek Armstrong",72,197,"C",2010
"Derek Boogaard",79,265,"L",2010
"Derek Dorsett",72,192,"R",2010
"Derek Joslin",73,210,"D",2010
"Derek MacKenzie",71,181,"C",2010
"Derek Meech",71,200,"D",2010
"Derek Morris",72,210,"D",2010
"Derek Peltier",71,190,"D",2010
"Derek Roy",69,184,"C",2010
"Derek Smith",73,197,"D",2010
"Derick Brassard",73,202,"C",2010
"Deryk Engelland",74,214,"D",2010
"Devin Setoguchi",72,205,"R",2010
"Dion Phaneuf",76,225,"D",2010
"DJ King",75,231,"L",2010
"Dmitry Kulikov",73,204,"D",2010
"Dominic Moore",72,192,"C",2010
"Donald Brashear",75,237,"L",2010
"Doug Janik",74,211,"D",2010
"Doug Weight",71,202,"C",2010
"Douglas Murray",75,240,"D",2010
"Drayson Bowman",73,195,"L",2010
"Drew Doughty",73,200,"D",2010
"Drew Larman",75,195,"C",2010
"Drew Miller",74,183,"L",2010
"Drew Stafford",74,215,"R",2010
"Duncan Keith",73,192,"D",2010
"Dustin Boyd",72,187,"C",2010
"Dustin Brown",72,216,"R",2010
"Dustin Byfuglien",77,260,"D",2010
"Dustin Jeffrey",73,205,"L",2010
"Dustin Kohn",73,200,"D",2010
"Dustin Penner",76,247,"R",2010
"Dwight Helminen",70,191,"C",2010
"Dylan Reese",73,205,"D",2010
"Ed Jovanovski",75,220,"D",2010
"Enver Lisin",74,200,"R",2010
"Eric Belanger",71,185,"C",2010
"Eric Boulton",72,227,"L",2010
"Eric Brewer",76,216,"D",2010
"Eric Fehr",76,208,"C",2010
"Eric Godard",76,222,"R",2010
"Eric Nystrom",73,200,"L",2010
"Eric Staal",76,209,"C",2010
"Eric Tangradi",76,226,"L",2010
"Erik Christensen",73,200,"C",2010
"Erik Cole",74,205,"L",2010
"Erik Johnson",76,225,"D",2010
"Erik Karlsson",72,191,"D",2010
"Ethan Moreau",75,223,"L",2010
"Evan Oberg",72,191,"D",2010
"Evander Kane",74,212,"L",2010
"Evgeni Malkin",75,195,"C",2010
"Evgenii Dadonov",71,185,"R",2010
"Evgeny Artyukhin",76,255,"R",2010
"Fabian Brunnstrom",73,206,"L",2010
"Fedor Tyutin",74,221,"D",2010
"Fernando Pisani",73,205,"R",2010
"Filip Kuba",76,225,"D",2010
"Francis Bouillon",68,194,"D",2010
"Francis Wathier",76,210,"L",2010
"Francois Beauchemin",71,208,"D",2010
"Frans Nielsen",73,188,"C",2010
"Frazer McLaren",77,230,"L",2010
"Freddy Meyer",70,185,"D",2010
"Freddy Modin",76,220,"L",2010
"Fredrik Sjostrom",73,218,"L",2010
"Garnet Exelby",73,215,"D",2010
"George Parros",77,224,"R",2010
"Georges Laraque",76,245,"R",2010
"Gilbert Brule",71,187,"C",2010
"Glen Metropolit",70,196,"C",2010
"Grant Clitsome",71,211,"D",2010
"Greg Mauldin",71,195,"L",2010
"Greg Moore",73,225,"R",2010
"Greg Zanon",71,201,"D",2010
"Gregory Campbell",72,188,"C",2010
"Gregory Stewart",74,202,"L",2010
"Guillaume Desbiens",74,210,"R",2010
"Guillaume Latendresse",74,230,"L",2010
"Guillaume Lefebvre",73,200,"L",2010
"Hal Gill",79,243,"D",2010
"Henrik Sedin",74,183,"C",2010
"Henrik Tallinder",76,209,"D",2010
"Henrik Zetterberg",72,197,"C",2010
"Ian Laperriere",73,200,"R",2010
"Ian White",70,191,"D",2010
"Ilkka Heikkinen",74,205,"D",2010
"Ilkka Pikkarainen",74,215,"R",2010
"Ilya Kovalchuk",75,230,"R",2010
"Ivan Vishnevskiy",72,193,"D",2010
"J-P Dumont",73,205,"R",2010
"Jack Hillen",70,190,"D",2010
"Jack Johnson",73,227,"D",2010
"Jack Skille",73,216,"R",2010
"Jaime Sifers",71,198,"D",2010
"Jake Dowell",72,200,"C",2010
"Jakub Kindl",75,199,"D",2010
"Jakub Voracek",74,214,"R",2010
"Jamal Mayers",73,222,"R",2010
"James Neal",74,221,"L",2010
"James Sheppard",73,215,"C",2010
"James van Riemsdyk",75,217,"L",2010
"James Wisniewski",71,203,"D",2010
"James Wright",76,210,"C",2010
"Jamie Benn",74,209,"L",2010
"Jamie Langenbrunner",73,205,"R",2010
"Jamie Lundmark",72,197,"C",2010
"Jamie McBain",73,180,"D",2010
"Jamie McGinn",73,205,"L",2010
"Jan Hejda",76,230,"D",2010
"Jannik Hansen",73,198,"R",2010
"Jared Boll",75,206,"R",2010
"Jared Cowen",77,238,"D",2010
"Jared Ross",70,175,"C",2010
"Jarkko Ruutu",73,204,"L",2010
"Jarome Iginla",73,210,"R",2010
"Jaroslav Spacek",72,210,"D",2010
"Jarret Stoll",73,216,"C",2010
"Jason Arnott",77,220,"C",2010
"Jason Blake",70,190,"L",2010
"Jason Chimera",75,215,"L",2010
"Jason Demers",73,195,"D",2010
"Jason Garrison",73,218,"D",2010
"Jason Jaffray",73,195,"L",2010
"Jason Pominville",72,180,"R",2010
"Jason Spezza",75,214,"C",2010
"Jason Strudwick",76,226,"D",2010
"Jason Williams",71,192,"C",2010
"Jay Beagle",75,218,"C",2010
"Jay Bouwmeester",76,206,"D",2010
"Jay Harrison",76,222,"D",2010
"Jay Leach",77,220,"D",2010
"Jay McClement",73,205,"C",2010
"Jay McKee",76,203,"D",2010
"Jay Pandolfo",73,190,"L",2010
"Jay Rosehill",75,215,"L",2010
"Jean-Francois Jacques",75,231,"L",2010
"Jed Ortmeyer",72,200,"R",2010
"Jeff Carter",75,217,"C",2010
"Jeff Finger",73,209,"D",2010
"Jeff Halpern",72,190,"C",2010
"Jeff Hoggan",73,193,"R",2010
"Jeff Penner",70,183,"D",2010
"Jeff Schultz",78,225,"D",2010
"Jeff Taffe",75,207,"L",2010
"Jeff Tambellini",71,186,"L",2010
"Jeff Woywitka",75,227,"D",2010
"Jere Lehtinen",72,194,"R",2010
"Jerome Samson",72,195,"R",2010
"Jerred Smithson",75,209,"C",2010
"Jesse Joensuu",76,213,"L",2010
"Jesse Winchester",73,205,"C",2010
"Jim Slater",72,195,"C",2010
"Jim Vandermeer",73,210,"D",2010
"Jiri Tlusty",72,205,"L",2010
"Jochen Hecht",73,198,"C",2010
"Jody Shelley",75,230,"L",2010
"Joe Callahan",75,210,"D",2010
"Joe Corvo",72,204,"D",2010
"Joe Pavelski",71,195,"C",2010
"Joe Thornton",76,220,"C",2010
"Joel Perrault",74,212,"C",2010
"Joel Rechlicz",76,220,"R",2010
"Joel Ward",73,225,"R",2010
"Joffrey Lupul",73,206,"L",2010
"Johan Franzen",76,232,"R",2010
"Johan Motin",74,220,"D",2010
"John-Michael Liles",70,185,"D",2010
"John Carlson",75,218,"D",2010
"John Erskine",76,220,"D",2010
"John Madden",71,190,"C",2010
"John McCarthy",73,195,"C",2010
"John Mitchell",73,204,"C",2010
"John Scott",80,260,"L",2010
"John Tavares",73,208,"C",2010
"Johnny Boychuk",74,227,"D",2010
"Johnny Oduya",72,191,"D",2010
"Jon Kalinski",73,175,"L",2010
"Jon Sim",70,189,"L",2010
"Jonas Junland",74,200,"D",2010
"Jonathan Cheechoo",73,206,"R",2010
"Jonathan Ericsson",76,220,"D",2010
"Jonathan Toews",74,201,"C",2010
"Joni Pitkanen",75,220,"D",2010
"Jordan Hendry",72,194,"D",2010
"Jordan Leopold",73,206,"D",2010
"Jordan Staal",76,220,"C",2010
"Jordin Tootoo",69,195,"R",2010
"Josh Bailey",73,203,"R",2010
"Josh Gorges",73,204,"D",2010
"Josh Hennessy",72,200,"C",2010
"JT Wyman",74,209,"R",2010
"Jussi Jokinen",72,191,"L",2010
"Justin Abdelkader",74,214,"L",2010
"Justin Falk",77,223,"D",2010
"Justin Mercier",71,190,"C",2010
"Justin Williams",73,188,"R",2010
"Kamil Kreps",74,194,"C",2010
"Karl Alzner",75,217,"D",2010
"Karlis Skrastins",74,208,"D",2010
"Kaspars Daugavins",72,213,"L",2010
"Keaton Ellerby",77,220,"D",2010
"Keith Aucoin",68,171,"C",2010
"Keith Ballard",71,204,"D",2010
"Keith Tkachuk",74,235,"L",2010
"Keith Yandle",73,196,"D",2010
"Kenndal McArdle",71,190,"L",2010
"Kent Huskins",76,210,"D",2010
"Kevin Bieksa",73,197,"D",2010
"Kevin Klein",73,206,"D",2010
"Kevin Porter",72,190,"C",2010
"Kim Johnsson",73,193,"D",2010
"Kimmo Timonen",70,194,"D",2010
"Kirk Maltby",72,195,"L",2010
"Kris Draper",70,188,"C",2010
"Kris Letang",72,201,"D",2010
"Kris Newbury",71,205,"C",2010
"Kris Russell",70,173,"D",2010
"Kris Versteeg",71,176,"R",2010
"Kristian Huselius",74,184,"L",2010
"Krys Barch",74,225,"R",2010
"Kurt Sauer",76,222,"D",2010
"Kurtis Foster",77,225,"D",2010
"Kyle Brodziak",74,209,"C",2010
"Kyle Calder",71,177,"L",2010
"Kyle Chipchura",74,203,"C",2010
"Kyle Cumiskey",71,180,"D",2010
"Kyle Okposo",72,220,"R",2010
"Kyle Quincey",74,210,"D",2010
"Kyle Wellwood",70,181,"C",2010
"Kyle Wilson",73,200,"C",2010
"Ladislav Smid",76,210,"D",2010
"Lars Eller",74,207,"C",2010
"Lauri Korpikoski",73,193,"L",2010
"Lee Stempniak",71,195,"R",2010
"Liam Reddox",71,178,"L",2010
"Logan Couture",73,205,"C",2010
"Loui Eriksson",74,196,"L",2010
"Lubomir Visnovsky",70,192,"D",2010
"Luca Caputi",75,200,"L",2010
"Luca Sbisa",74,209,"D",2010
"Lukas Krajicek",75,205,"D",2010
"Luke Schenn",74,229,"D",2010
"MacGregor Sharp",73,185,"C",2010
"Maksim Mayorov",74,198,"L",2010
"Manny Malhotra",74,207,"C",2010
"Marc-Andre Bergeron",69,190,"D",2010
"Marc-Andre Cliche",72,202,"C",2010
"Marc-Antoine Pouliot",74,203,"C",2010
"Marc-Edouard Vlasic",73,205,"D",2010
"Marc Methot",76,233,"D",2010
"Marc Savard",70,191,"C",2010
"Marc Staal",76,209,"D",2010
"Marcel Goc",73,197,"C",2010
"Marco Sturm",72,196,"L",2010
"Marek Svatos",70,185,"R",2010
"Marek Zidlicky",71,190,"D",2010
"Marian Gaborik",73,200,"R",2010
"Marian Hossa",73,207,"R",2010
"Mario Bliznak",72,185,"C",2010
"Mark Eaton",73,215,"D",2010
"Mark Fistric",74,225,"D",2010
"Mark Flood",73,195,"D",2010
"Mark Fraser",76,220,"D",2010
"Mark Giordano",72,198,"D",2010
"Mark Letestu",70,195,"C",2010
"Mark Mancari",76,208,"R",2010
"Mark Parrish",71,199,"R",2010
"Mark Popovic",73,205,"D",2010
"Mark Recchi",70,195,"R",2010
"Mark Streit",71,186,"D",2010
"Mark Stuart",74,215,"D",2010
"Martin Erat",72,196,"R",2010
"Martin Hanzal",78,230,"C",2010
"Martin Havlat",74,210,"R",2010
"Martin Skoula",75,226,"D",2010
"Martin St Pierre",69,188,"C",2010
"Martin St. Louis",68,180,"R",2010
"Marty Reasoner",73,197,"C",2010
"Mason Raymond",73,179,"L",2010
"Mathieu Carle",72,203,"D",2010
"Mathieu Darche",73,215,"L",2010
"Mathieu Perreault",70,188,"C",2010
"Mathieu Roy",74,210,"D",2010
"Mathieu Schneider",71,192,"D",2010
"Matt Beleskey",72,203,"L",2010
"Matt Bradley",75,200,"R",2010
"Matt Carkner",77,229,"D",2010
"Matt Carle",72,197,"D",2010
"Matt Cooke",71,216,"L",2010
"Matt Cullen",73,202,"C",2010
"Matt D'Agostini",72,198,"R",2010
"Matt Duchene",71,195,"C",2010
"Matt Ellis",72,208,"L",2010
"Matt Gilroy",73,199,"D",2010
"Matt Greene",75,236,"D",2010
"Matt Halischuk",72,180,"R",2010
"Matt Hendricks",72,209,"C",2010
"Matt Hunwick",71,200,"D",2010
"Matt Lashoff",74,204,"D",2010
"Matt Martin",75,220,"L",2010
"Matt Moulson",73,203,"L",2010
"Matt Niskanen",73,203,"D",2010
"Matt Pettinger",73,205,"L",2010
"Matt Smaby",78,230,"D",2010
"Matt Stajan",73,195,"C",2010
"Matt Walker",76,215,"D",2010
"Matthew Corrente",72,205,"D",2010
"Matthew Lombardi",71,195,"C",2010
"Mattias Ohlund",76,233,"D",2010
"Mattias Ritola",72,192,"C",2010
"Max Pacioretty",74,206,"L",2010
"Max Talbot",71,186,"C",2010
"Maxim Afinogenov",72,190,"R",2010
"Maxim Lapierre",74,215,"C",2010
"Maxim Noreau",72,194,"D",2010
"Maxime Fortunus",71,202,"D",2010
"Michael Cammalleri",69,185,"L",2010
"Michael Del Zotto",72,195,"D",2010
"Michael Frolik",73,194,"R",2010
"Michael Grabner",73,188,"R",2010
"Michael Ryder",73,200,"R",2010
"Michal Handzus",77,215,"C",2010
"Michal Repik",70,180,"R",2010
"Michal Rozsival",73,210,"D",2010
"Micheal Haley",71,205,"C",2010
"Mika Pyorala",72,190,"C",2010
"Mikael Backlund",73,199,"C",2010
"Mikael Samuelsson",74,218,"R",2010
"Mike Blunden",76,217,"R",2010
"Mike Brown",71,205,"R",2010
"Mike Commodore",76,227,"D",2010
"Mike Comrie",70,185,"C",2010
"Mike Duco",70,200,"R",2010
"Mike Fisher",73,216,"C",2010
"Mike Green",73,207,"D",2010
"Mike Grier",73,224,"R",2010
"Mike Knuble",75,229,"R",2010
"Mike Komisarek",76,235,"D",2010
"Mike Lundin",74,190,"D",2010
"Mike Modano",75,212,"C",2010
"Mike Mottau",72,195,"D",2010
"Mike Ribeiro",72,179,"C",2010
"Mike Richards",71,196,"C",2010
"Mike Rupp",77,235,"L",2010
"Mike Santorelli",72,189,"C",2010
"Mike Weaver",70,186,"D",2010
"Mikhail Grabovski",71,186,"C",2010
"Mikkel Boedker",72,210,"L",2010
"Mikko Koivu",75,215,"C",2010
"Mikko Lehtonen",75,196,"R",2010
"Milan Hejduk",72,190,"R",2010
"Milan Jurcina",76,253,"D",2010
"Milan Lucic",75,236,"L",2010
"Milan Michalek",74,225,"L",2010
"Miroslav Satan",75,191,"R",2010
"Nate Guenin",75,207,"D",2010
"Nate Prosser",74,206,"D",2010
"Nate Thompson",73,214,"C",2010
"Nathan Gerbe",64,176,"C",2010
"Nathan Horton",74,229,"R",2010
"Nathan Oystrick",71,213,"D",2010
"Nathan Paetsch",73,198,"D",2010
"Nathan Smith",74,206,"C",2010
"Nazem Kadri",72,190,"C",2010
"Nick Bonino",73,196,"C",2010
"Nick Boynton",73,218,"D",2010
"Nick Foligno",72,202,"L",2010
"Nick Johnson",74,200,"R",2010
"Nick Palmieri",75,220,"R",2010
"Nick Schultz",73,203,"D",2010
"Nick Spaling",73,198,"C",2010
"Nick Tarnasky",74,230,"L",2010
"Nicklas Backstrom",73,210,"C",2010
"Nicklas Grossmann",76,230,"D",2010
"Nicklas Lidstrom",73,192,"D",2010
"Niclas Bergfors",70,194,"R",2010
"Niclas Wallin",75,220,"D",2010
"Nigel Dawes",69,200,"L",2010
"Nik Antropov",78,245,"C",2010
"Nikita Filatov",72,190,"L",2010
"Niklas Hagman",70,205,"L",2010
"Niklas Hjalmarsson",75,197,"D",2010
"Niklas Kronwall",72,194,"D",2010
"Nikolay Kulemin",73,228,"L",2010
"Nolan Baumgartner",74,195,"D",2010
"Ole-Kristian Tollefsen",74,211,"D",2010
"Olli Jokinen",74,210,"C",2010
"Oscar Moller",70,189,"R",2010
"Oskar Osala",76,219,"L",2010
"Oskars Bartulis",74,184,"D",2010
"Owen Nolan",73,214,"R",2010
"P.K. Subban",72,210,"D",2010
"PA Parenteau",72,200,"R",2010
"Pascal Dupuis",73,205,"R",2010
"Patric Hornqvist",71,189,"R",2010
"Patrice Bergeron",73,195,"C",2010
"Patrick Davis",74,195,"R",2010
"Patrick Dwyer",71,175,"R",2010
"Patrick Eaves",70,202,"R",2010
"Patrick Kaleta",73,198,"R",2010
"Patrick Kane",71,177,"R",2010
"Patrick Marleau",74,215,"C",2010
"Patrick O'Sullivan",71,189,"C",2010
"Patrick Sharp",73,200,"L",2010
"Patrik Berglund",76,219,"C",2010
"Patrik Elias",73,190,"C",2010
"Paul Bissonnette",74,216,"L",2010
"Paul Gaustad",77,227,"C",2010
"Paul Kariya",70,185,"L",2010
"Paul Mara",76,211,"D",2010
"Paul Martin",73,200,"D",2010
"Paul Ranger",75,210,"D",2010
"Paul Stastny",72,193,"C",2010
"Paul Szczechura",70,186,"C",2010
"Pavel Datsyuk",71,194,"C",2010
"Pavel Kubina",76,258,"D",2010
"Pavol Demitra",72,200,"R",2010
"Perttu Lindgren",72,188,"C",2010
"Peter Harrold",71,180,"D",2010
"Peter Mueller",74,204,"C",2010
"Peter Olvecky",74,220,"L",2010
"Peter Regin",74,190,"C",2010
"Petr Kalus",73,201,"R",2010
"Petr Prucha",72,175,"R",2010
"Petr Sykora",72,190,"R",2010
"Petteri Nokelainen",73,201,"C",2010
"Phil Kessel",72,202,"R",2010
"Philip Larsen",73,185,"D",2010
"Philippe Dupuis",72,196,"C",2010
"Pierre-Luc Letourneau-Leblond",73,218,"R",2010
"Pierre-Marc Bouchard",70,168,"C",2010
"Quintin Laing",75,193,"L",2010
"R.J. Umberger",74,214,"C",2010
"Radek Dvorak",74,195,"R",2010
"Radek Martinek",72,205,"D",2010
"Radek Smolenak",74,207,"L",2010
"Radim Vrbata",73,194,"R",2010
"Raffi Torres",72,215,"L",2010
"Raitis Ivanans",76,231,"L",2010
"Randy Jones",74,210,"D",2010
"Ray Whitney",70,180,"L",2010
"Raymond Sawada",74,207,"R",2010
"Rene Bourque",74,217,"R",2010
"Rich Clune",70,207,"L",2010
"Rich Peverley",71,195,"C",2010
"Richard Park",71,190,"R",2010
"Rick Nash",76,211,"L",2010
"Rick Rypien",71,190,"C",2010
"Rickard Wallin",74,195,"C",2010
"Riley Cote",74,220,"L",2010
"Rob Blake",76,220,"D",2010
"Rob Davison",74,215,"D",2010
"Rob Niedermayer",74,203,"C",2010
"Rob Schremp",71,200,"C",2010
"Rob Scuderi",73,216,"D",2010
"Robbie Earl",73,195,"L",2010
"Robert Lang",75,217,"C",2010
"Robert Nilsson",71,185,"C",2010
"Robyn Regehr",75,222,"D",2010
"Rod Brind'Amour",73,205,"C",2010
"Rod Pelley",72,205,"C",2010
"Roman Hamrlik",74,206,"D",2010
"Roman Polak",74,235,"D",2010
"Ron Hainsey",75,205,"D",2010
"Rostislav Klesla",75,215,"D",2010
"Rostislav Olesz",74,215,"L",2010
"Ruslan Fedotenko",73,200,"L",2010
"Ruslan Salei",73,212,"D",2010
"Ryan Callahan",70,187,"R",2010
"Ryan Carter",73,205,"L",2010
