"Name","Height","Weight","Position","Season"
"Andrew Ladd",75,192,"L",2013
"Andrew MacDonald",73,204,"D",2013
"Andrew Murray",74,210,"C",2013
"Andrew Shaw",71,182,"R",2013
"Andy Greene",71,190,"D",2013
"Andy McDonald",70,175,"L",2013
"Andy Miele",67,169,"C",2013
"Anthony Peluso",75,225,"R",2013
"Antoine Roussel",71,195,"L",2013
"Antoine Vermette",73,197,"C",2013
"Anton Babchuk",77,200,"D",2013
"Anton Lander",72,184,"C",2013
"Anton Stralman",71,190,"D",2013
"Anton Volchenkov",73,220,"D",2013
"Antti Miettinen",72,190,"R",2013
"Anze Kopitar",75,224,"C",2013
"Arron Asham",71,210,"R",2013
"Artem Anisimov",76,198,"C",2013
"Austin Watson",76,204,"L",2013
"B.J. Crombeen",74,209,"R",2013
"Barret Jackman",72,203,"D",2013
"Beau Bennett",74,195,"R",2013
"Ben Eager",74,226,"L",2013
"Ben Hanowski",74,210,"R",2013
"Ben Lovejoy",73,205,"D",2013
"Ben Smith",71,203,"R",2013
"Ben Street",71,200,"C",2013
"Benn Ferriero",71,195,"R",2013
"Benoit Pouliot",75,200,"L",2013
"Bill Sweatt",72,190,"L",2013
"Blair Jones",74,216,"C",2013
"Blake Comeau",73,202,"L",2013
"Blake Wheeler",77,225,"R",2013
"Bobby Butler",72,189,"R",2013
"Bobby Ryan",74,209,"R",2013
"Bobby Sanguinetti",75,188,"D",2013
"Boyd Gordon",72,200,"C",2013
"Bracken Kearns",72,200,"C",2013
"Brad Boyes",72,199,"R",2013
"Brad Malone",73,213,"C",2013
"Brad Marchand",69,181,"L",2013
"Brad Richards",72,199,"C",2013
"Brad Richardson",72,190,"C",2013
"Brad Staubitz",73,207,"R",2013
"Brad Stuart",74,215,"D",2013
"Brandon Bollig",74,220,"L",2013
"Brandon Dubinsky",74,205,"C",2013
"Brandon Manning",73,205,"D",2013
"Brandon Mashinter",76,212,"L",2013
"Brandon McMillan",71,190,"L",2013
"Brandon Pirri",72,186,"C",2013
"Brandon Prust",72,195,"L",2013
"Brandon Saad",73,206,"L",2013
"Brandon Segal",74,215,"R",2013
"Brandon Sutter",75,191,"C",2013
"Brandon Yip",73,198,"R",2013
"Brayden Schenn",73,200,"C",2013
"Braydon Coburn",77,223,"D",2013
"Brendan Gallagher",69,181,"R",2013
"Brendan Mikkelson",75,210,"D",2013
"Brendan Smith",74,211,"D",2013
"Brenden Dillon",76,225,"D",2013
"Brenden Morrow",71,212,"L",2013
"Brent Burns",77,230,"D",2013
"Brent Seabrook",75,220,"D",2013
"Brett Bellemore",76,225,"D",2013
"Brett Carson",76,210,"D",2013
"Brett Clark",72,194,"D",2013
"Brett Connolly",75,195,"R",2013
"Brett Sutter",72,200,"L",2013
"Brian Boyle",78,245,"C",2013
"Brian Campbell",70,192,"D",2013
"Brian Flynn",73,183,"C",2013
"Brian Gionta",67,178,"R",2013
"Brian Lashoff",75,219,"D",2013
"Brian Lee",75,200,"D",2013
"Brian McGrattan",76,235,"R",2013
"Brian Strait",73,206,"D",2013
"Brooks Laich",74,200,"C",2013
"Brooks Orpik",75,217,"D",2013
"Bruno Gervais",73,200,"D",2013
"Bryan Allen",77,223,"D",2013
"Bryan Bickell",76,223,"L",2013
"Bryan Little",72,191,"C",2013
"Bryce Salvador",75,215,"D",2013
"Cal Clutterbuck",71,216,"R",2013
"Cam Atkinson",68,179,"R",2013
"Cam Barker",75,223,"D",2013
"Cam Fowler",73,215,"D",2013
"Cam Janssen",72,215,"R",2013
"Cameron Schilling",74,182,"D",2013
"Carl Gunnarsson",74,198,"D",2013
"Carl Hagelin",71,186,"L",2013
"Carl Soderberg",75,210,"C",2013
"Carlo Colaiacovo",73,202,"D",2013
"Carter Bancks",71,181,"L",2013
"Casey Cizikas",71,200,"C",2013
"Chad LaRose",70,181,"R",2013
"Chad Ruhwedel",71,191,"D",2013
"Charlie Coyle",75,221,"C",2013
"Chris Bourque",68,174,"L",2013
"Chris Brown",74,208,"R",2013
"Chris Butler",73,196,"D",2013
"Chris Conner",67,181,"R",2013
"Chris Higgins",72,205,"L",2013
"Chris Kelly",72,190,"C",2013
"Chris Kreider",75,224,"L",2013
"Chris Kunitz",72,195,"L",2013
"Chris Mueller",71,196,"C",2013
"Chris Neil",73,209,"R",2013
"Chris Phillips",75,219,"D",2013
"Chris Porter",73,206,"L",2013
"Chris Stewart",74,242,"R",2013
"Chris Summers",74,207,"D",2013
"Chris Terry",70,191,"L",2013
"Chris Thorburn",75,235,"R",2013
"Chris VandeVelde",74,190,"C",2013
"Christian Ehrhoff",74,201,"D",2013
"Christian Thomas",69,175,"L",2013
"Christopher Tanev",74,195,"D",2013
"Chuck Kobasew",72,192,"R",2013
"Clarke MacArthur",72,192,"L",2013
"Claude Giroux",71,185,"C",2013
"Clayton Stoner",76,216,"D",2013
"Cody Eakin",72,190,"C",2013
"Cody Franson",77,224,"D",2013
"Cody Goloubef",73,200,"D",2013
"Cody Hodgson",72,191,"C",2013
"Cody McCormick",74,222,"C",2013
"Cody McLeod",74,210,"L",2013
"Colby Armstrong",74,185,"R",2013
"Colby Robak",75,194,"D",2013
"Colin Fraser",73,190,"C",2013
"Colin Greening",74,210,"C",2013
"Colin McDonald",74,219,"R",2013
"Colin Wilson",73,221,"C",2013
"Colton Gillies",76,208,"C",2013
"Colton Orr",75,222,"R",2013
"Colton Sceviour",72,195,"C",2013
"Corey Perry",75,213,"R",2013
"Corey Potter",75,204,"D",2013
"Cory Conacher",68,180,"C",2013
"Cory Emmerton",72,191,"C",2013
"Cory Sarich",76,207,"D",2013
"Craig Adams",72,200,"R",2013
"Craig Smith",73,208,"R",2013
"Curtis Glencross",73,197,"L",2013
"Dainius Zubrus",77,225,"C",2013
"Dale Weise",74,206,"R",2013
"Dalton Prout",75,230,"D",2013
"Damien Brunner",71,185,"R",2013
"Dan Boyle",71,194,"D",2013
"Dan Girardi",73,212,"D",2013
"Dan Hamhuis",73,204,"D",2013
"Dana Tyrell",70,192,"C",2013
"Daniel Alfredsson",71,203,"R",2013
"Daniel Bang",75,208,"L",2013
"Daniel Briere",69,174,"C",2013
"Daniel Carcillo",72,200,"L",2013
"Daniel Cleary",73,205,"R",2013
"Daniel Paille",73,200,"L",2013
"Daniel Sedin",73,190,"L",2013
"Daniel Winnik",74,210,"L",2013
"Danny DeKeyser",75,192,"D",2013
"Dany Heatley",75,212,"L",2013
"Darcy Hordichuk",73,215,"L",2013
"Darren Helm",72,196,"L",2013
"Darroll Powe",71,212,"C",2013
"Dave Bolland",72,184,"C",2013
"Dave Dziurzynski",75,224,"L",2013
"David Backes",75,221,"R",2013
"David Booth",72,212,"L",2013
"David Clarkson",72,207,"R",2013
"David Desharnais",67,180,"C",2013
"David Jones",75,208,"R",2013
"David Krejci",72,188,"C",2013
"David Legwand",74,207,"C",2013
"David Moss",76,210,"R",2013
"David Perron",72,200,"L",2013
"David Rundblad",74,187,"D",2013
"David Savard",74,227,"D",2013
"David Schlemko",73,189,"D",2013
"David Steckel",78,215,"C",2013
"David Ullstrom",74,195,"L",2013
"David Van Der Gulik",70,173,"L",2013
"Davis Drewiske",74,222,"D",2013
"Dennis Seidenberg",72,199,"D",2013
"Dennis Wideman",72,202,"D",2013
"Derek Dorsett",72,192,"R",2013
"Derek Grant",75,215,"C",2013
"Derek Joslin",73,210,"D",2013
"Derek MacKenzie",71,181,"C",2013
"Derek Meech",71,200,"D",2013
"Derek Morris",72,210,"D",2013
"Derek Roy",69,184,"C",2013
"Derek Smith",73,197,"D",2013
"Derek Stepan",72,196,"C",2013
"Derick Brassard",73,202,"C",2013
"Deryk Engelland",74,214,"D",2013
"Devante Smith-Pelly",72,223,"R",2013
"Devin Setoguchi",72,205,"R",2013
"Dion Phaneuf",76,225,"D",2013
"Dmitrij Jaskin",74,216,"R",2013
"Dmitry Kulikov",73,204,"D",2013
"Dmitry Orlov",71,212,"D",2013
"Dougie Hamilton",78,210,"D",2013
"Douglas Murray",75,240,"D",2013
"Drayson Bowman",73,195,"L",2013
"Drew Doughty",73,200,"D",2013
"Drew LeBlanc",72,194,"C",2013
"Drew Miller",74,183,"L",2013
"Drew Shore",75,205,"C",2013
"Drew Stafford",74,215,"R",2013
"Duncan Keith",73,192,"D",2013
"Dustin Brown",72,216,"R",2013
"Dustin Byfuglien",77,260,"D",2013
"Dustin Jeffrey",73,205,"L",2013
"Dustin Penner",76,247,"R",2013
"Dwight King",76,229,"L",2013
"Dylan Reese",73,205,"D",2013
"Ed Jovanovski",75,220,"D",2013
"Emerson Etem",73,212,"R",2013
"Eric Belanger",71,185,"C",2013
"Eric Boulton",72,227,"L",2013
"Eric Brewer",76,216,"D",2013
"Eric Fehr",76,208,"C",2013
"Eric Gelinas",76,215,"D",2013
"Eric Gryba",76,222,"D",2013
"Eric Nystrom",73,200,"L",2013
"Eric Selleck",74,208,"L",2013
"Eric Staal",76,209,"C",2013
"Eric Tangradi",76,226,"L",2013
"Eric Wellwood",71,180,"L",2013
"Erik Cole",74,205,"L",2013
"Erik Condra",71,188,"R",2013
"Erik Gudbranson",77,220,"D",2013
"Erik Gustafsson",70,180,"D",2013
"Erik Johnson",76,225,"D",2013
"Erik Karlsson",72,191,"D",2013
"Evander Kane",74,212,"L",2013
"Evgeni Malkin",75,195,"C",2013
"Fedor Tyutin",74,221,"D",2013
"Filip Forsberg",73,205,"L",2013
"Filip Kuba",76,225,"D",2013
"Francis Bouillon",68,194,"D",2013
"Francis Wathier",76,210,"L",2013
"Francois Beauchemin",71,208,"D",2013
"Frank Corrado",72,205,"D",2013
"Frans Nielsen",73,188,"C",2013
"Frazer McLaren",77,230,"L",2013
"Gabriel Bourque",70,206,"L",2013
"Gabriel Dumont",70,190,"C",2013
"Gabriel Landeskog",73,215,"L",2013
"George Parros",77,224,"R",2013
"Grant Clitsome",71,211,"D",2013
"Greg Pateryn",75,224,"D",2013
"Greg Rallo",72,195,"C",2013
"Greg Zanon",71,201,"D",2013
"Gregory Campbell",72,188,"C",2013
"Guillaume Latendresse",74,230,"L",2013
"Gustav Nyquist",71,184,"R",2013
"Hal Gill",79,243,"D",2013
"Harri Pesonen",72,195,"C",2013
"Harry Zolnierczyk",71,180,"L",2013
"Henrik Sedin",74,183,"C",2013
"Henrik Tallinder",76,209,"D",2013
"Henrik Zetterberg",72,197,"C",2013
"Ian Cole",73,219,"D",2013
"Ian White",70,191,"D",2013
"Ilya Kovalchuk",75,230,"R",2013
"J.T. Miller",73,218,"C",2013
"Jack Hillen",70,190,"D",2013
"Jack Johnson",73,227,"D",2013
"Jack Skille",73,216,"R",2013
"Jacob Josefson",72,196,"C",2013
"Jaden Schwartz",70,190,"L",2013
"Jake Dowell",72,200,"C",2013
"Jake Gardiner",74,200,"D",2013
"Jake Muzzin",75,213,"D",2013
"Jakob Silfverberg",74,202,"R",2013
"Jakub Kindl",75,199,"D",2013
"Jakub Voracek",74,214,"R",2013
"Jamal Mayers",73,222,"R",2013
"James Neal",74,221,"L",2013
"James Sheppard",73,215,"C",2013
"James van Riemsdyk",75,217,"L",2013
"James Wisniewski",71,203,"D",2013
"James Wright",76,210,"C",2013
"Jamie Benn",74,209,"L",2013
"Jamie Langenbrunner",73,205,"R",2013
"Jamie McBain",73,180,"D",2013
"Jamie McGinn",73,205,"L",2013
"Jamie Oleksiak",79,255,"D",2013
"Jamie Tardif",72,199,"R",2013
"Jan Hejda",76,230,"D",2013
"Jan Mursak",71,190,"L",2013
"Jannik Hansen",73,198,"R",2013
"Jared Boll",75,206,"R",2013
"Jared Cowen",77,238,"D",2013
"Jared Spurgeon",69,168,"D",2013
"Jared Staal",76,210,"R",2013
"Jarome Iginla",73,210,"R",2013
"Jaromir Jagr",75,230,"R",2013
"Jarred Tinordi",78,230,"D",2013
"Jarret Stoll",73,216,"C",2013
"Jason Akeson",70,185,"R",2013
"Jason Chimera",75,215,"L",2013
"Jason Demers",73,195,"D",2013
"Jason Garrison",73,218,"D",2013
"Jason Pominville",72,180,"R",2013
"Jason Spezza",75,214,"C",2013
"Jason Zucker",71,187,"L",2013
"Jay Beagle",75,218,"C",2013
"Jay Bouwmeester",76,206,"D",2013
"Jay Harrison",76,222,"D",2013
"Jay McClement",73,205,"C",2013
"Jay Pandolfo",73,190,"L",2013
"Jay Rosehill",75,215,"L",2013
"Jean-Gabriel Pageau",70,184,"C",2013
"Jeff Carter",75,217,"C",2013
"Jeff Halpern",72,190,"C",2013
"Jeff Petry",75,208,"D",2013
"Jeff Schultz",78,225,"D",2013
"Jeff Skinner",71,200,"L",2013
"Jeremy Morin",73,195,"L",2013
"Jeremy Welsh",75,210,"C",2013
"Jerred Smithson",75,209,"C",2013
"Jesse Joensuu",76,213,"L",2013
"Jim O'Brien",75,195,"C",2013
"Jim Slater",72,195,"C",2013
"Jimmy Hayes",77,215,"R",2013
"Jiri Hudler",70,190,"R",2013
"Jiri Tlusty",72,205,"L",2013
"Joakim Andersson",74,211,"C",2013
"Jochen Hecht",73,198,"C",2013
"Jody Shelley",75,230,"L",2013
"Joe Colborne",77,221,"C",2013
"Joe Corvo",72,204,"D",2013
"Joe Finley",80,245,"D",2013
"Joe Pavelski",71,195,"C",2013
"Joe Thornton",76,220,"C",2013
"Joe Vitale",71,205,"C",2013
"Joel Ward",73,225,"R",2013
"Joey Crabb",73,190,"R",2013
"Joffrey Lupul",73,206,"L",2013
"Johan Franzen",76,232,"R",2013
"Johan Larsson",71,198,"C",2013
"John-Michael Liles",70,185,"D",2013
"John Carlson",75,218,"D",2013
"John Erskine",76,220,"D",2013
"John Mitchell",73,204,"C",2013
"John Moore",74,210,"D",2013
"John Scott",80,260,"L",2013
"John Tavares",73,208,"C",2013
"Johnny Boychuk",74,227,"D",2013
"Johnny Oduya",72,191,"D",2013
"Jonas Brodin",73,194,"D",2013
"Jonathan Ericsson",76,220,"D",2013
"Jonathan Huberdeau",73,188,"L",2013
"Jonathan Marchessault",69,174,"C",2013
"Jonathan Rheault",70,202,"R",2013
"Jonathan Toews",74,201,"C",2013
"Jonathon Blum",73,188,"D",2013
"Joni Pitkanen",75,220,"D",2013
"Joonas Rask",71,168,"C",2013
"Jordan Caron",75,204,"R",2013
"Jordan Eberle",71,187,"C",2013
"Jordan Hendry",72,194,"D",2013
"Jordan Leopold",73,206,"D",2013
"Jordan Nolan",75,219,"C",2013
"Jordan Schroeder",69,170,"L",2013
"Jordan Staal",76,220,"C",2013
"Jordie Benn",74,198,"D",2013
"Jordin Tootoo",69,195,"R",2013
"Josh Bailey",73,203,"R",2013
"Josh Gorges",73,204,"D",2013
"JT Wyman",74,209,"R",2013
"Jussi Jokinen",72,191,"L",2013
"Justin Abdelkader",74,214,"L",2013
"Justin Braun",74,205,"D",2013
"Justin Falk",77,223,"D",2013
"Justin Faulk",72,215,"D",2013
"Justin Schultz",74,193,"D",2013
"Justin Williams",73,188,"R",2013
"Karl Alzner",75,217,"D",2013
"Kaspars Daugavins",72,213,"L",2013
"Keaton Ellerby",77,220,"D",2013
"Keith Aucoin",68,171,"C",2013
"Keith Aulie",78,222,"D",2013
"Keith Ballard",71,204,"D",2013
"Keith Yandle",73,196,"D",2013
"Kent Huskins",76,210,"D",2013
"Kevin Bieksa",73,197,"D",2013
"Kevin Henderson",75,210,"L",2013
"Kevin Klein",73,206,"D",2013
"Kevin Porter",72,190,"C",2013
"Kevin Shattenkirk",72,200,"D",2013
"Kevin Westgarth",76,234,"R",2013
"Kimmo Timonen",70,194,"D",2013
"Korbinian Holzer",75,214,"D",2013
"Kris Letang",72,201,"D",2013
"Kris Newbury",71,205,"C",2013
"Kris Russell",70,173,"D",2013
"Kris Versteeg",71,176,"R",2013
"Krys Barch",74,225,"R",2013
"Kurtis Foster",77,225,"D",2013
"Kyle Brodziak",74,209,"C",2013
"Kyle Chipchura",74,203,"C",2013
"Kyle Clifford",74,211,"L",2013
"Kyle Okposo",72,220,"R",2013
"Kyle Palmieri",71,185,"R",2013
"Kyle Quincey",74,210,"D",2013
"Kyle Turris",73,190,"C",2013
"Kyle Wellwood",70,181,"C",2013
"Ladislav Smid",76,210,"D",2013
"Lane MacDermid",75,215,"L",2013
"Lars Eller",74,207,"C",2013
"Lauri Korpikoski",73,193,"L",2013
"Lee Stempniak",71,195,"R",2013
"Lennart Petrell",75,215,"L",2013
"Leo Komarov",71,209,"C",2013
"Logan Couture",73,205,"C",2013
"Loui Eriksson",74,196,"L",2013
"Lubomir Visnovsky",70,192,"D",2013
"Luca Sbisa",74,209,"D",2013
"Luke Adam",74,207,"C",2013
"Luke Schenn",74,229,"D",2013
"Magnus Paajarvi",75,206,"L",2013
"Manny Malhotra",74,207,"C",2013
"Marc-Andre Bergeron",69,190,"D",2013
"Marc-Andre Gragnani",75,205,"D",2013
"Marc-Edouard Vlasic",73,205,"D",2013
"Marc Methot",76,233,"D",2013
"Marc Staal",76,209,"D",2013
"Marcel Goc",73,197,"C",2013
"Marco Scandella",75,208,"D",2013
"Marcus Foligno",75,232,"L",2013
"Marcus Johansson",73,205,"L",2013
"Marcus Kruger",72,186,"C",2013
"Marek Zidlicky",71,190,"D",2013
"Marian Gaborik",73,200,"R",2013
"Marian Hossa",73,207,"R",2013
"Mark Arcobello",68,174,"R",2013
"Mark Barberio",73,207,"D",2013
"Mark Borowiecki",73,207,"D",2013
"Mark Cundari",69,195,"D",2013
"Mark Eaton",73,215,"D",2013
"Mark Fayne",75,209,"D",2013
"Mark Fistric",74,225,"D",2013
"Mark Fraser",76,220,"D",2013
"Mark Giordano",72,198,"D",2013
"Mark Letestu",70,195,"C",2013
"Mark Olver",70,170,"C",2013
"Mark Pysyk",73,200,"D",2013
"Mark Scheifele",75,207,"C",2013
"Mark Stone",76,219,"R",2013
"Mark Streit",71,186,"D",2013
"Mark Stuart",74,215,"D",2013
"Martin Erat",72,196,"R",2013
"Martin Hanzal",78,230,"C",2013
"Martin Havlat",74,210,"R",2013
"Martin St. Louis",68,180,"R",2013
"Marty Reasoner",73,197,"C",2013
"Mason Raymond",73,179,"L",2013
"Mathieu Perreault",70,188,"C",2013
"Mathieu Roy",74,210,"D",2013
"Mats Zuccarello",68,179,"R",2013
"Matt Anderson",71,195,"R",2013
"Matt Bartkowski",73,196,"D",2013
"Matt Beleskey",72,203,"L",2013
"Matt Calvert",71,186,"L",2013
"Matt Carkner",77,229,"D",2013
"Matt Carle",72,197,"D",2013
"Matt Cooke",71,216,"L",2013
"Matt Cullen",73,202,"C",2013
"Matt D'Agostini",72,198,"R",2013
"Matt Duchene",71,195,"C",2013
"Matt Ellis",72,208,"L",2013
"Matt Fraser",75,206,"R",2013
"Matt Frattin",72,205,"R",2013
"Matt Gilroy",73,199,"D",2013
"Matt Greene",75,236,"D",2013
"Matt Halischuk",72,180,"R",2013
"Matt Hendricks",72,209,"C",2013
"Matt Hunwick",71,200,"D",2013
"Matt Irwin",73,207,"D",2013
"Matt Kassian",76,240,"L",2013
"Matt Martin",75,220,"L",2013
"Matt Moulson",73,203,"L",2013
"Matt Niskanen",73,203,"D",2013
"Matt Pelech",76,230,"R",2013
"Matt Read",70,185,"R",2013
"Matt Stajan",73,195,"C",2013
"Matt Taormina",70,189,"D",2013
"Matt Tennyson",74,205,"D",2013
"Matthew Konan",76,186,"D",2013
"Matthew Lombardi",71,195,"C",2013
"Mattias Ekholm",76,215,"D",2013
"Mattias Tedenby",69,175,"R",2013
"Max Pacioretty",74,206,"L",2013
"Max Reinhart",73,195,"C",2013
"Max Talbot",71,186,"C",2013
"Maxim Lapierre",74,215,"C",2013
"Michael Cammalleri",69,185,"L",2013
"Michael Caruso",74,191,"D",2013
"Michael Del Zotto",72,195,"D",2013
"Michael Frolik",73,194,"R",2013
"Michael Grabner",73,188,"R",2013
"Michael Kostka",73,210,"D",2013
"Michael Ryder",73,200,"R",2013
"Michael Sgarbossa",72,186,"C",2013
"Michael Stone",75,210,"D",2013
"Michal Handzus",77,215,"C",2013
"Michal Jordan",73,195,"D",2013
"Michal Rozsival",73,210,"D",2013
"Micheal Haley",71,205,"C",2013
"Mika Zibanejad",74,227,"C",2013
"Mikael Backlund",73,199,"C",2013
"Mikael Granlund",70,185,"R",2013
"Mikael Samuelsson",74,218,"R",2013
"Mike Angelidis",73,214,"L",2013
"Mike Blunden",76,217,"R",2013
"Mike Brown",71,205,"R",2013
"Mike Fisher",73,216,"C",2013
"Mike Green",73,207,"D",2013
"Mike Hoffman",72,181,"L",2013
"Mike Knuble",75,229,"R",2013
"Mike Komisarek",76,235,"D",2013
"Mike Lundin",74,190,"D",2013
"Mike Ribeiro",72,179,"C",2013
"Mike Richards",71,196,"C",2013
"Mike Rupp",77,235,"L",2013
"Mike Santorelli",72,189,"C",2013
"Mike Weaver",70,186,"D",2013
"Mike Weber",74,217,"D",2013
"Mikhail Grabovski",71,186,"C",2013
"Mikhail Grigorenko",75,209,"C",2013
"Mikkel Boedker",72,210,"L",2013
"Mikko Koivu",75,215,"C",2013
"Milan Hejduk",72,190,"R",2013
"Milan Lucic",75,236,"L",2013
"Milan Michalek",74,225,"L",2013
"Nail Yakupov",71,195,"R",2013
"Nate Prosser",74,206,"D",2013
"Nate Thompson",73,214,"C",2013
"Nathan Beaulieu",74,200,"D",2013
"Nathan Gerbe",64,176,"C",2013
"Nathan Horton",74,229,"R",2013
"Nazem Kadri",72,190,"C",2013
"Nick Bjugstad",78,218,"C",2013
"Nick Bonino",73,196,"C",2013
"Nick Drazenovic",72,192,"C",2013
"Nick Foligno",72,202,"L",2013
"Nick Holden",76,214,"D",2013
"Nick Johnson",74,200,"R",2013
"Nick Leddy",72,204,"D",2013
"Nick Petrecki",75,230,"D",2013
"Nick Schultz",73,203,"D",2013
"Nick Spaling",73,198,"C",2013
"Nicklas Backstrom",73,210,"C",2013
"Nicklas Grossmann",76,230,"D",2013
"Nicklas Jensen",75,216,"R",2013
"Nicolas Blanchard",75,205,"L",2013
"Nik Antropov",78,245,"C",2013
"Nikita Nikitin",76,217,"D",2013
"Niklas Hjalmarsson",75,197,"D",2013
"Niklas Kronwall",72,194,"D",2013
"Nikolay Kulemin",73,228,"L",2013
"Nolan Yonkman",78,247,"D",2013
"Oliver Ekman-Larsson",74,200,"D",2013
"Oliver Lauridsen",78,220,"D",2013
"Olli Jokinen",74,210,"C",2013
"Ondrej Palat",72,188,"L",2013
"P.K. Subban",72,210,"D",2013
"PA Parenteau",72,200,"R",2013
"Pascal Dupuis",73,205,"R",2013
"Patric Hornqvist",71,189,"R",2013
"Patrice Bergeron",73,195,"C",2013
"Patrice Cormier",74,215,"C",2013
"Patrick Bordeleau",78,225,"L",2013
"Patrick Dwyer",71,175,"R",2013
"Patrick Eaves",70,202,"R",2013
"Patrick Kaleta",73,198,"R",2013
"Patrick Kane",71,177,"R",2013
"Patrick Marleau",74,215,"C",2013
"Patrick Maroon",75,225,"L",2013
"Patrick Sharp",73,200,"L",2013
"Patrick Wiercioch",77,202,"D",2013
"Patrik Berglund",76,219,"C",2013
"Patrik Elias",73,190,"C",2013
"Paul Bissonnette",74,216,"L",2013
"Paul Byron",69,162,"L",2013
"Paul Gaustad",77,227,"C",2013
"Paul Martin",73,200,"D",2013
"Paul Postma",75,195,"D",2013
"Paul Stastny",72,193,"C",2013
"Pavel Datsyuk",71,194,"C",2013
"Peter Harrold",71,180,"D",2013
"Peter Holland",74,205,"C",2013
"Peter Mueller",74,204,"C",2013
"Peter Regin",74,190,"C",2013
"Phil Kessel",72,202,"R",2013
"Philip Larsen",73,185,"D",2013
"Pierre-Cedric Labrie",75,226,"L",2013
"Pierre-Marc Bouchard",70,168,"C",2013
"Quinton Howden",74,189,"C",2013
"R.J. Umberger",74,214,"C",2013
"Radek Dvorak",74,195,"R",2013
"Radek Martinek",72,205,"D",2013
"Radim Vrbata",73,194,"R",2013
"Radko Gudas",72,204,"D",2013
"Raffi Torres",72,215,"L",2013
"Raphael Diaz",71,197,"D",2013
"Ray Whitney",70,180,"L",2013
"Reilly Smith",72,185,"R",2013
"Rene Bourque",74,217,"R",2013
"Rich Clune",70,207,"L",2013
"Rich Peverley",71,195,"C",2013
"Richard Panik",73,208,"R",2013
"Rick Nash",76,211,"L",2013
"Rickard Rakell",74,198,"C",2013
"Riley Nash",73,190,"C",2013
"Riley Sheahan",75,214,"C",2013
"Rob Klinkhammer",75,214,"L",2013
"Rob Scuderi",73,216,"D",2013
"Robert Bortuzzo",76,216,"D",2013
"Robyn Regehr",75,222,"D",2013
"Roman Cervenka",71,201,"C",2013
"Roman Hamrlik",74,206,"D",2013
"Roman Horak",72,170,"C",2013
"Roman Josi",73,201,"D",2013
"Roman Polak",74,235,"D",2013
"Ron Hainsey",75,205,"D",2013
"Rostislav Klesla",75,215,"D",2013
"Ruslan Fedotenko",73,200,"L",2013
"Ryan Callahan",70,187,"R",2013
"Ryan Carter",73,205,"L",2013
"Ryan Ellis",70,180,"D",2013
"Ryan Garbutt",72,195,"C",2013
"Ryan Getzlaf",76,223,"C",2013
"Ryan Hamilton",74,219,"L",2013
"Ryan Johansen",75,218,"C",2013
"Ryan Jones",73,208,"L",2013
"Ryan Kesler",74,202,"C",2013
"Ryan Malone",76,224,"L",2013
"Ryan McDonagh",73,215,"D",2013
"Ryan Murphy",71,185,"D",2013
"Ryan Nugent-Hopkins",72,191,"C",2013
"Ryan O'Byrne",77,234,"D",2013
"Ryan O'Reilly",73,216,"C",2013
"Ryan Reaves",73,225,"R",2013
"Ryan Smyth",74,191,"L",2013
"Ryan Spooner",70,187,"C",2013
"Ryan Stanton",73,200,"D",2013
"Ryan Suter",74,202,"D",2013
"Ryan White",72,200,"C",2013
"Ryan Whitney",76,209,"D",2013
"Ryan Wilson",73,210,"D",2013
"Ryane Clowe",75,225,"L",2013
