"Season","Away","AwayScore","at","Home","HomeScore","OT","Notes","Date","GameType","HomeWin","AwayWin","Tournament","ConfTournament","NCAA","HomeConference","AwayConference"
"20132014","Ferris State",7,"@","Colgate",4,"","",2013-10-05,"NC","Loss","Win","No","No","No","ECAC","WCHA"
"20132014","Clarkson",2,"@","Niagara",1,"","",2013-10-05,"NC","Loss","Win","No","No","No","Atlantic Hockey","ECAC"
"20132014","Ferris State",0,"@","Colgate",1,"","",2013-10-06,"NC","Win","Loss","No","No","No","ECAC","WCHA"
"20132014","Clarkson",2,"@","Niagara",0,"","",2013-10-06,"NC","Loss","Win","No","No","No","Atlantic Hockey","ECAC"
"20132014","Colgate",4,"@","RIT",1,"","",2013-10-10,"NC","Loss","Win","No","No","No","Atlantic Hockey","ECAC"
"20132014","Boston College",1,"@","Michigan",3,"","",2013-10-10,"NC","Win","Loss","No","No","No","Big Ten","Hockey East"
"20132014","Massachusetts",1,"@","Boston University",3,"","",2013-10-11,"HE","Win","Loss","No","No","No","Hockey East","Hockey East"
"20132014","Merrimack",0,"@","Denver",1,"","",2013-10-11,"NC","Win","Loss","No","No","No","NCHC","Hockey East"
"20132014","Robert Morris",1,"@","Lake Superior",3,"","",2013-10-11,"NC","Win","Loss","No","No","No","WCHA","Atlantic Hockey"
"20132014","Western Michigan",0,"@","Notre Dame",4,"","",2013-10-11,"NC","Win","Loss","No","No","No","Hockey East","NCHC"
"20132014","Alabama-Huntsville",1,"@","Northeastern",9,"","",2013-10-11,"NC","Win","Loss","No","No","No","Hockey East","WCHA"
"20132014","Miami",6,"@","Ohio State",2,"","",2013-10-11,"NC","Loss","Win","No","No","No","Big Ten","NCHC"
"20132014","Minnesota State",1,"@","Providence",5,"","",2013-10-11,"NC","Win","Loss","No","No","No","Hockey East","WCHA"
"20132014","Army",1,"@","Penn State",4,"","",2013-10-11,"NC","Win","Loss","No","No","No","Big Ten","Atlantic Hockey"
"20132014","Bemidji State",2,"@","St. Cloud State",3,"","",2013-10-11,"NC","Win","Loss","No","No","No","NCHC","WCHA"
"20132014","Maine",1,"@","St. Lawrence",3,"","",2013-10-11,"NC","Win","Loss","No","No","No","ECAC","Hockey East"
"20132014","Bowling Green",3,"@","Union",3,"OT","",2013-10-11,"NC","Tie","Tie","No","No","No","ECAC","WCHA"
"20132014","Michigan Tech",1,"@","Minnesota-Duluth",2,"","",2013-10-11,"NC","Win","Loss","No","No","No","NCHC","WCHA"
"20132014","Sacred Heart",2,"@","Massachusetts-Lowell",1,"","",2013-10-11,"NC","Loss","Win","No","No","No","Hockey East","Atlantic Hockey"
"20132014","Vermont",3,"@","North Dakota",5,"","",2013-10-11,"NC","Win","Loss","No","No","No","NCHC","Hockey East"
"20132014","Bentley",6,"@","Nebraska-Omaha",4,"","",2013-10-11,"NC","Loss","Win","No","No","No","NCHC","Atlantic Hockey"
"20132014","Northern Michigan",2,"@","Wisconsin",5,"","",2013-10-11,"NC","Win","Loss","No","No","No","Big Ten","WCHA"
"20132014","Mercyhurst",0,"@","Minnesota",6,"","IceBreaker",2013-10-11,"NC","Win","Loss","Yes","No","No","Big Ten","Atlantic Hockey"
"20132014","Clarkson",1,"vs.","New Hampshire",4,"","IceBreaker",2013-10-11,"NC","Win","Loss","Yes","No","No","Hockey East","ECAC"
"20132014","Quinnipiac",1,"@","Alaska-Anchorage",3,"","Kendall Hockey Classic",2013-10-11,"NC","Win","Loss","Yes","No","No","WCHA","ECAC"
"20132014","Air Force",1,"vs.","Alaska",6,"","Kendall Hockey Classic",2013-10-11,"NC","Win","Loss","Yes","No","No","WCHA","Atlantic Hockey"
"20132014","Canisius",4,"@","Niagara",6,"","",2013-10-12,"AH","Win","Loss","No","No","No","Atlantic Hockey","Atlantic Hockey"
"20132014","Holy Cross",2,"@","Boston University",3,"","",2013-10-12,"NC","Win","Loss","No","No","No","Hockey East","Atlantic Hockey"
"20132014","Merrimack",0,"@","Denver",4,"","",2013-10-12,"NC","Win","Loss","No","No","No","NCHC","Hockey East"
"20132014","Robert Morris",1,"@","Lake Superior",3,"","",2013-10-12,"NC","Win","Loss","No","No","No","WCHA","Atlantic Hockey"
"20132014","Ohio State",3,"@","Miami",6,"","",2013-10-12,"NC","Win","Loss","No","No","No","NCHC","Big Ten"
"20132014","Alabama-Huntsville",2,"@","Northeastern",3,"","",2013-10-12,"NC","Win","Loss","No","No","No","Hockey East","WCHA"
"20132014","Minnesota State",0,"@","Providence",3,"","",2013-10-12,"NC","Win","Loss","No","No","No","Hockey East","WCHA"
"20132014","Michigan",7,"@","RIT",4,"","",2013-10-12,"NC","Loss","Win","No","No","No","Atlantic Hockey","Big Ten"
"20132014","Bemidji State",2,"@","St. Cloud State",2,"OT","",2013-10-12,"NC","Tie","Tie","No","No","No","NCHC","WCHA"
"20132014","Rensselaer",6,"@","Sacred Heart",0,"","",2013-10-12,"NC","Loss","Win","No","No","No","Atlantic Hockey","ECAC"
"20132014","Maine",2,"@","St. Lawrence",5,"","",2013-10-12,"NC","Win","Loss","No","No","No","ECAC","Hockey East"
"20132014","Bowling Green",2,"@","Union",5,"","",2013-10-12,"NC","Win","Loss","No","No","No","ECAC","WCHA"
"20132014","Michigan Tech",1,"@","Minnesota-Duluth",1,"OT","",2013-10-12,"NC","Tie","Tie","No","No","No","NCHC","WCHA"
"20132014","Massachusetts",2,"@","Massachusetts-Lowell",5,"","",2013-10-12,"NC","Win","Loss","No","No","No","Hockey East","Hockey East"
"20132014","Vermont",2,"@","North Dakota",2,"OT","",2013-10-12,"NC","Tie","Tie","No","No","No","NCHC","Hockey East"
"20132014","Bentley",2,"@","Nebraska-Omaha",4,"","",2013-10-12,"NC","Win","Loss","No","No","No","NCHC","Atlantic Hockey"
"20132014","Northern Michigan",1,"@","Wisconsin",2,"","",2013-10-12,"NC","Win","Loss","No","No","No","Big Ten","WCHA"
"20132014","Notre Dame",3,"@","Western Michigan",0,"","",2013-10-12,"NC","Loss","Win","No","No","No","NCHC","Hockey East"
"20132014","Clarkson",5,"vs.","Mercyhurst",2,"","IceBreaker",2013-10-12,"NC","Loss","Win","Yes","No","No","Atlantic Hockey","ECAC"
"20132014","New Hampshire",2,"@","Minnesota",3,"","IceBreaker",2013-10-12,"NC","Win","Loss","Yes","No","No","Big Ten","Hockey East"
"20132014","Air Force",2,"@","Alaska-Anchorage",4,"","Kendall Hockey Classic",2013-10-12,"NC","Win","Loss","Yes","No","No","WCHA","Atlantic Hockey"
"20132014","Quinnipiac",4,"vs.","Alaska",1,"","Kendall Hockey Classic",2013-10-12,"NC","Loss","Win","Yes","No","No","WCHA","ECAC"
"20132014","Rensselaer",2,"@","Boston College",7,"","",2013-10-13,"NC","Win","Loss","No","No","No","Hockey East","ECAC"
"20132014","Ohio State",3,"@","Bowling Green",4,"","",2013-10-15,"NC","Win","Loss","No","No","No","WCHA","Big Ten"
"20132014","Ferris State",3,"@","Mercyhurst",2,"","",2013-10-15,"NC","Loss","Win","No","No","No","Atlantic Hockey","WCHA"
"20132014","Bentley",1,"@","Sacred Heart",3,"","",2013-10-16,"AH","Win","Loss","No","No","No","Atlantic Hockey","Atlantic Hockey"
"20132014","Minnesota-Duluth",1,"@","Colorado College",3,"","",2013-10-18,"NT","Win","Loss","No","No","No","NCHC","NCHC"
"20132014","North Dakota",4,"@","Miami",2,"","",2013-10-18,"NT","Loss","Win","No","No","No","NCHC","NCHC"
"20132014","Penn State",2,"@","Air Force",5,"","",2013-10-18,"NC","Win","Loss","No","No","No","Atlantic Hockey","Big Ten"
"20132014","Wisconsin",2,"@","Boston College",9,"","",2013-10-18,"NC","Win","Loss","No","No","No","Hockey East","Big Ten"
"20132014","Colgate",1,"@","Bowling Green",1,"OT","",2013-10-18,"NC","Tie","Tie","No","No","No","WCHA","ECAC"
"20132014","Minnesota",6,"@","Bemidji State",3,"","",2013-10-18,"NC","Loss","Win","No","No","No","WCHA","Big Ten"
"20132014","Rensselaer",3,"@","Boston University",1,"","",2013-10-18,"NC","Loss","Win","No","No","No","Hockey East","ECAC"
"20132014","RIT",1,"@","Clarkson",4,"","",2013-10-18,"NC","Win","Loss","No","No","No","ECAC","Atlantic Hockey"
