"Season","Away","AwayScore","at","Home","HomeScore","OT","Notes","Date","GameType"
"20112012","No Alberta IT",2,"@","Alaska-Anchorage",7,"","","9/30/2011","EX"
"20112012","Lake Superior",3,"@","Alabama-Huntsville",2,"","","10/1/2011","NC"
"20112012","Simon Fraser",3,"vs.","Air Force",8,"","","10/1/2011","EX"
"20112012","St. Francis Xavier",6,"@","(10) Boston University",4,"","","10/1/2011","EX"
"20112012","Carleton",3,"@","Colgate",3,"OT","","10/1/2011","EX"
"20112012","McGill",2,"@","(4) Denver",2,"OT","","10/1/2011","EX"
"20112012","Lakehead",3,"@","Michigan Tech",5,"","","10/1/2011","EX"
"20112012","Queens",2,"@","Niagara",7,"","","10/1/2011","EX"
"20112012","Windsor",5,"@","Ohio State",6,"","","10/1/2011","EX"
"20112012","Brock",0,"@","RIT",4,"","","10/1/2011","EX"
"20112012","York",3,"@","Robert Morris",4,"","","10/1/2011","EX"
"20112012","Acadia",0,"@","(18) Rensselaer",7,"","","10/1/2011","EX"
"20112012","No Alberta IT",0,"@","Alaska",8,"","","10/1/2011","EX"
"20112012","Ryerson",4,"@","Connecticut",7,"","","10/1/2011","EX"
"20112012","Ontario IT",3,"@","(6) Michigan",2,"","","10/1/2011","EX"
"20112012","Regina",1,"@","(3) North Dakota",8,"","","10/1/2011","EX"
"20112012","New Brunswick",0,"@","(12) New Hampshire",3,"","","10/1/2011","EX"
"20112012","British Columbia",1,"@","(14) Nebraska-Omaha",4,"","","10/1/2011","EX"
"20112012","Toronto",2,"@","(13) Western Michigan",7,"","","10/1/2011","EX"
"20112012","Lake Superior",2,"@","Alabama-Huntsville",1,"","","10/2/2011","NC"
"20112012","Ontario IT",4,"@","Bowling Green",7,"","","10/2/2011","EX"
"20112012","Regina",0,"@","Bemidji State",7,"","","10/2/2011","EX"
"20112012","Queens",2,"@","Canisius",2,"OT","","10/2/2011","EX"
"20112012","McGill",2,"@","(7) Colorado College",3,"","","10/2/2011","EX"
"20112012","Ottawa",2,"@","Clarkson",4,"","","10/2/2011","EX"
"20112012","Toronto",0,"@","Ferris State",5,"","","10/2/2011","EX"
"20112012","New Brunswick",3,"@","(16) Maine",7,"","","10/2/2011","EX"
"20112012","York",4,"@","Mercyhurst",5,"","","10/2/2011","EX"
"20112012","Windsor",1,"@","(2) Miami",4,"","","10/2/2011","EX"
"20112012","Western Ontario",0,"@","(1) Notre Dame",4,"","","10/2/2011","EX"
"20112012","St. Francis Xavier",8,"@","Northeastern",5,"","","10/2/2011","EX"
"20112012","Acadia",2,"@","Quinnipiac",5,"","","10/2/2011","EX"
"20112012","Ryerson",4,"@","Sacred Heart",5,"","","10/2/2011","EX"
"20112012","Carleton",5,"@","St. Lawrence",2,"","","10/2/2011","EX"
"20112012","Lakehead",1,"@","(8) Minnesota-Duluth",5,"","","10/2/2011","EX"
"20112012","British Columbia",0,"@","(19) Minnesota",3,"","","10/2/2011","EX"
"20112012","McGill",4,"@","Air Force",5,"","","10/3/2011","EX"
"20112012","British Columbia",1,"@","Minnesota State",3,"","","10/3/2011","EX"
"20112012","Western Ontario",1,"@","Michigan State",6,"","","10/3/2011","EX"
"20112012","US Under-18 Team",1,"@","(6) Michigan",3,"","","10/3/2011","EX"
"20112012","Niagara",0,"@","(6) Michigan",5,"","","10/4/2011","NC"
"20112012","(15) Merrimack",2,"@","(16) Maine",1,"","","10/7/2011","HE"
"20112012","Massachusetts",3,"@","Northeastern",3,"OT","","10/7/2011","HE"
"20112012","Connecticut",1,"@","Bowling Green",2,"","","10/7/2011","NC"
"20112012","American International",3,"@","Michigan Tech",4,"","","10/7/2011","NC"
"20112012","Bemidji State",5,"@","(2) Miami",3,"","","10/7/2011","NC"
"20112012","Quinnipiac",1,"@","Ohio State",2,"","","10/7/2011","NC"
"20112012","Minnesota State",1,"@","(18) Rensselaer",0,"","","10/7/2011","NC"
"20112012","Ferris State",4,"@","St. Lawrence",2,"","","10/7/2011","NC"
"20112012","Bentley",1,"@","(6) Michigan",5,"","","10/7/2011","NC"
"20112012","(1) Notre Dame",3,"@","(8) Minnesota-Duluth",4,"","","10/7/2011","NC"
"20112012","Sacred Heart",0,"@","(19) Minnesota",9,"","","10/7/2011","NC"
"20112012","Northern Michigan",3,"@","(17) Wisconsin",2,"OT","","10/7/2011","NC"
"20112012","Alabama-Huntsville",1,"@","(13) Western Michigan",7,"","","10/7/2011","NC"
"20112012","Michigan State",2,"vs.","(5) Boston College",5,"","IceBreaker","10/7/2011","NC"
"20112012","Air Force",3,"@","(3) North Dakota",4,"","IceBreaker","10/7/2011","NC"
"20112012","Colgate",3,"vs.","Robert Morris",1,"","Maverick Stampede","10/7/2011","NC"
"20112012","Mercyhurst",1,"@","(14) Nebraska-Omaha",5,"","Maverick Stampede","10/7/2011","NC"
"20112012","Clarkson",4,"@","Alaska-Anchorage",4,"OT","Kendall Hockey Classic","10/7/2011","NC"
"20112012","St. Cloud State",4,"vs.","Alaska",1,"","Kendall Hockey Classic","10/7/2011","NC"
"20112012","US Under-18 Team",0,"@","(4) Denver",3,"","","10/7/2011","EX"
"20112012","New Brunswick",2,"@","Holy Cross",1,"OT","","10/7/2011","EX"
"20112012","Niagara",0,"@","RIT",0,"OT","","10/8/2011","AH"
"20112012","(12) New Hampshire",0,"@","(10) Boston University",5,"","","10/8/2011","HE"
"20112012","(11) Union",8,"@","Army West Point",1,"","","10/8/2011","NC"
"20112012","Connecticut",4,"@","Bowling Green",4,"OT","","10/8/2011","NC"
"20112012","American International",1,"@","Michigan Tech",3,"","","10/8/2011","NC"
"20112012","Bemidji State",2,"@","(2) Miami",3,"","","10/8/2011","NC"
"20112012","Quinnipiac",4,"@","Ohio State",3,"","","10/8/2011","NC"
"20112012","Minnesota State",1,"@","(18) Rensselaer",4,"","","10/8/2011","NC"
"20112012","Ferris State",5,"@","St. Lawrence",1,"","","10/8/2011","NC"
"20112012","Bentley",1,"@","(6) Michigan",4,"","","10/8/2011","NC"
"20112012","(1) Notre Dame",5,"@","(8) Minnesota-Duluth",3,"","","10/8/2011","NC"
"20112012","Sacred Heart",0,"@","(19) Minnesota",6,"","","10/8/2011","NC"
"20112012","Northern Michigan",2,"@","(17) Wisconsin",3,"","","10/8/2011","NC"
"20112012","Alabama-Huntsville",0,"@","(13) Western Michigan",4,"","","10/8/2011","NC"
"20112012","Air Force",2,"vs.","Michigan State",3,"OT","IceBreaker","10/8/2011","NC"
"20112012","(5) Boston College",6,"@","(3) North Dakota",2,"","IceBreaker","10/8/2011","NC"
"20112012","Robert Morris",2,"vs.","Mercyhurst",1,"","Maverick Stampede","10/8/2011","NC"
"20112012","Colgate",4,"@","(14) Nebraska-Omaha",3,"","Maverick Stampede","10/8/2011","NC"
"20112012","St. Cloud State",3,"@","Alaska-Anchorage",4,"OT","Kendall Hockey Classic","10/8/2011","NC"
"20112012","Clarkson",1,"vs.","Alaska",3,"","Kendall Hockey Classic","10/8/2011","NC"
"20112012","US Under-18 Team",0,"@","(7) Colorado College",5,"","","10/8/2011","EX"
"20112012","New Brunswick",3,"@","Massachusetts-Lowell",3,"OT","","10/8/2011","EX"
"20112012","Northeastern",3,"@","(16) Maine",6,"","","10/9/2011","HE"
"20112012","Holy Cross",3,"@","Quinnipiac",5,"","","10/12/2011","NC"
"20112012","St. Lawrence",3,"@","(4) Michigan",10,"","","10/13/2011","NC"
"20112012","Niagara",2,"@","Air Force",3,"OT","","10/14/2011","AH"
"20112012","Connecticut",5,"@","Army West Point",0,"","","10/14/2011","AH"
"20112012","Michigan State",4,"@","Lake Superior",5,"","","10/14/2011","CC"
"20112012","Ohio State",2,"@","(2) Notre Dame",5,"","","10/14/2011","CC"
"20112012","(15) New Hampshire",0,"@","Northeastern",4,"","","10/14/2011","HE"
"20112012","(8) Boston University",3,"@","Providence",5,"","","10/14/2011","HE"
"20112012","Bemidji State",1,"@","(7) Colorado College",3,"","","10/14/2011","WC"
"20112012","(18) Wisconsin",1,"@","Michigan Tech",2,"OT","","10/14/2011","WC"
"20112012","(14) Minnesota",5,"@","(9) Minnesota-Duluth",4,"OT","","10/14/2011","WC"
"20112012","(3) Denver",4,"@","(1) Boston College",2,"","","10/14/2011","NC"
"20112012","Sacred Heart",0,"@","Clarkson",3,"","","10/14/2011","NC"
"20112012","(5) Miami",4,"@","Colgate",3,"","","10/14/2011","NC"
"20112012","(20) Rensselaer",0,"@","Ferris State",4,"","","10/14/2011","NC"
"20112012","Massachusetts-Lowell",4,"@","Minnesota State",2,"","","10/14/2011","NC"
"20112012","St. Cloud State",2,"@","Northern Michigan",5,"","","10/14/2011","NC"
"20112012","Bowling Green",2,"@","Alabama-Huntsville",1,"","","10/14/2011","NC"
"20112012","(12) Western Michigan",2,"@","(11) Union",2,"OT","","10/14/2011","NC"
"20112012","Bentley",3,"@","Massachusetts",5,"","","10/14/2011","NC"
"20112012","(17) Maine",1,"@","(6) North Dakota",3,"","","10/14/2011","NC"
"20112012","(16) Nebraska-Omaha",0,"vs.","Alaska-Anchorage",3,"","Alaska Goal Rush","10/14/2011","NC"
"20112012","Mercyhurst",2,"@","Alaska",5,"","Alaska Goal Rush","10/14/2011","NC"
"20112012","US Under-18 Team",2,"@","Vermont",1,"","","10/14/2011","EX"
"20112012","American International",1,"@","Holy Cross",2,"","","10/15/2011","AH"
"20112012","Michigan State",2,"@","Lake Superior",3,"","","10/15/2011","CC"
"20112012","Ohio State",4,"@","(2) Notre Dame",3,"","","10/15/2011","CC"
"20112012","Massachusetts",4,"@","Providence",6,"","","10/15/2011","HE"
"20112012","(1) Boston College",5,"@","(15) New Hampshire",1,"","","10/15/2011","HE"
"20112012","Bemidji State",4,"@","(7) Colorado College",6,"","","10/15/2011","WC"
"20112012","(18) Wisconsin",2,"@","Michigan Tech",3,"OT","","10/15/2011","WC"
"20112012","(14) Minnesota",5,"@","(9) Minnesota-Duluth",4,"","","10/15/2011","WC"
"20112012","(3) Denver",3,"@","(8) Boston University",4,"","","10/15/2011","NC"
"20112012","Sacred Heart",2,"@","Clarkson",5,"","","10/15/2011","NC"
"20112012","(5) Miami",2,"@","Colgate",3,"OT","","10/15/2011","NC"
"20112012","(20) Rensselaer",0,"@","Ferris State",2,"","","10/15/2011","NC"
"20112012","Army West Point",2,"@","(13) Merrimack",3,"","","10/15/2011","NC"
"20112012","Massachusetts-Lowell",4,"@","Minnesota State",1,"","","10/15/2011","NC"
"20112012","St. Cloud State",2,"@","Northern Michigan",3,"","","10/15/2011","NC"
"20112012","Canisius",1,"@","Quinnipiac",7,"","","10/15/2011","NC"
"20112012","St. Lawrence",5,"@","RIT",6,"OT","","10/15/2011","NC"
"20112012","Bowling Green",3,"@","Alabama-Huntsville",0,"","","10/15/2011","NC"
"20112012","(12) Western Michigan",3,"@","(11) Union",3,"OT","","10/15/2011","NC"
"20112012","(17) Maine",3,"@","(6) North Dakota",3,"OT","","10/15/2011","NC"
"20112012","Mercyhurst",2,"vs.","Alaska-Anchorage",6,"","Alaska Goal Rush","10/15/2011","NC"
"20112012","(16) Nebraska-Omaha",1,"@","Alaska",4,"","Alaska Goal Rush","10/15/2011","NC"
"20112012","Robert Morris",2,"@","Air Force",4,"","","10/16/2011","AH"
"20112012","Canisius",0,"@","Quinnipiac",4,"","","10/16/2011","NC"
"20112012","Bentley",1,"@","Quinnipiac",6,"","","10/18/2011","NC"
"20112012","Connecticut",3,"vs.","Massachusetts-Lowell",2,"OT","","10/18/2011","NC"
"20112012","RIT",1,"@","Canisius",3,"","","10/20/2011","AH"
"20112012","Ohio State",0,"@","Michigan State",3,"","","10/20/2011","CC"
"20112012","(10) Miami",2,"@","(14) Ferris State",4,"","","10/21/2011","CC"
"20112012","Bowling Green",1,"@","(19) Lake Superior",0,"","","10/21/2011","CC"
"20112012","Ohio State",5,"@","Michigan State",2,"","","10/21/2011","CC"
"20112012","(1) Michigan",3,"@","(17) Northern Michigan",5,"","","10/21/2011","CC"
"20112012","(11) Western Michigan",4,"@","Alaska",1,"","","10/21/2011","CC"
"20112012","Massachusetts",2,"@","(2) Boston College",4,"","","10/21/2011","HE"
"20112012","Northeastern",1,"@","(13) Merrimack",4,"","","10/21/2011","HE"
"20112012","Michigan Tech",5,"@","Bemidji State",6,"","","10/21/2011","WC"
"20112012","Minnesota State",2,"@","(3) Denver",4,"","","10/21/2011","WC"
"20112012","Alaska-Anchorage",1,"@","Nebraska-Omaha",4,"","","10/21/2011","WC"
"20112012","(5) North Dakota",3,"@","Wisconsin",5,"","","10/21/2011","WC"
"20112012","American International",2,"@","Clarkson",5,"","","10/21/2011","NC"
"20112012","Rensselaer",2,"@","(6) Notre Dame",5,"","","10/21/2011","NC"
"20112012","(12) Union",3,"@","Niagara",3,"OT","","10/21/2011","NC"
"20112012","(15) Minnesota-Duluth",5,"@","Providence",2,"","","10/21/2011","NC"
"20112012","Quinnipiac",4,"@","Robert Morris",5,"","","10/21/2011","NC"
"20112012","New Hampshire",5,"@","St. Cloud State",7,"","","10/21/2011","NC"
"20112012","Air Force",1,"@","Alabama-Huntsville",1,"OT","","10/21/2011","NC"
"20112012","Vermont",0,"@","(8) Minnesota",6,"","","10/21/2011","NC"
"20112012","Guelph",2,"@","(20) Cornell",3,"","","10/21/2011","EX"
"20112012","Western Ontario",4,"@","Harvard",7,"","","10/21/2011","EX"
"20112012","(10) Miami",0,"@","(14) Ferris State",2,"","","10/22/2011","CC"
"20112012","Bowling Green",1,"@","(19) Lake Superior",4,"","","10/22/2011","CC"
"20112012","(1) Michigan",3,"@","(17) Northern Michigan",3,"OT","Michigan wins shootout, 1-0","10/22/2011","CC"
"20112012","(11) Western Michigan",2,"@","Alaska",2,"OT","WMU wins shootout, 2-1 (4 rounds)","10/22/2011","CC"
"20112012","(2) Boston College",4,"@","Northeastern",3,"OT","","10/22/2011","HE"
"20112012","Michigan Tech",1,"@","Bemidji State",3,"","","10/22/2011","WC"
"20112012","Minnesota State",2,"@","(3) Denver",10,"","","10/22/2011","WC"
"20112012","Alaska-Anchorage",1,"@","Nebraska-Omaha",3,"","","10/22/2011","WC"
"20112012","(5) North Dakota",4,"@","Wisconsin",5,"","","10/22/2011","WC"
"20112012","Holy Cross",5,"@","(7) Boston University",4,"","","10/22/2011","NC"
"20112012","American International",0,"@","Clarkson",5,"","","10/22/2011","NC"
"20112012","Army West Point",2,"vs.","(16) Colgate",2,"OT","","10/22/2011","NC"
"20112012","Connecticut",0,"@","(13) Merrimack",5,"","","10/22/2011","NC"
"20112012","(15) Minnesota-Duluth",2,"@","Providence",2,"OT","","10/22/2011","NC"
"20112012","(12) Union",5,"@","RIT",0,"","","10/22/2011","NC"
"20112012","Quinnipiac",4,"@","Robert Morris",1,"","","10/22/2011","NC"
"20112012","New Hampshire",3,"@","St. Cloud State",3,"OT","","10/22/2011","NC"
"20112012","Air Force",7,"@","Alabama-Huntsville",2,"","","10/22/2011","NC"
"20112012","Carleton",1,"@","(20) Cornell",5,"","","10/22/2011","EX"
"20112012","Western Ontario",2,"@","Dartmouth",4,"","","10/22/2011","EX"
"20112012","Guelph",4,"@","Princeton",9,"","","10/22/2011","EX"
"20112012","Waterloo",2,"@","(9) Yale",1,"","","10/22/2011","EX"
"20112012","Vermont",5,"@","(8) Minnesota",4,"","","10/23/2011","NC"
"20112012","Waterloo",0,"@","Brown",2,"","","10/23/2011","EX"
"20112012","Norwich",1,"@","Dartmouth",3,"","","10/23/2011","EX"
"20112012","Neumann",1,"@","Princeton",5,"","","10/23/2011","EX"
"20112012","Bentley",7,"@","Sacred Heart",3,"","","10/25/2011","AH"
"20112012","Holy Cross",2,"@","Connecticut",4,"","","10/27/2011","AH"
"20112012","(18) Lake Superior",3,"@","(16) Miami",2,"OT","","10/27/2011","CC"
"20112012","Alaska",2,"@","Ohio State",2,"OT","OSU wins shootout, 2-1","10/27/2011","CC"
"20112012","(6) Ferris State",2,"@","(4) Michigan",5,"","","10/27/2011","CC"
"20112012","Sacred Heart",4,"@","American International",7,"","","10/28/2011","AH"
"20112012","RIT",1,"@","Mercyhurst",2,"","","10/28/2011","AH"
"20112012","(5) Notre Dame",3,"@","Bowling Green",1,"","","10/28/2011","CC"
"20112012","(18) Lake Superior",5,"@","(16) Miami",3,"","","10/28/2011","CC"
"20112012","Alaska",0,"@","Ohio State",6,"","","10/28/2011","CC"
"20112012","(6) Ferris State",0,"@","(4) Michigan",4,"","","10/28/2011","CC"
"20112012","(14) Northern Michigan",2,"@","(7) Western Michigan",4,"","","10/28/2011","CC"
"20112012","Providence",4,"@","Maine",5,"OT","","10/28/2011","HE"
"20112012","(13) Boston University",2,"@","Massachusetts",2,"OT","","10/28/2011","HE"
"20112012","(1) Boston College",4,"@","Massachusetts-Lowell",2,"","","10/28/2011","HE"
"20112012","(9) Merrimack",4,"@","Vermont",1,"","","10/28/2011","HE"
"20112012","(2) Denver",2,"@","Michigan Tech",7,"","","10/28/2011","WC"
"20112012","(8) Minnesota",5,"@","Alaska-Anchorage",0,"","","10/28/2011","WC"
"20112012","Bemidji State",2,"@","(15) Minnesota-Duluth",6,"","","10/28/2011","WC"
"20112012","St. Cloud State",4,"@","(12) North Dakota",0,"","","10/28/2011","WC"
"20112012","Nebraska-Omaha",5,"@","Wisconsin",4,"","","10/28/2011","WC"
"20112012","Clarkson",3,"@","Bentley",2,"","","10/28/2011","NC"
"20112012","Robert Morris",2,"@","Michigan State",5,"","","10/28/2011","NC"
