"Season","Away","AwayScore","at","Home","HomeScore","OT","Notes","Date","GameType"
"20102011","Windsor",0,"@","(17) Alaska",9,"","","9/30/2010","EX"
"20102011","Mercyhurst",4,"@","(11) Michigan",4,"OT","","10/2/2010","NC"
"20102011","Toronto",3,"@","Boston University",9,"","","10/2/2010","EX"
"20102011","Lethbridge",1,"@","Colorado College",5,"","","10/2/2010","EX"
"20102011","US Under-18 Team",1,"@","(2) Denver",8,"","","10/2/2010","EX"
"20102011","Ontario IT",3,"@","(13) Ferris State",2,"","","10/2/2010","EX"
"20102011","Western Ontario",5,"@","Lake Superior",4,"","","10/2/2010","EX"
"20102011","Nipissing",3,"@","Michigan Tech",5,"","","10/2/2010","EX"
"20102011","York",0,"@","Niagara",9,"","","10/2/2010","EX"
"20102011","Acadia",3,"@","Northeastern",2,"","","10/2/2010","EX"
"20102011","Wilfrid Laurier",1,"@","(20) RIT",3,"","","10/2/2010","EX"
"20102011","Queens",0,"@","Robert Morris",5,"","","10/2/2010","EX"
"20102011","Manitoba",4,"@","(7) St. Cloud State",7,"","","10/2/2010","EX"
"20102011","St. Thomas (NB)",3,"@","Sacred Heart",5,"","","10/2/2010","EX"
"20102011","Carleton",1,"@","St. Lawrence",5,"","","10/2/2010","EX"
"20102011","Windsor",1,"@","Alaska-Anchorage",4,"","","10/2/2010","EX"
"20102011","New Brunswick",4,"@","Massachusetts",3,"OT","","10/2/2010","EX"
"20102011","St. Francis Xavier",3,"@","(12) New Hampshire",3,"OT","","10/2/2010","EX"
"20102011","British Columbia",1,"@","Nebraska-Omaha",6,"","","10/2/2010","EX"
"20102011","Toronto",0,"@","(3) Boston College",8,"","","10/3/2010","EX"
"20102011","Wilfrid Laurier",3,"@","Bowling Green",4,"","","10/3/2010","EX"
"20102011","York",4,"@","Canisius",11,"","","10/3/2010","EX"
"20102011","US Under-18 Team",1,"@","Colorado College",7,"","","10/3/2010","EX"
"20102011","Carleton",2,"@","Clarkson",5,"","","10/3/2010","EX"
"20102011","Lethbridge",5,"@","(2) Denver",2,"","","10/3/2010","EX"
"20102011","Acadia",1,"@","(18) Maine",5,"","","10/3/2010","EX"
"20102011","Queens",1,"@","Mercyhurst",8,"","","10/3/2010","EX"
"20102011","Waterloo",0,"@","(1) Miami",6,"","","10/3/2010","EX"
"20102011","Guelph",3,"@","Notre Dame",5,"","","10/3/2010","EX"
"20102011","Nipissing",0,"@","(9) Northern Michigan",11,"","","10/3/2010","EX"
"20102011","St. Thomas (NB)",3,"@","Quinnipiac",7,"","","10/3/2010","EX"
"20102011","Western Ontario",2,"@","(11) Michigan",4,"","","10/3/2010","EX"
"20102011","St. Francis Xavier",0,"@","Massachusetts-Lowell",3,"","","10/3/2010","EX"
"20102011","British Columbia",0,"@","Minnesota",6,"","","10/3/2010","EX"
"20102011","Manitoba",2,"@","(4) North Dakota",5,"","","10/3/2010","EX"
"20102011","New Brunswick",3,"@","(15) Vermont",2,"","","10/3/2010","EX"
"20102011","Ontario IT",2,"@","Western Michigan",5,"","","10/3/2010","EX"
"20102011","Lethbridge",3,"@","Air Force",4,"OT","","10/4/2010","EX"
"20102011","British Columbia",0,"@","Minnesota State",1,"","","10/4/2010","EX"
"20102011","New Brunswick",4,"@","Rensselaer",1,"","","10/5/2010","EX"
"20102011","Ferris State",4,"@","Alabama-Huntsville",1,"","","10/7/2010","NC"
"20102011","(5) Michigan",4,"@","Bowling Green",1,"","","10/8/2010","CC"
"20102011","Massachusetts-Lowell",2,"@","(7) Maine",8,"","","10/8/2010","HE"
"20102011","Northeastern",2,"@","Providence",3,"","","10/8/2010","HE"
"20102011","Rensselaer",1,"@","(20) Colorado College",2,"","","10/8/2010","NC"
"20102011","St. Lawrence",5,"@","Minnesota State",5,"OT","","10/8/2010","NC"
"20102011","(10) New Hampshire",3,"@","(3) Miami",6,"","","10/8/2010","NC"
"20102011","Ohio State",1,"@","Quinnipiac",2,"","","10/8/2010","NC"
"20102011","Ferris State",2,"@","Alabama-Huntsville",4,"","","10/8/2010","NC"
"20102011","Sacred Heart",0,"@","(19) Union",9,"","","10/8/2010","NC"
"20102011","Massachusetts",3,"@","(15) Minnesota",5,"","","10/8/2010","NC"
"20102011","(9) Denver",5,"@","Vermont",3,"","","10/8/2010","NC"
"20102011","Canisius",5,"@","Western Michigan",3,"","","10/8/2010","NC"
"20102011","Holy Cross",3,"vs.","(17) Notre Dame",6,"","IceBreaker","10/8/2010","NC"
"20102011","(14) Boston University",4,"vs.","(13) Wisconsin",3,"","IceBreaker","10/8/2010","NC"
"20102011","(18) RIT",1,"vs.","(4) St. Cloud State",3,"","Maverick Stampede","10/8/2010","NC"
"20102011","Clarkson",0,"@","Nebraska-Omaha",8,"","Maverick Stampede","10/8/2010","NC"
"20102011","(8) Minnesota-Duluth",6,"@","Lake Superior",6,"OT","Superior Showcase","10/8/2010","NC"
"20102011","Michigan Tech",4,"@","Northern Michigan",3,"OT","Superior Showcase","10/8/2010","NC"
"20102011","(2) North Dakota",5,"@","Alaska-Anchorage",5,"OT","Kendall Hockey Classic","10/8/2010","NC"
"20102011","Air Force",2,"vs.","(12) Alaska",5,"","Kendall Hockey Classic","10/8/2010","NC"
"20102011","Western Ontario",5,"@","(16) Michigan State",3,"","","10/8/2010","EX"
"20102011","Robert Morris",4,"@","American International",1,"","","10/9/2010","AH"
"20102011","(5) Michigan",4,"@","Bowling Green",2,"","","10/9/2010","CC"
"20102011","(1) Boston College",2,"@","Northeastern",0,"","","10/9/2010","HE"
"20102011","Rensselaer",2,"@","(20) Colorado College",2,"OT","","10/9/2010","NC"
"20102011","Army West Point",1,"@","Colgate",3,"","","10/9/2010","NC"
"20102011","Connecticut",3,"@","(7) Maine",3,"OT","","10/9/2010","NC"
"20102011","St. Lawrence",1,"@","Minnesota State",1,"OT","","10/9/2010","NC"
"20102011","(10) New Hampshire",6,"@","(3) Miami",3,"","","10/9/2010","NC"
"20102011","Merrimack",4,"@","Niagara",4,"OT","","10/9/2010","NC"
"20102011","Ohio State",4,"@","Quinnipiac",0,"","","10/9/2010","NC"
"20102011","Sacred Heart",3,"@","(19) Union",7,"","","10/9/2010","NC"
"20102011","Massachusetts",4,"@","(15) Minnesota",5,"","","10/9/2010","NC"
"20102011","(9) Denver",1,"@","Vermont",1,"OT","","10/9/2010","NC"
"20102011","Canisius",2,"@","Western Michigan",3,"OT","","10/9/2010","NC"
"20102011","Clarkson",6,"vs.","(4) St. Cloud State",2,"","Maverick Stampede","10/9/2010","NC"
"20102011","(18) RIT",3,"@","Nebraska-Omaha",5,"","Maverick Stampede","10/9/2010","NC"
