"Season","Away","AwayScore","at","Home","HomeScore","OT","Notes","Date","GameType"
"20132014","British Columbia",1,"@","Alaska-Anchorage",2,"","","10/4/2013","EX"
"20132014","Ferris State",7,"@","Colgate",4,"","","10/5/2013","NC"
"20132014","Clarkson",2,"@","(20) Niagara",1,"","","10/5/2013","NC"
"20132014","Wilfrid Laurier",1,"@","Bowling Green",7,"","","10/5/2013","EX"
"20132014","St. Francis Xavier",1,"@","(19) Boston University",2,"","","10/5/2013","EX"
"20132014","New Brunswick",0,"@","Colorado College",5,"","","10/5/2013","EX"
"20132014","Simon Fraser",3,"@","Holy Cross",7,"","","10/5/2013","EX"
"20132014","Laurentian",2,"@","Michigan Tech",3,"","","10/5/2013","EX"
"20132014","Windsor",2,"@","(2) Miami",8,"","","10/5/2013","EX"
"20132014","US Under-18 Team",1,"@","Northern Michigan",3,"","","10/5/2013","EX"
"20132014","Dalhousie",0,"@","Northeastern",5,"","","10/5/2013","EX"
"20132014","Toronto",1,"@","Ohio State",9,"","","10/5/2013","EX"
"20132014","Queens",2,"@","RIT",1,"","","10/5/2013","EX"
"20132014","St. Mary's (NS)",1,"@","(15) Rensselaer",5,"","","10/5/2013","EX"
"20132014","Carleton",2,"@","St. Lawrence",4,"","","10/5/2013","EX"
"20132014","British Columbia",1,"@","Alaska",8,"","","10/5/2013","EX"
"20132014","McGill",3,"@","(1) Massachusetts-Lowell",3,"OT","","10/5/2013","EX"
"20132014","Lethbridge",1,"@","(5) Minnesota",5,"","","10/5/2013","EX"
"20132014","Acadia",3,"@","(13) New Hampshire",6,"","","10/5/2013","EX"
"20132014","Ottawa",0,"@","Vermont",7,"","","10/5/2013","EX"
"20132014","Western Ontario",2,"@","(18) Western Michigan",5,"","","10/5/2013","EX"
"20132014","Ferris State",0,"@","Colgate",1,"","","10/6/2013","NC"
"20132014","Clarkson",2,"@","(20) Niagara",0,"","","10/6/2013","NC"
"20132014","St. Francis Xavier",2,"@","(4) Boston College",8,"","","10/6/2013","EX"
"20132014","Brock",1,"@","Canisius",7,"","","10/6/2013","EX"
"20132014","New Brunswick",2,"@","(17) Denver",1,"","","10/6/2013","EX"
"20132014","US Under-18 Team",3,"@","Lake Superior",2,"","","10/6/2013","EX"
"20132014","McGill",1,"@","Merrimack",1,"OT","","10/6/2013","EX"
"20132014","Dalhousie",1,"@","Maine",5,"","","10/6/2013","EX"
"20132014","Lethbridge",1,"@","(11) Minnesota State",7,"","","10/6/2013","EX"
"20132014","Guelph",2,"@","(8) Notre Dame",5,"","","10/6/2013","EX"
"20132014","Laurentian",2,"@","Northern Michigan",3,"","","10/6/2013","EX"
"20132014","St. Mary's (NS)",2,"@","(10) Quinnipiac",7,"","","10/6/2013","EX"
"20132014","Toronto",0,"@","Robert Morris",2,"","","10/6/2013","EX"
"20132014","Simon Fraser",0,"@","Sacred Heart",3,"","","10/6/2013","EX"
"20132014","Waterloo",2,"@","(11) Michigan",1,"","","10/6/2013","EX"
"20132014","Manitoba",0,"@","(7) North Dakota",3,"","","10/6/2013","EX"
"20132014","Acadia",1,"@","Vermont",4,"","","10/6/2013","EX"
"20132014","New Brunswick",NA,"@","Air Force",NA,"","","10/7/2013","EX"
"20132014","Lakehead",1,"@","Minnesota-Duluth",7,"","","10/7/2013","EX"
"20132014","No. Alberta IT",1,"@","Nebraska-Omaha",6,"","","10/7/2013","EX"
"20132014","Guelph",4,"@","Mercyhurst",3,"","","10/8/2013","EX"
"20132014","Western Ontario",1,"@","Michigan State",4,"","","10/9/2013","EX"
"20132014","Colgate",4,"@","RIT",1,"","","10/10/2013","NC"
"20132014","(4) Boston College",1,"@","(11) Michigan",3,"","","10/10/2013","NC"
"20132014","Massachusetts",1,"@","(19) Boston University",3,"","","10/11/2013","HE"
"20132014","Merrimack",0,"@","(17) Denver",1,"","","10/11/2013","NC"
"20132014","Robert Morris",1,"@","Lake Superior",3,"","","10/11/2013","NC"
"20132014","(18) Western Michigan",0,"@","(8) Notre Dame",4,"","","10/11/2013","NC"
