"Season","Away","AwayScore","at","Home","HomeScore","OT","Notes","Date","GameType","HomeWin","AwayWin","Tournament","ConfTournament","NCAA","HomeConference","AwayConference"
20112012,"Lake Superior",3,"@","Alabama-Huntsville",2,"","",2011-10-01,"NC","Loss","Win","No","No","No","Independent","CCHA"
20112012,"Lake Superior",2,"@","Alabama-Huntsville",1,"","",2011-10-02,"NC","Loss","Win","No","No","No","Independent","CCHA"
20112012,"Niagara",0,"@","Michigan",5,"","",2011-10-04,"NC","Win","Loss","No","No","No","CCHA","Atlantic Hockey"
20112012,"Merrimack",2,"@","Maine",1,"","",2011-10-07,"HE","Loss","Win","No","No","No","Hockey East","Hockey East"
20112012,"Massachusetts",3,"@","Northeastern",3,"OT","",2011-10-07,"HE","Tie","Tie","No","No","No","Hockey East","Hockey East"
20112012,"Connecticut",1,"@","Bowling Green",2,"","",2011-10-07,"NC","Win","Loss","No","No","No","CCHA","Atlantic Hockey"
20112012,"American International",3,"@","Michigan Tech",4,"","",2011-10-07,"NC","Win","Loss","No","No","No","WCHA","Atlantic Hockey"
20112012,"Bemidji State",5,"@","Miami",3,"","",2011-10-07,"NC","Loss","Win","No","No","No","CCHA","WCHA"
20112012,"Quinnipiac",1,"@","Ohio State",2,"","",2011-10-07,"NC","Win","Loss","No","No","No","CCHA","ECAC"
20112012,"Minnesota State",1,"@","Rensselaer",0,"","",2011-10-07,"NC","Loss","Win","No","No","No","ECAC","WCHA"
20112012,"Ferris State",4,"@","St. Lawrence",2,"","",2011-10-07,"NC","Loss","Win","No","No","No","ECAC","CCHA"
20112012,"Bentley",1,"@","Michigan",5,"","",2011-10-07,"NC","Win","Loss","No","No","No","CCHA","Atlantic Hockey"
20112012,"Notre Dame",3,"@","Minnesota-Duluth",4,"","",2011-10-07,"NC","Win","Loss","No","No","No","WCHA","CCHA"
20112012,"Sacred Heart",0,"@","Minnesota",9,"","",2011-10-07,"NC","Win","Loss","No","No","No","WCHA","Atlantic Hockey"
20112012,"Northern Michigan",3,"@","Wisconsin",2,"OT","",2011-10-07,"NC","Loss","Win","No","No","No","WCHA","CCHA"
20112012,"Alabama-Huntsville",1,"@","Western Michigan",7,"","",2011-10-07,"NC","Win","Loss","No","No","No","CCHA","Independent"
20112012,"Michigan State",2,"vs.","Boston College",5,"","IceBreaker",2011-10-07,"NC","Win","Loss","Yes","No","No","Hockey East","CCHA"
20112012,"Air Force",3,"@","North Dakota",4,"","IceBreaker",2011-10-07,"NC","Win","Loss","Yes","No","No","WCHA","Atlantic Hockey"
20112012,"Colgate",3,"vs.","Robert Morris",1,"","Maverick Stampede",2011-10-07,"NC","Loss","Win","Yes","No","No","Atlantic Hockey","ECAC"
20112012,"Mercyhurst",1,"@","Nebraska-Omaha",5,"","Maverick Stampede",2011-10-07,"NC","Win","Loss","Yes","No","No","WCHA","Atlantic Hockey"
20112012,"Clarkson",4,"@","Alaska-Anchorage",4,"OT","Kendall Hockey Classic",2011-10-07,"NC","Tie","Tie","Yes","No","No","WCHA","ECAC"
20112012,"St. Cloud State",4,"vs.","Alaska",1,"","Kendall Hockey Classic",2011-10-07,"NC","Loss","Win","Yes","No","No","CCHA","WCHA"
20112012,"Niagara",0,"@","RIT",0,"OT","",2011-10-08,"AH","Tie","Tie","No","No","No","Atlantic Hockey","Atlantic Hockey"
20112012,"New Hampshire",0,"@","Boston University",5,"","",2011-10-08,"HE","Win","Loss","No","No","No","Hockey East","Hockey East"
20112012,"Union",8,"@","Army",1,"","",2011-10-08,"NC","Loss","Win","No","No","No","Atlantic Hockey","ECAC"
20112012,"Connecticut",4,"@","Bowling Green",4,"OT","",2011-10-08,"NC","Tie","Tie","No","No","No","CCHA","Atlantic Hockey"
20112012,"American International",1,"@","Michigan Tech",3,"","",2011-10-08,"NC","Win","Loss","No","No","No","WCHA","Atlantic Hockey"
20112012,"Bemidji State",2,"@","Miami",3,"","",2011-10-08,"NC","Win","Loss","No","No","No","CCHA","WCHA"
20112012,"Quinnipiac",4,"@","Ohio State",3,"","",2011-10-08,"NC","Loss","Win","No","No","No","CCHA","ECAC"
20112012,"Minnesota State",1,"@","Rensselaer",4,"","",2011-10-08,"NC","Win","Loss","No","No","No","ECAC","WCHA"
20112012,"Ferris State",5,"@","St. Lawrence",1,"","",2011-10-08,"NC","Loss","Win","No","No","No","ECAC","CCHA"
20112012,"Bentley",1,"@","Michigan",4,"","",2011-10-08,"NC","Win","Loss","No","No","No","CCHA","Atlantic Hockey"
20112012,"Notre Dame",5,"@","Minnesota-Duluth",3,"","",2011-10-08,"NC","Loss","Win","No","No","No","WCHA","CCHA"
20112012,"Sacred Heart",0,"@","Minnesota",6,"","",2011-10-08,"NC","Win","Loss","No","No","No","WCHA","Atlantic Hockey"
20112012,"Northern Michigan",2,"@","Wisconsin",3,"","",2011-10-08,"NC","Win","Loss","No","No","No","WCHA","CCHA"
20112012,"Alabama-Huntsville",0,"@","Western Michigan",4,"","",2011-10-08,"NC","Win","Loss","No","No","No","CCHA","Independent"
20112012,"Air Force",2,"vs.","Michigan State",3,"OT","IceBreaker",2011-10-08,"NC","Win","Loss","Yes","No","No","CCHA","Atlantic Hockey"
20112012,"Boston College",6,"@","North Dakota",2,"","IceBreaker",2011-10-08,"NC","Loss","Win","Yes","No","No","WCHA","Hockey East"
20112012,"Robert Morris",2,"vs.","Mercyhurst",1,"","Maverick Stampede",2011-10-08,"NC","Loss","Win","Yes","No","No","Atlantic Hockey","Atlantic Hockey"
20112012,"Colgate",4,"@","Nebraska-Omaha",3,"","Maverick Stampede",2011-10-08,"NC","Loss","Win","Yes","No","No","WCHA","ECAC"
20112012,"St. Cloud State",3,"@","Alaska-Anchorage",4,"OT","Kendall Hockey Classic",2011-10-08,"NC","Win","Loss","Yes","No","No","WCHA","WCHA"
20112012,"Clarkson",1,"vs.","Alaska",3,"","Kendall Hockey Classic",2011-10-08,"NC","Win","Loss","Yes","No","No","CCHA","ECAC"
20112012,"Northeastern",3,"@","Maine",6,"","",2011-10-09,"HE","Win","Loss","No","No","No","Hockey East","Hockey East"
20112012,"Holy Cross",3,"@","Quinnipiac",5,"","",2011-10-12,"NC","Win","Loss","No","No","No","ECAC","Atlantic Hockey"
20112012,"St. Lawrence",3,"@","Michigan",10,"","",2011-10-13,"NC","Win","Loss","No","No","No","CCHA","ECAC"
20112012,"Niagara",2,"@","Air Force",3,"OT","",2011-10-14,"AH","Win","Loss","No","No","No","Atlantic Hockey","Atlantic Hockey"
20112012,"Connecticut",5,"@","Army",0,"","",2011-10-14,"AH","Loss","Win","No","No","No","Atlantic Hockey","Atlantic Hockey"
20112012,"Michigan State",4,"@","Lake Superior",5,"","",2011-10-14,"CC","Win","Loss","No","No","No","CCHA","CCHA"
20112012,"Ohio State",2,"@","Notre Dame",5,"","",2011-10-14,"CC","Win","Loss","No","No","No","CCHA","CCHA"
20112012,"New Hampshire",0,"@","Northeastern",4,"","",2011-10-14,"HE","Win","Loss","No","No","No","Hockey East","Hockey East"
20112012,"Boston University",3,"@","Providence",5,"","",2011-10-14,"HE","Win","Loss","No","No","No","Hockey East","Hockey East"
20112012,"Bemidji State",1,"@","Colorado College",3,"","",2011-10-14,"WC","Win","Loss","No","No","No","WCHA","WCHA"
20112012,"Wisconsin",1,"@","Michigan Tech",2,"OT","",2011-10-14,"WC","Win","Loss","No","No","No","WCHA","WCHA"
20112012,"Minnesota",5,"@","Minnesota-Duluth",4,"OT","",2011-10-14,"WC","Loss","Win","No","No","No","WCHA","WCHA"
20112012,"Denver",4,"@","Boston College",2,"","",2011-10-14,"NC","Loss","Win","No","No","No","Hockey East","WCHA"
20112012,"Sacred Heart",0,"@","Clarkson",3,"","",2011-10-14,"NC","Win","Loss","No","No","No","ECAC","Atlantic Hockey"
20112012,"Miami",4,"@","Colgate",3,"","",2011-10-14,"NC","Loss","Win","No","No","No","ECAC","CCHA"
20112012,"Rensselaer",0,"@","Ferris State",4,"","",2011-10-14,"NC","Win","Loss","No","No","No","CCHA","ECAC"
20112012,"Massachusetts-Lowell",4,"@","Minnesota State",2,"","",2011-10-14,"NC","Loss","Win","No","No","No","WCHA","Hockey East"
20112012,"St. Cloud State",2,"@","Northern Michigan",5,"","",2011-10-14,"NC","Win","Loss","No","No","No","CCHA","WCHA"
20112012,"Bowling Green",2,"@","Alabama-Huntsville",1,"","",2011-10-14,"NC","Loss","Win","No","No","No","Independent","CCHA"
20112012,"Western Michigan",2,"@","Union",2,"OT","",2011-10-14,"NC","Tie","Tie","No","No","No","ECAC","CCHA"
20112012,"Bentley",3,"@","Massachusetts",5,"","",2011-10-14,"NC","Win","Loss","No","No","No","Hockey East","Atlantic Hockey"
20112012,"Maine",1,"@","North Dakota",3,"","",2011-10-14,"NC","Win","Loss","No","No","No","WCHA","Hockey East"
20112012,"Nebraska-Omaha",0,"vs.","Alaska-Anchorage",3,"","Alaska Goal Rush",2011-10-14,"NC","Win","Loss","Yes","No","No","WCHA","WCHA"
20112012,"Mercyhurst",2,"@","Alaska",5,"","Alaska Goal Rush",2011-10-14,"NC","Win","Loss","Yes","No","No","CCHA","Atlantic Hockey"
20112012,"American International",1,"@","Holy Cross",2,"","",2011-10-15,"AH","Win","Loss","No","No","No","Atlantic Hockey","Atlantic Hockey"
20112012,"Michigan State",2,"@","Lake Superior",3,"","",2011-10-15,"CC","Win","Loss","No","No","No","CCHA","CCHA"
20112012,"Ohio State",4,"@","Notre Dame",3,"","",2011-10-15,"CC","Loss","Win","No","No","No","CCHA","CCHA"
20112012,"Massachusetts",4,"@","Providence",6,"","",2011-10-15,"HE","Win","Loss","No","No","No","Hockey East","Hockey East"
20112012,"Boston College",5,"@","New Hampshire",1,"","",2011-10-15,"HE","Loss","Win","No","No","No","Hockey East","Hockey East"
20112012,"Bemidji State",4,"@","Colorado College",6,"","",2011-10-15,"WC","Win","Loss","No","No","No","WCHA","WCHA"
20112012,"Wisconsin",2,"@","Michigan Tech",3,"OT","",2011-10-15,"WC","Win","Loss","No","No","No","WCHA","WCHA"
20112012,"Minnesota",5,"@","Minnesota-Duluth",4,"","",2011-10-15,"WC","Loss","Win","No","No","No","WCHA","WCHA"
20112012,"Denver",3,"@","Boston University",4,"","",2011-10-15,"NC","Win","Loss","No","No","No","Hockey East","WCHA"
20112012,"Sacred Heart",2,"@","Clarkson",5,"","",2011-10-15,"NC","Win","Loss","No","No","No","ECAC","Atlantic Hockey"
