"Season","Away","AwayScore","at","Home","HomeScore","OT","Notes","Date","GameType"
"20072008","So. Alberta IT",0,"vs.","Alaska-Anchorage",8,"","","10/5/2007","EX"
"20072008","Dalhousie",5,"@","Bentley",1,"","","10/6/2007","EX"
"20072008","Calgary",3,"@","(11) Colorado College",4,"","","10/6/2007","EX"
"20072008","Acadia",2,"@","(7) Clarkson",5,"","","10/6/2007","EX"
"20072008","US Under-18 Team",3,"@","(12) Maine",5,"","","10/6/2007","EX"
"20072008","Toronto",0,"@","Michigan Tech",7,"","","10/6/2007","EX"
"20072008","Waterloo",0,"@","(4) Miami",5,"","","10/6/2007","EX"
"20072008","So. Alberta IT",2,"@","Alaska",4,"","","10/6/2007","EX"
"20072008","(7) Clarkson",2,"@","(16) St. Lawrence",3,"","","10/7/2007","NC"
"20072008","Royal Military",0,"@","Canisius",5,"","","10/7/2007","EX"
"20072008","Calgary",1,"@","(13) Denver",5,"","","10/7/2007","EX"
"20072008","Dalhousie",2,"@","Holy Cross",4,"","","10/7/2007","EX"
"20072008","Waterloo",4,"@","Mercyhurst",4,"OT","","10/7/2007","EX"
"20072008","York",4,"@","Niagara",5,"","","10/7/2007","EX"
"20072008","Toronto",0,"@","Northern Michigan",8,"","","10/7/2007","EX"
"20072008","Ryerson",5,"@","Robert Morris",8,"","","10/7/2007","EX"
"20072008","Western Ontario",1,"@","(10) Michigan",5,"","","10/7/2007","EX"
"20072008","Trois-Rivieres",0,"@","Massachusetts",6,"","","10/7/2007","EX"
"20072008","Manitoba",3,"@","(1) North Dakota",9,"","","10/7/2007","EX"
"20072008","Acadia",0,"@","(20) Vermont",4,"","","10/7/2007","EX"
"20072008","Calgary",1,"@","Air Force",4,"","","10/8/2007","EX"
"20072008","Bentley",0,"@","Rensselaer",4,"","","10/9/2007","NC"
"20072008","Windsor",0,"@","(3) Michigan State",6,"","","10/9/2007","EX"
"20072008","Guelph",1,"@","RIT",6,"","","10/11/2007","EX"
"20072008","Army West Point",1,"@","Bemidji State",2,"","","10/12/2007","NC"
"20072008","Massachusetts",1,"@","(7) Clarkson",2,"OT","","10/12/2007","NC"
"20072008","Sacred Heart",2,"@","Colgate",6,"","","10/12/2007","NC"
"20072008","(12) Maine",0,"@","(13) Denver",2,"","","10/12/2007","NC"
"20072008","Niagara",2,"@","Merrimack",4,"","","10/12/2007","NC"
"20072008","(20) Vermont",1,"@","(4) Miami",2,"","","10/12/2007","NC"
"20072008","Canisius",0,"@","(17) St. Cloud State",7,"","","10/12/2007","NC"
"20072008","Providence",1,"@","(16) St. Lawrence",4,"","","10/12/2007","NC"
"20072008","Ferris State",0,"@","Union",2,"","","10/12/2007","NC"
"20072008","(2) Boston College",3,"vs.","(10) Michigan",4,"OT","IceBreaker","10/12/2007","NC"
"20072008","Rensselaer",3,"vs.","(5) Minnesota",4,"","IceBreaker","10/12/2007","NC"
"20072008","Robert Morris",3,"vs.","(9) Boston University",2,"","Nye Frontier Classic","10/12/2007","NC"
"20072008","Wayne State",2,"@","Alaska-Anchorage",5,"","Nye Frontier Classic","10/12/2007","NC"
"20072008","(15) Wisconsin",4,"vs.","(8) Notre Dame",1,"","Lefty McFadden Tournament","10/12/2007","NC"
