"Season","Away","AwayScore","at","Home","HomeScore","OT","Notes","Date","GameType","HomeWin","AwayWin","Tournament","ConfTournament","NCAA","HomeConference","AwayConference"
20072008,"Clarkson",2,"@","St. Lawrence",3,"","",2007-10-07,"NC","Win","Loss","No","No","No","ECAC","ECAC"
20072008,"Bentley",0,"@","Rensselaer",4,"","",2007-10-09,"NC","Win","Loss","No","No","No","ECAC","Atlantic Hockey"
20072008,"Army",1,"@","Bemidji State",2,"","",2007-10-12,"NC","Win","Loss","No","No","No","College Hockey America","Atlantic Hockey"
20072008,"Massachusetts",1,"@","Clarkson",2,"OT","",2007-10-12,"NC","Win","Loss","No","No","No","ECAC","Hockey East"
20072008,"Sacred Heart",2,"@","Colgate",6,"","",2007-10-12,"NC","Win","Loss","No","No","No","ECAC","Atlantic Hockey"
20072008,"Maine",0,"@","Denver",2,"","",2007-10-12,"NC","Win","Loss","No","No","No","WCHA","Hockey East"
20072008,"Niagara",2,"@","Merrimack",4,"","",2007-10-12,"NC","Win","Loss","No","No","No","Hockey East","College Hockey America"
20072008,"Vermont",1,"@","Miami",2,"","",2007-10-12,"NC","Win","Loss","No","No","No","CCHA","Hockey East"
20072008,"Canisius",0,"@","St. Cloud State",7,"","",2007-10-12,"NC","Win","Loss","No","No","No","WCHA","Atlantic Hockey"
20072008,"Providence",1,"@","St. Lawrence",4,"","",2007-10-12,"NC","Win","Loss","No","No","No","ECAC","Hockey East"
20072008,"Ferris State",0,"@","Union",2,"","",2007-10-12,"NC","Win","Loss","No","No","No","ECAC","CCHA"
20072008,"Boston College",3,"vs.","Michigan",4,"OT","IceBreaker",2007-10-12,"NC","Win","Loss","Yes","No","No","CCHA","Hockey East"
20072008,"Rensselaer",3,"vs.","Minnesota",4,"","IceBreaker",2007-10-12,"NC","Win","Loss","Yes","No","No","WCHA","ECAC"
20072008,"Robert Morris",3,"vs.","Boston University",2,"","Nye Frontier Classic",2007-10-12,"NC","Loss","Win","Yes","No","No","Hockey East","College Hockey America"
20072008,"Wayne State",2,"@","Alaska-Anchorage",5,"","Nye Frontier Classic",2007-10-12,"NC","Win","Loss","Yes","No","No","WCHA","College Hockey America"
20072008,"Wisconsin",4,"vs.","Notre Dame",1,"","Lefty McFadden Tournament",2007-10-12,"NC","Loss","Win","Yes","No","No","CCHA","WCHA"
20072008,"Mercyhurst",1,"vs.","Ohio State",2,"","Lefty McFadden Tournament",2007-10-12,"NC","Win","Loss","Yes","No","No","CCHA","Atlantic Hockey"
20072008,"Northern Michigan",3,"@","Michigan Tech",2,"","Superior Showcase",2007-10-12,"NC","Loss","Win","Yes","No","No","WCHA","CCHA"
20072008,"Lake Superior",2,"@","Minnesota-Duluth",2,"OT","Superior Showcase",2007-10-12,"NC","Tie","Tie","Yes","No","No","WCHA","CCHA"
20072008,"Army",0,"@","Bemidji State",3,"","",2007-10-13,"NC","Win","Loss","No","No","No","College Hockey America","Atlantic Hockey"
