"Season","Away","AwayScore","at","Home","HomeScore","OT","Notes","Date","GameType"
"20122013","Regina",0,"@","Alaska",6,"","","10/5/2012","EX"
"20122013","Quinnipiac",2,"@","(15) Maine",1,"","","10/6/2012","NC"
"20122013","Bowling Green",2,"@","Niagara",2,"OT","","10/6/2012","NC"
"20122013","Merrimack",4,"@","(5) Union",1,"","","10/6/2012","NC"
"20122013","New Brunswick",0,"@","(1) Boston College",6,"","","10/6/2012","EX"
"20122013","Queens",0,"@","Colgate",1,"","","10/6/2012","EX"
"20122013","British Columbia",2,"@","(8) Denver",2,"OT","","10/6/2012","EX"
"20122013","St. Thomas",1,"@","Holy Cross",2,"","","10/6/2012","EX"
"20122013","Ryerson",1,"@","Lake Superior",2,"","","10/6/2012","EX"
"20122013","Wilfrid Laurier",1,"@","Mercyhurst",3,"","","10/6/2012","EX"
"20122013","Brock",2,"@","Michigan Tech",6,"","","10/6/2012","EX"
"20122013","Ottawa",1,"@","RIT",8,"","","10/6/2012","EX"
"20122013","Acadia",2,"@","Rensselaer",6,"","","10/6/2012","EX"
"20122013","Carleton",2,"@","St. Lawrence",3,"OT","","10/6/2012","EX"
"20122013","Regina",1,"@","Alaska-Anchorage",3,"","","10/6/2012","EX"
"20122013","Alabama",1,"@","Alabama-Huntsville",12,"","","10/6/2012","EX"
"20122013","York",3,"@","Connecticut",3,"OT","","10/6/2012","EX"
"20122013","Toronto",2,"@","(7) Massachusetts-Lowell",5,"","","10/6/2012","EX"
"20122013","Lethbridge",0,"@","(2) Minnesota",7,"","","10/6/2012","EX"
"20122013","Manitoba",3,"@","(4) North Dakota",5,"","","10/6/2012","EX"
"20122013","St. Francis Xavier",2,"@","New Hampshire",5,"","","10/6/2012","EX"
"20122013","Concordia (Que.)",1,"@","Vermont",7,"","","10/6/2012","EX"
"20122013","US Under-18 Team",0,"@","(18) Wisconsin",5,"","","10/6/2012","EX"
"20122013","Western Ontario",2,"@","(10) Western Michigan",2,"OT","","10/6/2012","EX"
"20122013","Ontario IT",1,"@","Bowling Green",9,"","","10/7/2012","EX"
"20122013","Manitoba",3,"@","Bemidji State",3,"OT","","10/7/2012","EX"
"20122013","Toronto",0,"@","(13) Boston University",5,"","","10/7/2012","EX"
"20122013","Ottawa",5,"@","Canisius",2,"","","10/7/2012","EX"
"20122013","British Columbia",1,"@","(20) Colorado College",3,"","","10/7/2012","EX"
"20122013","Carleton",6,"@","Clarkson",2,"","","10/7/2012","EX"
"20122013","Ryerson",2,"@","(11) Ferris State",8,"","","10/7/2012","EX"
"20122013","New Brunswick",2,"@","(15) Maine",2,"OT","","10/7/2012","EX"
"20122013","Lethbridge",1,"@","Minnesota State",7,"","","10/7/2012","EX"
"20122013","Western Ontario",2,"@","(9) Miami",6,"","","10/7/2012","EX"
"20122013","US Under-18 Team",1,"@","(14) Notre Dame",1,"OT","","10/7/2012","EX"
"20122013","Brock",0,"@","Northern Michigan",2,"","","10/7/2012","EX"
"20122013","St. Francis Xavier",4,"@","Northeastern",3,"","","10/7/2012","EX"
"20122013","Waterloo",2,"@","Ohio State",3,"OT","","10/7/2012","EX"
"20122013","Acadia",2,"@","Quinnipiac",0,"","","10/7/2012","EX"
"20122013","Wilfrid Laurier",4,"@","Robert Morris",10,"","","10/7/2012","EX"
"20122013","St. Thomas",4,"@","Sacred Heart",3,"","","10/7/2012","EX"
"20122013","Alabama",0,"@","Alabama-Huntsville",10,"","","10/7/2012","EX"
"20122013","British Columbia",4,"@","Air Force",2,"","","10/8/2012","EX"
"20122013","Windsor",1,"@","(16) Michigan State",6,"","","10/8/2012","EX"
"20122013","Lethbridge",1,"@","Nebraska-Omaha",4,"","","10/8/2012","EX"
"20122013","Niagara",2,"@","Colgate",10,"","","10/9/2012","NC"
"20122013","Windsor",3,"@","(3) Michigan",7,"","","10/9/2012","EX"
"20122013","(19) Merrimack",2,"@","Northeastern",4,"","","10/10/2012","HE"
"20122013","Michigan Tech",2,"@","Lake Superior",4,"","","10/11/2012","NC"
"20122013","RIT",5,"@","(3) Michigan",4,"OT","","10/11/2012","NC"
"20122013","Vermont",1,"@","(6) Massachusetts-Lowell",1,"OT","","10/12/2012","HE"
"20122013","(10) Union",5,"@","Bowling Green",3,"","","10/12/2012","NC"
"20122013","Clarkson",4,"@","Colorado College",5,"","","10/12/2012","NC"
"20122013","Colgate",0,"@","(8) Miami",3,"","","10/12/2012","NC"
"20122013","(15) Wisconsin",1,"vs.","Northern Michigan",2,"","","10/12/2012","NC"
"20122013","Sacred Heart",2,"@","Providence",8,"","","10/12/2012","NC"
"20122013","American International",3,"@","Penn State",2,"OT","","10/12/2012","NC"
"20122013","(11) Ferris State",1,"@","Rensselaer",3,"","","10/12/2012","NC"
"20122013","Minnesota State",4,"@","Alabama-Huntsville",1,"","","10/12/2012","NC"
"20122013","RIT",2,"@","(3) Michigan",7,"","","10/12/2012","NC"
"20122013","Connecticut",1,"@","Massachusetts",4,"","","10/12/2012","NC"
"20122013","Ohio State",2,"@","(13) Minnesota-Duluth",6,"","","10/12/2012","NC"
"20122013","(16) Michigan State",1,"@","(2) Minnesota",5,"","","10/12/2012","NC"
"20122013","St. Cloud State",3,"@","New Hampshire",5,"","","10/12/2012","NC"
"20122013","St. Lawrence",4,"@","(9) Western Michigan",3,"OT","","10/12/2012","NC"
"20122013","(14) Notre Dame",1,"vs.","(20) Maine",0,"","IceBreaker","10/12/2012","NC"
"20122013","Army West Point",1,"vs.","Nebraska-Omaha",5,"","IceBreaker","10/12/2012","NC"
"20122013","Canisius",0,"@","Alaska-Anchorage",2,"","Kendall Hockey Classic","10/12/2012","NC"
"20122013","Air Force",3,"vs.","Alaska",3,"OT","Kendall Hockey Classic","10/12/2012","NC"
"20122013","US Under-18 Team",4,"@","(4) North Dakota",6,"","","10/12/2012","EX"
"20122013","Mercyhurst",1,"@","Niagara",2,"","","10/13/2012","AH"
"20122013","Providence",2,"@","(12) Boston University",4,"","","10/13/2012","HE"
"20122013","(1) Boston College",1,"@","Northeastern",3,"","","10/13/2012","HE"
"20122013","(10) Union",4,"@","Bowling Green",1,"","","10/13/2012","NC"
"20122013","Clarkson",4,"@","Colorado College",5,"","","10/13/2012","NC"
"20122013","Lake Superior",4,"@","Michigan Tech",8,"","","10/13/2012","NC"
"20122013","Colgate",1,"@","(8) Miami",5,"","","10/13/2012","NC"
"20122013","(15) Wisconsin",2,"vs.","Northern Michigan",4,"","","10/13/2012","NC"
"20122013","American International",3,"@","Penn State",4,"OT","","10/13/2012","NC"
"20122013","Robert Morris",0,"@","(18) Quinnipiac",4,"","","10/13/2012","NC"
"20122013","(11) Ferris State",2,"@","Rensselaer",2,"OT","","10/13/2012","NC"
"20122013","Minnesota State",2,"@","Alabama-Huntsville",2,"OT","","10/13/2012","NC"
"20122013","Ohio State",3,"@","(13) Minnesota-Duluth",2,"","","10/13/2012","NC"
"20122013","(16) Michigan State",1,"@","(2) Minnesota",7,"","","10/13/2012","NC"
"20122013","St. Cloud State",2,"@","New Hampshire",4,"","","10/13/2012","NC"
"20122013","St. Lawrence",2,"@","(9) Western Michigan",3,"","","10/13/2012","NC"
"20122013","(20) Maine",4,"vs.","Army West Point",3,"","IceBreaker","10/13/2012","NC"
"20122013","(14) Notre Dame",3,"vs.","Nebraska-Omaha",2,"","IceBreaker","10/13/2012","NC"
"20122013","Air Force",3,"@","Alaska-Anchorage",3,"OT","Kendall Hockey Classic","10/13/2012","NC"
"20122013","Canisius",3,"vs.","Alaska",1,"","Kendall Hockey Classic","10/13/2012","NC"
"20122013","US Under-18 Team",3,"@","Bemidji State",4,"","","10/13/2012","EX"
"20122013","Robert Morris",4,"@","(18) Quinnipiac",0,"","","10/14/2012","NC"
"20122013","Holy Cross",6,"@","American International",2,"","","10/16/2012","AH"
"20122013","Sacred Heart",1,"@","Bentley",7,"","","10/16/2012","AH"
"20122013","(13) Minnesota-Duluth",3,"@","(9) Notre Dame",1,"","","10/18/2012","NC"
"20122013","Sacred Heart",2,"@","Army West Point",5,"","","10/19/2012","AH"
"20122013","(3) Boston College",5,"@","Massachusetts",4,"OT","","10/19/2012","HE"
"20122013","(1) Minnesota",3,"@","Michigan Tech",5,"","","10/19/2012","WC"
"20122013","(19) Colorado College",6,"@","Air Force",2,"","","10/19/2012","NC"
"20122013","Lake Superior",2,"@","Bemidji State",0,"","","10/19/2012","NC"
"20122013","Penn State",0,"@","Buffalo State",3,"","","10/19/2012","NC"
"20122013","Bowling Green",3,"@","Colgate",1,"","","10/19/2012","NC"
"20122013","(10) Massachusetts-Lowell",1,"@","(7) Denver",5,"","","10/19/2012","NC"
"20122013","Mercyhurst",3,"@","(16) Ferris State",7,"","","10/19/2012","NC"
"20122013","St. Lawrence",5,"@","Maine",0,"","","10/19/2012","NC"
"20122013","Rensselaer",3,"@","Minnesota State",3,"OT","","10/19/2012","NC"
"20122013","Niagara",2,"@","Michigan State",3,"","","10/19/2012","NC"
"20122013","Providence",1,"@","(4) Miami",1,"OT","","10/19/2012","NC"
"20122013","(13) Minnesota-Duluth",1,"@","(9) Notre Dame",4,"","","10/19/2012","NC"
"20122013","Ohio State",1,"@","(20) Quinnipiac",1,"OT","","10/19/2012","NC"
"20122013","Alabama-Huntsville",3,"@","St. Cloud State",8,"","","10/19/2012","NC"
"20122013","Bentley",3,"@","(5) Michigan",6,"","","10/19/2012","NC"
"20122013","(17) Northern Michigan",2,"@","Nebraska-Omaha",5,"","","10/19/2012","NC"
"20122013","Canisius",0,"@","(12) Western Michigan",3,"","","10/19/2012","NC"
"20122013","(2) North Dakota",5,"vs.","Alaska-Anchorage",0,"","Alaska Goal Rush","10/19/2012","NC"
"20122013","Merrimack",2,"@","Alaska",3,"","Alaska Goal Rush","10/19/2012","NC"
"20122013","US Under-18 Team",2,"@","(6) Cornell",6,"","","10/19/2012","EX"
"20122013","McGill",1,"@","(17) Harvard",5,"","","10/19/2012","EX"
"20122013","Guelph",3,"@","Princeton",2,"OT","","10/19/2012","EX"
"20122013","Army West Point",4,"@","Sacred Heart",4,"OT","","10/20/2012","AH"
"20122013","(14) Northeastern",0,"@","(3) Boston College",3,"","","10/20/2012","HE"
"20122013","(11) Boston University",1,"@","(15) New Hampshire",4,"","","10/20/2012","HE"
"20122013","(1) Minnesota",3,"@","Michigan Tech",2,"","","10/20/2012","WC"
"20122013","Lake Superior",0,"@","Bemidji State",5,"","","10/20/2012","NC"
"20122013","(10) Massachusetts-Lowell",3,"@","(19) Colorado College",1,"","","10/20/2012","NC"
"20122013","Holy Cross",3,"@","Clarkson",1,"","","10/20/2012","NC"
"20122013","Bowling Green",2,"@","Colgate",4,"","","10/20/2012","NC"
"20122013","Air Force",2,"@","(7) Denver",5,"","","10/20/2012","NC"
"20122013","Mercyhurst",3,"@","(16) Ferris State",3,"OT","","10/20/2012","NC"
"20122013","St. Lawrence",5,"@","Maine",1,"","","10/20/2012","NC"
"20122013","Rensselaer",3,"@","Minnesota State",4,"OT","","10/20/2012","NC"
"20122013","Niagara",3,"@","Michigan State",3,"OT","","10/20/2012","NC"
"20122013","Providence",3,"@","(4) Miami",4,"OT","","10/20/2012","NC"
"20122013","Ohio State",1,"@","(20) Quinnipiac",3,"","","10/20/2012","NC"
