"Season","Away","AwayScore","at","Home","HomeScore","OT","Notes","Date","GameType","HomeWin","AwayWin","Tournament","ConfTournament","NCAA","HomeConference","AwayConference"
20092010,"Quinnipiac",4,"@","Ohio State",2,"","",2009-10-08,"NC","Loss","Win","No","No","No","CCHA","ECAC"
20092010,"Rensselaer",2,"@","Massachusetts",5,"","",2009-10-08,"NC","Win","Loss","No","No","No","Hockey East","ECAC"
20092010,"Air Force",1,"@","Bemidji State",3,"","",2009-10-09,"NC","Win","Loss","No","No","No","College Hockey America","Atlantic Hockey"
20092010,"Ferris State",5,"@","Canisius",1,"","",2009-10-09,"NC","Loss","Win","No","No","No","Atlantic Hockey","CCHA"
20092010,"Northeastern",2,"@","Colorado College",4,"","",2009-10-09,"NC","Win","Loss","No","No","No","WCHA","Hockey East"
20092010,"Vermont",4,"@","Denver",5,"","",2009-10-09,"NC","Win","Loss","No","No","No","WCHA","Hockey East"
20092010,"Bowling Green",2,"@","Minnesota State",3,"","",2009-10-09,"NC","Win","Loss","No","No","No","WCHA","CCHA"
20092010,"Clarkson",1,"@","Michigan State",6,"","",2009-10-09,"NC","Win","Loss","No","No","No","CCHA","ECAC"
20092010,"St. Cloud State",2,"@","Miami",3,"OT","",2009-10-09,"NC","Win","Loss","No","No","No","CCHA","WCHA"
20092010,"Alabama-Huntsville",3,"@","Notre Dame",2,"","",2009-10-09,"NC","Loss","Win","No","No","No","CCHA","College Hockey America"
20092010,"Colgate",4,"@","Niagara",4,"OT","",2009-10-09,"NC","Tie","Tie","No","No","No","College Hockey America","ECAC"
20092010,"Quinnipiac",3,"@","Ohio State",1,"","",2009-10-09,"NC","Loss","Win","No","No","No","CCHA","ECAC"
20092010,"Maine",1,"@","Union",4,"","",2009-10-09,"NC","Win","Loss","No","No","No","ECAC","Hockey East"
20092010,"Merrimack",2,"@","North Dakota",5,"","",2009-10-09,"NC","Win","Loss","No","No","No","WCHA","Hockey East"
20092010,"Massachusetts-Lowell",3,"vs.","St. Lawrence",0,"","IceBreaker",2009-10-09,"NC","Loss","Win","Yes","No","No","ECAC","Hockey East"
20092010,"Army",4,"@","Nebraska-Omaha",6,"","IceBreaker",2009-10-09,"NC","Win","Loss","Yes","No","No","CCHA","Atlantic Hockey"
20092010,"Northern Michigan",3,"@","Michigan Tech",5,"","Superior Showcase",2009-10-09,"NC","Win","Loss","Yes","No","No","WCHA","CCHA"
20092010,"Lake Superior",3,"@","Minnesota-Duluth",4,"","Superior Showcase",2009-10-09,"NC","Win","Loss","Yes","No","No","WCHA","CCHA"
20092010,"Mercyhurst",3,"@","Alaska-Anchorage",5,"","Kendall Hockey Classic",2009-10-09,"NC","Win","Loss","Yes","No","No","WCHA","Atlantic Hockey"
20092010,"Michigan",0,"vs.","Alaska",2,"","Kendall Hockey Classic",2009-10-09,"NC","Win","Loss","Yes","No","No","CCHA","CCHA"
20092010,"Air Force",3,"@","Bemidji State",7,"","",2009-10-10,"NC","Win","Loss","No","No","No","College Hockey America","Atlantic Hockey"
20092010,"Ferris State",0,"@","Canisius",1,"","",2009-10-10,"NC","Win","Loss","No","No","No","Atlantic Hockey","CCHA"
20092010,"Northeastern",4,"@","Colorado College",3,"","",2009-10-10,"NC","Loss","Win","No","No","No","WCHA","Hockey East"
20092010,"Vermont",6,"@","Denver",4,"","",2009-10-10,"NC","Loss","Win","No","No","No","WCHA","Hockey East"
20092010,"Bowling Green",1,"@","Minnesota State",4,"","",2009-10-10,"NC","Win","Loss","No","No","No","WCHA","CCHA"
20092010,"Clarkson",3,"@","Michigan State",4,"","",2009-10-10,"NC","Win","Loss","No","No","No","CCHA","ECAC"
20092010,"St. Cloud State",0,"@","Miami",2,"","",2009-10-10,"NC","Win","Loss","No","No","No","CCHA","WCHA"
20092010,"Alabama-Huntsville",1,"@","Notre Dame",3,"","",2009-10-10,"NC","Win","Loss","No","No","No","CCHA","College Hockey America"
20092010,"Holy Cross",1,"@","Providence",2,"","",2009-10-10,"NC","Win","Loss","No","No","No","Hockey East","Atlantic Hockey"
20092010,"Colgate",3,"@","RIT",2,"","",2009-10-10,"NC","Loss","Win","No","No","No","Atlantic Hockey","ECAC"
20092010,"New Hampshire",1,"@","Rensselaer",3,"","",2009-10-10,"NC","Win","Loss","No","No","No","ECAC","Hockey East"
20092010,"Maine",3,"@","Union",6,"","",2009-10-10,"NC","Win","Loss","No","No","No","ECAC","Hockey East"
20092010,"Merrimack",2,"@","North Dakota",3,"","",2009-10-10,"NC","Win","Loss","No","No","No","WCHA","Hockey East"
20092010,"St. Lawrence",5,"vs.","Army",2,"","IceBreaker",2009-10-10,"NC","Loss","Win","Yes","No","No","Atlantic Hockey","ECAC"
20092010,"Massachusetts-Lowell",3,"@","Nebraska-Omaha",4,"","IceBreaker",2009-10-10,"NC","Win","Loss","Yes","No","No","CCHA","Hockey East"
20092010,"Michigan",6,"@","Alaska-Anchorage",1,"","Kendall Hockey Classic",2009-10-10,"NC","Loss","Win","Yes","No","No","WCHA","CCHA"
20092010,"Mercyhurst",1,"vs.","Alaska",5,"","Kendall Hockey Classic",2009-10-10,"NC","Win","Loss","Yes","No","No","CCHA","Atlantic Hockey"
20092010,"Lake Superior",3,"@","Michigan Tech",1,"","Superior Showcase",2009-10-11,"NC","Loss","Win","Yes","No","No","WCHA","CCHA"
20092010,"Northern Michigan",3,"@","Minnesota-Duluth",1,"","Superior Showcase",2009-10-11,"NC","Loss","Win","Yes","No","No","WCHA","CCHA"
20092010,"Providence",3,"@","Notre Dame",2,"","",2009-10-15,"NC","Loss","Win","No","No","No","CCHA","Hockey East"
20092010,"Denver",2,"@","Ohio State",0,"","",2009-10-15,"NC","Loss","Win","No","No","No","CCHA","WCHA"
20092010,"Boston University",2,"@","Massachusetts",3,"","",2009-10-16,"HE","Win","Loss","No","No","No","Hockey East","Hockey East"
20092010,"Minnesota State",2,"@","Minnesota-Duluth",5,"","",2009-10-16,"WC","Win","Loss","No","No","No","WCHA","WCHA"
20092010,"Minnesota",0,"@","North Dakota",4,"","",2009-10-16,"WC","Win","Loss","No","No","No","WCHA","WCHA"
20092010,"Colorado College",3,"@","Wisconsin",2,"","",2009-10-16,"WC","Loss","Win","No","No","No","WCHA","WCHA"
20092010,"Alabama-Huntsville",4,"@","Air Force",2,"","",2009-10-16,"NC","Loss","Win","No","No","No","Atlantic Hockey","College Hockey America"
20092010,"Niagara",3,"@","Clarkson",4,"OT","",2009-10-16,"NC","Win","Loss","No","No","No","ECAC","College Hockey America"
20092010,"Nebraska-Omaha",1,"@","Colgate",1,"OT","",2009-10-16,"NC","Tie","Tie","No","No","No","ECAC","CCHA"
20092010,"Connecticut",1,"@","Ferris State",2,"","",2009-10-16,"NC","Win","Loss","No","No","No","CCHA","Atlantic Hockey"
20092010,"Canisius",4,"@","Lake Superior",5,"","",2009-10-16,"NC","Win","Loss","No","No","No","CCHA","Atlantic Hockey"
20092010,"Holy Cross",1,"@","Merrimack",3,"","",2009-10-16,"NC","Win","Loss","No","No","No","Hockey East","Atlantic Hockey"
20092010,"Michigan State",5,"@","Maine",3,"","",2009-10-16,"NC","Loss","Win","No","No","No","Hockey East","CCHA"
20092010,"Providence",0,"@","Notre Dame",2,"","",2009-10-16,"NC","Win","Loss","No","No","No","CCHA","Hockey East"
20092010,"Bentley",2,"@","Northeastern",3,"","",2009-10-16,"NC","Win","Loss","No","No","No","Hockey East","Atlantic Hockey"
20092010,"Denver",0,"@","Ohio State",4,"","",2009-10-16,"NC","Win","Loss","No","No","No","CCHA","WCHA"
20092010,"Union",3,"@","St. Cloud State",3,"OT","",2009-10-16,"NC","Tie","Tie","No","No","No","WCHA","ECAC"
20092010,"RIT",1,"@","St. Lawrence",3,"","",2009-10-16,"NC","Win","Loss","No","No","No","ECAC","Atlantic Hockey"
20092010,"Miami",6,"@","New Hampshire",3,"","",2009-10-16,"NC","Loss","Win","No","No","No","Hockey East","CCHA"
20092010,"Mercyhurst",1,"@","Western Michigan",5,"","",2009-10-16,"NC","Win","Loss","No","No","No","CCHA","Atlantic Hockey"
20092010,"Rensselaer",0,"vs.","Alaska-Anchorage",3,"","Alaska Goal Rush",2009-10-16,"NC","Win","Loss","Yes","No","No","WCHA","ECAC"
20092010,"Robert Morris",2,"@","Alaska",4,"","Alaska Goal Rush",2009-10-16,"NC","Win","Loss","Yes","No","No","CCHA","College Hockey America"
20092010,"Minnesota State",2,"@","Minnesota-Duluth",3,"","",2009-10-17,"WC","Win","Loss","No","No","No","WCHA","WCHA"
20092010,"Minnesota",3,"@","North Dakota",3,"OT","",2009-10-17,"WC","Tie","Tie","No","No","No","WCHA","WCHA"
20092010,"Colorado College",1,"@","Wisconsin",1,"OT","",2009-10-17,"WC","Tie","Tie","No","No","No","WCHA","WCHA"
20092010,"Alabama-Huntsville",4,"@","Air Force",2,"","",2009-10-17,"NC","Loss","Win","No","No","No","Atlantic Hockey","College Hockey America"
20092010,"RIT",3,"@","Clarkson",5,"","",2009-10-17,"NC","Win","Loss","No","No","No","ECAC","Atlantic Hockey"
20092010,"Nebraska-Omaha",4,"@","Colgate",1,"","",2009-10-17,"NC","Loss","Win","No","No","No","ECAC","CCHA"
20092010,"Connecticut",1,"@","Ferris State",6,"","",2009-10-17,"NC","Win","Loss","No","No","No","CCHA","Atlantic Hockey"
20092010,"Canisius",0,"@","Lake Superior",3,"","",2009-10-17,"NC","Win","Loss","No","No","No","CCHA","Atlantic Hockey"
20092010,"Army",3,"@","Merrimack",6,"","",2009-10-17,"NC","Win","Loss","No","No","No","Hockey East","Atlantic Hockey"
20092010,"Michigan State",3,"@","Maine",5,"","",2009-10-17,"NC","Win","Loss","No","No","No","Hockey East","CCHA"
20092010,"Bentley",2,"@","Quinnipiac",3,"OT","",2009-10-17,"NC","Win","Loss","No","No","No","ECAC","Atlantic Hockey"
20092010,"Union",1,"@","St. Cloud State",3,"","",2009-10-17,"NC","Win","Loss","No","No","No","WCHA","ECAC"
20092010,"Niagara",3,"@","St. Lawrence",4,"","",2009-10-17,"NC","Win","Loss","No","No","No","ECAC","College Hockey America"
20092010,"Miami",5,"@","New Hampshire",5,"OT","",2009-10-17,"NC","Tie","Tie","No","No","No","Hockey East","CCHA"
20092010,"Mercyhurst",3,"@","Western Michigan",4,"","",2009-10-17,"NC","Win","Loss","No","No","No","CCHA","Atlantic Hockey"
20092010,"Robert Morris",5,"vs.","Alaska-Anchorage",3,"","Alaska Goal Rush",2009-10-17,"NC","Loss","Win","Yes","No","No","WCHA","College Hockey America"
20092010,"Rensselaer",1,"@","Alaska",1,"OT","Alaska Goal Rush",2009-10-17,"NC","Tie","Tie","Yes","No","No","CCHA","ECAC"
20092010,"Boston College",1,"@","Vermont",4,"","",2009-10-18,"HE","Win","Loss","No","No","No","Hockey East","Hockey East"
20092010,"Notre Dame",3,"@","Boston University",0,"","",2009-10-20,"NC","Loss","Win","No","No","No","Hockey East","CCHA"
20092010,"Niagara",2,"@","Michigan",3,"","",2009-10-22,"NC","Win","Loss","No","No","No","CCHA","College Hockey America"
20092010,"RIT",4,"@","Air Force",5,"","",2009-10-23,"AH","Win","Loss","No","No","No","Atlantic Hockey","Atlantic Hockey"
20092010,"Connecticut",3,"@","Bentley",4,"","",2009-10-23,"AH","Win","Loss","No","No","No","Atlantic Hockey","Atlantic Hockey"
20092010,"Ohio State",2,"@","Lake Superior",3,"","",2009-10-23,"CC","Win","Loss","No","No","No","CCHA","CCHA"
20092010,"Michigan State",1,"@","Miami",2,"","",2009-10-23,"CC","Win","Loss","No","No","No","CCHA","CCHA"
20092010,"Vermont",2,"@","Merrimack",5,"","",2009-10-23,"HE","Win","Loss","No","No","No","Hockey East","Hockey East"
20092010,"Maine",3,"@","Massachusetts",5,"","",2009-10-23,"HE","Win","Loss","No","No","No","Hockey East","Hockey East"
20092010,"Northeastern",2,"@","New Hampshire",4,"","",2009-10-23,"HE","Win","Loss","No","No","No","Hockey East","Hockey East"
20092010,"Michigan Tech",1,"@","Colorado College",4,"","",2009-10-23,"WC","Win","Loss","No","No","No","WCHA","WCHA"
20092010,"Wisconsin",6,"@","Minnesota State",0,"","",2009-10-23,"WC","Loss","Win","No","No","No","WCHA","WCHA"
20092010,"Minnesota-Duluth",3,"@","St. Cloud State",3,"OT","",2009-10-23,"WC","Tie","Tie","No","No","No","WCHA","WCHA"
20092010,"North Dakota",5,"@","Alaska-Anchorage",0,"","",2009-10-23,"WC","Loss","Win","No","No","No","WCHA","WCHA"
20092010,"Denver",3,"@","Minnesota",0,"","",2009-10-23,"WC","Loss","Win","No","No","No","WCHA","WCHA"
20092010,"Providence",8,"@","Bowling Green",2,"","",2009-10-23,"NC","Loss","Win","No","No","No","CCHA","Hockey East"
20092010,"Robert Morris",4,"@","Ferris State",5,"OT","",2009-10-23,"NC","Win","Loss","No","No","No","CCHA","College Hockey America"
20092010,"Boston College",3,"@","Notre Dame",2,"","",2009-10-23,"NC","Loss","Win","No","No","No","CCHA","Hockey East"
20092010,"Bemidji State",3,"@","Northern Michigan",3,"OT","",2009-10-23,"NC","Tie","Tie","No","No","No","CCHA","College Hockey America"
20092010,"Sacred Heart",3,"@","Rensselaer",4,"OT","",2009-10-23,"NC","Win","Loss","No","No","No","ECAC","Atlantic Hockey"
20092010,"Western Michigan",2,"@","Alabama-Huntsville",1,"","",2009-10-23,"NC","Loss","Win","No","No","No","College Hockey America","CCHA"
20092010,"American International",2,"@","Union",4,"","",2009-10-23,"NC","Win","Loss","No","No","No","ECAC","Atlantic Hockey"
20092010,"Colgate",3,"@","Massachusetts-Lowell",5,"","",2009-10-23,"NC","Win","Loss","No","No","No","Hockey East","ECAC"
20092010,"RIT",2,"@","Air Force",3,"OT","",2009-10-24,"AH","Win","Loss","No","No","No","Atlantic Hockey","Atlantic Hockey"
20092010,"Mercyhurst",3,"@","Army",3,"OT","",2009-10-24,"AH","Tie","Tie","No","No","No","Atlantic Hockey","Atlantic Hockey"
20092010,"Holy Cross",3,"@","Canisius",2,"","",2009-10-24,"AH","Loss","Win","No","No","No","Atlantic Hockey","Atlantic Hockey"
20092010,"Ohio State",4,"@","Lake Superior",3,"","",2009-10-24,"CC","Loss","Win","No","No","No","CCHA","CCHA"
20092010,"Michigan State",3,"@","Miami",2,"OT","",2009-10-24,"CC","Loss","Win","No","No","No","CCHA","CCHA"
