"Season","Away","AwayScore","at","Home","HomeScore","OT","Notes","Date","GameType"
"20082009","US Under-18 Team",4,"@","Alaska-Anchorage",3,"","","9/25/2008","EX"
"20082009","US Under-18 Team",0,"@","Alaska",4,"","","9/27/2008","EX"
"20082009","British Columbia",2,"@","Alaska",3,"","","10/3/2008","EX"
"20082009","Wilfrid Laurier",1,"@","Bowling Green",5,"","","10/4/2008","EX"
"20082009","Alberta",4,"@","(4) Denver",5,"","","10/4/2008","EX"
"20082009","McGill",2,"@","Merrimack",1,"","","10/4/2008","EX"
"20082009","Toronto",3,"@","Michigan Tech",1,"","","10/4/2008","EX"
"20082009","Ryerson",3,"@","(2) Miami",4,"","","10/4/2008","EX"
"20082009","York",3,"@","Ohio State",9,"","","10/4/2008","EX"
"20082009","British Columbia",2,"@","Alaska-Anchorage",6,"","","10/4/2008","EX"
"20082009","US Under-18 Team",1,"@","(1) Michigan",4,"","","10/4/2008","EX"
"20082009","New Brunswick",0,"@","Massachusetts",6,"","","10/4/2008","EX"
"20082009","St. Francis Xavier",4,"@","(5) New Hampshire",8,"","","10/4/2008","EX"
"20082009","Windsor",2,"@","Western Michigan",5,"","","10/4/2008","EX"
"20082009","Alberta",1,"@","(20) Air Force",3,"","","10/5/2008","EX"
"20082009","New Brunswick",1,"@","(15) Boston University",4,"","","10/5/2008","EX"
"20082009","Ontario",2,"@","Canisius",6,"","","10/5/2008","EX"
"20082009","Windsor",1,"@","Ferris State",4,"","","10/5/2008","EX"
"20082009","Royal Military",1,"@","Mercyhurst",10,"","","10/5/2008","EX"
"20082009","Toronto",1,"@","Northern Michigan",4,"","","10/5/2008","EX"
"20082009","Ryerson",0,"@","Robert Morris",9,"","","10/5/2008","EX"
"20082009","Guelph",2,"@","St. Lawrence",2,"OT","","10/5/2008","EX"
"20082009","Waterloo",1,"@","(1) Michigan",3,"","","10/5/2008","EX"
"20082009","Lakehead",0,"@","Minnesota-Duluth",6,"","","10/5/2008","EX"
"20082009","St. Francis Xavier",1,"@","Massachusetts-Lowell",6,"","","10/5/2008","EX"
"20082009","Manitoba",2,"@","(3) North Dakota",6,"","","10/5/2008","EX"
"20082009","McGill",2,"@","(18) Vermont",3,"","","10/5/2008","EX"
"20082009","Alberta",2,"@","(3) Colorado College",5,"","","10/6/2008","EX"
"20082009","Western Ontario",3,"@","(11) Michigan State",4,"","","10/6/2008","EX"
"20082009","British Columbia",0,"@","(15) St. Cloud State",3,"","","10/8/2008","EX"
"20082009","PEI",3,"@","Quinnipiac",6,"","","10/9/2008","EX"
"20082009","Air Force",4,"@","Sacred Heart",1,"","","10/10/2008","AH"
"20082009","(8) Miami",3,"@","Ohio State",3,"OT","Ohio State wins shootout, 3-1 (3 rounds)","10/10/2008","CC"
"20082009","(14) Wisconsin",4,"@","(1) Boston College",5,"","","10/10/2008","NC"
"20082009","RIT",2,"@","Bowling Green",4,"","","10/10/2008","NC"
"20082009","Alabama-Huntsville",0,"@","(3) Colorado College",1,"","","10/10/2008","NC"
"20082009","Canisius",5,"@","Ferris State",2,"","","10/10/2008","NC"
"20082009","Bemidji State",2,"@","(18) Minnesota State",5,"","","10/10/2008","NC"
"20082009","Mercyhurst",2,"@","(15) St. Cloud State",7,"","","10/10/2008","NC"
"20082009","St. Lawrence",3,"@","(2) Michigan",4,"","","10/10/2008","NC"
"20082009","Niagara",2,"@","Western Michigan",4,"","","10/10/2008","NC"
"20082009","(5) North Dakota",1,"@","(9) Boston University",5,"","IceBreaker","10/10/2008","NC"
"20082009","(11) Michigan State",3,"vs.","Massachusetts",1,"","IceBreaker","10/10/2008","NC"
"20082009","Minnesota-Duluth",2,"@","Lake Superior",2,"OT","Superior Showcase","10/10/2008","NC"
"20082009","Michigan Tech",2,"@","(16) Northern Michigan",5,"","Superior Showcase","10/10/2008","NC"
"20082009","Connecticut",2,"@","Alaska-Anchorage",6,"","Kendall Hockey Classic","10/10/2008","NC"
"20082009","Northeastern",2,"vs.","Alaska",2,"OT","Kendall Hockey Classic","10/10/2008","NC"
"20082009","Maine",5,"@","New Brunswick",4,"","","10/10/2008","EX"
"20082009","British Columbia",1,"@","(10) Minnesota",3,"","","10/10/2008","EX"
"20082009","Air Force",4,"@","Sacred Heart",3,"OT","","10/11/2008","AH"
"20082009","Ohio State",3,"@","(8) Miami",7,"","","10/11/2008","CC"
"20082009","Niagara",3,"@","Bowling Green",3,"OT","","10/11/2008","NC"
"20082009","Alabama-Huntsville",3,"@","(3) Colorado College",5,"","","10/11/2008","NC"
"20082009","Massachusetts-Lowell",1,"@","Colgate",2,"","","10/11/2008","NC"
"20082009","(4) Notre Dame",2,"@","(6) Denver",5,"","","10/11/2008","NC"
"20082009","Canisius",2,"@","Ferris State",5,"","","10/11/2008","NC"
"20082009","Robert Morris",1,"@","Merrimack",3,"","","10/11/2008","NC"
"20082009","Bemidji State",2,"@","(18) Minnesota State",4,"","","10/11/2008","NC"
"20082009","(20) Vermont",4,"vs.","Rensselaer",1,"","","10/11/2008","NC"
"20082009","Mercyhurst",3,"@","(15) St. Cloud State",7,"","","10/11/2008","NC"
"20082009","St. Lawrence",3,"@","(2) Michigan",5,"","","10/11/2008","NC"
"20082009","(14) Wisconsin",1,"@","(7) New Hampshire",5,"","","10/11/2008","NC"
"20082009","RIT",2,"@","Western Michigan",1,"","","10/11/2008","NC"
"20082009","(11) Michigan State",1,"@","(9) Boston University",2,"","IceBreaker","10/11/2008","NC"
"20082009","(5) North Dakota",2,"vs.","Massachusetts",3,"","IceBreaker","10/11/2008","NC"
"20082009","Michigan Tech",3,"@","Lake Superior",2,"","Superior Showcase","10/11/2008","NC"
"20082009","Minnesota-Duluth",5,"@","(16) Northern Michigan",0,"","Superior Showcase","10/11/2008","NC"
"20082009","Northeastern",4,"@","Alaska-Anchorage",2,"","Kendall Hockey Classic","10/11/2008","NC"
"20082009","Connecticut",0,"vs.","Alaska",5,"","Kendall Hockey Classic","10/11/2008","NC"
"20082009","PEI",1,"@","Holy Cross",1,"OT","","10/11/2008","EX"
"20082009","Maine",6,"@","New Brunswick",6,"OT","","10/11/2008","EX"
"20082009","US Under-18 Team",5,"@","Union",4,"","","10/11/2008","EX"
