"Season","Away","AwayScore","at","Home","HomeScore","OT","Notes","Date","GameType"
"20062007","US Under-18 Team",5,"vs.","Alaska",3,"","","9/29/2006","EX"
"20062007","Calgary",3,"@","(9) Denver",6,"","","9/30/2006","EX"
"20062007","Toronto",2,"@","(19) Northern Michigan",5,"","","9/30/2006","EX"
"20062007","US Under-18 Team",2,"@","Alaska-Anchorage",9,"","","9/30/2006","EX"
"20062007","Calgary",4,"@","(15) Colorado College",2,"","","10/1/2006","EX"
"20062007","Toronto",5,"@","Ferris State",6,"OT","","10/1/2006","EX"
"20062007","Windsor",1,"@","(8) Miami",8,"","","10/1/2006","EX"
"20062007","Manitoba",2,"@","(6) North Dakota",5,"","","10/1/2006","EX"
"20062007","Calgary",2,"@","Air Force",4,"","","10/2/2006","EX"
"20062007","Waterloo",4,"@","Canisius",2,"","","10/4/2006","EX"
"20062007","Windsor",1,"@","Bowling Green",7,"","","10/5/2006","EX"
"20062007","Lakehead",1,"@","Minnesota-Duluth",8,"","","10/5/2006","EX"
"20062007","(15) Colorado College",2,"@","Air Force",1,"","","10/6/2006","NC"
"20062007","Niagara",3,"@","(20) Clarkson",7,"","","10/6/2006","NC"
"20062007","Union",2,"@","Ferris State",0,"","","10/6/2006","NC"
"20062007","(3) Minnesota",1,"vs.","(11) Maine",3,"","","10/6/2006","NC"
"20062007","(1) Wisconsin",3,"@","(19) Northern Michigan",0,"","","10/6/2006","NC"
"20062007","RIT",3,"@","St. Lawrence",4,"","","10/6/2006","NC"
"20062007","Quinnipiac",1,"@","(6) North Dakota",6,"","","10/6/2006","NC"
"20062007","Vermont",6,"vs.","(14) Colgate",0,"","IceBreaker","10/6/2006","NC"
"20062007","(9) Denver",2,"@","(8) Miami",5,"","IceBreaker","10/6/2006","NC"
"20062007","Ryerson",0,"@","Army West Point",5,"","","10/6/2006","EX"
"20062007","Wilfrid Laurier",2,"@","(5) Michigan State",11,"","","10/6/2006","EX"
"20062007","Lakehead",1,"@","Michigan Tech",6,"","","10/6/2006","EX"
"20062007","Windsor",0,"@","Notre Dame",9,"","","10/6/2006","EX"
"20062007","St. Thomas",0,"@","Providence",4,"","","10/6/2006","EX"
"20062007","Lethbridge",2,"@","(16) St. Cloud State",8,"","","10/6/2006","EX"
"20062007","Ottawa",3,"@","Sacred Heart",3,"OT","","10/6/2006","EX"
"20062007","Western Ontario",1,"@","Alaska",2,"","","10/6/2006","EX"
"20062007","Waterloo",2,"@","(7) Michigan",10,"","","10/6/2006","EX"
"20062007","New Brunswick",2,"@","Massachusetts",4,"","","10/6/2006","EX"
"20062007","St. Francis Xavier",2,"@","Massachusetts-Lowell",6,"","","10/6/2006","EX"
"20062007","Robert Morris",4,"@","Canisius",2,"","","10/7/2006","NC"
"20062007","Alabama-Huntsville",1,"@","(15) Colorado College",8,"","","10/7/2006","NC"
"20062007","RIT",2,"@","(20) Clarkson",4,"","","10/7/2006","NC"
"20062007","Union",6,"@","Ferris State",5,"","","10/7/2006","NC"
"20062007","(1) Wisconsin",3,"@","(19) Northern Michigan",3,"OT","","10/7/2006","NC"
"20062007","Niagara",4,"@","St. Lawrence",3,"","","10/7/2006","NC"
"20062007","Quinnipiac",2,"@","(6) North Dakota",4,"","","10/7/2006","NC"
"20062007","(14) Colgate",2,"vs.","(9) Denver",3,"","IceBreaker","10/7/2006","NC"
"20062007","Vermont",4,"@","(8) Miami",1,"","IceBreaker","10/7/2006","NC"
"20062007","Ryerson",1,"@","Army West Point",3,"","","10/7/2006","EX"
"20062007","St. Thomas",3,"@","(1) Boston College",5,"","","10/7/2006","EX"
"20062007","New Brunswick",2,"@","(4) Boston University",3,"","","10/7/2006","EX"
"20062007","Ottawa",2,"@","Holy Cross",2,"OT","","10/7/2006","EX"
"20062007","Lakehead",3,"@","Lake Superior",1,"","","10/7/2006","EX"
"20062007","St. Clair",1,"@","Mercyhurst",8,"","","10/7/2006","EX"
"20062007","Lethbridge",4,"@","Minnesota State",3,"OT","","10/7/2006","EX"
"20062007","Guelph",1,"@","(17) Ohio State",5,"","","10/7/2006","EX"
"20062007","York",1,"@","Rensselaer",5,"","","10/7/2006","EX"
"20062007","Western Ontario",3,"vs.","Alaska-Anchorage",1,"","","10/7/2006","EX"
