"Season","Away","AwayScore","at","Home","HomeScore","OT","Notes","Date","GameType","HomeWin","AwayWin","Tournament","ConfTournament","NCAA","HomeConference","AwayConference"
20102011,"Mercyhurst",4,"@","Michigan",4,"OT","",2010-10-02,"NC","Tie","Tie","No","No","No","CCHA","Atlantic Hockey"
20102011,"Ferris State",4,"@","Alabama-Huntsville",1,"","",2010-10-07,"NC","Loss","Win","No","No","No","Independent","CCHA"
20102011,"Michigan",4,"@","Bowling Green",1,"","",2010-10-08,"CC","Loss","Win","No","No","No","CCHA","CCHA"
20102011,"Massachusetts-Lowell",2,"@","Maine",8,"","",2010-10-08,"HE","Win","Loss","No","No","No","Hockey East","Hockey East"
20102011,"Northeastern",2,"@","Providence",3,"","",2010-10-08,"HE","Win","Loss","No","No","No","Hockey East","Hockey East"
20102011,"Rensselaer",1,"@","Colorado College",2,"","",2010-10-08,"NC","Win","Loss","No","No","No","WCHA","ECAC"
20102011,"St. Lawrence",5,"@","Minnesota State",5,"OT","",2010-10-08,"NC","Tie","Tie","No","No","No","WCHA","ECAC"
20102011,"New Hampshire",3,"@","Miami",6,"","",2010-10-08,"NC","Win","Loss","No","No","No","CCHA","Hockey East"
20102011,"Ohio State",1,"@","Quinnipiac",2,"","",2010-10-08,"NC","Win","Loss","No","No","No","ECAC","CCHA"
20102011,"Ferris State",2,"@","Alabama-Huntsville",4,"","",2010-10-08,"NC","Win","Loss","No","No","No","Independent","CCHA"
20102011,"Sacred Heart",0,"@","Union",9,"","",2010-10-08,"NC","Win","Loss","No","No","No","ECAC","Atlantic Hockey"
20102011,"Massachusetts",3,"@","Minnesota",5,"","",2010-10-08,"NC","Win","Loss","No","No","No","WCHA","Hockey East"
20102011,"Denver",5,"@","Vermont",3,"","",2010-10-08,"NC","Loss","Win","No","No","No","Hockey East","WCHA"
20102011,"Canisius",5,"@","Western Michigan",3,"","",2010-10-08,"NC","Loss","Win","No","No","No","CCHA","Atlantic Hockey"
20102011,"Holy Cross",3,"vs.","Notre Dame",6,"","IceBreaker",2010-10-08,"NC","Win","Loss","Yes","No","No","CCHA","Atlantic Hockey"
20102011,"Boston University",4,"vs.","Wisconsin",3,"","IceBreaker",2010-10-08,"NC","Loss","Win","Yes","No","No","WCHA","Hockey East"
