"Season","Away","AwayScore","at","Home","HomeScore","OT","Notes","Date","GameType","HomeWin","AwayWin","Tournament","ConfTournament","NCAA","HomeConference","AwayConference"
"20082009","Air Force",4,"@","Sacred Heart",1,"","",2008-10-10,"AH","Loss","Win","No","No","No","Atlantic Hockey","Atlantic Hockey"
"20082009","Miami",3,"@","Ohio State",3,"OT","Ohio State wins shootout, 3-1 (3 rounds)",2008-10-10,"CC","Tie","Tie","No","No","No","CCHA","CCHA"
"20082009","Wisconsin",4,"@","Boston College",5,"","",2008-10-10,"NC","Win","Loss","No","No","No","Hockey East","WCHA"
"20082009","RIT",2,"@","Bowling Green",4,"","",2008-10-10,"NC","Win","Loss","No","No","No","CCHA","Atlantic Hockey"
"20082009","Alabama-Huntsville",0,"@","Colorado College",1,"","",2008-10-10,"NC","Win","Loss","No","No","No","WCHA","College Hockey America"
"20082009","Canisius",5,"@","Ferris State",2,"","",2008-10-10,"NC","Loss","Win","No","No","No","CCHA","Atlantic Hockey"
"20082009","Bemidji State",2,"@","Minnesota State",5,"","",2008-10-10,"NC","Win","Loss","No","No","No","WCHA","College Hockey America"
"20082009","Mercyhurst",2,"@","St. Cloud State",7,"","",2008-10-10,"NC","Win","Loss","No","No","No","WCHA","Atlantic Hockey"
"20082009","St. Lawrence",3,"@","Michigan",4,"","",2008-10-10,"NC","Win","Loss","No","No","No","CCHA","ECAC"
"20082009","Niagara",2,"@","Western Michigan",4,"","",2008-10-10,"NC","Win","Loss","No","No","No","CCHA","College Hockey America"
"20082009","North Dakota",1,"@","Boston University",5,"","IceBreaker",2008-10-10,"NC","Win","Loss","Yes","No","No","Hockey East","WCHA"
"20082009","Michigan State",3,"vs.","Massachusetts",1,"","IceBreaker",2008-10-10,"NC","Loss","Win","Yes","No","No","Hockey East","CCHA"
"20082009","Minnesota-Duluth",2,"@","Lake Superior",2,"OT","Superior Showcase",2008-10-10,"NC","Tie","Tie","Yes","No","No","CCHA","WCHA"
"20082009","Michigan Tech",2,"@","Northern Michigan",5,"","Superior Showcase",2008-10-10,"NC","Win","Loss","Yes","No","No","CCHA","WCHA"
"20082009","Connecticut",2,"@","Alaska-Anchorage",6,"","Kendall Hockey Classic",2008-10-10,"NC","Win","Loss","Yes","No","No","WCHA","Atlantic Hockey"
"20082009","Northeastern",2,"vs.","Alaska",2,"OT","Kendall Hockey Classic",2008-10-10,"NC","Tie","Tie","Yes","No","No","CCHA","Hockey East"
"20082009","Air Force",4,"@","Sacred Heart",3,"OT","",2008-10-11,"AH","Loss","Win","No","No","No","Atlantic Hockey","Atlantic Hockey"
"20082009","Ohio State",3,"@","Miami",7,"","",2008-10-11,"CC","Win","Loss","No","No","No","CCHA","CCHA"
"20082009","Niagara",3,"@","Bowling Green",3,"OT","",2008-10-11,"NC","Tie","Tie","No","No","No","CCHA","College Hockey America"
"20082009","Alabama-Huntsville",3,"@","Colorado College",5,"","",2008-10-11,"NC","Win","Loss","No","No","No","WCHA","College Hockey America"
"20082009","Massachusetts-Lowell",1,"@","Colgate",2,"","",2008-10-11,"NC","Win","Loss","No","No","No","ECAC","Hockey East"
"20082009","Notre Dame",2,"@","Denver",5,"","",2008-10-11,"NC","Win","Loss","No","No","No","WCHA","CCHA"
"20082009","Canisius",2,"@","Ferris State",5,"","",2008-10-11,"NC","Win","Loss","No","No","No","CCHA","Atlantic Hockey"
"20082009","Robert Morris",1,"@","Merrimack",3,"","",2008-10-11,"NC","Win","Loss","No","No","No","Hockey East","College Hockey America"
"20082009","Bemidji State",2,"@","Minnesota State",4,"","",2008-10-11,"NC","Win","Loss","No","No","No","WCHA","College Hockey America"
"20082009","Vermont",4,"vs.","Rensselaer",1,"","",2008-10-11,"NC","Loss","Win","No","No","No","ECAC","Hockey East"
"20082009","Mercyhurst",3,"@","St. Cloud State",7,"","",2008-10-11,"NC","Win","Loss","No","No","No","WCHA","Atlantic Hockey"
"20082009","St. Lawrence",3,"@","Michigan",5,"","",2008-10-11,"NC","Win","Loss","No","No","No","CCHA","ECAC"
"20082009","Wisconsin",1,"@","New Hampshire",5,"","",2008-10-11,"NC","Win","Loss","No","No","No","Hockey East","WCHA"
"20082009","RIT",2,"@","Western Michigan",1,"","",2008-10-11,"NC","Loss","Win","No","No","No","CCHA","Atlantic Hockey"
"20082009","Michigan State",1,"@","Boston University",2,"","IceBreaker",2008-10-11,"NC","Win","Loss","Yes","No","No","Hockey East","CCHA"
