"Game","Season","Team","Goals","Conference","Status","Win","Opponent","OpponentGoals","OpponentConference"
281,"20152016","Minnesota-Duluth",1,"NCHC","Home","Tie","Denver",1,"NCHC"
281,"20152016","Denver",1,"NCHC","Away","Tie","Minnesota-Duluth",1,"NCHC"
282,"20152016","North Dakota",4,"NCHC","Home","Win","Miami",3,"NCHC"
282,"20152016","Miami",3,"NCHC","Away","Loss","North Dakota",4,"NCHC"
283,"20152016","Western Michigan",1,"NCHC","Home","Loss","St. Cloud State",11,"NCHC"
283,"20152016","St. Cloud State",11,"NCHC","Away","Win","Western Michigan",1,"NCHC"
284,"20152016","Bemidji State",6,"WCHA","Home","Win","Alaska",3,"WCHA"
284,"20152016","Alaska",3,"WCHA","Away","Loss","Bemidji State",6,"WCHA"
285,"20152016","Michigan Tech",2,"WCHA","Home","Loss","Bowling Green",3,"WCHA"
285,"20152016","Bowling Green",3,"WCHA","Away","Win","Michigan Tech",2,"WCHA"
286,"20152016","Alaska-Anchorage",5,"WCHA","Home","Win","Ferris State",0,"WCHA"
286,"20152016","Ferris State",0,"WCHA","Away","Loss","Alaska-Anchorage",5,"WCHA"
287,"20152016","Lake Superior",2,"WCHA","Home","Loss","Arizona State",3,"Independent"
287,"20152016","Arizona State",3,"Independent","Away","Win","Lake Superior",2,"WCHA"
288,"20152016","Ohio State",6,"Big Ten","Home","Win","Canisius",4,"Atlantic Hockey"
288,"20152016","Canisius",4,"Atlantic Hockey","Away","Loss","Ohio State",6,"Big Ten"
289,"20152016","Penn State",3,"Big Ten","Home","Win","Sacred Heart",2,"Atlantic Hockey"
289,"20152016","Sacred Heart",2,"Atlantic Hockey","Away","Loss","Penn State",3,"Big Ten"
290,"20152016","Minnesota",2,"Big Ten","Home","Loss","Minnesota State",3,"WCHA"
290,"20152016","Minnesota State",3,"WCHA","Away","Win","Minnesota",2,"Big Ten"
291,"20152016","Maine",0,"Hockey East","Home","Loss","Massachusetts-Lowell",6,"Hockey East"
291,"20152016","Massachusetts-Lowell",6,"Hockey East","Away","Win","Maine",0,"Hockey East"
292,"20152016","Vermont",3,"Hockey East","Home","Tie","Massachusetts",3,"Hockey East"
292,"20152016","Massachusetts",3,"Hockey East","Away","Tie","Vermont",3,"Hockey East"
293,"20152016","Connecticut",2,"Hockey East","Home","Loss","Quinnipiac",6,"ECAC"
293,"20152016","Quinnipiac",6,"ECAC","Away","Win","Connecticut",2,"Hockey East"
294,"20152016","Army",4,"Atlantic Hockey","Home","Tie","Robert Morris",4,"Atlantic Hockey"
294,"20152016","Robert Morris",4,"Atlantic Hockey","Away","Tie","Army",4,"Atlantic Hockey"
295,"20152016","Canisius",4,"Atlantic Hockey","Home","Win","Mercyhurst",3,"Atlantic Hockey"
295,"20152016","Mercyhurst",3,"Atlantic Hockey","Away","Loss","Canisius",4,"Atlantic Hockey"
296,"20152016","Niagara",5,"Atlantic Hockey","Home","Win","American International",4,"Atlantic Hockey"
296,"20152016","American International",4,"Atlantic Hockey","Away","Loss","Niagara",5,"Atlantic Hockey"
297,"20152016","Sacred Heart",1,"Atlantic Hockey","Home","Tie","Air Force",1,"Atlantic Hockey"
297,"20152016","Air Force",1,"Atlantic Hockey","Away","Tie","Sacred Heart",1,"Atlantic Hockey"
298,"20152016","Brown",1,"ECAC","Home","Tie","Colgate",1,"ECAC"
298,"20152016","Colgate",1,"ECAC","Away","Tie","Brown",1,"ECAC"
299,"20152016","Princeton",1,"ECAC","Home","Loss","St. Lawrence",5,"ECAC"
299,"20152016","St. Lawrence",5,"ECAC","Away","Win","Princeton",1,"ECAC"
300,"20152016","Quinnipiac",1,"ECAC","Home","Tie","Clarkson",1,"ECAC"
300,"20152016","Clarkson",1,"ECAC","Away","Tie","Quinnipiac",1,"ECAC"
301,"20152016","Yale",0,"ECAC","Home","Tie","Cornell",0,"ECAC"
301,"20152016","Cornell",0,"ECAC","Away","Tie","Yale",0,"ECAC"
302,"20152016","Maine",3,"Hockey East","Home","Win","Vermont",2,"Hockey East"
302,"20152016","Vermont",2,"Hockey East","Away","Loss","Maine",3,"Hockey East"
303,"20152016","Providence",5,"Hockey East","Home","Win","Northeastern",2,"Hockey East"
303,"20152016","Northeastern",2,"Hockey East","Away","Loss","Providence",5,"Hockey East"
304,"20152016","Massachusetts-Lowell",2,"Hockey East","Home","Tie","Notre Dame",2,"Hockey East"
304,"20152016","Notre Dame",2,"Hockey East","Away","Tie","Massachusetts-Lowell",2,"Hockey East"
305,"20152016","New Hampshire",2,"Hockey East","Home","Tie","Massachusetts",2,"Hockey East"
305,"20152016","Massachusetts",2,"Hockey East","Away","Tie","New Hampshire",2,"Hockey East"
306,"20152016","Colorado College",0,"NCHC","Home","Loss","Minnesota-Duluth",5,"NCHC"
306,"20152016","Minnesota-Duluth",5,"NCHC","Away","Win","Colorado College",0,"NCHC"
307,"20152016","Miami",3,"NCHC","Home","Tie","Nebraska-Omaha",3,"NCHC"
307,"20152016","Nebraska-Omaha",3,"NCHC","Away","Tie","Miami",3,"NCHC"
308,"20152016","St. Cloud State",3,"NCHC","Home","Loss","North Dakota",4,"NCHC"
308,"20152016","North Dakota",4,"NCHC","Away","Win","St. Cloud State",3,"NCHC"
309,"20152016","Bowling Green",3,"WCHA","Home","Win","Alabama-Huntsville",2,"WCHA"
309,"20152016","Alabama-Huntsville",2,"WCHA","Away","Loss","Bowling Green",3,"WCHA"
310,"20152016","Bemidji State",2,"WCHA","Home","Loss","Lake Superior",3,"WCHA"
310,"20152016","Lake Superior",3,"WCHA","Away","Win","Bemidji State",2,"WCHA"
311,"20152016","Ferris State",2,"WCHA","Home","Tie","Alaska",2,"WCHA"
311,"20152016","Alaska",2,"WCHA","Away","Tie","Ferris State",2,"WCHA"
312,"20152016","Northern Michigan",1,"WCHA","Home","Tie","Minnesota State",1,"WCHA"
312,"20152016","Minnesota State",1,"WCHA","Away","Tie","Northern Michigan",1,"WCHA"
313,"20152016","Bentley",2,"Atlantic Hockey","Home","Loss","Rensselaer",3,"ECAC"
313,"20152016","Rensselaer",3,"ECAC","Away","Win","Bentley",2,"Atlantic Hockey"
314,"20152016","Boston University",3,"Hockey East","Home","Win","Michigan",2,"Big Ten"
314,"20152016","Michigan",2,"Big Ten","Away","Loss","Boston University",3,"Hockey East"
315,"20152016","Alaska-Anchorage",2,"WCHA","Home","Loss","Penn State",5,"Big Ten"
315,"20152016","Penn State",5,"Big Ten","Away","Win","Alaska-Anchorage",2,"WCHA"
316,"20152016","Wisconsin",3,"Big Ten","Home","Tie","Denver",3,"NCHC"
316,"20152016","Denver",3,"NCHC","Away","Tie","Wisconsin",3,"Big Ten"
317,"20152016","Army",2,"Atlantic Hockey","Home","Loss","Robert Morris",5,"Atlantic Hockey"
317,"20152016","Robert Morris",5,"Atlantic Hockey","Away","Win","Army",2,"Atlantic Hockey"
318,"20152016","Canisius",1,"Atlantic Hockey","Home","Loss","Mercyhurst",4,"Atlantic Hockey"
318,"20152016","Mercyhurst",4,"Atlantic Hockey","Away","Win","Canisius",1,"Atlantic Hockey"
319,"20152016","Niagara",2,"Atlantic Hockey","Home","Loss","American International",4,"Atlantic Hockey"
319,"20152016","American International",4,"Atlantic Hockey","Away","Win","Niagara",2,"Atlantic Hockey"
320,"20152016","Sacred Heart",2,"Atlantic Hockey","Home","Loss","Air Force",3,"Atlantic Hockey"
320,"20152016","Air Force",3,"Atlantic Hockey","Away","Win","Sacred Heart",2,"Atlantic Hockey"
321,"20152016","Brown",0,"ECAC","Home","Loss","Cornell",1,"ECAC"
321,"20152016","Cornell",1,"ECAC","Away","Win","Brown",0,"ECAC"
322,"20152016","Princeton",3,"ECAC","Home","Win","Clarkson",0,"ECAC"
322,"20152016","Clarkson",0,"ECAC","Away","Loss","Princeton",3,"ECAC"
323,"20152016","Quinnipiac",0,"ECAC","Home","Tie","St. Lawrence",0,"ECAC"
323,"20152016","St. Lawrence",0,"ECAC","Away","Tie","Quinnipiac",0,"ECAC"
324,"20152016","Yale",3,"ECAC","Home","Win","Colgate",1,"ECAC"
324,"20152016","Colgate",1,"ECAC","Away","Loss","Yale",3,"ECAC"
325,"20152016","Merrimack",1,"Hockey East","Home","Tie","Massachusetts",1,"Hockey East"
325,"20152016","Massachusetts",1,"Hockey East","Away","Tie","Merrimack",1,"Hockey East"
326,"20152016","Maine",4,"Hockey East","Home","Win","Vermont",1,"Hockey East"
326,"20152016","Vermont",1,"Hockey East","Away","Loss","Maine",4,"Hockey East"
327,"20152016","Northeastern",0,"Hockey East","Home","Loss","Providence",3,"Hockey East"
327,"20152016","Providence",3,"Hockey East","Away","Win","Northeastern",0,"Hockey East"
328,"20152016","Massachusetts-Lowell",3,"Hockey East","Home","Win","Notre Dame",1,"Hockey East"
328,"20152016","Notre Dame",1,"Hockey East","Away","Loss","Massachusetts-Lowell",3,"Hockey East"
329,"20152016","New Hampshire",3,"Hockey East","Home","Loss","Boston College",6,"Hockey East"
329,"20152016","Boston College",6,"Hockey East","Away","Win","New Hampshire",3,"Hockey East"
330,"20152016","Colorado College",0,"NCHC","Home","Loss","Minnesota-Duluth",6,"NCHC"
330,"20152016","Minnesota-Duluth",6,"NCHC","Away","Win","Colorado College",0,"NCHC"
331,"20152016","Miami",2,"NCHC","Home","Loss","Nebraska-Omaha",3,"NCHC"
331,"20152016","Nebraska-Omaha",3,"NCHC","Away","Win","Miami",2,"NCHC"
332,"20152016","St. Cloud State",6,"NCHC","Home","Win","North Dakota",1,"NCHC"
332,"20152016","North Dakota",1,"NCHC","Away","Loss","St. Cloud State",6,"NCHC"
333,"20152016","Bowling Green",4,"WCHA","Home","Win","Alabama-Huntsville",3,"WCHA"
333,"20152016","Alabama-Huntsville",3,"WCHA","Away","Loss","Bowling Green",4,"WCHA"
334,"20152016","Bemidji State",1,"WCHA","Home","Tie","Lake Superior",1,"WCHA"
334,"20152016","Lake Superior",1,"WCHA","Away","Tie","Bemidji State",1,"WCHA"
335,"20152016","Ferris State",3,"WCHA","Home","Tie","Alaska",3,"WCHA"
335,"20152016","Alaska",3,"WCHA","Away","Tie","Ferris State",3,"WCHA"
336,"20152016","Northern Michigan",2,"WCHA","Home","Tie","Minnesota State",2,"WCHA"
336,"20152016","Minnesota State",2,"WCHA","Away","Tie","Northern Michigan",2,"WCHA"
337,"20152016","Boston University",2,"Hockey East","Home","Loss","Michigan",4,"Big Ten"
337,"20152016","Michigan",4,"Big Ten","Away","Win","Boston University",2,"Hockey East"
338,"20152016","Michigan State",4,"Big Ten","Home","Loss","Michigan Tech",5,"WCHA"
338,"20152016","Michigan Tech",5,"WCHA","Away","Win","Michigan State",4,"Big Ten"
339,"20152016","Alaska-Anchorage",1,"WCHA","Home","Tie","Penn State",1,"Big Ten"
339,"20152016","Penn State",1,"Big Ten","Away","Tie","Alaska-Anchorage",1,"WCHA"
340,"20152016","Wisconsin",2,"Big Ten","Home","Loss","Denver",6,"NCHC"
340,"20152016","Denver",6,"NCHC","Away","Win","Wisconsin",2,"Big Ten"
341,"20152016","Michigan State",4,"Big Ten","Home","Tie","Michigan Tech",4,"WCHA"
341,"20152016","Michigan Tech",4,"WCHA","Away","Tie","Michigan State",4,"Big Ten"
342,"20152016","Holy Cross",3,"Atlantic Hockey","Home","Win","American International",0,"Atlantic Hockey"
342,"20152016","American International",0,"Atlantic Hockey","Away","Loss","Holy Cross",3,"Atlantic Hockey"
343,"20152016","Connecticut",1,"Hockey East","Home","Loss","Boston College",5,"Hockey East"
343,"20152016","Boston College",5,"Hockey East","Away","Win","Connecticut",1,"Hockey East"
344,"20152016","Boston University",3,"Hockey East","Home","Win","Bentley",0,"Atlantic Hockey"
344,"20152016","Bentley",0,"Atlantic Hockey","Away","Loss","Boston University",3,"Hockey East"
345,"20152016","Rensselaer",4,"ECAC","Home","Win","New Hampshire",3,"Hockey East"
345,"20152016","New Hampshire",3,"Hockey East","Away","Loss","Rensselaer",4,"ECAC"
346,"20152016","Alabama-Huntsville",1,"WCHA","Home","Loss","Bemidji State",4,"WCHA"
346,"20152016","Bemidji State",4,"WCHA","Away","Win","Alabama-Huntsville",1,"WCHA"
347,"20152016","Canisius",1,"Atlantic Hockey","Home","Loss","Army",3,"Atlantic Hockey"
347,"20152016","Army",3,"Atlantic Hockey","Away","Win","Canisius",1,"Atlantic Hockey"
348,"20152016","Holy Cross",5,"Atlantic Hockey","Home","Win","Niagara",2,"Atlantic Hockey"
348,"20152016","Niagara",2,"Atlantic Hockey","Away","Loss","Holy Cross",5,"Atlantic Hockey"
349,"20152016","Colgate",0,"ECAC","Neutral","Loss","Brown",5,"ECAC"
349,"20152016","Brown",5,"ECAC","Neutral","Win","Colgate",0,"ECAC"
350,"20152016","Massachusetts-Lowell",3,"Hockey East","Neutral","Win","Northeastern",2,"Hockey East"
350,"20152016","Northeastern",2,"Hockey East","Neutral","Loss","Massachusetts-Lowell",3,"Hockey East"
351,"20152016","Bowling Green",2,"WCHA","Home","Win","Northern Michigan",1,"WCHA"
351,"20152016","Northern Michigan",1,"WCHA","Away","Loss","Bowling Green",2,"WCHA"
352,"20152016","Lake Superior",0,"WCHA","Home","Loss","Ferris State",1,"WCHA"
352,"20152016","Ferris State",1,"WCHA","Away","Win","Lake Superior",0,"WCHA"
353,"20152016","Minnesota State",2,"WCHA","Home","Win","Alaska-Anchorage",0,"WCHA"
353,"20152016","Alaska-Anchorage",0,"WCHA","Away","Loss","Minnesota State",2,"WCHA"
354,"20152016","Alaska",1,"WCHA","Home","Loss","Michigan Tech",4,"WCHA"
354,"20152016","Michigan Tech",4,"WCHA","Away","Win","Alaska",1,"WCHA"
355,"20152016","Alabama-Huntsville",1,"WCHA","Home","Loss","Bemidji State",4,"WCHA"
355,"20152016","Bemidji State",4,"WCHA","Away","Win","Alabama-Huntsville",1,"WCHA"
356,"20152016","Air Force",4,"Atlantic Hockey","Home","Win","Colorado College",3,"NCHC"
356,"20152016","Colorado College",3,"NCHC","Away","Loss","Air Force",4,"Atlantic Hockey"
357,"20152016","Clarkson",3,"ECAC","Home","Win","Arizona State",2,"Independent"
357,"20152016","Arizona State",2,"Independent","Away","Loss","Clarkson",3,"ECAC"
358,"20152016","Maine",5,"Hockey East","Home","Win","Princeton",3,"ECAC"
358,"20152016","Princeton",3,"ECAC","Away","Loss","Maine",5,"Hockey East"
359,"20152016","Michigan State",1,"Big Ten","Home","Loss","North Dakota",3,"NCHC"
359,"20152016","North Dakota",3,"NCHC","Away","Win","Michigan State",1,"Big Ten"
360,"20152016","Michigan",7,"Big Ten","Home","Win","Dartmouth",0,"ECAC"
360,"20152016","Dartmouth",0,"ECAC","Away","Loss","Michigan",7,"Big Ten"
361,"20152016","Massachusetts",1,"Hockey East","Home","Loss","Quinnipiac",4,"ECAC"
361,"20152016","Quinnipiac",4,"ECAC","Away","Win","Massachusetts",1,"Hockey East"
362,"20152016","Minnesota",2,"Big Ten","Home","Loss","St. Cloud State",3,"NCHC"
362,"20152016","St. Cloud State",3,"NCHC","Away","Win","Minnesota",2,"Big Ten"
363,"20152016","Nebraska-Omaha",3,"NCHC","Home","Win","Ohio State",1,"Big Ten"
363,"20152016","Ohio State",1,"Big Ten","Away","Loss","Nebraska-Omaha",3,"NCHC"
364,"20152016","Notre Dame",1,"Hockey East","Home","Loss","Harvard",4,"ECAC"
364,"20152016","Harvard",4,"ECAC","Away","Win","Notre Dame",1,"Hockey East"
365,"20152016","Western Michigan",1,"NCHC","Neutral","Loss","Rensselaer",4,"ECAC"
365,"20152016","Rensselaer",4,"ECAC","Neutral","Win","Western Michigan",1,"NCHC"
366,"20152016","Canisius",2,"Atlantic Hockey","Home","Tie","Army",2,"Atlantic Hockey"
366,"20152016","Army",2,"Atlantic Hockey","Away","Tie","Canisius",2,"Atlantic Hockey"
367,"20152016","Holy Cross",3,"Atlantic Hockey","Home","Win","Niagara",2,"Atlantic Hockey"
367,"20152016","Niagara",2,"Atlantic Hockey","Away","Loss","Holy Cross",3,"Atlantic Hockey"
368,"20152016","Robert Morris",6,"Atlantic Hockey","Home","Win","Sacred Heart",3,"Atlantic Hockey"
368,"20152016","Sacred Heart",3,"Atlantic Hockey","Away","Loss","Robert Morris",6,"Atlantic Hockey"
369,"20152016","Bowling Green",4,"WCHA","Home","Win","Northern Michigan",3,"WCHA"
369,"20152016","Northern Michigan",3,"WCHA","Away","Loss","Bowling Green",4,"WCHA"
370,"20152016","Lake Superior",3,"WCHA","Home","Win","Ferris State",2,"WCHA"
370,"20152016","Ferris State",2,"WCHA","Away","Loss","Lake Superior",3,"WCHA"
371,"20152016","Minnesota State",6,"WCHA","Home","Win","Alaska-Anchorage",2,"WCHA"
371,"20152016","Alaska-Anchorage",2,"WCHA","Away","Loss","Minnesota State",6,"WCHA"
372,"20152016","Alaska",1,"WCHA","Home","Loss","Michigan Tech",3,"WCHA"
372,"20152016","Michigan Tech",3,"WCHA","Away","Win","Alaska",1,"WCHA"
373,"20152016","Boston College",6,"Hockey East","Home","Win","RIT",2,"Atlantic Hockey"
373,"20152016","RIT",2,"Atlantic Hockey","Away","Loss","Boston College",6,"Hockey East"
374,"20152016","Boston University",3,"Hockey East","Neutral","Tie","Cornell",3,"ECAC"
374,"20152016","Cornell",3,"ECAC","Neutral","Tie","Boston University",3,"Hockey East"
375,"20152016","Colorado College",4,"NCHC","Home","Win","Air Force",3,"Atlantic Hockey"
375,"20152016","Air Force",3,"Atlantic Hockey","Away","Loss","Colorado College",4,"NCHC"
376,"20152016","Clarkson",4,"ECAC","Home","Win","Arizona State",1,"Independent"
376,"20152016","Arizona State",1,"Independent","Away","Loss","Clarkson",4,"ECAC"
377,"20152016","Merrimack",0,"Hockey East","Home","Loss","Union",4,"ECAC"
377,"20152016","Union",4,"ECAC","Away","Win","Merrimack",0,"Hockey East"
378,"20152016","Maine",3,"Hockey East","Home","Win","Princeton",2,"ECAC"
378,"20152016","Princeton",2,"ECAC","Away","Loss","Maine",3,"Hockey East"
379,"20152016","Providence",4,"Hockey East","Home","Win","Yale",3,"ECAC"
379,"20152016","Yale",3,"ECAC","Away","Loss","Providence",4,"Hockey East"
380,"20152016","Quinnipiac",1,"ECAC","Home","Win","Massachusetts",0,"Hockey East"
380,"20152016","Massachusetts",0,"Hockey East","Away","Loss","Quinnipiac",1,"ECAC"
381,"20152016","Michigan",1,"Big Ten","Home","Tie","Dartmouth",1,"ECAC"
381,"20152016","Dartmouth",1,"ECAC","Away","Tie","Michigan",1,"Big Ten"
382,"20152016","New Hampshire",5,"Hockey East","Home","Win","Bentley",4,"Atlantic Hockey"
382,"20152016","Bentley",4,"Atlantic Hockey","Away","Loss","New Hampshire",5,"Hockey East"
383,"20152016","Nebraska-Omaha",6,"NCHC","Home","Win","Ohio State",4,"Big Ten"
383,"20152016","Ohio State",4,"Big Ten","Away","Loss","Nebraska-Omaha",6,"NCHC"
384,"20152016","Notre Dame",3,"Hockey East","Home","Win","Western Michigan",1,"NCHC"
384,"20152016","Western Michigan",1,"NCHC","Away","Loss","Notre Dame",3,"Hockey East"
385,"20152016","Rensselaer",0,"ECAC","Neutral","Loss","Harvard",4,"ECAC"
385,"20152016","Harvard",4,"ECAC","Neutral","Win","Rensselaer",0,"ECAC"
386,"20152016","Northeastern",7,"Hockey East","Neutral","Win","Colgate",1,"ECAC"
386,"20152016","Colgate",1,"ECAC","Neutral","Loss","Northeastern",7,"Hockey East"
387,"20152016","Massachusetts-Lowell",5,"Hockey East","Neutral","Tie","Brown",5,"ECAC"
387,"20152016","Brown",5,"ECAC","Neutral","Tie","Massachusetts-Lowell",5,"Hockey East"
388,"20152016","Robert Morris",5,"Atlantic Hockey","Home","Win","Sacred Heart",4,"Atlantic Hockey"
388,"20152016","Sacred Heart",4,"Atlantic Hockey","Away","Loss","Robert Morris",5,"Atlantic Hockey"
389,"20152016","Michigan State",1,"Big Ten","Home","Loss","North Dakota",4,"NCHC"
389,"20152016","North Dakota",4,"NCHC","Away","Win","Michigan State",1,"Big Ten"
390,"20152016","Minnesota",4,"Big Ten","Home","Loss","St. Cloud State",7,"NCHC"
390,"20152016","St. Cloud State",7,"NCHC","Away","Win","Minnesota",4,"Big Ten"
391,"20152016","Vermont",0,"Hockey East","Neutral","Loss","Penn State",4,"Big Ten"
391,"20152016","Penn State",4,"Big Ten","Neutral","Win","Vermont",0,"Hockey East"
392,"20152016","Bentley",1,"Atlantic Hockey","Home","Win","American International",0,"Atlantic Hockey"
392,"20152016","American International",0,"Atlantic Hockey","Away","Loss","Bentley",1,"Atlantic Hockey"
393,"20152016","Air Force",3,"Atlantic Hockey","Home","Win","Canisius",2,"Atlantic Hockey"
393,"20152016","Canisius",2,"Atlantic Hockey","Away","Loss","Air Force",3,"Atlantic Hockey"
394,"20152016","Holy Cross",5,"Atlantic Hockey","Home","Win","Mercyhurst",4,"Atlantic Hockey"
394,"20152016","Mercyhurst",4,"Atlantic Hockey","Away","Loss","Holy Cross",5,"Atlantic Hockey"
395,"20152016","Niagara",6,"Atlantic Hockey","Home","Win","Bentley",4,"Atlantic Hockey"
395,"20152016","Bentley",4,"Atlantic Hockey","Away","Loss","Niagara",6,"Atlantic Hockey"
396,"20152016","RIT",0,"Atlantic Hockey","Home","Loss","Robert Morris",4,"Atlantic Hockey"
396,"20152016","Robert Morris",4,"Atlantic Hockey","Away","Win","RIT",0,"Atlantic Hockey"
397,"20152016","Sacred Heart",3,"Atlantic Hockey","Home","Loss","Army",4,"Atlantic Hockey"
397,"20152016","Army",4,"Atlantic Hockey","Away","Win","Sacred Heart",3,"Atlantic Hockey"
398,"20152016","Penn State",4,"Big Ten","Home","Win","Michigan State",2,"Big Ten"
398,"20152016","Michigan State",2,"Big Ten","Away","Loss","Penn State",4,"Big Ten"
399,"20152016","Michigan",6,"Big Ten","Home","Win","Wisconsin",4,"Big Ten"
399,"20152016","Wisconsin",4,"Big Ten","Away","Loss","Michigan",6,"Big Ten"
400,"20152016","Minnesota",3,"Big Ten","Home","Win","Ohio State",2,"Big Ten"
400,"20152016","Ohio State",2,"Big Ten","Away","Loss","Minnesota",3,"Big Ten"
401,"20152016","Brown",2,"ECAC","Home","Loss","Princeton",4,"ECAC"
401,"20152016","Princeton",4,"ECAC","Away","Win","Brown",2,"ECAC"
402,"20152016","Colgate",2,"ECAC","Home","Win","Clarkson",1,"ECAC"
402,"20152016","Clarkson",1,"ECAC","Away","Loss","Colgate",2,"ECAC"
403,"20152016","Cornell",2,"ECAC","Home","Win","St. Lawrence",1,"ECAC"
403,"20152016","St. Lawrence",1,"ECAC","Away","Loss","Cornell",2,"ECAC"
404,"20152016","Rensselaer",1,"ECAC","Home","Loss","Dartmouth",2,"ECAC"
404,"20152016","Dartmouth",2,"ECAC","Away","Win","Rensselaer",1,"ECAC"
405,"20152016","Union",4,"ECAC","Home","Tie","Harvard",4,"ECAC"
405,"20152016","Harvard",4,"ECAC","Away","Tie","Union",4,"ECAC"
406,"20152016","Yale",0,"ECAC","Home","Loss","Quinnipiac",3,"ECAC"
406,"20152016","Quinnipiac",3,"ECAC","Away","Win","Yale",0,"ECAC"
407,"20152016","Boston University",2,"Hockey East","Home","Loss","Vermont",4,"Hockey East"
407,"20152016","Vermont",4,"Hockey East","Away","Win","Boston University",2,"Hockey East"
408,"20152016","Merrimack",1,"Hockey East","Home","Loss","Providence",2,"Hockey East"
408,"20152016","Providence",2,"Hockey East","Away","Win","Merrimack",1,"Hockey East"
409,"20152016","Maine",3,"Hockey East","Home","Tie","New Hampshire",3,"Hockey East"
409,"20152016","New Hampshire",3,"Hockey East","Away","Tie","Maine",3,"Hockey East"
410,"20152016","Notre Dame",3,"Hockey East","Home","Win","Massachusetts",1,"Hockey East"
410,"20152016","Massachusetts",1,"Hockey East","Away","Loss","Notre Dame",3,"Hockey East"
411,"20152016","Colorado College",2,"NCHC","Home","Win","Miami",1,"NCHC"
411,"20152016","Miami",1,"NCHC","Away","Loss","Colorado College",2,"NCHC"
412,"20152016","St. Cloud State",4,"NCHC","Home","Win","Nebraska-Omaha",1,"NCHC"
412,"20152016","Nebraska-Omaha",1,"NCHC","Away","Loss","St. Cloud State",4,"NCHC"
413,"20152016","Minnesota-Duluth",7,"NCHC","Home","Win","Western Michigan",0,"NCHC"
413,"20152016","Western Michigan",0,"NCHC","Away","Loss","Minnesota-Duluth",7,"NCHC"
414,"20152016","North Dakota",5,"NCHC","Home","Win","Denver",1,"NCHC"
414,"20152016","Denver",1,"NCHC","Away","Loss","North Dakota",5,"NCHC"
415,"20152016","Bowling Green",2,"WCHA","Home","Tie","Minnesota State",2,"WCHA"
415,"20152016","Minnesota State",2,"WCHA","Away","Tie","Bowling Green",2,"WCHA"
416,"20152016","Ferris State",0,"WCHA","Home","Loss","Bemidji State",2,"WCHA"
416,"20152016","Bemidji State",2,"WCHA","Away","Win","Ferris State",0,"WCHA"
417,"20152016","Michigan Tech",2,"WCHA","Home","Loss","Alaska-Anchorage",3,"WCHA"
417,"20152016","Alaska-Anchorage",3,"WCHA","Away","Win","Michigan Tech",2,"WCHA"
418,"20152016","Alaska",2,"WCHA","Home","Loss","Lake Superior",4,"WCHA"
418,"20152016","Lake Superior",4,"WCHA","Away","Win","Alaska",2,"WCHA"
419,"20152016","Alabama-Huntsville",3,"WCHA","Home","Loss","Northern Michigan",4,"WCHA"
419,"20152016","Northern Michigan",4,"WCHA","Away","Win","Alabama-Huntsville",3,"WCHA"
420,"20152016","Air Force",2,"Atlantic Hockey","Home","Loss","Canisius",4,"Atlantic Hockey"
420,"20152016","Canisius",4,"Atlantic Hockey","Away","Win","Air Force",2,"Atlantic Hockey"
421,"20152016","Army",5,"Atlantic Hockey","Home","Win","Sacred Heart",2,"Atlantic Hockey"
421,"20152016","Sacred Heart",2,"Atlantic Hockey","Away","Loss","Army",5,"Atlantic Hockey"
422,"20152016","Holy Cross",7,"Atlantic Hockey","Home","Win","Mercyhurst",3,"Atlantic Hockey"
422,"20152016","Mercyhurst",3,"Atlantic Hockey","Away","Loss","Holy Cross",7,"Atlantic Hockey"
423,"20152016","Niagara",1,"Atlantic Hockey","Home","Loss","Bentley",3,"Atlantic Hockey"
423,"20152016","Bentley",3,"Atlantic Hockey","Away","Win","Niagara",1,"Atlantic Hockey"
424,"20152016","RIT",6,"Atlantic Hockey","Home","Win","Robert Morris",3,"Atlantic Hockey"
424,"20152016","Robert Morris",3,"Atlantic Hockey","Away","Loss","RIT",6,"Atlantic Hockey"
425,"20152016","Penn State",6,"Big Ten","Home","Win","Michigan State",1,"Big Ten"
425,"20152016","Michigan State",1,"Big Ten","Away","Loss","Penn State",6,"Big Ten"
426,"20152016","Michigan",6,"Big Ten","Home","Tie","Wisconsin",6,"Big Ten"
426,"20152016","Wisconsin",6,"Big Ten","Away","Tie","Michigan",6,"Big Ten"
427,"20152016","Minnesota",5,"Big Ten","Home","Win","Ohio State",4,"Big Ten"
427,"20152016","Ohio State",4,"Big Ten","Away","Loss","Minnesota",5,"Big Ten"
428,"20152016","Brown",0,"ECAC","Home","Loss","Quinnipiac",3,"ECAC"
428,"20152016","Quinnipiac",3,"ECAC","Away","Win","Brown",0,"ECAC"
429,"20152016","Colgate",3,"ECAC","Home","Loss","St. Lawrence",6,"ECAC"
429,"20152016","St. Lawrence",6,"ECAC","Away","Win","Colgate",3,"ECAC"
430,"20152016","Cornell",5,"ECAC","Home","Win","Clarkson",2,"ECAC"
430,"20152016","Clarkson",2,"ECAC","Away","Loss","Cornell",5,"ECAC"
431,"20152016","Rensselaer",0,"ECAC","Home","Tie","Harvard",0,"ECAC"
431,"20152016","Harvard",0,"ECAC","Away","Tie","Rensselaer",0,"ECAC"
432,"20152016","Union",3,"ECAC","Home","Win","Dartmouth",0,"ECAC"
432,"20152016","Dartmouth",0,"ECAC","Away","Loss","Union",3,"ECAC"
