"Game","Season","Team","Goals","Conference","Status","Win","Opponent","OpponentGoals","OpponentConference"
64,"20162017","Mercyhurst",0,"Atlantic Hockey","Home","Loss","Penn State",7,"Big Ten"
64,"20162017","Penn State",7,"Big Ten","Away","Win","Mercyhurst",0,"Atlantic Hockey"
65,"20162017","Minnesota State",4,"WCHA","Home","Win","St. Cloud State",1,"NCHC"
65,"20162017","St. Cloud State",1,"NCHC","Away","Loss","Minnesota State",4,"WCHA"
66,"20162017","St. Lawrence",6,"ECAC","Home","Win","New Hampshire",2,"Hockey East"
66,"20162017","New Hampshire",2,"Hockey East","Away","Loss","St. Lawrence",6,"ECAC"
67,"20162017","Minnesota-Duluth",4,"NCHC","Home","Win","Notre Dame",3,"Hockey East"
67,"20162017","Notre Dame",3,"Hockey East","Away","Loss","Minnesota-Duluth",4,"NCHC"
68,"20162017","Wisconsin",3,"Big Ten","Home","Win","Boston College",1,"Hockey East"
68,"20162017","Boston College",1,"Hockey East","Away","Loss","Wisconsin",3,"Big Ten"
69,"20162017","Alaska-Anchorage",1,"WCHA","Neutral","Loss","Nebraska-Omaha",3,"NCHC"
69,"20162017","Nebraska-Omaha",3,"NCHC","Neutral","Win","Alaska-Anchorage",1,"WCHA"
70,"20162017","Alaska",1,"WCHA","Home","Loss","Canisius",2,"Atlantic Hockey"
70,"20162017","Canisius",2,"Atlantic Hockey","Away","Win","Alaska",1,"WCHA"
71,"20162017","Michigan Tech",1,"WCHA","Home","Tie","Alabama-Huntsville",1,"WCHA"
71,"20162017","Alabama-Huntsville",1,"WCHA","Away","Tie","Michigan Tech",1,"WCHA"
72,"20162017","Northern Michigan",0,"WCHA","Home","Loss","Bemidji State",2,"WCHA"
72,"20162017","Bemidji State",2,"WCHA","Away","Win","Northern Michigan",0,"WCHA"
73,"20162017","Colorado College",0,"NCHC","Home","Loss","Massachusetts-Lowell",4,"Hockey East"
73,"20162017","Massachusetts-Lowell",4,"Hockey East","Away","Win","Colorado College",0,"NCHC"
74,"20162017","Clarkson",3,"ECAC","Home","Loss","New Hampshire",5,"Hockey East"
74,"20162017","New Hampshire",5,"Hockey East","Away","Win","Clarkson",3,"ECAC"
75,"20162017","Denver",3,"NCHC","Home","Win","Boston University",1,"Hockey East"
75,"20162017","Boston University",1,"Hockey East","Away","Loss","Denver",3,"NCHC"
76,"20162017","Ferris State",1,"WCHA","Home","Loss","Michigan",2,"Big Ten"
76,"20162017","Michigan",2,"Big Ten","Away","Win","Ferris State",1,"WCHA"
77,"20162017","Holy Cross",2,"Atlantic Hockey","Home","Win","Providence",1,"Hockey East"
77,"20162017","Providence",1,"Hockey East","Away","Loss","Holy Cross",2,"Atlantic Hockey"
78,"20162017","Lake Superior",7,"WCHA","Home","Win","Michigan State",3,"Big Ten"
78,"20162017","Michigan State",3,"Big Ten","Away","Loss","Lake Superior",7,"WCHA"
79,"20162017","Maine",2,"Hockey East","Home","Loss","Quinnipiac",3,"ECAC"
79,"20162017","Quinnipiac",3,"ECAC","Away","Win","Maine",2,"Hockey East"
80,"20162017","Minnesota State",6,"WCHA","Home","Win","St. Cloud State",4,"NCHC"
80,"20162017","St. Cloud State",4,"NCHC","Away","Loss","Minnesota State",6,"WCHA"
81,"20162017","Miami",1,"NCHC","Home","Tie","Ohio State",1,"Big Ten"
81,"20162017","Ohio State",1,"Big Ten","Away","Tie","Miami",1,"NCHC"
82,"20162017","Northeastern",7,"Hockey East","Home","Win","Bentley",3,"Atlantic Hockey"
82,"20162017","Bentley",3,"Atlantic Hockey","Away","Loss","Northeastern",7,"Hockey East"
83,"20162017","RIT",1,"Atlantic Hockey","Home","Tie","Connecticut",1,"Hockey East"
83,"20162017","Connecticut",1,"Hockey East","Away","Tie","RIT",1,"Atlantic Hockey"
84,"20162017","Sacred Heart",4,"Atlantic Hockey","Home","Tie","Union",4,"ECAC"
84,"20162017","Union",4,"ECAC","Away","Tie","Sacred Heart",4,"Atlantic Hockey"
85,"20162017","St. Lawrence",4,"ECAC","Home","Win","Merrimack",1,"Hockey East"
85,"20162017","Merrimack",1,"Hockey East","Away","Loss","St. Lawrence",4,"ECAC"
86,"20162017","Minnesota-Duluth",1,"NCHC","Home","Loss","Notre Dame",3,"Hockey East"
86,"20162017","Notre Dame",3,"Hockey East","Away","Win","Minnesota-Duluth",1,"NCHC"
87,"20162017","North Dakota",5,"NCHC","Home","Win","Rensselaer",2,"ECAC"
87,"20162017","Rensselaer",2,"ECAC","Away","Loss","North Dakota",5,"NCHC"
88,"20162017","Western Michigan",8,"NCHC","Home","Win","Bowling Green",2,"WCHA"
88,"20162017","Bowling Green",2,"WCHA","Away","Loss","Western Michigan",8,"NCHC"
89,"20162017","Alaska-Anchorage",1,"WCHA","Neutral","Win","Canisius",0,"Atlantic Hockey"
89,"20162017","Canisius",0,"Atlantic Hockey","Neutral","Loss","Alaska-Anchorage",1,"WCHA"
90,"20162017","Alaska",3,"WCHA","Home","Loss","Nebraska-Omaha",4,"NCHC"
90,"20162017","Nebraska-Omaha",4,"NCHC","Away","Win","Alaska",3,"WCHA"
91,"20162017","Arizona State",5,"Independent","Home","Win","Air Force",2,"Atlantic Hockey"
91,"20162017","Air Force",2,"Atlantic Hockey","Away","Loss","Arizona State",5,"Independent"
92,"20162017","Wisconsin",5,"Big Ten","Home","Loss","Boston College",8,"Hockey East"
92,"20162017","Boston College",8,"Hockey East","Away","Win","Wisconsin",5,"Big Ten"
93,"20162017","Mercyhurst",4,"Atlantic Hockey","Home","Win","Niagara",2,"Atlantic Hockey"
93,"20162017","Niagara",2,"Atlantic Hockey","Away","Loss","Mercyhurst",4,"Atlantic Hockey"
94,"20162017","Quinnipiac",5,"ECAC","Home","Win","Connecticut",2,"Hockey East"
94,"20162017","Connecticut",2,"Hockey East","Away","Loss","Quinnipiac",5,"ECAC"
95,"20162017","Air Force",5,"Atlantic Hockey","Home","Win","Bentley",2,"Atlantic Hockey"
95,"20162017","Bentley",2,"Atlantic Hockey","Away","Loss","Air Force",5,"Atlantic Hockey"
96,"20162017","Canisius",6,"Atlantic Hockey","Home","Win","Robert Morris",3,"Atlantic Hockey"
96,"20162017","Robert Morris",3,"Atlantic Hockey","Away","Loss","Canisius",6,"Atlantic Hockey"
97,"20162017","Ferris State",4,"WCHA","Home","Loss","Northern Michigan",6,"WCHA"
97,"20162017","Northern Michigan",6,"WCHA","Away","Win","Ferris State",4,"WCHA"
98,"20162017","Alaska",1,"WCHA","Home","Loss","Minnesota State",7,"WCHA"
98,"20162017","Minnesota State",7,"WCHA","Away","Win","Alaska",1,"WCHA"
99,"20162017","Alabama-Huntsville",3,"WCHA","Home","Loss","Lake Superior",6,"WCHA"
99,"20162017","Lake Superior",6,"WCHA","Away","Win","Alabama-Huntsville",3,"WCHA"
100,"20162017","Boston College",4,"Hockey East","Home","Win","Colorado College",1,"NCHC"
100,"20162017","Colorado College",1,"NCHC","Away","Loss","Boston College",4,"Hockey East"
101,"20162017","Bowling Green",4,"WCHA","Home","Loss","Ohio State",5,"Big Ten"
101,"20162017","Ohio State",5,"Big Ten","Away","Win","Bowling Green",4,"WCHA"
102,"20162017","Boston University",7,"Hockey East","Home","Win","Sacred Heart",0,"Atlantic Hockey"
102,"20162017","Sacred Heart",0,"Atlantic Hockey","Away","Loss","Boston University",7,"Hockey East"
103,"20162017","Merrimack",4,"Hockey East","Home","Win","Colgate",3,"ECAC"
103,"20162017","Colgate",3,"ECAC","Away","Loss","Merrimack",4,"Hockey East"
104,"20162017","Michigan State",1,"Big Ten","Home","Loss","Denver",2,"NCHC"
104,"20162017","Denver",2,"NCHC","Away","Win","Michigan State",1,"Big Ten"
105,"20162017","Miami",3,"NCHC","Home","Tie","Maine",3,"Hockey East"
105,"20162017","Maine",3,"Hockey East","Away","Tie","Miami",3,"NCHC"
106,"20162017","Notre Dame",3,"Hockey East","Home","Tie","Penn State",3,"Big Ten"
106,"20162017","Penn State",3,"Big Ten","Away","Tie","Notre Dame",3,"Hockey East"
107,"20162017","Northeastern",5,"Hockey East","Home","Win","Arizona State",2,"Independent"
107,"20162017","Arizona State",2,"Independent","Away","Loss","Northeastern",5,"Hockey East"
108,"20162017","Providence",3,"Hockey East","Home","Tie","Clarkson",3,"ECAC"
108,"20162017","Clarkson",3,"ECAC","Away","Tie","Providence",3,"Hockey East"
109,"20162017","Rensselaer",3,"ECAC","Home","Tie","Niagara",3,"Atlantic Hockey"
109,"20162017","Niagara",3,"Atlantic Hockey","Away","Tie","Rensselaer",3,"ECAC"
110,"20162017","Union",5,"ECAC","Home","Win","RIT",2,"Atlantic Hockey"
110,"20162017","RIT",2,"Atlantic Hockey","Away","Loss","Union",5,"ECAC"
111,"20162017","Connecticut",2,"Hockey East","Home","Tie","American International",2,"Atlantic Hockey"
111,"20162017","American International",2,"Atlantic Hockey","Away","Tie","Connecticut",2,"Hockey East"
112,"20162017","Michigan",4,"Big Ten","Home","Win","Michigan Tech",3,"WCHA"
112,"20162017","Michigan Tech",3,"WCHA","Away","Loss","Michigan",4,"Big Ten"
113,"20162017","Massachusetts",3,"Hockey East","Home","Win","Army",2,"Atlantic Hockey"
113,"20162017","Army",2,"Atlantic Hockey","Away","Loss","Massachusetts",3,"Hockey East"
114,"20162017","Massachusetts-Lowell",5,"Hockey East","Home","Win","St. Lawrence",2,"ECAC"
114,"20162017","St. Lawrence",2,"ECAC","Away","Loss","Massachusetts-Lowell",5,"Hockey East"
115,"20162017","Minnesota",5,"Big Ten","Home","Loss","St. Cloud State",6,"NCHC"
115,"20162017","St. Cloud State",6,"NCHC","Away","Win","Minnesota",5,"Big Ten"
116,"20162017","North Dakota",3,"NCHC","Home","Win","Bemidji State",2,"WCHA"
116,"20162017","Bemidji State",2,"WCHA","Away","Loss","North Dakota",3,"NCHC"
117,"20162017","Nebraska-Omaha",4,"NCHC","Home","Tie","Vermont",4,"Hockey East"
117,"20162017","Vermont",4,"Hockey East","Away","Tie","Nebraska-Omaha",4,"NCHC"
118,"20162017","Air Force",1,"Atlantic Hockey","Home","Loss","Bentley",6,"Atlantic Hockey"
118,"20162017","Bentley",6,"Atlantic Hockey","Away","Win","Air Force",1,"Atlantic Hockey"
119,"20162017","Canisius",2,"Atlantic Hockey","Home","Tie","Robert Morris",2,"Atlantic Hockey"
119,"20162017","Robert Morris",2,"Atlantic Hockey","Away","Tie","Canisius",2,"Atlantic Hockey"
120,"20162017","Ferris State",2,"WCHA","Home","Tie","Northern Michigan",2,"WCHA"
120,"20162017","Northern Michigan",2,"WCHA","Away","Tie","Ferris State",2,"WCHA"
121,"20162017","Alaska",4,"WCHA","Home","Win","Minnesota State",2,"WCHA"
121,"20162017","Minnesota State",2,"WCHA","Away","Loss","Alaska",4,"WCHA"
122,"20162017","Alabama-Huntsville",2,"WCHA","Home","Loss","Lake Superior",5,"WCHA"
122,"20162017","Lake Superior",5,"WCHA","Away","Win","Alabama-Huntsville",2,"WCHA"
123,"20162017","Boston University",3,"Hockey East","Home","Win","Quinnipiac",0,"ECAC"
123,"20162017","Quinnipiac",0,"ECAC","Away","Loss","Boston University",3,"Hockey East"
124,"20162017","Holy Cross",1,"Atlantic Hockey","Home","Loss","Boston College",6,"Hockey East"
124,"20162017","Boston College",6,"Hockey East","Away","Win","Holy Cross",1,"Atlantic Hockey"
125,"20162017","Merrimack",5,"Hockey East","Home","Win","Colgate",2,"ECAC"
125,"20162017","Colgate",2,"ECAC","Away","Loss","Merrimack",5,"Hockey East"
126,"20162017","Michigan State",1,"Big Ten","Home","Loss","Denver",3,"NCHC"
126,"20162017","Denver",3,"NCHC","Away","Win","Michigan State",1,"Big Ten"
127,"20162017","Miami",5,"NCHC","Home","Win","Maine",0,"Hockey East"
127,"20162017","Maine",0,"Hockey East","Away","Loss","Miami",5,"NCHC"
128,"20162017","Notre Dame",2,"Hockey East","Home","Loss","Penn State",3,"Big Ten"
128,"20162017","Penn State",3,"Big Ten","Away","Win","Notre Dame",2,"Hockey East"
129,"20162017","Northeastern",6,"Hockey East","Home","Win","Arizona State",1,"Independent"
129,"20162017","Arizona State",1,"Independent","Away","Loss","Northeastern",6,"Hockey East"
130,"20162017","Ohio State",6,"Big Ten","Home","Win","Bowling Green",1,"WCHA"
130,"20162017","Bowling Green",1,"WCHA","Away","Loss","Ohio State",6,"Big Ten"
131,"20162017","Providence",6,"Hockey East","Home","Win","St. Lawrence",3,"ECAC"
131,"20162017","St. Lawrence",3,"ECAC","Away","Loss","Providence",6,"Hockey East"
132,"20162017","Rensselaer",6,"ECAC","Home","Win","RIT",3,"Atlantic Hockey"
132,"20162017","RIT",3,"Atlantic Hockey","Away","Loss","Rensselaer",6,"ECAC"
133,"20162017","St. Cloud State",3,"NCHC","Home","Win","Minnesota",2,"Big Ten"
133,"20162017","Minnesota",2,"Big Ten","Away","Loss","St. Cloud State",3,"NCHC"
134,"20162017","Union",5,"ECAC","Home","Win","Niagara",2,"Atlantic Hockey"
134,"20162017","Niagara",2,"Atlantic Hockey","Away","Loss","Union",5,"ECAC"
135,"20162017","Michigan",3,"Big Ten","Home","Tie","Michigan Tech",3,"WCHA"
135,"20162017","Michigan Tech",3,"WCHA","Away","Tie","Michigan",3,"Big Ten"
136,"20162017","Massachusetts-Lowell",3,"Hockey East","Home","Loss","Clarkson",4,"ECAC"
136,"20162017","Clarkson",4,"ECAC","Away","Win","Massachusetts-Lowell",3,"Hockey East"
137,"20162017","North Dakota",5,"NCHC","Home","Win","Bemidji State",4,"WCHA"
137,"20162017","Bemidji State",4,"WCHA","Away","Loss","North Dakota",5,"NCHC"
138,"20162017","New Hampshire",3,"Hockey East","Home","Loss","Colorado College",4,"NCHC"
138,"20162017","Colorado College",4,"NCHC","Away","Win","New Hampshire",3,"Hockey East"
139,"20162017","Nebraska-Omaha",2,"NCHC","Home","Loss","Vermont",5,"Hockey East"
139,"20162017","Vermont",5,"Hockey East","Away","Win","Nebraska-Omaha",2,"NCHC"
140,"20162017","American International",3,"Atlantic Hockey","Home","Loss","Sacred Heart",6,"Atlantic Hockey"
140,"20162017","Sacred Heart",6,"Atlantic Hockey","Away","Win","American International",3,"Atlantic Hockey"
141,"20162017","Merrimack",2,"Hockey East","Home","Tie","Boston College",2,"Hockey East"
141,"20162017","Boston College",2,"Hockey East","Away","Tie","Merrimack",2,"Hockey East"
142,"20162017","Quinnipiac",3,"ECAC","Home","Win","Massachusetts",2,"Hockey East"
142,"20162017","Massachusetts",2,"Hockey East","Away","Loss","Quinnipiac",3,"ECAC"
143,"20162017","Notre Dame",2,"Hockey East","Home","Loss","Connecticut",4,"Hockey East"
143,"20162017","Connecticut",4,"Hockey East","Away","Win","Notre Dame",2,"Hockey East"
144,"20162017","Bentley",1,"Atlantic Hockey","Home","Loss","RIT",4,"Atlantic Hockey"
144,"20162017","RIT",4,"Atlantic Hockey","Away","Win","Bentley",1,"Atlantic Hockey"
145,"20162017","Mercyhurst",3,"Atlantic Hockey","Home","Loss","American International",5,"Atlantic Hockey"
145,"20162017","American International",5,"Atlantic Hockey","Away","Win","Mercyhurst",3,"Atlantic Hockey"
146,"20162017","Robert Morris",2,"Atlantic Hockey","Home","Win","Army",1,"Atlantic Hockey"
146,"20162017","Army",1,"Atlantic Hockey","Away","Loss","Robert Morris",2,"Atlantic Hockey"
147,"20162017","Rensselaer",1,"ECAC","Home","Loss","Union",4,"ECAC"
147,"20162017","Union",4,"ECAC","Away","Win","Rensselaer",1,"ECAC"
148,"20162017","Boston College",3,"Hockey East","Home","Win","Providence",1,"Hockey East"
148,"20162017","Providence",1,"Hockey East","Away","Loss","Boston College",3,"Hockey East"
149,"20162017","Notre Dame",6,"Hockey East","Home","Win","Connecticut",2,"Hockey East"
149,"20162017","Connecticut",2,"Hockey East","Away","Loss","Notre Dame",6,"Hockey East"
150,"20162017","Massachusetts",1,"Hockey East","Home","Loss","New Hampshire",4,"Hockey East"
150,"20162017","New Hampshire",4,"Hockey East","Away","Win","Massachusetts",1,"Hockey East"
151,"20162017","Denver",3,"NCHC","Home","Win","Western Michigan",1,"NCHC"
151,"20162017","Western Michigan",1,"NCHC","Away","Loss","Denver",3,"NCHC"
152,"20162017","Minnesota-Duluth",5,"NCHC","Home","Win","North Dakota",2,"NCHC"
152,"20162017","North Dakota",2,"NCHC","Away","Loss","Minnesota-Duluth",5,"NCHC"
153,"20162017","Bemidji State",2,"WCHA","Home","Win","Alaska-Anchorage",1,"WCHA"
153,"20162017","Alaska-Anchorage",1,"WCHA","Away","Loss","Bemidji State",2,"WCHA"
154,"20162017","Lake Superior",3,"WCHA","Home","Win","Alaska",2,"WCHA"
154,"20162017","Alaska",2,"WCHA","Away","Loss","Lake Superior",3,"WCHA"
155,"20162017","Minnesota State",4,"WCHA","Home","Win","Ferris State",2,"WCHA"
155,"20162017","Ferris State",2,"WCHA","Away","Loss","Minnesota State",4,"WCHA"
156,"20162017","Michigan Tech",2,"WCHA","Home","Win","Northern Michigan",0,"WCHA"
156,"20162017","Northern Michigan",0,"WCHA","Away","Loss","Michigan Tech",2,"WCHA"
157,"20162017","Arizona State",0,"Independent","Home","Loss","Harvard",7,"ECAC"
157,"20162017","Harvard",7,"ECAC","Away","Win","Arizona State",0,"Independent"
158,"20162017","Clarkson",3,"ECAC","Home","Loss","Minnesota",4,"Big Ten"
158,"20162017","Minnesota",4,"Big Ten","Away","Win","Clarkson",3,"ECAC"
159,"20162017","Colgate",2,"ECAC","Home","Tie","Maine",2,"Hockey East"
159,"20162017","Maine",2,"Hockey East","Away","Tie","Colgate",2,"ECAC"
160,"20162017","Holy Cross",3,"Atlantic Hockey","Home","Win","Brown",0,"ECAC"
160,"20162017","Brown",0,"ECAC","Away","Loss","Holy Cross",3,"Atlantic Hockey"
161,"20162017","Merrimack",3,"Hockey East","Home","Win","Cornell",2,"ECAC"
161,"20162017","Cornell",2,"ECAC","Away","Loss","Merrimack",3,"Hockey East"
162,"20162017","Michigan State",6,"Big Ten","Home","Win","Princeton",2,"ECAC"
162,"20162017","Princeton",2,"ECAC","Away","Loss","Michigan State",6,"Big Ten"
163,"20162017","Miami",2,"NCHC","Home","Win","Bowling Green",1,"WCHA"
163,"20162017","Bowling Green",1,"WCHA","Away","Loss","Miami",2,"NCHC"
164,"20162017","Niagara",2,"Atlantic Hockey","Home","Loss","Ohio State",10,"Big Ten"
164,"20162017","Ohio State",10,"Big Ten","Away","Win","Niagara",2,"Atlantic Hockey"
165,"20162017","Penn State",4,"Big Ten","Home","Win","Canisius",1,"Atlantic Hockey"
165,"20162017","Canisius",1,"Atlantic Hockey","Away","Loss","Penn State",4,"Big Ten"
166,"20162017","St. Cloud State",5,"NCHC","Home","Win","Alabama-Huntsville",1,"WCHA"
166,"20162017","Alabama-Huntsville",1,"WCHA","Away","Loss","St. Cloud State",5,"NCHC"
167,"20162017","St. Lawrence",2,"ECAC","Home","Loss","Wisconsin",5,"Big Ten"
167,"20162017","Wisconsin",5,"Big Ten","Away","Win","St. Lawrence",2,"ECAC"
168,"20162017","Nebraska-Omaha",5,"NCHC","Home","Win","Massachusetts-Lowell",1,"Hockey East"
168,"20162017","Massachusetts-Lowell",1,"Hockey East","Away","Loss","Nebraska-Omaha",5,"NCHC"
169,"20162017","Vermont",3,"Hockey East","Home","Win","Michigan",0,"Big Ten"
169,"20162017","Michigan",0,"Big Ten","Away","Loss","Vermont",3,"Hockey East"
170,"20162017","Bentley",3,"Atlantic Hockey","Home","Loss","RIT",6,"Atlantic Hockey"
170,"20162017","RIT",6,"Atlantic Hockey","Away","Win","Bentley",3,"Atlantic Hockey"
171,"20162017","Mercyhurst",6,"Atlantic Hockey","Home","Win","American International",3,"Atlantic Hockey"
171,"20162017","American International",3,"Atlantic Hockey","Away","Loss","Mercyhurst",6,"Atlantic Hockey"
172,"20162017","Robert Morris",1,"Atlantic Hockey","Home","Loss","Army",2,"Atlantic Hockey"
172,"20162017","Army",2,"Atlantic Hockey","Away","Win","Robert Morris",1,"Atlantic Hockey"
173,"20162017","Union",3,"ECAC","Home","Win","Rensselaer",2,"ECAC"
173,"20162017","Rensselaer",2,"ECAC","Away","Loss","Union",3,"ECAC"
174,"20162017","Massachusetts",4,"Hockey East","Home","Loss","Boston College",7,"Hockey East"
174,"20162017","Boston College",7,"Hockey East","Away","Win","Massachusetts",4,"Hockey East"
175,"20162017","New Hampshire",6,"Hockey East","Home","Win","Merrimack",2,"Hockey East"
175,"20162017","Merrimack",2,"Hockey East","Away","Loss","New Hampshire",6,"Hockey East"
176,"20162017","Denver",4,"NCHC","Home","Win","Western Michigan",2,"NCHC"
176,"20162017","Western Michigan",2,"NCHC","Away","Loss","Denver",4,"NCHC"
177,"20162017","Minnesota-Duluth",3,"NCHC","Home","Win","North Dakota",0,"NCHC"
177,"20162017","North Dakota",0,"NCHC","Away","Loss","Minnesota-Duluth",3,"NCHC"
178,"20162017","Bemidji State",4,"WCHA","Home","Win","Alaska-Anchorage",0,"WCHA"
178,"20162017","Alaska-Anchorage",0,"WCHA","Away","Loss","Bemidji State",4,"WCHA"
179,"20162017","Lake Superior",3,"WCHA","Home","Loss","Alaska",4,"WCHA"
179,"20162017","Alaska",4,"WCHA","Away","Win","Lake Superior",3,"WCHA"
180,"20162017","Minnesota State",3,"WCHA","Home","Loss","Ferris State",4,"WCHA"
180,"20162017","Ferris State",4,"WCHA","Away","Win","Minnesota State",3,"WCHA"
181,"20162017","Northern Michigan",1,"WCHA","Home","Loss","Michigan Tech",5,"WCHA"
181,"20162017","Michigan Tech",5,"WCHA","Away","Win","Northern Michigan",1,"WCHA"
182,"20162017","Arizona State",2,"Independent","Home","Loss","Harvard",6,"ECAC"
182,"20162017","Harvard",6,"ECAC","Away","Win","Arizona State",2,"Independent"
183,"20162017","Clarkson",4,"ECAC","Home","Loss","Wisconsin",5,"Big Ten"
183,"20162017","Wisconsin",5,"Big Ten","Away","Win","Clarkson",4,"ECAC"
184,"20162017","Colgate",5,"ECAC","Home","Win","Maine",3,"Hockey East"
184,"20162017","Maine",3,"Hockey East","Away","Loss","Colgate",5,"ECAC"
185,"20162017","Dartmouth",3,"ECAC","Home","Win","Michigan",2,"Big Ten"
185,"20162017","Michigan",2,"Big Ten","Away","Loss","Dartmouth",3,"ECAC"
186,"20162017","Miami",1,"NCHC","Home","Loss","Bowling Green",4,"WCHA"
186,"20162017","Bowling Green",4,"WCHA","Away","Win","Miami",1,"NCHC"
187,"20162017","Niagara",2,"Atlantic Hockey","Home","Loss","Ohio State",6,"Big Ten"
187,"20162017","Ohio State",6,"Big Ten","Away","Win","Niagara",2,"Atlantic Hockey"
188,"20162017","Penn State",4,"Big Ten","Home","Win","Canisius",2,"Atlantic Hockey"
188,"20162017","Canisius",2,"Atlantic Hockey","Away","Loss","Penn State",4,"Big Ten"
189,"20162017","St. Cloud State",5,"NCHC","Home","Win","Alabama-Huntsville",2,"WCHA"
189,"20162017","Alabama-Huntsville",2,"WCHA","Away","Loss","St. Cloud State",5,"NCHC"
190,"20162017","St. Lawrence",2,"ECAC","Home","Tie","Minnesota",2,"Big Ten"
190,"20162017","Minnesota",2,"Big Ten","Away","Tie","St. Lawrence",2,"ECAC"
191,"20162017","Nebraska-Omaha",2,"NCHC","Home","Loss","Massachusetts-Lowell",4,"Hockey East"
191,"20162017","Massachusetts-Lowell",4,"Hockey East","Away","Win","Nebraska-Omaha",2,"NCHC"
192,"20162017","Yale",4,"ECAC","Home","Win","Sacred Heart",1,"Atlantic Hockey"
192,"20162017","Sacred Heart",1,"Atlantic Hockey","Away","Loss","Yale",4,"ECAC"
193,"20162017","Northeastern",2,"Hockey East","Home","Loss","Vermont",3,"Hockey East"
193,"20162017","Vermont",3,"Hockey East","Away","Win","Northeastern",2,"Hockey East"
194,"20162017","Brown",0,"ECAC","Home","Loss","Providence",6,"Hockey East"
194,"20162017","Providence",6,"Hockey East","Away","Win","Brown",0,"ECAC"
195,"20162017","Holy Cross",6,"Atlantic Hockey","Home","Win","Union",4,"ECAC"
195,"20162017","Union",4,"ECAC","Away","Loss","Holy Cross",6,"Atlantic Hockey"
196,"20162017","American International",4,"Atlantic Hockey","Home","Win","Holy Cross",2,"Atlantic Hockey"
196,"20162017","Holy Cross",2,"Atlantic Hockey","Away","Loss","American International",4,"Atlantic Hockey"
197,"20162017","Penn State",5,"Big Ten","Home","Win","Niagara",1,"Atlantic Hockey"
197,"20162017","Niagara",1,"Atlantic Hockey","Away","Loss","Penn State",5,"Big Ten"
198,"20162017","Army",4,"Atlantic Hockey","Home","Win","Air Force",2,"Atlantic Hockey"
198,"20162017","Air Force",2,"Atlantic Hockey","Away","Loss","Army",4,"Atlantic Hockey"
199,"20162017","Canisius",1,"Atlantic Hockey","Home","Win","RIT",0,"Atlantic Hockey"
199,"20162017","RIT",0,"Atlantic Hockey","Away","Loss","Canisius",1,"Atlantic Hockey"
200,"20162017","Holy Cross",4,"Atlantic Hockey","Home","Tie","American International",4,"Atlantic Hockey"
200,"20162017","American International",4,"Atlantic Hockey","Away","Tie","Holy Cross",4,"Atlantic Hockey"
201,"20162017","Clarkson",3,"ECAC","Home","Loss","Quinnipiac",5,"ECAC"
201,"20162017","Quinnipiac",5,"ECAC","Away","Win","Clarkson",3,"ECAC"
202,"20162017","Dartmouth",1,"ECAC","Home","Tie","Cornell",1,"ECAC"
202,"20162017","Cornell",1,"ECAC","Away","Tie","Dartmouth",1,"ECAC"
203,"20162017","Harvard",1,"ECAC","Home","Tie","Colgate",1,"ECAC"
203,"20162017","Colgate",1,"ECAC","Away","Tie","Harvard",1,"ECAC"
204,"20162017","Rensselaer",3,"ECAC","Home","Win","Brown",1,"ECAC"
204,"20162017","Brown",1,"ECAC","Away","Loss","Rensselaer",3,"ECAC"
205,"20162017","St. Lawrence",4,"ECAC","Home","Win","Princeton",0,"ECAC"
205,"20162017","Princeton",0,"ECAC","Away","Loss","St. Lawrence",4,"ECAC"
206,"20162017","Union",5,"ECAC","Home","Win","Yale",3,"ECAC"
206,"20162017","Yale",3,"ECAC","Away","Loss","Union",5,"ECAC"
207,"20162017","Maine",1,"Hockey East","Home","Loss","Boston College",6,"Hockey East"
207,"20162017","Boston College",6,"Hockey East","Away","Win","Maine",1,"Hockey East"
208,"20162017","Northeastern",4,"Hockey East","Home","Tie","Boston University",4,"Hockey East"
208,"20162017","Boston University",4,"Hockey East","Away","Tie","Northeastern",4,"Hockey East"
209,"20162017","Massachusetts",2,"Hockey East","Home","Tie","Connecticut",2,"Hockey East"
209,"20162017","Connecticut",2,"Hockey East","Away","Tie","Massachusetts",2,"Hockey East"
210,"20162017","Massachusetts-Lowell",3,"Hockey East","Home","Win","Vermont",1,"Hockey East"
210,"20162017","Vermont",1,"Hockey East","Away","Loss","Massachusetts-Lowell",3,"Hockey East"
211,"20162017","St. Cloud State",3,"NCHC","Home","Loss","Minnesota-Duluth",5,"NCHC"
211,"20162017","Minnesota-Duluth",5,"NCHC","Away","Win","St. Cloud State",3,"NCHC"
212,"20162017","Nebraska-Omaha",1,"NCHC","Home","Loss","Colorado College",2,"NCHC"
212,"20162017","Colorado College",2,"NCHC","Away","Win","Nebraska-Omaha",1,"NCHC"
213,"20162017","Western Michigan",6,"NCHC","Home","Win","Miami",3,"NCHC"
213,"20162017","Miami",3,"NCHC","Away","Loss","Western Michigan",6,"NCHC"
214,"20162017","Bowling Green",4,"WCHA","Home","Win","Ferris State",1,"WCHA"
214,"20162017","Ferris State",1,"WCHA","Away","Loss","Bowling Green",4,"WCHA"
215,"20162017","Lake Superior",5,"WCHA","Home","Win","Minnesota State",1,"WCHA"
215,"20162017","Minnesota State",1,"WCHA","Away","Loss","Lake Superior",5,"WCHA"
216,"20162017","Alaska-Anchorage",2,"WCHA","Home","Loss","Alabama-Huntsville",5,"WCHA"
