"Team","Conference","Season","RPI","GP","G","GA","Sh","Sh.","ShA","SV.","PP.","PK.","SHG","SHGA","FO.","Age","Ht","Wt","SAT","SATA","CF.","USAT","USATA","FF.","ESSAT","ESSATA","ESCF.","ESUSAT","ESUSATA","ESFF.","PPSAT","PPSATA","PPCF.","PPUSAT","PPUSATA","PPFF.","CloseSAT","CloseSATA","CloseCF.","CloseUSAT","CloseUSATA","CloseFF."
"Holy Cross","Atlantic Hockey",20122013,0.502,37,111,106,1251,8.9,1164,0.909,22.4,76.1,1,3,NA,25.3,71.9,185.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lake Superior","CCHA",20122013,0.486,39,92,109,1196,7.7,1355,0.92,14.9,84.9,5,4,NA,25.9,72.4,192.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maine","Hockey East",20122013,0.479,38,77,104,1206,6.4,1129,0.908,13.7,81,6,3,NA,24.11,71.1,182.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts","Hockey East",20122013,0.479,34,93,102,1087,8.6,943,0.892,18.5,82.9,7,7,NA,25.5,72.1,186.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts-Lowell","Hockey East",20122013,0.556,41,123,83,1274,9.7,1153,0.928,16.5,85.5,6,5,NA,25.4,71.9,185.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mercyhurst","Atlantic Hockey",20122013,0.493,41,128,112,1318,9.7,1375,0.919,20.1,77.2,7,1,NA,25.7,72.1,189.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merrimack","Hockey East",20122013,0.495,38,91,98,1204,7.6,1142,0.914,14.4,85.1,2,6,NA,25.8,72.4,189.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","CCHA",20122013,0.547,42,106,73,1351,7.8,1086,0.933,15.9,88.6,8,2,NA,24.9,71.9,184.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan","CCHA",20122013,0.504,40,129,130,1342,9.6,1126,0.885,18.7,85.1,8,6,NA,24.2,72,185.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan State","CCHA",20122013,0.476,42,87,115,1076,8.1,1371,0.916,13.6,84,3,8,NA,24.6,72.4,184.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan Tech","WCHA",20122013,0.477,37,107,116,1171,9.1,1170,0.901,21,80.5,2,5,NA,25.5,72.4,188.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","WCHA",20122013,0.563,40,139,80,1380,10.1,972,0.918,24.6,86,3,2,NA,24.3,72.4,189.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota-Duluth","WCHA",20122013,0.483,38,99,109,1262,7.8,1048,0.896,23.4,82.3,1,4,NA,25,71.9,188.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota State","WCHA",20122013,0.539,41,127,99,1361,9.3,1106,0.91,22.9,83.4,5,5,NA,25.7,72.7,188.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nebraska-Omaha","WCHA",20122013,0.502,39,127,117,1231,10.3,1050,0.889,18.9,76.6,6,4,NA,25.4,73.1,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Hampshire","Hockey East",20122013,0.534,39,122,90,1328,9.2,1158,0.922,19,90.1,4,2,NA,25,72.5,187.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niagara","Atlantic Hockey",20122013,0.534,38,116,95,1310,8.9,1239,0.923,14.7,84.5,5,2,NA,25.9,71.6,184.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Dakota","WCHA",20122013,0.537,42,135,103,1327,10.2,1226,0.916,19.4,84.1,6,4,NA,24.1,72.4,189.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northeastern","Hockey East",20122013,0.454,34,81,118,1041,7.8,1160,0.898,16.5,81.1,2,1,NA,25.3,72.7,196.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Michigan","CCHA",20122013,0.492,38,90,109,932,9.7,1281,0.915,13.7,77.8,3,13,NA,25.9,72.3,188.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Notre Dame","CCHA",20122013,0.55,41,119,91,1281,9.3,1025,0.911,18,81.7,6,4,NA,24.1,72.5,194.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ohio State","CCHA",20122013,0.504,40,95,96,1171,8.1,1258,0.924,15.2,84.4,5,3,NA,25,72.4,189.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penn State","Independent",20122013,0.479,23,64,72,842,7.6,775,0.907,10.7,85,3,0,NA,25.2,72.2,189.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Princeton","ECAC",20122013,0.478,31,72,89,797,9,1011,0.912,18.7,85.5,2,1,NA,25.3,72.1,189.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Providence","Hockey East",20122013,0.52,38,105,90,1198,8.8,1184,0.924,14.7,81.8,5,5,NA,24.1,72.4,187.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quinnipiac","ECAC",20122013,0.571,43,130,72,1461,8.9,1026,0.93,14.6,91.1,4,5,NA,26.1,72.1,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rensselaer","ECAC",20122013,0.521,37,106,88,973,10.9,975,0.91,20.4,83.2,2,8,NA,24.11,72.5,190.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RIT","Atlantic Hockey",20122013,0.475,38,122,126,1229,9.9,1278,0.901,24.1,81.9,3,6,NA,25.9,72.6,186.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robert Morris","Atlantic Hockey",20122013,0.505,38,118,105,1243,9.5,1341,0.922,14.3,81.4,9,7,NA,25.4,72,185.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sacred Heart","Atlantic Hockey",20122013,0.383,36,83,182,1005,8.3,1426,0.872,12,73.1,2,8,NA,25.11,71.5,184.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Cloud State","WCHA",20122013,0.532,42,141,103,1248,11.3,1096,0.906,17.1,81.9,2,7,NA,25,71.5,185.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Lawrence","ECAC",20122013,0.506,38,107,109,1017,10.5,1252,0.913,20.5,82.3,5,1,NA,25.7,72.4,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Union","ECAC",20122013,0.533,40,123,85,1332,9.2,1107,0.923,24,86.4,6,3,NA,25.4,72,187.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermont","Hockey East",20122013,0.478,36,82,110,912,9,1069,0.897,11.1,79.1,2,4,NA,25.3,71.9,187.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Western Michigan","CCHA",20122013,0.53,38,87,78,1136,7.7,937,0.917,16.9,85.3,2,2,NA,25.4,71.3,181.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wisconsin","WCHA",20122013,0.533,42,112,89,1222,9.2,1175,0.924,13,80.9,4,0,NA,24.9,72.2,187.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yale","ECAC",20122013,0.532,37,107,96,1312,8.2,1068,0.91,20.6,84,1,5,NA,24.11,72.2,186.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Air Force","Atlantic Hockey",20132014,0.492,39,115,106,1259,9.1,1083,0.902,15.6,81.8,3,5,NA,24.11,72.2,184.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama-Huntsville","WCHA",20132014,0.396,38,41,166,746,5.5,1574,0.895,8.8,70.5,2,4,NA,24.9,72.5,191.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska","WCHA",20132014,0.504,37,126,103,1124,11.2,954,0.892,19.1,85.2,4,4,NA,24.4,71.9,188.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska-Anchorage","WCHA",20132014,0.509,38,105,107,999,10.5,996,0.893,16.4,80.2,1,3,NA,25.1,71.7,186.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American International","Atlantic Hockey",20132014,0.418,36,90,151,918,9.8,1398,0.892,17.9,81.4,5,7,NA,25,72.2,188.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Army","Atlantic Hockey",20132014,0.39,34,73,146,915,8,1208,0.879,14.2,75.5,2,9,NA,24.2,71.8,189.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bemidji State","WCHA",20132014,0.468,38,92,118,1016,9.1,1211,0.903,14.5,85.8,2,4,NA,24.5,71.8,186.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bentley","Atlantic Hockey",20132014,0.487,37,127,99,1270,10,1196,0.917,26.4,83.4,6,5,NA,24.11,72.4,189.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boston College","Hockey East",20132014,0.58,40,164,94,1282,12.8,1159,0.919,24.3,89.9,7,1,NA,22.9,71.9,185.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boston University","Hockey East",20132014,0.467,35,81,113,927,8.7,1271,0.911,17.2,84,1,11,NA,23.6,72.6,193.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bowling Green","WCHA",20132014,0.51,39,119,104,1217,9.8,1074,0.903,18.9,84.7,4,5,NA,24.11,72.4,189.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown","ECAC",20132014,0.485,31,75,87,939,8,982,0.911,15.1,75.8,2,1,NA,24.4,72.4,186.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Canisius","Atlantic Hockey",20132014,0.464,41,120,125,1202,10,1414,0.912,19.9,81.6,6,4,NA,24.8,72.8,193.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clarkson","ECAC",20132014,0.512,42,101,102,1175,8.6,1071,0.905,19.8,81.5,0,3,NA,24.4,71.9,190.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colgate","ECAC",20132014,0.532,39,108,104,1129,9.6,1156,0.91,17.1,82.6,3,4,NA,24.1,71.5,185.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colorado College","NCHC",20132014,0.452,37,74,121,1038,7.1,1118,0.892,12.2,78.6,2,1,NA,23.8,72,186.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Connecticut","Atlantic Hockey",20132014,0.477,36,91,86,1076,8.5,1153,0.925,17.5,82.5,0,2,NA,24.8,72,187.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cornell","ECAC",20132014,0.533,32,77,74,823,9.4,882,0.916,17.5,83.5,1,2,NA,23.5,72.9,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dartmouth","ECAC",20132014,0.476,34,84,115,1017,8.3,1054,0.891,16.5,79.7,2,2,NA,24,72.8,191.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver","NCHC",20132014,0.52,42,112,98,1169,9.6,1340,0.927,19.8,86.6,1,3,NA,23.7,71.3,185.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ferris State","WCHA",20132014,0.561,43,138,94,1286,10.7,1321,0.929,16.7,86.7,8,3,NA,24.1,70.8,180.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harvard","ECAC",20132014,0.479,31,69,83,812,8.5,1012,0.918,15.4,84.3,4,4,NA,23.4,72.4,192.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holy Cross","Atlantic Hockey",20132014,0.445,39,97,114,1252,7.7,1294,0.912,13.1,82.9,4,1,NA,24.3,71.9,186.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lake Superior","WCHA",20132014,0.495,36,94,114,1032,9.1,1264,0.91,15.8,80.5,3,3,NA,24.9,72.2,190.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maine","Hockey East",20132014,0.513,35,102,83,1184,8.6,1061,0.922,16.4,83.1,8,2,NA,23.9,71.5,184.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts","Hockey East",20132014,0.466,34,76,106,1053,7.2,1025,0.897,22,83.1,5,4,NA,24.8,72.1,191.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts-Lowell","Hockey East",20132014,0.556,41,116,77,1307,8.9,1232,0.938,20.8,81.1,3,3,NA,24.9,71.4,184.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mercyhurst","Atlantic Hockey",20132014,0.501,41,148,124,1363,10.9,1560,0.921,21.9,83.5,10,2,NA,25,72,188.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merrimack","Hockey East",20132014,0.457,33,62,97,981,6.3,885,0.89,14,81.5,1,4,NA,25,72.6,190.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","NCHC",20132014,0.496,38,111,115,1230,9,1142,0.899,21.6,80.5,6,5,NA,23.8,71.4,185.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan","Big Ten",20132014,0.532,35,107,89,1176,9.1,1149,0.923,19.5,81.7,4,2,NA,23.3,72.4,192.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan State","Big Ten",20132014,0.483,36,79,93,1044,7.6,1164,0.92,15.9,79.7,3,2,NA,23.8,72,186.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan Tech","WCHA",20132014,0.491,40,99,108,1300,7.6,1114,0.903,14.8,82.4,4,3,NA,24.4,71.9,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","Big Ten",20132014,0.585,41,143,86,1421,10.1,1204,0.929,20.2,84.1,3,3,NA,23.4,71.1,185.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota-Duluth","NCHC",20132014,0.514,36,104,104,1171,8.9,996,0.896,15.8,81.7,4,3,NA,23.9,72.2,191.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota State","WCHA",20132014,0.545,41,130,95,1466,8.9,1037,0.908,25.3,87,5,8,NA,24.9,72.6,186.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nebraska-Omaha","NCHC",20132014,0.503,37,117,120,1256,9.3,995,0.879,20.4,80.8,4,6,NA,24.4,72.5,186.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Hampshire","Hockey East",20132014,0.524,41,126,106,1331,9.5,1205,0.912,20.3,82.6,7,2,NA,24.3,72.2,185.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niagara","Atlantic Hockey",20132014,0.459,40,113,122,1320,8.6,1238,0.901,9.9,80.2,6,5,NA,24.8,71.5,186.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Dakota","NCHC",20132014,0.537,42,127,102,1293,9.8,1216,0.916,17.2,83.4,4,4,NA,23.9,72.1,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northeastern","Hockey East",20132014,0.529,37,117,103,1120,10.4,1279,0.919,15.3,83.9,6,10,NA,24,71.4,188.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Michigan","WCHA",20132014,0.482,38,102,108,1006,10.1,1135,0.905,20,76.1,3,5,NA,24.11,71.6,186.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Notre Dame","Hockey East",20132014,0.544,40,120,86,1326,9,1051,0.918,18.2,84.1,7,3,NA,24.1,72.6,199.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ohio State","Big Ten",20132014,0.522,37,118,100,1226,9.6,1154,0.913,20.4,77.1,3,1,NA,24.1,72.2,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penn State","Big Ten",20132014,0.452,36,80,129,1269,6.3,1185,0.891,17.7,81.1,5,6,NA,24.4,72.7,192.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Princeton","ECAC",20132014,0.43,32,60,126,819,7.3,1161,0.891,16.5,75.2,5,6,NA,24.2,72.4,190.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Providence","Hockey East",20132014,0.542,39,115,88,1305,8.8,1190,0.926,14,87.2,7,5,NA,24,72.3,187.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quinnipiac","ECAC",20132014,0.55,40,141,81,1359,10.4,877,0.908,22.5,89.8,4,2,NA,24.2,71.8,182.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rensselaer","ECAC",20132014,0.501,37,104,100,912,11.4,1088,0.908,16.5,82.8,7,5,NA,24.1,72.2,190.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RIT","Atlantic Hockey",20132014,0.445,37,94,124,1160,8.1,1232,0.899,21.5,84.5,0,2,NA,24.11,72.3,191.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robert Morris","Atlantic Hockey",20132014,0.474,42,145,130,1481,9.8,1449,0.91,16.9,76.2,6,4,NA,24.7,72.6,189.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sacred Heart","Atlantic Hockey",20132014,0.428,36,82,137,1010,8.1,1236,0.889,12.7,77.1,2,10,NA,24.7,71.6,188.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Cloud State","NCHC",20132014,0.545,38,136,107,1187,11.5,1122,0.905,25.3,76.9,2,2,NA,24.4,71.5,186.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Lawrence","ECAC",20132014,0.495,38,122,131,1130,10.8,1015,0.871,27.2,73.7,3,4,NA,24.5,72.1,190.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Union","ECAC",20132014,0.582,42,160,90,1405,11.4,1182,0.924,20.9,82.4,4,3,NA,24.1,72.1,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermont","Hockey East",20132014,0.536,38,105,89,1091,9.6,1070,0.917,15.3,85.2,4,7,NA,24.4,71.5,185.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Western Michigan","NCHC",20132014,0.516,40,103,106,1084,9.5,1173,0.91,13.3,84.8,7,4,NA,24.1,71.8,192.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wisconsin","Big Ten",20132014,0.563,37,120,95,1166,10.3,1096,0.913,19.4,85.1,5,6,NA,24.3,71.9,190.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yale","ECAC",20132014,0.524,33,106,82,1147,9.2,968,0.915,19.9,80.4,6,2,NA,24,72,188.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Air Force","Atlantic Hockey",20142015,0.452,41,119,130,1188,10,1134,0.885,18.4,83,1,7,52.8,23.7,71.8,185.2,2399,2056,53.8,1835,1605,53.3,1859,1611,53.6,1430,1258,53.2,498,77,86.6,371,69,84.3,1112,950,53.9,857,749,53.4
"Alabama-Huntsville","WCHA",20142015,0.441,38,62,121,802,7.7,1428,0.915,15.3,81.6,3,8,45.7,24.1,72.2,189.4,1563,2714,36.5,1155,2094,35.5,1257,1956,39.1,937,1534,37.9,244,57,81.1,172,47,78.5,790,1206,39.6,596,942,38.8
