Simulation,Team,Wins,Losses,Ties,HomeWins,HomeLosses,HomeTies,AwayWins,AwayLosses,AwayTies,NeutralWins,NeutralLosses,NeutralTies,Pct,AdjPct,OppWinPct,OppOppWinPct,SOS,RPI,Pairwise,PWRank
114,Michigan,21,14,5,11,5,3,6,7,2,4,2,0,0.5875,0.5803108808290155,0.5569518651918883,0.5294653941304899,0.5371616060276815,0.5479489247280149,52,8
114,Providence,24,12,4,13,3,0,6,6,4,5,3,0,0.65,0.6578947368421053,0.5057056691546854,0.5053828576713719,0.5054732448866998,0.5435786178755511,51,9
114,Northeastern,23,10,5,14,4,2,7,4,3,2,2,0,0.6710526315789473,0.6612021857923498,0.4905457853980921,0.5001611288107228,0.49746883265518627,0.5384021709394771,50,10
114,Penn State,18,15,5,11,5,3,7,9,2,0,1,0,0.5394736842105263,0.5384615384615384,0.5423380467200956,0.5290123072880493,0.5327435143290222,0.5341730203621513,49,11
114,Minnesota,19,17,2,13,5,1,4,12,1,2,0,0,0.5263157894736842,0.5229885057471264,0.5602424450138115,0.5337289201010157,0.5411527070765986,0.5366116567442305,48,12
114,North Dakota,18,14,10,10,5,6,7,8,4,1,1,0,0.5476190476190477,0.5441176470588235,0.5144007081181542,0.532767066696749,0.5276244862947425,0.5317477764857628,47,13
114,Clarkson,22,11,6,10,3,5,9,6,1,3,2,0,0.6410256410256411,0.6387434554973822,0.5020543200731261,0.49357735955307785,0.4959509084986914,0.5316490452483641,46,14
114,Boston University,22,14,4,8,6,4,10,5,0,4,3,0,0.6,0.5911330049261084,0.5405961096611372,0.5000521476522379,0.5114044570147297,0.5313365939925745,45,15
114,Nebraska-Omaha,17,17,2,12,4,2,5,13,0,0,0,0,0.5,0.5000000000000001,0.5464831722017985,0.5223498592824601,0.5291071868998749,0.5218303901749062,43,16
114,Boston College,20,14,3,11,5,2,9,5,0,0,4,1,0.581081081081081,0.5710382513661203,0.5326431344576379,0.5028165296534899,0.5111679789986513,0.5261355470905186,42,17
114,Princeton,19,13,4,9,6,3,8,6,1,2,1,0,0.5833333333333334,0.5754189944134079,0.5074700766070213,0.4928638937054258,0.4969536249178725,0.5165699672917564,41,18
114,Bowling Green,23,13,6,11,5,5,10,8,1,2,0,0,0.6190476190476191,0.6165048543689321,0.464576584972402,0.49198159850855305,0.48430819471843073,0.5173573596310561,40,19
114,Mercyhurst,21,12,4,12,5,1,9,6,3,0,1,0,0.6216216216216216,0.6243093922651932,0.46059164721380663,0.4871077057196202,0.4796832093379924,0.5158397550697926,40,20
114,Northern Michigan,25,15,3,17,5,0,7,8,2,1,2,1,0.6162790697674418,0.6113861386138614,0.46482629276517956,0.4879094744962982,0.481446183611585,0.513931172362154,39,21
114,Union,21,15,2,9,7,1,11,6,1,1,2,0,0.5789473684210527,0.5803108808290155,0.48177189330170683,0.49765001166215694,0.49320413852123085,0.514980824098177,38,22
114,Air Force,23,15,5,8,7,1,12,6,4,3,2,0,0.5930232558139535,0.6045454545454544,0.4631497169311834,0.485166215490471,0.4790015958938704,0.5103875605567665,37,23
114,Michigan Tech,22,17,5,9,5,2,10,9,3,3,3,0,0.5568181818181818,0.5714285714285715,0.49244696691411766,0.4831267791087135,0.48573643169422664,0.5071594666278129,37,24
114,Colorado College,15,19,5,8,6,3,7,13,2,0,0,0,0.44871794871794873,0.45989304812834214,0.5002659127365776,0.530322851209886,0.5219069084373597,0.5064034433601052,35,25
114,Western Michigan,15,19,2,10,7,2,5,12,0,0,0,0,0.4444444444444444,0.43529411764705883,0.531007285592516,0.5294885153748256,0.5299137710357789,0.5062588576885989,34,26
114,Maine,18,16,4,8,7,3,9,8,1,1,1,0,0.5263157894736842,0.5263157894736842,0.46990994845034595,0.5106886306551659,0.4992705996378163,0.5060318970967833,33,27
114,Wisconsin,14,19,4,7,9,3,5,9,1,2,1,0,0.43243243243243246,0.4207650273224044,0.5469395997361897,0.5293886628027484,0.5343029251441119,0.5059184506886851,33,28
114,Harvard,15,14,4,9,4,1,5,7,3,1,3,0,0.5151515151515151,0.5189873417721518,0.5059390659325285,0.493668142053299,0.49710400073948324,0.5025748359976504,31,29
114,Miami,12,20,5,8,9,1,4,11,4,0,0,0,0.3918918918918919,0.3910614525139665,0.5770281067793255,0.5211628729831083,0.536805138446049,0.5003692169630285,31,30
114,Quinnipiac,16,18,4,6,9,1,10,9,3,0,0,0,0.47368421052631576,0.4896907216494846,0.5097902086322446,0.48923346732289297,0.4949893548895114,0.4936646965795047,29,31
114,Colgate,17,17,6,11,6,2,6,11,4,0,0,0,0.5,0.5052631578947369,0.45630801691010486,0.49740141040354185,0.4858952602253795,0.49073723464271884,28,32
114,Bemidji State,16,15,8,8,9,4,8,6,4,0,0,0,0.5128205128205128,0.5050505050505051,0.48553062190648594,0.48575446994488714,0.4856917924941348,0.4905314706332274,27,33
114,Michigan State,12,22,2,8,7,1,4,11,1,0,4,0,0.3611111111111111,0.3546511627906977,0.5506717395973909,0.5289128084557396,0.5350053091754019,0.48991677257922595,26,34
114,Canisius,19,17,2,11,7,1,8,9,1,0,1,0,0.5263157894736842,0.5243243243243243,0.47989110891965225,0.47749551488471353,0.4781662812144964,0.48970579199195335,25,35
114,Connecticut,15,19,2,8,8,1,7,11,1,0,0,0,0.4444444444444444,0.44886363636363635,0.4997838410764107,0.5042337580983506,0.5029877813322075,0.48945674509006465,24,36
114,Massachusetts,17,20,2,11,8,0,6,12,2,0,0,0,0.46153846153846156,0.4623655913978494,0.5047359315535686,0.49579774763539547,0.49830043913248395,0.48931672719882535,24,37
114,Yale,15,15,1,9,7,1,5,7,0,1,1,0,0.5,0.48344370860927144,0.46535187153546964,0.4942136331986958,0.4861323399329925,0.48546018210206227,21,38
114,Dartmouth,16,17,2,10,7,1,6,10,1,0,0,0,0.4857142857142857,0.4821428571428571,0.4709531952593444,0.49577099663361607,0.48882201224882,0.4871522234723293,20,39
114,Robert Morris,18,20,5,8,8,3,8,10,2,2,2,0,0.47674418604651164,0.4788732394366197,0.49682365345792495,0.48288108480925607,0.4867850040308833,0.48480706288231745,19,40
114,Massachusetts-Lowell,17,19,0,10,8,0,6,10,0,1,1,0,0.4722222222222222,0.4655172413793104,0.4610133767267855,0.5011930780849554,0.48994276170466783,0.4838363816233285,18,41
114,Merrimack,12,21,4,6,7,2,6,14,2,0,0,0,0.3783783783783784,0.3932584269662921,0.5164228137234016,0.5006631956988513,0.5050758887457254,0.4771215233008671,18,42
114,Army,15,15,6,6,8,4,9,7,2,0,0,0,0.5,0.5000000000000001,0.47173650736179107,0.48088985035004445,0.4783269143133335,0.48374518573500014,17,43
114,American International,15,20,4,9,7,1,6,13,3,0,0,0,0.4358974358974359,0.44623655913978494,0.48098667264442296,0.4808636241503059,0.48089807772865867,0.47223269808144025,16,44
114,Bentley,13,18,6,6,7,2,7,11,4,0,0,0,0.43243243243243246,0.4505494505494506,0.47206648039394244,0.48134141204450354,0.4787444311823464,0.4716956860241225,16,45
114,Holy Cross,13,16,7,8,6,5,5,10,2,0,0,0,0.4583333333333333,0.45086705202312144,0.4564775333167534,0.4827810597952326,0.47541607238125844,0.4692788172917242,16,46
114,RIT,15,20,2,6,13,1,9,7,1,0,0,0,0.43243243243243246,0.42783505154639173,0.4880820806407685,0.47894359544033893,0.48150237129645923,0.46808554135894237,14,47
114,Vermont,10,18,7,3,10,4,7,8,3,0,0,0,0.38571428571428573,0.39226519337016574,0.4763311495539571,0.4973945006428335,0.4914967623379481,0.4666888700960026,12,48
114,Sacred Heart,13,22,4,3,10,3,9,12,1,1,0,0,0.38461538461538464,0.4020100502512563,0.48948184223142943,0.4787643689301092,0.48176526145447884,0.4618264586536732,11,49
114,Alabama-Huntsville,12,23,2,6,7,1,6,16,1,0,0,0,0.35135135135135137,0.36931818181818177,0.5096210518857952,0.4756241376139801,0.4851432736100883,0.4561870006621117,10,50
114,Arizona State,8,19,5,4,9,1,2,8,4,2,2,0,0.328125,0.32704402515723274,0.49951619496610206,0.49651156269628366,0.49735285973183274,0.4547756510881828,9,51
114,New Hampshire,10,20,6,6,10,2,4,9,4,0,1,0,0.3611111111111111,0.3575418994413409,0.47999730084411063,0.4896937205843469,0.48697872305708073,0.4546195171531458,8,52
114,Ferris State,13,22,1,9,7,0,4,15,1,0,0,0,0.375,0.37724550898203596,0.471846552022346,0.48025503666111985,0.4779006609622632,0.45273687296720644,7,53
114,Niagara,11,22,3,5,9,2,6,13,1,0,0,0,0.3472222222222222,0.3559322033898305,0.48633318204763937,0.4790733084536764,0.481106073059986,0.4498126056424472,6,54
114,Brown,8,19,4,5,9,1,3,10,3,0,0,0,0.3225806451612903,0.3223684210526316,0.49174349333776946,0.4881660882765493,0.48916776169369086,0.4474679265334261,5,55
114,Lake Superior,10,22,4,4,10,1,5,11,3,1,1,0,0.3333333333333333,0.34444444444444444,0.45957762505659616,0.4830367499595101,0.4764681949866942,0.4434622573511318,4,56
114,Alaska,11,22,3,7,9,1,4,13,2,0,0,0,0.3472222222222222,0.3468208092485549,0.45400214364326824,0.4769155357742768,0.47049978597759445,0.43958004179533455,3,57
114,Rensselaer,6,27,4,3,12,1,3,12,3,0,3,0,0.21621621621621623,0.2216216216216216,0.514871870155622,0.4880961037087713,0.4955933183138895,0.4271003941408225,2,58
114,St. Lawrence,8,26,2,4,10,2,3,16,0,1,0,0,0.25,0.24855491329479767,0.4905614895212975,0.49249810100879715,0.49195584979229723,0.4311056156679224,1,59
114,Alaska-Anchorage,4,26,4,1,13,3,3,13,1,0,0,0,0.17647058823529413,0.18023255813953487,0.4432528913524139,0.4789565079282113,0.46895949528698805,0.39677776100012474,0,60
115,St. Cloud State,25,9,6,16,3,2,8,4,4,1,2,0,0.7,0.6963350785340314,0.5569289942297718,0.5364386466684323,0.5421759439856074,0.5807157276227134,59,1
115,Notre Dame,28,10,2,14,6,1,11,2,1,3,2,0,0.725,0.7064676616915422,0.5312346339461107,0.5314231321556324,0.5313703526569663,0.5751446799156104,57,2
115,Cornell,25,6,2,15,2,0,9,2,2,1,2,0,0.7878787878787878,0.7861635220125786,0.4780160110315683,0.503374545578462,0.4962741559053317,0.5687464974321434,57,3
115,Denver,23,10,8,13,5,3,7,4,5,3,1,0,0.6585365853658537,0.65,0.5561099871136637,0.5280217240534852,0.5358864377103352,0.5644148282827515,56,4
115,Ohio State,26,10,5,13,4,3,11,5,2,2,1,0,0.6951219512195121,0.6930693069306931,0.5165368542952146,0.5284338582134475,0.5251026971163423,0.56709434956993,55,5
115,Minnesota State,29,10,1,15,5,1,14,4,0,0,1,0,0.7375,0.73,0.5094830125730176,0.49267374280561843,0.4973803383404902,0.5555352537553677,54,6
115,Minnesota-Duluth,25,16,3,12,6,2,8,8,1,5,2,0,0.6022727272727273,0.5981308411214955,0.555276563279539,0.5275828233814713,0.5353370705529302,0.5510355131950716,54,7
115,Providence,24,12,4,13,3,0,6,6,4,5,3,0,0.65,0.6578947368421053,0.5055654288480365,0.5049663373488392,0.5051340829686145,0.5433242464369872,52,8
115,Northeastern,23,10,5,14,4,2,7,4,3,2,2,0,0.6710526315789473,0.6612021857923498,0.48856504354271185,0.4987942065242609,0.49593004088942716,0.5372480771151578,50,9
115,Clarkson,22,11,6,10,3,5,9,6,1,3,2,0,0.6410256410256411,0.6387434554973822,0.5031542364794793,0.49436602562315884,0.4968267246629286,0.5323059073715419,50,10
115,North Dakota,17,13,10,10,5,6,6,7,4,1,1,0,0.55,0.5412371134020619,0.5167869716835091,0.5334131218086635,0.5287577997736203,0.5318776281807307,49,11
115,Penn State,18,15,5,11,5,3,7,9,2,0,1,0,0.5394736842105263,0.5384615384615384,0.53889743970806,0.5220534695103611,0.5267697811657168,0.5296927204896722,47,12
115,Michigan,19,15,6,10,5,4,5,8,2,4,2,0,0.55,0.5416666666666667,0.5206864005730485,0.5217513948773028,0.5214531964721116,0.5265065640207505,47,13
115,Minnesota,19,17,2,13,5,1,4,12,1,2,0,0,0.5263157894736842,0.5229885057471264,0.5553649495510167,0.5266950539490088,0.534722624717571,0.53178909497496,46,14
115,Boston University,22,14,4,8,6,4,10,5,0,4,3,0,0.6,0.5911330049261084,0.5387215136688942,0.4997207962371948,0.5106409971180706,0.5307639990700801,46,15
115,Boston College,20,14,3,11,5,2,9,5,0,0,4,1,0.581081081081081,0.5710382513661203,0.5314158178976309,0.5030618080892905,0.5110009308356258,0.5260102609682494,42,16
115,Bowling Green,23,12,6,11,4,5,10,8,1,2,0,0,0.6341463414634146,0.635,0.46451458799306133,0.4956564976736392,0.48693676296307736,0.5239525722223081,42,17
115,Nebraska-Omaha,17,17,2,12,4,2,5,13,0,0,0,0,0.5,0.5000000000000001,0.5499719439115173,0.5237244574792512,0.5310737536802858,0.5233053152602143,42,18
115,Northern Michigan,25,15,3,17,5,0,7,8,2,1,2,1,0.6162790697674418,0.6113861386138614,0.47027931968551867,0.4936964189452632,0.4871396311525348,0.5182012580178664,42,19
115,Princeton,19,13,4,9,6,3,8,6,1,2,1,0,0.5833333333333334,0.5754189944134079,0.5094406166978375,0.49373940214638384,0.4981357422207909,0.5174565552689452,40,20
115,Union,21,15,2,9,7,1,11,6,1,1,2,0,0.5789473684210527,0.5803108808290155,0.4830478945666797,0.49860029980094683,0.494245626335352,0.515761939958768,38,21
115,Mercyhurst,21,12,4,12,5,1,9,6,3,0,1,0,0.6216216216216216,0.6243093922651932,0.45875319473371595,0.48440699523744934,0.47722393109640404,0.5139952963886013,38,22
115,Michigan Tech,22,17,5,9,5,2,10,9,3,3,3,0,0.5568181818181818,0.5714285714285715,0.49829208613006903,0.4876429748428083,0.49062472600324125,0.5108256873595738,37,23
115,Colorado College,15,17,5,8,6,3,7,11,2,0,0,0,0.47297297297297297,0.48044692737430167,0.4983156014451417,0.5326348263421345,0.5230254433709766,0.5123808143718078,36,24
115,Western Michigan,15,19,2,10,7,2,5,12,0,0,0,0,0.4444444444444444,0.43529411764705883,0.5352072239410611,0.5309482161625072,0.5321407383405022,0.5079290831671415,35,25
115,Maine,18,16,4,8,7,3,9,8,1,1,1,0,0.5263157894736842,0.5263157894736842,0.46936692422311116,0.5109955287562622,0.49933951948697997,0.506083586983656,34,26
115,Air Force,23,17,5,8,7,1,12,8,4,3,2,0,0.5666666666666667,0.5833333333333333,0.4668347155509858,0.48442023843109516,0.4794962920246646,0.5054555523518317,34,27
115,Harvard,15,14,4,9,4,1,5,7,3,1,3,0,0.5151515151515151,0.5189873417721518,0.5072687117148921,0.4946195399754204,0.4981613080624725,0.5033678164898923,32,28
115,Miami,12,20,5,8,9,1,4,11,4,0,0,0,0.3918918918918919,0.3910614525139665,0.5810836697109544,0.5226788848210547,0.5390322245902267,0.5020395315711617,32,29
115,Wisconsin,14,19,4,7,9,3,5,9,1,2,1,0,0.43243243243243246,0.4207650273224044,0.5413983887395911,0.5220191264151475,0.5274453198659917,0.5007752467300949,31,30
115,Bemidji State,16,14,8,8,8,4,8,6,4,0,0,0,0.5263157894736842,0.5208333333333334,0.4843645013224423,0.4902073586039201,0.48857135856510636,0.4966368522571631,29,31
115,Quinnipiac,16,18,4,6,9,1,10,9,3,0,0,0,0.47368421052631576,0.4896907216494846,0.5108731160220046,0.48988692881159435,0.4957630612305093,0.49424497633525305,28,32
115,Colgate,17,17,6,11,6,2,6,11,4,0,0,0,0.5,0.5052631578947369,0.45672044503925124,0.49843895630384233,0.4867577731497569,0.4913841193360019,27,33
115,Connecticut,15,19,2,8,8,1,7,11,1,0,0,0,0.4444444444444444,0.44886363636363635,0.49924271553528515,0.5037068116483434,0.5024568647366872,0.48905855764342443,26,34
115,Massachusetts,17,20,2,11,8,0,6,12,2,0,0,0,0.46153846153846156,0.4623655913978494,0.504031133505317,0.4954846982942961,0.49787770015338195,0.4889996729644988,26,35
115,Canisius,19,17,2,11,7,1,8,9,1,0,1,0,0.5263157894736842,0.5243243243243243,0.47738978165448753,0.47577838410882306,0.4762295754216091,0.4882532626472879,23,36
115,Dartmouth,16,17,2,10,7,1,6,10,1,0,0,0,0.4857142857142857,0.4821428571428571,0.47426540724091126,0.4970878142384116,0.4906975402791115,0.4885588694950479,22,37
115,Yale,15,15,1,9,7,1,5,7,0,1,1,0,0.5,0.48344370860927144,0.46650942064782974,0.4952386784322074,0.48719448625258166,0.48625679184175413,22,38
115,Michigan State,12,22,2,8,7,1,4,11,1,0,4,0,0.3611111111111111,0.3546511627906977,0.5456862212397796,0.5220602176312944,0.5286754986416703,0.48516941467892716,21,39
115,Massachusetts-Lowell,17,19,0,10,8,0,6,10,0,1,1,0,0.4722222222222222,0.4655172413793104,0.46126773134219495,0.5013787866922238,0.49014769119421575,0.48399007874048944,19,40
115,Army,15,15,6,6,8,4,9,7,2,0,0,0,0.5,0.5000000000000001,0.46675098382858937,0.4791398333255828,0.4756709554664246,0.4817532165998185,18,41
115,Merrimack,12,22,4,6,8,2,6,14,2,0,0,0,0.3684210526315789,0.3804347826086956,0.5176658766391571,0.5007864959274425,0.5055127225267225,0.47424323754721587,18,42
115,Robert Morris,18,20,3,8,8,3,8,10,0,2,2,0,0.47560975609756095,0.4729064039408867,0.4899718734820879,0.47736975433631856,0.48089834769713397,0.4789003617580722,17,43
115,American International,15,20,4,9,7,1,6,13,3,0,0,0,0.4358974358974359,0.44623655913978494,0.47940101179028655,0.4781638742747419,0.4785102727790944,0.470441844369267,16,44
115,Bentley,13,18,6,6,7,2,7,11,4,0,0,0,0.43243243243243246,0.4505494505494506,0.47004654648568317,0.4786874608714395,0.4762680048434277,0.46983836626993347,16,45
115,Holy Cross,13,16,7,8,6,5,5,10,2,0,0,0,0.4583333333333333,0.45086705202312144,0.45458151128623914,0.48040362236980877,0.47317343126640926,0.46759683645558736,16,46
115,Vermont,10,18,7,3,10,4,7,8,3,0,0,0,0.38571428571428573,0.39226519337016574,0.4777127205487878,0.49724774950761946,0.4917779413991466,0.4668997543919014,13,47
115,RIT,15,20,2,6,13,1,9,7,1,0,0,0,0.43243243243243246,0.42783505154639173,0.4850335397496327,0.47695627494318127,0.4792179090889876,0.4663721947033387,13,48
115,Alabama-Huntsville,12,23,2,6,7,1,6,16,1,0,0,0,0.35135135135135137,0.36931818181818177,0.5174453683957735,0.4806315815249151,0.4909394418487555,0.46053412684111206,11,49
115,Sacred Heart,13,22,4,3,10,3,9,12,1,1,0,0,0.38461538461538464,0.4020100502512563,0.4860123371073098,0.47641905096228365,0.47910517108289097,0.4598313908749823,10,50
115,Ferris State,13,22,1,9,7,0,4,15,1,0,0,0,0.375,0.37724550898203596,0.47801775910195293,0.48489679104719163,0.48297066210252476,0.45653937382240256,9,51
115,Arizona State,8,19,5,4,9,1,2,8,4,2,2,0,0.328125,0.32704402515723274,0.49957355969560585,0.4979908331793676,0.4984339966039143,0.4555865037422439,8,52
115,New Hampshire,10,20,6,6,10,2,4,9,4,0,1,0,0.3611111111111111,0.3575418994413409,0.4808888548082903,0.4893760166703392,0.4869996113489655,0.4546351833720593,7,53
115,Alaska,11,22,5,7,9,1,4,13,4,0,0,0,0.35526315789473684,0.36065573770491804,0.46757456572665923,0.4853192341493549,0.48035072699100007,0.45042697966947964,6,54
115,Brown,8,19,4,5,9,1,3,10,3,0,0,0,0.3225806451612903,0.3223684210526316,0.4928934269954431,0.489171329520745,0.4902135168136605,0.44825224287340326,5,55
115,Niagara,11,22,3,5,9,2,6,13,1,0,0,0,0.3472222222222222,0.3559322033898305,0.4822769746016013,0.4771642789512175,0.478595833733325,0.44792992614745136,4,56
115,Lake Superior,10,22,4,4,10,1,5,11,3,1,1,0,0.3333333333333333,0.34444444444444444,0.468367119484313,0.487786640357268,0.4823491745128406,0.4478729919957416,3,57
115,Rensselaer,6,27,4,3,12,1,3,12,3,0,3,0,0.21621621621621623,0.2216216216216216,0.515914341198093,0.4881924230474725,0.49595456012964634,0.4273713255026401,2,58
115,St. Lawrence,9,26,2,5,10,2,3,16,0,1,0,0,0.2702702702702703,0.2655367231638418,0.49228290542024977,0.49382555326886746,0.4933936118712545,0.4364293896944013,1,59
115,Alaska-Anchorage,5,26,5,1,13,3,4,13,2,0,0,0,0.20833333333333334,0.2185792349726776,0.4566003668809218,0.48763436372408703,0.47894484460800074,0.41385344219917,0,60
116,Notre Dame,28,10,2,14,6,1,11,2,1,3,2,0,0.725,0.7064676616915422,0.5401187846213062,0.5380279657772787,0.5386133950536064,0.5805769617130905,58,1
116,St. Cloud State,25,9,6,16,3,2,8,4,4,1,2,0,0.7,0.6963350785340314,0.5566487605725748,0.5359217551933483,0.5417253166995317,0.5803777571581566,58,2
116,Ohio State,26,10,5,13,4,3,11,5,2,2,1,0,0.6951219512195121,0.6930693069306931,0.5246074092498697,0.5351283926904369,0.5321825173270781,0.5724042147279819,56,3
116,Cornell,25,6,2,15,2,0,9,2,2,1,2,0,0.7878787878787878,0.7861635220125786,0.47644515208002125,0.5017945672714278,0.494696731017834,0.5675634287665201,56,4
116,Denver,23,10,8,13,5,3,7,4,5,3,1,0,0.6585365853658537,0.65,0.5564064823443694,0.5278081266404846,0.5358156662375724,0.5643617496781792,56,5
116,Minnesota State,29,10,1,15,5,1,14,4,0,0,1,0,0.7375,0.73,0.5056845500061727,0.48970343174518566,0.494178144858262,0.5531336086436965,54,6
116,Minnesota-Duluth,25,16,3,12,6,2,8,8,1,5,2,0,0.6022727272727273,0.5981308411214955,0.5563719632067147,0.5270864309066505,0.5352863799506685,0.5509974952433753,53,7
116,Michigan,22,13,5,13,4,2,5,7,3,4,2,0,0.6125,0.6084656084656085,0.5405608563359836,0.532133351310226,0.5344930527174381,0.5529861916544807,52,8
116,Providence,24,12,4,13,3,0,6,6,4,5,3,0,0.65,0.6578947368421053,0.5030545393247631,0.504230896925356,0.50390151679719,0.5423998218084188,51,9
116,Minnesota,19,17,2,13,5,1,4,12,1,2,0,0,0.5263157894736842,0.5229885057471264,0.5637461756046566,0.5334693202278816,0.5419468397333785,0.5372072562368155,49,10
116,Northeastern,23,10,5,14,4,2,7,4,3,2,2,0,0.6710526315789473,0.6612021857923498,0.48676621866110775,0.4983608850709041,0.49511437847616113,0.5366363303052082,49,11
116,Penn State,18,15,5,11,5,3,7,9,2,0,1,0,0.5394736842105263,0.5384615384615384,0.543866836710424,0.5293516638918077,0.5334159122810203,0.5346773188261498,49,12
116,Clarkson,22,11,6,10,3,5,9,6,1,3,2,0,0.6410256410256411,0.6387434554973822,0.5020543200731261,0.49311267025792643,0.49561633220618234,0.5313981130289823,47,13
116,North Dakota,17,13,10,10,5,6,6,7,4,1,1,0,0.55,0.5412371134020619,0.5139923938008096,0.5335484585117922,0.5280727603927171,0.5313638486450534,46,14
116,Boston University,22,14,4,8,6,4,10,5,0,4,3,0,0.6,0.5911330049261084,0.5385876091304693,0.49858535332853443,0.5097859849530763,0.5301227399463343,45,15
116,Nebraska-Omaha,17,17,2,12,4,2,5,13,0,0,0,0,0.5,0.5000000000000001,0.5499719439115173,0.5232921751307545,0.5307625103893681,0.5230718827920261,43,16
116,Boston College,20,15,4,11,5,2,9,6,1,0,4,1,0.5641025641025641,0.5598958333333334,0.5345861590952131,0.5033493543764366,0.5120956596976941,0.5240457031066039,42,17
116,Bowling Green,23,12,6,11,4,5,10,8,1,2,0,0,0.6341463414634146,0.635,0.462501080667054,0.4932989891166811,0.48467557475078543,0.5222566810630891,41,18
116,Princeton,19,13,4,9,6,3,8,6,1,2,1,0,0.5833333333333334,0.5754189944134079,0.5082669628787679,0.4924646852475752,0.49688932298430916,0.5165217408415839,41,19
116,Northern Michigan,25,15,3,17,5,0,7,8,2,1,2,1,0.6162790697674418,0.6113861386138614,0.4675220393135186,0.49102182694842167,0.4844418864106488,0.516177949461452,41,20
116,Union,21,15,2,9,7,1,11,6,1,1,2,0,0.5789473684210527,0.5803108808290155,0.48101599372344084,0.49752932844580494,0.492905594723543,0.5147569162499112,38,21
116,Mercyhurst,21,12,4,12,5,1,9,6,3,0,1,0,0.6216216216216216,0.6243093922651932,0.45731162274046333,0.4856764719674312,0.4777343141838801,0.5143780837042085,38,22
116,Air Force,23,15,5,8,7,1,12,6,4,3,2,0,0.5930232558139535,0.6045454545454544,0.46245309303057697,0.48375485432955645,0.4777903611658422,0.5094791345107452,37,23
116,Colorado College,15,17,5,8,6,3,7,11,2,0,0,0,0.47297297297297297,0.48044692737430167,0.4964549676423456,0.5320461810145164,0.5220806412703086,0.5116722127963069,36,24
116,Michigan Tech,22,17,5,9,5,2,10,9,3,3,3,0,0.5568181818181818,0.5714285714285715,0.49597398674440746,0.48561345360264896,0.4885144028823413,0.5092429450188989,36,25
116,Western Michigan,15,19,2,10,7,2,5,12,0,0,0,0,0.4444444444444444,0.43529411764705883,0.5352072239410611,0.5308970809350009,0.5321039209766978,0.5079014701442881,34,26
116,Wisconsin,14,19,4,7,9,3,5,9,1,2,1,0,0.43243243243243246,0.4207650273224044,0.5507985016518596,0.5287081919077917,0.5348934786361307,0.5063613658076992,34,27
116,Maine,18,16,4,8,7,3,9,8,1,1,1,0,0.5263157894736842,0.5263157894736842,0.4676396559633352,0.5096721874205148,0.49790307861250443,0.5050062563277995,32,28
116,Harvard,15,14,4,9,4,1,5,7,3,1,3,0,0.5151515151515151,0.5189873417721518,0.5039039891580622,0.49370623148790294,0.4965616036355475,0.5021680381696986,31,29
116,Miami,12,20,5,8,9,1,4,11,4,0,0,0,0.3918918918918919,0.3910614525139665,0.5810836697109544,0.5216669459172005,0.5383036285794516,0.5014930845630804,31,30
116,Bemidji State,16,14,8,8,8,4,8,6,4,0,0,0,0.5263157894736842,0.5208333333333334,0.4839924139443741,0.4866698551467263,0.4859201716100677,0.49464846204088414,29,31
116,Quinnipiac,16,18,4,6,9,1,10,9,3,0,0,0,0.47368421052631576,0.4896907216494846,0.5088832261973825,0.4884080848948707,0.494141124459574,0.49302852375705164,28,32
116,Michigan State,12,22,2,8,7,1,4,11,1,0,4,0,0.3611111111111111,0.3546511627906977,0.5552377162563908,0.5293306284590905,0.5365846130423346,0.4911012504794254,27,33
116,Colgate,17,17,6,11,6,2,6,11,4,0,0,0,0.5,0.5052631578947369,0.45609916143809154,0.4969824221134365,0.4855351091243399,0.49046712131693915,26,34
116,Connecticut,15,19,2,8,8,1,7,11,1,0,0,0,0.4444444444444444,0.44886363636363635,0.49570688732840434,0.503595434531051,0.5013866413143099,0.48825589007664155,25,35
116,Canisius,19,17,2,11,7,1,8,9,1,0,1,0,0.5263157894736842,0.5243243243243243,0.47536416007778237,0.4763604291051762,0.4760814737775058,0.48814218641421053,24,36
116,Massachusetts,17,20,2,11,8,0,6,12,2,0,0,0,0.46153846153846156,0.4623655913978494,0.5000020775200541,0.4953384244261272,0.49664424729242673,0.4880745833187824,24,37
116,Yale,15,15,1,9,7,1,5,7,0,1,1,0,0.5,0.48344370860927144,0.46535187153546964,0.49359740226996657,0.4856886536643074,0.48512741740054843,21,38
116,Dartmouth,16,17,2,10,7,1,6,10,1,0,0,0,0.4857142857142857,0.4821428571428571,0.47022373680929774,0.49559007993493764,0.4884875038597585,0.48690134218053316,20,39
116,Massachusetts-Lowell,17,19,0,10,8,0,6,10,0,1,1,0,0.4722222222222222,0.4655172413793104,0.45741078399580326,0.5003396543333533,0.4883195706388392,0.48261898832395705,19,40
116,Army,15,15,6,6,8,4,9,7,2,0,0,0,0.5,0.5000000000000001,0.4690562423248519,0.479214048628477,0.476369862863462,0.4822773971475965,18,41
116,Merrimack,12,21,4,6,7,2,6,14,2,0,0,0,0.3783783783783784,0.3932584269662921,0.5140026929413647,0.4995440836536297,0.5035924942541955,0.47600897743221965,18,42
116,Robert Morris,18,20,3,8,8,3,8,10,0,2,2,0,0.47560975609756095,0.4729064039408867,0.48946285347147417,0.4779054375571314,0.48114151401314736,0.4790827364950822,17,43
