"Day","Blank","Date","Time","Away","AwayScore","at","Home","HomeScore","OT","Notes","GameType","Box","Recap","TV"
"Sun.",NA,"3/5/2017","7:00 ET","Colgate",1,"@","Princeton",2,"","ECAC Tournament","EC","Box","",""
"Sun.",NA,"3/5/2017","7:00 ET","New Hampshire",5,"@","Merrimack",2,"","HEA Tournament","HE","Box","Recap",""
"Sun.",NA,"3/5/2017","5:07 CT","Northern Michigan",1,"@","Bemidji State",3,"","WCHA Tournament","WC","Box","",""
"Fri.",NA,"3/10/2017","7:05 MT","Bentley",0,"@","(18) Air Force",4,"","AHA Tournament","AH","Box","Recap",""
"Fri.",NA,"3/10/2017","7:05 ET","Mercyhurst",4,"@","Army West Point",6,"","AHA Tournament","AH","Box","",""
"Fri.",NA,"3/10/2017","7:35 ET","Niagara",0,"@","Canisius",3,"","AHA Tournament","AH","Box","",""
"Fri.",NA,"3/10/2017","7:05 ET","Holy Cross",3,"@","Robert Morris",6,"","AHA Tournament","AH","Box","",""
"Fri.",NA,"3/10/2017","7:35 ET","(11) Penn State",2,"@","Michigan",3,"","","B10","Box","Recap",""
"Fri.",NA,"3/10/2017","6:30 CT","Michigan State",0,"@","(5) Minnesota",4,"","","B10","Box","","ESPNews"
"Fri.",NA,"3/10/2017","7:07 CT","(15) Ohio State",5,"@","(16) Wisconsin",1,"","","B10","Box","","Wis"
"Fri.",NA,"3/10/2017","7:00 ET","Clarkson",6,"@","(9) Cornell",2,"","ECAC Tournament","EC","Box","",""
"Fri.",NA,"3/10/2017","7:00 ET","Yale",4,"@","(2) Harvard",6,"","ECAC Tournament","EC","Box","Recap",""
"Fri.",NA,"3/10/2017","7:00 ET","Quinnipiac",0,"@","(19) St. Lawrence",2,"","ECAC Tournament","EC","Box","",""
"Fri.",NA,"3/10/2017","7:00 ET","Princeton",1,"@","(6) Union",4,"","ECAC Tournament","EC","Box","",""
"Fri.",NA,"3/10/2017","7:00 ET","(13) Vermont",0,"@","(17) Boston College",7,"","HEA Tournament","HE","Box","",""
"Fri.",NA,"3/10/2017","7:00 ET","Northeastern",2,"@","(8) Boston University",3,"OT","HEA Tournament","HE","Box","",""
"Fri.",NA,"3/10/2017","7:35 ET","(10) Providence",0,"@","(12) Notre Dame",5,"","HEA Tournament","HE","Box","",""
"Fri.",NA,"3/10/2017","7:15 ET","New Hampshire",3,"@","(4) Massachusetts-Lowell",1,"","HEA Tournament","HE","Box","Recap",""
"Fri.",NA,"3/10/2017","7:35 MT","Colorado College",1,"@","(1) Denver",4,"","NCHC Tournament","NT","Box","Recap",""
"Fri.",NA,"3/10/2017","7:07 CT","Miami",4,"@","(3) Minnesota-Duluth",5,"OT","NCHC Tournament","NT","Box","",""
"Fri.",NA,"3/10/2017","7:37 CT","(20) St. Cloud State",2,"@","(14) North Dakota",5,"","NCHC Tournament","NT","Box","",""
"Fri.",NA,"3/10/2017","7:05 ET","Nebraska-Omaha",2,"@","(7) Western Michigan",1,"OT","NCHC Tournament","NT","Box","",""
"Fri.",NA,"3/10/2017","7:07 CT","Bowling Green",4,"@","Bemidji State",3,"OT","WCHA Tournament","WC","Box","",""
"Fri.",NA,"3/10/2017","7:07 ET","Minnesota State",1,"@","Michigan Tech",5,"","WCHA Tournament","WC","Box","Recap",""
"Sat.",NA,"3/11/2017","7:05 MT","Bentley",1,"@","(18) Air Force",2,"","AHA Tournament","AH","Box","",""
"Sat.",NA,"3/11/2017","7:05 ET","Mercyhurst",3,"@","Army West Point",2,"OT","AHA Tournament","AH","Box","",""
"Sat.",NA,"3/11/2017","8:05 ET","Niagara",1,"@","Canisius",2,"","AHA Tournament","AH","Box","Recap",""
"Sat.",NA,"3/11/2017","7:05 ET","Holy Cross",2,"@","Robert Morris",3,"","AHA Tournament","AH","Box","",""
"Sat.",NA,"3/11/2017","7:35 ET","(11) Penn State",0,"@","Michigan",4,"","","B10","Box","",""
"Sat.",NA,"3/11/2017","7:00 CT","Michigan State",1,"@","(5) Minnesota",1,"OT","MSU Wins Shootout 2-1","B10","Box","","FSN+"
"Sat.",NA,"3/11/2017","7:07 CT","(15) Ohio State",3,"@","(16) Wisconsin",1,"","","B10","Box","Recap","BTN"
"Sat.",NA,"3/11/2017","7:00 ET","Clarkson",1,"@","(9) Cornell",2,"","ECAC Tournament","EC","Box","",""
"Sat.",NA,"3/11/2017","7:00 ET","Yale",3,"@","(2) Harvard",4,"","ECAC Tournament","EC","Box","",""
"Sat.",NA,"3/11/2017","7:00 ET","Quinnipiac",3,"@","(19) St. Lawrence",2,"","ECAC Tournament","EC","Box","Recap",""
"Sat.",NA,"3/11/2017","7:00 ET","Princeton",3,"@","(6) Union",4,"OT","ECAC Tournament","EC","Box","",""
"Sat.",NA,"3/11/2017","7:00 ET","(13) Vermont",4,"@","(17) Boston College",7,"","HEA Tournament","HE","Box","",""
"Sat.",NA,"3/11/2017","7:00 ET","Northeastern",2,"@","(8) Boston University",3,"","HEA Tournament","HE","Box","Recap","ASN, NESN"
"Sat.",NA,"3/11/2017","7:05 ET","(10) Providence",2,"@","(12) Notre Dame",5,"","HEA Tournament","HE","Box","",""
"Sat.",NA,"3/11/2017","7:05 ET","New Hampshire",1,"@","(4) Massachusetts-Lowell",3,"","HEA Tournament","HE","Box","",""
"Sat.",NA,"3/11/2017","7:05 MT","Colorado College",0,"@","(1) Denver",4,"","NCHC Tournament","NT","Box","",""
"Sat.",NA,"3/11/2017","7:07 CT","Miami",3,"@","(3) Minnesota-Duluth",5,"","NCHC Tournament","NT","Box","",""
"Sat.",NA,"3/11/2017","7:07 CT","(20) St. Cloud State",5,"@","(14) North Dakota",6,"OT","NCHC Tournament","NT","Box","",""
"Sat.",NA,"3/11/2017","7:05 ET","Nebraska-Omaha",2,"@","(7) Western Michigan",5,"","NCHC Tournament","NT","Box","Recap",""
"Sat.",NA,"3/11/2017","7:07 CT","Bowling Green",2,"@","Bemidji State",1,"","WCHA Tournament","WC","Box","",""
"Sat.",NA,"3/11/2017","7:07 ET","Minnesota State",1,"@","Michigan Tech",0,"","WCHA Tournament","WC","Box","Recap",""
"Sun.",NA,"3/12/2017","7:05 ET","Mercyhurst",3,"@","Army West Point",4,"","AHA Tournament","AH","Box","",""
"Sun.",NA,"3/12/2017","4:00 ET","Clarkson",1,"@","(9) Cornell",2,"","ECAC Tournament","EC","Box","",""
"Sun.",NA,"3/12/2017","7:00 ET","Quinnipiac",3,"@","(19) St. Lawrence",2,"","ECAC Tournament","EC","Box","",""
"Sun.",NA,"3/12/2017","4:00 ET","New Hampshire",2,"@","(4) Massachusetts-Lowell",8,"","HEA Tournament","HE","Box","",""
"Sun.",NA,"3/12/2017","7:05 ET","Nebraska-Omaha",1,"@","(7) Western Michigan",2,"OT","NCHC Tournament","NT","Box","",""
"Sun.",NA,"3/12/2017","7:07 ET","Minnesota State",1,"@","Michigan Tech",4,"","WCHA Tournament","WC","Box","Recap",""
"Thu.",NA,"3/16/2017","4:30 ET","Michigan State",3,"vs.","(13) Ohio State",6,"","Big Ten Tournament","B10","Box","Recap",""
"Thu.",NA,"3/16/2017","8:00 ET","Michigan",1,"vs.","(15) Penn State",4,"","Big Ten Tournament","B10","Box","Recap",""
"Fri.",NA,"3/17/2017","7:35 ET","Army West Point",0,"vs.","(17) Air Force",1,"","AHA Tournament","AH","Box","Recap","TWCS"
"Fri.",NA,"3/17/2017","4:35 ET","Robert Morris",6,"vs.","(20) Canisius",2,"","AHA Tournament","AH","Box","Recap","TWCS"
"Fri.",NA,"3/17/2017","8:00 ET","(15) Penn State",4,"vs.","(5) Minnesota",3,"2 OT","Big Ten Tournament","B10","Box","","BTN"
"Fri.",NA,"3/17/2017","4:30 ET","(13) Ohio State",1,"vs.","(18) Wisconsin",2,"","Big Ten Tournament","B10","Box","Recap","BTN"
"Fri.",NA,"3/17/2017","4:05 ET","(19) Quinnipiac",1,"vs.","(2) Harvard",4,"","ECAC Tournament","EC","Box","Recap","ASN"
"Fri.",NA,"3/17/2017","7:35 ET","(9) Cornell",4,"vs.","(6) Union",1,"","ECAC Tournament","EC","Box","Recap","ASN"
"Fri.",NA,"3/17/2017","8:05 ET","(14) Boston College",3,"vs.","(7) Boston University",2,"","HEA Tournament","HE","Box","Recap","NESN"
"Fri.",NA,"3/17/2017","5:05 ET","(10) Notre Dame",1,"vs.","(4) Massachusetts-Lowell",5,"","HEA Tournament","HE","Box","Recap","NESN"
"Fri.",NA,"3/17/2017","7:30 CT","(11) North Dakota",1,"vs.","(1) Denver",0,"","NCHC Tournament","NT","Box","Recap","CBS"
"Fri.",NA,"3/17/2017","4:00 CT","(8) Western Michigan",2,"vs.","(3) Minnesota-Duluth",5,"","NCHC Tournament","NT","Box","Recap","CBS"
"Sat.",NA,"3/18/2017","7:05 ET","Robert Morris",1,"vs.","(17) Air Force",2,"","AHA Tournament","AH","Box","Recap",""
"Sat.",NA,"3/18/2017","8:00 ET","(15) Penn State",2,"vs.","(18) Wisconsin",1,"2 OT","Big Ten Tournament","B10","Box","Recap",""
"Sat.",NA,"3/18/2017","7:35 ET","(9) Cornell",1,"vs.","(2) Harvard",4,"","ECAC Tournament","EC","Box","Recap",""
"Sat.",NA,"3/18/2017","7:00 ET","(14) Boston College",3,"vs.","(4) Massachusetts-Lowell",4,"","HEA Tournament","HE","Box","Recap",""
"Sat.",NA,"3/18/2017","3:37 CT","(8) Western Michigan",1,"vs.","(1) Denver",3,"","NCHC Tournament","NT","Box","Recap",""
"Sat.",NA,"3/18/2017","7:37 CT","(11) North Dakota",3,"vs.","(3) Minnesota-Duluth",4,"","NCHC Tournament","NT","Box","Recap",""
"Sat.",NA,"3/18/2017","7:07 ET","Bowling Green",2,"@","Michigan Tech",3,"2 OT","WCHA Tournament","WC","Box","Recap",""
"Fri.",NA,"3/24/2017","4:00 ET","(13) Providence",0,"vs.","(2) Harvard",3,"","NCAA East Regional","NC","Box","Recap","ESPNU"
"Fri.",NA,"3/24/2017","7:30 ET","(15) Air Force",5,"vs.","(8) Western Michigan",4,"","NCAA East Regional","NC","Box","Recap","ESPN3"
"Fri.",NA,"3/24/2017","2:00 CT","(10) North Dakota",3,"vs.","(6) Boston University",4,"2 OT","NCAA West Regional","NC","Box","Recap","ESPN2"
"Fri.",NA,"3/24/2017","5:30 CT","(14) Ohio State",2,"vs.","(3) Minnesota-Duluth",3,"OT","NCAA West Regional","NC","Box","Recap","ESPNU"
"Sat.",NA,"3/25/2017","8:30 ET","(15) Air Force",2,"vs.","(2) Harvard",3,"","NCAA East Regional","NC","Box","Recap","ESPNU"
"Sat.",NA,"3/25/2017","5:00 CT","(6) Boston University",2,"vs.","(3) Minnesota-Duluth",3,"OT","NCAA West Regional","NC","Box","Recap","ESPNU"
"Sat.",NA,"3/25/2017","1:00 ET","(19) Michigan Tech",2,"vs.","(1) Denver",5,"","NCAA Midwest Regional","NC","Box","Recap","ESPNews"
"Sat.",NA,"3/25/2017","4:30 ET","(11) Penn State",10,"vs.","(7) Union",3,"","NCAA Midwest Regional","NC","Box","Recap","ESPN3"
"Sat.",NA,"3/25/2017","12:00 ET","(9) Cornell",0,"vs.","(4) Massachusetts-Lowell",5,"","NCAA Northeast Regional","NC","Box","Recap","ESPN3"
"Sat.",NA,"3/25/2017","3:30 ET","(12) Notre Dame",3,"vs.","(5) Minnesota",2,"","NCAA Northeast Regional","NC","Box","Recap","ESPNU"
"Sun.",NA,"3/26/2017","6:00 ET","(11) Penn State",3,"vs.","(1) Denver",6,"","NCAA Midwest Regional","NC","Box","Recap","ESPNU"
"Sun.",NA,"3/26/2017","3:30 ET","(12) Notre Dame",3,"vs.","(4) Massachusetts-Lowell",2,"OT","NCAA Northeast Regional","NC","Box","Recap","ESPNU"
"Thu.",NA,"4/6/2017","8:30 CT","(12) Notre Dame",1,"vs.","(1) Denver",6,"","NCAA Tournament","NC","Box","Recap","ESPN2"
"Thu.",NA,"4/6/2017","5:00 CT","(2) Harvard",1,"vs.","(3) Minnesota-Duluth",2,"","NCAA Tournament","NC","Box","Recap","ESPN2"
"Sat.",NA,"4/8/2017","7:00 CT","(3) Minnesota-Duluth",2,"vs.","(1) Denver",3,"","NCAA Tournament","NC","Box","Recap","ESPN"
