"Day","Blank","Date","Time","Away","AwayScore","at","Home","HomeScore","OT","Notes","GameType","Box","Recap","TV"
"Sat.",NA,"2/4/2017","7:00 ET","(19) Quinnipiac",5,"@","Yale",2,"","","EC","Box","",""
"Sat.",NA,"2/4/2017","6:30 ET","(12) Vermont",1,"@","(17) Notre Dame",4,"","","HE","Box","Recap","NBCSN"
"Sat.",NA,"2/4/2017","7:05 ET","Maine",3,"@","(15) Providence",5,"","","HE","Box","",""
"Sat.",NA,"2/4/2017","3:05 ET","Merrimack",2,"@","Connecticut",2,"OT","","HE","Box","",""
"Sat.",NA,"2/4/2017","7:00 ET","New Hampshire",2,"@","(10) Massachusetts-Lowell",8,"","","HE","Box","",""
"Sat.",NA,"2/4/2017","7:07 CT","Nebraska-Omaha",0,"@","(1) Minnesota-Duluth",5,"","","NT","Box","",""
"Sat.",NA,"2/4/2017","7:07 CT","St. Cloud State",1,"@","(13) North Dakota",2,"OT","","NT","Box","","MidcoSN, FCS"
"Sat.",NA,"2/4/2017","7:07 ET","Northern Michigan",2,"@","Bowling Green",0,"","","WC","Box","Recap",""
"Sat.",NA,"2/4/2017","7:07 CT","(20) Michigan Tech",0,"@","Bemidji State",3,"","","WC","Box","","LPTV"
"Sat.",NA,"2/4/2017","7:07 AT","Minnesota State",5,"@","Alaska-Anchorage",0,"","","WC","Box","",""
"Sat.",NA,"2/4/2017","7:07 AT","Alabama-Huntsville",4,"@","Alaska",1,"","","WC","Box","",""
"Sat.",NA,"2/4/2017","7:05 ET","Arizona State",2,"@","(9) Western Michigan",2,"OT","","NC","Box","Recap",""
"Mon.",NA,"2/6/2017","8:00 ET","(3) Boston University",3,"vs.","(7) Boston College",1,"","Beanpot","NC","Box","Recap",""
"Mon.",NA,"2/6/2017","5:00 ET","Northeastern",3,"vs.","(4) Harvard",4,"","Beanpot","NC","Box","Recap",""
"Tue.",NA,"2/7/2017","7:00 ET","Colgate",0,"@","(12) Cornell",4,"","","EC","Box","",""
"Wed.",NA,"2/8/2017","7:05 ET","(11) Providence",4,"@","Connecticut",1,"","","HE","Box","",""
"Fri.",NA,"2/10/2017","6:35 MT","American International",0,"@","(20) Air Force",5,"","","AH","Box","",""
"Fri.",NA,"2/10/2017","7:05 ET","Niagara",1,"@","Army West Point",6,"","","AH","Box","",""
"Fri.",NA,"2/10/2017","7:05 ET","Holy Cross",4,"@","RIT",0,"","","AH","Box","Recap","TWCS"
"Fri.",NA,"2/10/2017","7:05 ET","Bentley",3,"@","Robert Morris",0,"","","AH","Box","",""
"Fri.",NA,"2/10/2017","7:05 ET","Canisius",2,"@","Sacred Heart",2,"OT","","AH","Box","",""
"Fri.",NA,"2/10/2017","7:30 ET","Michigan",4,"vs.","Michigan State",4,"OT","Michigan wins shootout, 2-1 (5 rounds)","B10","Box","","FSD"
"Fri.",NA,"2/10/2017","8:05 ET","(5) Minnesota",4,"@","(12) Ohio State",5,"","","B10","Box","","BTN"
"Fri.",NA,"2/10/2017","7:07 CT","(10) Penn State",6,"@","(17) Wisconsin",3,"","","B10","Box","Recap","Wis"
"Fri.",NA,"2/10/2017","7:05 ET","Rensselaer",1,"@","Dartmouth",2,"","","EC","Box","",""
"Fri.",NA,"2/10/2017","7:00 ET","(6) Union",2,"@","(4) Harvard",6,"","","EC","Box","Recap",""
"Fri.",NA,"2/10/2017","7:00 ET","(18) St. Lawrence",1,"@","Princeton",3,"","","EC","Box","",""
"Fri.",NA,"2/10/2017","7:00 ET","Clarkson",4,"@","(19) Quinnipiac",2,"","","EC","Box","",""
"Fri.",NA,"2/10/2017","6:00 ET","Merrimack",6,"@","(7) Boston College",3,"","","HE","Box","","ASN, NESN"
"Fri.",NA,"2/10/2017","7:00 ET","(16) Notre Dame",3,"@","Maine",2,"","","HE","Box","",""
"Fri.",NA,"2/10/2017","7:00 ET","Massachusetts",2,"@","Northeastern",6,"","","HE","Box","",""
"Fri.",NA,"2/10/2017","7:05 ET","Connecticut",3,"@","(11) Providence",4,"","","HE","Box","",""
"Fri.",NA,"2/10/2017","7:15 ET","(3) Boston University",2,"@","(9) Massachusetts-Lowell",3,"","","HE","Box","Recap",""
"Fri.",NA,"2/10/2017","7:00 ET","New Hampshire",4,"@","(15) Vermont",2,"","","HE","Box","",""
"Fri.",NA,"2/10/2017","7:35 MT","Colorado College",1,"@","(2) Denver",2,"","","NT","Box","",""
"Fri.",NA,"2/10/2017","7:37 CT","Miami",2,"@","St. Cloud State",4,"","","NT","Box","","CBS"
"Fri.",NA,"2/10/2017","7:07 CT","(8) Western Michigan",7,"@","Nebraska-Omaha",6,"","","NT","Box","Recap","NET"
"Fri.",NA,"2/10/2017","7:37 ET","Alaska-Anchorage",3,"@","Lake Superior",2,"","","WC","Box","",""
"Fri.",NA,"2/10/2017","7:07 ET","Ferris State",3,"@","Michigan Tech",2,"","","WC","Box","Recap",""
"Fri.",NA,"2/10/2017","7:07 ET","Alaska",0,"@","Northern Michigan",3,"","","WC","Box","",""
"Fri.",NA,"2/10/2017","7:07 CT","Bemidji State",3,"@","Alabama-Huntsville",2,"","","WC","Box","",""
"Fri.",NA,"2/10/2017","7:05 MT","Simon Fraser",1,"@","Arizona State",8,"","","EX","Box","",""
"Sat.",NA,"2/11/2017","5:05 MT","American International",3,"@","(20) Air Force",3,"OT","","AH","Box","",""
"Sat.",NA,"2/11/2017","7:05 ET","Niagara",4,"@","Army West Point",5,"OT","","AH","Box","",""
"Sat.",NA,"2/11/2017","7:05 ET","Holy Cross",1,"@","RIT",2,"OT","","AH","Box","","TWCS"
"Sat.",NA,"2/11/2017","5:05 ET","Bentley",1,"@","Robert Morris",1,"OT","","AH","Box","Recap",""
"Sat.",NA,"2/11/2017","2:05 ET","Canisius",6,"@","Sacred Heart",5,"","","AH","Box","",""
"Sat.",NA,"2/11/2017","8:05 ET","(5) Minnesota",6,"@","(12) Ohio State",5,"","","B10","Box","","BTN"
"Sat.",NA,"2/11/2017","7:35 ET","Michigan State",4,"@","Michigan",1,"","","B10","Box","Recap",""
"Sat.",NA,"2/11/2017","7:07 CT","(10) Penn State",5,"@","(17) Wisconsin",2,"","","B10","Box","","Wis"
"Sat.",NA,"2/11/2017","7:05 ET","Brown",1,"@","Colgate",2,"","","EC","Box","",""
"Sat.",NA,"2/11/2017","7:00 ET","Yale",2,"@","(12) Cornell",2,"OT","","EC","Box","",""
"Sat.",NA,"2/11/2017","7:05 ET","(6) Union",8,"@","Dartmouth",3,"","","EC","Box","Recap",""
"Sat.",NA,"2/11/2017","7:00 ET","Clarkson",2,"@","Princeton",3,"OT","","EC","Box","",""
"Sat.",NA,"2/11/2017","7:00 ET","(16) Notre Dame",4,"@","Maine",2,"","","HE","Box","",""
"Sat.",NA,"2/11/2017","7:00 ET","Massachusetts",2,"@","(9) Massachusetts-Lowell",4,"","","HE","Box","Recap",""
"Sat.",NA,"2/11/2017","7:05 ET","New Hampshire",3,"@","(15) Vermont",5,"","","HE","Box","",""
"Sat.",NA,"2/11/2017","6:07 MT","(2) Denver",5,"@","Colorado College",1,"","","NT","Box","Recap",""
"Sat.",NA,"2/11/2017","7:07 CT","Miami",1,"@","St. Cloud State",3,"","","NT","Box","","FSN, FCS"
"Sat.",NA,"2/11/2017","7:07 CT","(8) Western Michigan",3,"@","Nebraska-Omaha",6,"","","NT","Box","",""
"Sat.",NA,"2/11/2017","7:07 ET","Alaska-Anchorage",4,"@","Lake Superior",4,"OT","","WC","Box","",""
"Sat.",NA,"2/11/2017","5:07 ET","Ferris State",2,"@","Michigan Tech",5,"","","WC","Box","Recap",""
"Sat.",NA,"2/11/2017","7:07 ET","Alaska",0,"@","Northern Michigan",2,"","","WC","Box","",""
"Sat.",NA,"2/11/2017","3:07 CT","Bemidji State",2,"@","Alabama-Huntsville",5,"","","WC","Box","",""
"Sat.",NA,"2/11/2017","5:07 ET","Mercyhurst",0,"@","Bowling Green",3,"","","NC","Box","",""
"Sat.",NA,"2/11/2017","7:05 MT","Simon Fraser",2,"@","Arizona State",4,"","","EX","Box","",""
"Sun.",NA,"2/12/2017","3:05 ET","Yale",2,"@","Colgate",4,"","","EC","Box","",""
"Sun.",NA,"2/12/2017","4:00 ET","Brown",3,"@","(12) Cornell",5,"","","EC","Box","",""
"Mon.",NA,"2/13/2017","4:30 ET","Northeastern",4,"vs.","(11) Boston College",2,"","Beanpot","NC","Box","",""
"Mon.",NA,"2/13/2017","7:30 ET","(3) Harvard",6,"vs.","(4) Boston University",3,"","Beanpot","NC","Box","Recap","NESN"
"Tue.",NA,"2/14/2017","7:00 ET","Merrimack",3,"@","Massachusetts",0,"","","HE","Box","",""
"Wed.",NA,"2/15/2017","7:35 ET","Niagara",2,"@","Canisius",4,"","","AH","Box","",""
"Fri.",NA,"2/17/2017","7:05 ET","Sacred Heart",0,"@","Bentley",4,"","","AH","Box","",""
"Fri.",NA,"2/17/2017","7:05 ET","Army West Point",3,"@","Holy Cross",1,"","","AH","Box","",""
"Fri.",NA,"2/17/2017","7:05 ET","Robert Morris",4,"@","Mercyhurst",7,"","","AH","Box","",""
"Fri.",NA,"2/17/2017","7:05 ET","Canisius",5,"@","Niagara",2,"","","AH","Box","",""
"Fri.",NA,"2/17/2017","7:05 ET","(19) Air Force",4,"@","RIT",2,"","","AH","Box","Recap","TWCS"
"Fri.",NA,"2/17/2017","7:05 ET","(14) Ohio State",3,"@","Michigan State",2,"","","B10","Box","Recap",""
"Fri.",NA,"2/17/2017","6:30 ET","(5) Minnesota",6,"@","(9) Penn State",3,"","","B10","Box","","BTN"
"Fri.",NA,"2/17/2017","8:07 CT","Michigan",2,"@","(20) Wisconsin",5,"","","B10","Box","","BTN"
"Fri.",NA,"2/17/2017","7:00 ET","Dartmouth",5,"@","Brown",4,"","","EC","Box","",""
"Fri.",NA,"2/17/2017","8:30 ET","Colgate",0,"@","Clarkson",3,"","","EC","Box","",""
"Fri.",NA,"2/17/2017","7:00 ET","Princeton",3,"@","Rensselaer",4,"","","EC","Box","",""
"Fri.",NA,"2/17/2017","7:00 ET","(12) Cornell",4,"@","(17) St. Lawrence",2,"","","EC","Box","Recap",""
"Fri.",NA,"2/17/2017","7:00 ET","Quinnipiac",1,"@","(7) Union",4,"","","EC","Box","",""
"Fri.",NA,"2/17/2017","7:00 ET","(3) Harvard",4,"@","Yale",2,"","","EC","Box","",""
"Fri.",NA,"2/17/2017","7:00 ET","(16) Vermont",3,"@","(11) Boston College",3,"OT","","HE","Box","",""
"Fri.",NA,"2/17/2017","6:05 ET","New Hampshire",4,"@","(4) Boston University",4,"OT","","HE","Box","Recap","ASN, NESN"
"Fri.",NA,"2/17/2017","7:05 ET","Maine",3,"@","Merrimack",4,"OT","","HE","Box","",""
"Fri.",NA,"2/17/2017","7:35 ET","(10) Providence",1,"@","(15) Notre Dame",4,"","","HE","Box","","NBCSN"
"Fri.",NA,"2/17/2017","7:05 ET","Northeastern",3,"@","Connecticut",0,"","","HE","Box","",""
"Fri.",NA,"2/17/2017","7:37 MT","(1) Minnesota-Duluth",2,"@","Colorado College",1,"","","NT","Box","","CBS"
"Fri.",NA,"2/17/2017","7:35 ET","(2) Denver",5,"@","Miami",2,"","","NT","Box","",""
"Fri.",NA,"2/17/2017","7:05 ET","(13) North Dakota",2,"@","(8) Western Michigan",4,"","","NT","Box","Recap","CBS"
"Fri.",NA,"2/17/2017","7:07 ET","Alaska-Anchorage",1,"@","Ferris State",2,"","","WC","Box","",""
"Fri.",NA,"2/17/2017","7:07 CT","Northern Michigan",3,"@","Minnesota State",5,"","","WC","Box","","CharMank"
"Fri.",NA,"2/17/2017","7:07 AT","Lake Superior",2,"@","Alaska",4,"","","WC","Box","",""
"Sat.",NA,"2/18/2017","7:05 ET","Holy Cross",2,"@","Army West Point",4,"","","AH","Box","",""
"Sat.",NA,"2/18/2017","7:05 ET","(19) Air Force",3,"@","RIT",2,"","","AH","Box","","TWCS"
"Sat.",NA,"2/18/2017","7:05 ET","Mercyhurst",2,"@","Robert Morris",3,"OT","","AH","Box","Recap",""
"Sat.",NA,"2/18/2017","7:05 ET","Bentley",2,"@","Sacred Heart",3,"","","AH","Box","",""
"Sat.",NA,"2/18/2017","7:05 ET","(14) Ohio State",4,"@","Michigan State",3,"","","B10","Box","",""
"Sat.",NA,"2/18/2017","8:00 ET","(5) Minnesota",4,"@","(9) Penn State",3,"OT","","B10","Box","","BTN"
"Sat.",NA,"2/18/2017","7:07 CT","Michigan",4,"@","(20) Wisconsin",6,"","","B10","Box","Recap","FSW"
"Sat.",NA,"2/18/2017","7:00 ET","(3) Harvard",6,"@","Brown",0,"","","EC","Box","",""
"Sat.",NA,"2/18/2017","7:00 ET","(12) Cornell",3,"@","Clarkson",3,"OT","","EC","Box","",""
"Sat.",NA,"2/18/2017","7:00 ET","Quinnipiac",7,"@","Rensselaer",3,"","","EC","Box","",""
"Sat.",NA,"2/18/2017","7:00 ET","Colgate",1,"@","(17) St. Lawrence",1,"OT","","EC","Box","Recap",""
"Sat.",NA,"2/18/2017","7:00 ET","Princeton",2,"@","(7) Union",4,"","","EC","Box","",""
"Sat.",NA,"2/18/2017","7:00 ET","Dartmouth",0,"@","Yale",4,"","","EC","Box","",""
"Sat.",NA,"2/18/2017","7:00 ET","(16) Vermont",2,"@","(11) Boston College",2,"OT","","HE","Box","Recap",""
"Sat.",NA,"2/18/2017","7:05 ET","Maine",4,"@","Merrimack",4,"OT","","HE","Box","",""
"Sat.",NA,"2/18/2017","7:05 ET","(10) Providence",3,"@","(15) Notre Dame",3,"OT","","HE","Box","","NBCSN"
"Sat.",NA,"2/18/2017","7:30 ET","Connecticut",1,"@","Northeastern",4,"","","HE","Box","",""
"Sat.",NA,"2/18/2017","7:00 ET","(6) Massachusetts-Lowell",5,"@","Massachusetts",2,"","","HE","Box","",""
"Sat.",NA,"2/18/2017","7:00 ET","(4) Boston University",8,"@","New Hampshire",4,"","","HE","Box","",""
"Sat.",NA,"2/18/2017","7:07 MT","(1) Minnesota-Duluth",2,"@","Colorado College",2,"OT","Minnesota-Duluth wins shootout 1-0","NT","Box","",""
"Sat.",NA,"2/18/2017","8:05 ET","(2) Denver",5,"@","Miami",2,"","","NT","Box","","ASN"
"Sat.",NA,"2/18/2017","7:05 ET","(13) North Dakota",2,"@","(8) Western Michigan",3,"","","NT","Box","Recap",""
"Sat.",NA,"2/18/2017","7:07 ET","Alaska-Anchorage",0,"@","Ferris State",3,"","","WC","Box","",""
"Sat.",NA,"2/18/2017","7:07 CT","Northern Michigan",4,"@","Minnesota State",7,"","","WC","Box","Recap","CharMank"
"Sat.",NA,"2/18/2017","7:07 AT","Lake Superior",3,"@","Alaska",3,"OT","","WC","Box","",""
"Thu.",NA,"2/23/2017","7:05 ET","Army West Point",1,"@","American International",1,"OT","","AH","Box","",""
"Thu.",NA,"2/23/2017","7:35 ET","Mercyhurst",0,"@","Canisius",4,"","","AH","Box","",""
"Thu.",NA,"2/23/2017","7:00 ET","(5) Massachusetts-Lowell",4,"@","(14) Boston College",1,"","","HE","Box","",""
"Thu.",NA,"2/23/2017","7:07 CT","Miami",3,"@","(2) Minnesota-Duluth",4,"","","NT","Box","","FSN, FSO, FCS"
"Fri.",NA,"2/24/2017","7:05 MT","Sacred Heart",0,"@","(17) Air Force",5,"","","AH","Box","",""
"Fri.",NA,"2/24/2017","7:05 ET","Holy Cross",5,"@","Bentley",4,"OT","","AH","Box","Recap",""
"Fri.",NA,"2/24/2017","7:05 ET","(11) Penn State",4,"@","Michigan State",2,"","","B10","Box","Recap","BTN"
"Fri.",NA,"2/24/2017","7:05 ET","Michigan",2,"@","(12) Ohio State",4,"","","B10","Box","",""
"Fri.",NA,"2/24/2017","7:00 CT","(19) Wisconsin",3,"@","(4) Minnesota",2,"","","B10","Box","","FSN+, FSW Alt"
"Fri.",NA,"2/24/2017","7:05 ET","(7) Union",4,"@","Colgate",3,"OT","","EC","Box","",""
"Fri.",NA,"2/24/2017","7:00 ET","Rensselaer",0,"@","(9) Cornell",2,"","","EC","Box","",""
"Fri.",NA,"2/24/2017","7:05 ET","(20) St. Lawrence",5,"@","Dartmouth",4,"","","EC","Box","",""
"Fri.",NA,"2/24/2017","7:00 ET","Clarkson",1,"@","(3) Harvard",4,"","","EC","Box","",""
"Fri.",NA,"2/24/2017","7:00 ET","Brown",2,"@","Princeton",7,"","","EC","Box","",""
"Fri.",NA,"2/24/2017","7:00 ET","Yale",2,"@","Quinnipiac",3,"","","EC","Box","Recap","SNY"
"Fri.",NA,"2/24/2017","6:05 ET","(13) Notre Dame",3,"@","(6) Boston University",1,"","","HE","Box","","ASN, NESN"
"Fri.",NA,"2/24/2017","7:30 ET","Northeastern",5,"@","Maine",4,"OT","","HE","Box","",""
"Fri.",NA,"2/24/2017","7:00 ET","(10) Providence",6,"@","Massachusetts",2,"","","HE","Box","",""
"Fri.",NA,"2/24/2017","8:30 ET","(14) Boston College",1,"@","(5) Massachusetts-Lowell",3,"","","HE","Box","Recap","ASN, NESN"
"Fri.",NA,"2/24/2017","7:00 ET","Connecticut",5,"@","New Hampshire",3,"","","HE","Box","",""
"Fri.",NA,"2/24/2017","7:05 ET","Merrimack",1,"@","(15) Vermont",3,"","","HE","Box","",""
"Fri.",NA,"2/24/2017","7:37 MT","(8) Western Michigan",3,"@","Colorado College",3,"OT","Colorado College scores in 3x3 OT","NT","Box","",""
"Fri.",NA,"2/24/2017","8:05 MT","(18) St. Cloud State",3,"@","(1) Denver",4,"OT","","NT","Box","Recap","CBS"
"Fri.",NA,"2/24/2017","7:07 CT","Miami",3,"@","(2) Minnesota-Duluth",3,"OT","Miami scores in 3x3 OT","NT","Box","",""
"Fri.",NA,"2/24/2017","7:37 CT","Nebraska-Omaha",4,"@","(16) North Dakota",6,"","","NT","Box","","MidcoSN"
"Fri.",NA,"2/24/2017","7:07 ET","Alabama-Huntsville",0,"@","Bowling Green",7,"","","WC","Box","Recap",""
"Fri.",NA,"2/24/2017","7:07 CT","Minnesota State",1,"@","Bemidji State",2,"","","WC","Box","","LPTV"
"Fri.",NA,"2/24/2017","7:37 ET","Ferris State",6,"@","Lake Superior",4,"","","WC","Box","",""
"Fri.",NA,"2/24/2017","7:07 ET","Michigan Tech",3,"@","Northern Michigan",2,"","","WC","Box","",""
"Fri.",NA,"2/24/2017","7:07 AT","Alaska",4,"@","Alaska-Anchorage",3,"","Governor's Cup","WC","Box","",""
"Fri.",NA,"2/24/2017","7:00 ET","Arizona State",3,"@","USA Under-18 Team",5,"","","EX","","",""
"Sat.",NA,"2/25/2017","5:05 MT","Sacred Heart",3,"@","(17) Air Force",2,"OT","","AH","Box","",""
"Sat.",NA,"2/25/2017","7:05 ET","American International",2,"@","Army West Point",1,"OT","","AH","Box","",""
"Sat.",NA,"2/25/2017","7:05 ET","Holy Cross",2,"@","Bentley",2,"OT","","AH","Box","",""
"Sat.",NA,"2/25/2017","7:05 ET","RIT",7,"@","Mercyhurst",1,"","","AH","Box","",""
"Sat.",NA,"2/25/2017","7:05 ET","Robert Morris",6,"@","Niagara",2,"","","AH","Box","Recap",""
"Sat.",NA,"2/25/2017","7:05 ET","(11) Penn State",4,"@","Michigan State",1,"","","B10","Box","Recap",""
"Sat.",NA,"2/25/2017","5:05 ET","Michigan",1,"@","(12) Ohio State",0,"","","B10","Box","","BTN"
"Sat.",NA,"2/25/2017","7:00 CT","(19) Wisconsin",2,"@","(4) Minnesota",3,"","","B10","Box","","FSN+, FSW Alt"
"Sat.",NA,"2/25/2017","7:05 ET","Rensselaer",3,"@","Colgate",2,"","","EC","Box","",""
"Sat.",NA,"2/25/2017","7:00 ET","(7) Union",3,"@","(9) Cornell",3,"OT","","EC","Box","",""
"Sat.",NA,"2/25/2017","7:05 ET","Clarkson",6,"@","Dartmouth",4,"","","EC","Box","",""
"Sat.",NA,"2/25/2017","7:00 ET","(20) St. Lawrence",3,"@","(3) Harvard",6,"","","EC","Box","Recap","ONE"
"Sat.",NA,"2/25/2017","7:00 ET","Yale",1,"@","Princeton",4,"","","EC","Box","",""
"Sat.",NA,"2/25/2017","7:00 ET","Brown",1,"@","Quinnipiac",4,"","","EC","Box","",""
"Sat.",NA,"2/25/2017","7:05 ET","(13) Notre Dame",1,"@","(6) Boston University",4,"","","HE","Box","Recap",""
"Sat.",NA,"2/25/2017","7:00 ET","Northeastern",4,"@","Maine",5,"","","HE","Box","",""
"Sat.",NA,"2/25/2017","7:05 ET","Massachusetts",1,"@","(10) Providence",2,"OT","","HE","Box","",""
"Sat.",NA,"2/25/2017","7:35 ET","New Hampshire",2,"@","Connecticut",4,"","","HE","Box","",""
"Sat.",NA,"2/25/2017","7:05 ET","Merrimack",3,"@","(15) Vermont",2,"","","HE","Box","",""
"Sat.",NA,"2/25/2017","6:07 MT","(8) Western Michigan",5,"@","Colorado College",1,"","","NT","Box","",""
"Sat.",NA,"2/25/2017","7:05 MT","(18) St. Cloud State",2,"@","(1) Denver",7,"","","NT","Box","Recap",""
"Sat.",NA,"2/25/2017","7:07 CT","Nebraska-Omaha",3,"@","(16) North Dakota",0,"","","NT","Box","","MidcoSN, FCS"
"Sat.",NA,"2/25/2017","7:07 ET","Alabama-Huntsville",0,"@","Bowling Green",2,"","","WC","Box","",""
"Sat.",NA,"2/25/2017","7:07 CT","Minnesota State",2,"@","Bemidji State",1,"","","WC","Box","","LPTV"
"Sat.",NA,"2/25/2017","7:07 ET","Ferris State",1,"@","Lake Superior",1,"","","WC","Box","Recap",""
"Sat.",NA,"2/25/2017","7:07 ET","Northern Michigan",5,"@","Michigan Tech",3,"","","WC","Box","",""
"Sat.",NA,"2/25/2017","7:07 AT","Alaska",2,"@","Alaska-Anchorage",1,"OT","Governor's Cup","WC","Box","",""
"Sat.",NA,"2/25/2017","7:00 ET","Arizona State",6,"@","USA Under-18 Team",3,"","","EX","","",""
"Sun.",NA,"2/26/2017","7:05 ET","Niagara",1,"vs.","Robert Morris",5,"","","AH","Box","",""
"Fri.",NA,"3/3/2017","7:05 ET","Sacred Heart",4,"@","Bentley",1,"","AHA Tournament","AH","Box","",""
"Fri.",NA,"3/3/2017","7:05 ET","American International",3,"@","Mercyhurst",4,"","AHA Tournament","AH","Box","",""
"Fri.",NA,"3/3/2017","7:05 ET","Niagara",5,"@","RIT",4,"","AHA Tournament","AH","Box","Recap",""
"Fri.",NA,"3/3/2017","7:05 ET","Michigan State",5,"@","(13) Ohio State",4,"","","B10","Box","",""
"Fri.",NA,"3/3/2017","7:00 ET","(16) Wisconsin",7,"@","(11) Penn State",4,"","","B10","Box","",""
"Fri.",NA,"3/3/2017","6:35 ET","(5) Minnesota",3,"@","Michigan",5,"","","B10","Box","Recap","ESPNews"
"Fri.",NA,"3/3/2017","7:00 ET","Rensselaer",4,"@","Clarkson",7,"","ECAC Tournament","EC","Box","",""
"Fri.",NA,"3/3/2017","7:00 ET","Colgate",3,"@","Princeton",2,"OT","ECAC Tournament","EC","Box","",""
"Fri.",NA,"3/3/2017","7:00 ET","Brown",1,"@","Quinnipiac",6,"","ECAC Tournament","EC","Box","Recap",""
"Fri.",NA,"3/3/2017","7:00 ET","Dartmouth",1,"@","Yale",6,"","ECAC Tournament","EC","Box","",""
"Fri.",NA,"3/3/2017","7:00 ET","New Hampshire",0,"@","Merrimack",4,"","HEA Tournament","HE","Box","",""
"Fri.",NA,"3/3/2017","7:00 ET","Connecticut",1,"@","Northeastern",3,"","HEA Tournament","HE","Box","Recap",""
"Fri.",NA,"3/3/2017","7:05 ET","Massachusetts",0,"@","(10) Providence",3,"","HEA Tournament","HE","Box","",""
"Fri.",NA,"3/3/2017","7:00 ET","Maine",0,"@","(14) Vermont",5,"","HEA Tournament","HE","Box","",""
"Fri.",NA,"3/3/2017","7:35 ET","(15) North Dakota",3,"@","Miami",2,"","","NT","Box","",""
"Fri.",NA,"3/3/2017","7:37 CT","Colorado College",2,"@","(19) St. Cloud State",5,"","","NT","Box","",""
"Fri.",NA,"3/3/2017","7:37 CT","(1) Denver",4,"@","Nebraska-Omaha",2,"","","NT","Box","","CBS"
"Fri.",NA,"3/3/2017","7:05 ET","(3) Minnesota-Duluth",4,"@","(8) Western Michigan",7,"","","NT","Box","Recap",""
"Fri.",NA,"3/3/2017","7:07 ET","Ferris State",1,"@","Bowling Green",6,"","WCHA Tournament","WC","Box","",""
"Fri.",NA,"3/3/2017","7:07 CT","Northern Michigan",0,"@","Bemidji State",3,"","WCHA Tournament","WC","Box","",""
"Fri.",NA,"3/3/2017","7:07 CT","Alaska",0,"@","Minnesota State",3,"","WCHA Tournament","WC","Box","",""
"Fri.",NA,"3/3/2017","7:07 ET","Lake Superior",4,"@","Michigan Tech",6,"","WCHA Tournament","WC","Box","Recap",""
"Sat.",NA,"3/4/2017","7:05 ET","Sacred Heart",2,"@","Bentley",5,"","AHA Tournament","AH","Box","Recap",""
"Sat.",NA,"3/4/2017","7:05 ET","American International",0,"@","Mercyhurst",5,"","AHA Tournament","AH","Box","",""
"Sat.",NA,"3/4/2017","7:05 ET","Niagara",0,"@","RIT",5,"","AHA Tournament","AH","Box","",""
"Sat.",NA,"3/4/2017","8:05 ET","Michigan State",3,"@","(13) Ohio State",5,"","","B10","Box","Recap",""
"Sat.",NA,"3/4/2017","8:00 ET","(16) Wisconsin",0,"@","(11) Penn State",6,"","","B10","Box","","ASN"
"Sat.",NA,"3/4/2017","8:35 ET","(5) Minnesota",4,"@","Michigan",1,"","","B10","Box","","BTN"
"Sat.",NA,"3/4/2017","7:30 ET","Rensselaer",2,"@","Clarkson",4,"","ECAC Tournament","EC","Box","Recap",""
"Sat.",NA,"3/4/2017","7:00 ET","Colgate",3,"@","Princeton",4,"OT","ECAC Tournament","EC","Box","",""
"Sat.",NA,"3/4/2017","7:00 ET","Brown",1,"@","Quinnipiac",5,"","ECAC Tournament","EC","Box","",""
"Sat.",NA,"3/4/2017","7:00 ET","Dartmouth",2,"@","Yale",3,"OT","ECAC Tournament","EC","Box","",""
"Sat.",NA,"3/4/2017","7:00 ET","New Hampshire",4,"@","Merrimack",0,"","HEA Tournament","HE","Box","Recap",""
"Sat.",NA,"3/4/2017","7:00 ET","Connecticut",2,"@","Northeastern",6,"","HEA Tournament","HE","Box","",""
"Sat.",NA,"3/4/2017","7:05 ET","Massachusetts",1,"@","(10) Providence",5,"","HEA Tournament","HE","Box","",""
"Sat.",NA,"3/4/2017","7:00 ET","Maine",1,"@","(14) Vermont",5,"","HEA Tournament","HE","Box","",""
"Sat.",NA,"3/4/2017","7:05 ET","(15) North Dakota",5,"@","Miami",2,"","","NT","Box","",""
"Sat.",NA,"3/4/2017","7:07 CT","Colorado College",2,"@","(19) St. Cloud State",1,"","","NT","Box","",""
"Sat.",NA,"3/4/2017","7:07 CT","(1) Denver",3,"@","Nebraska-Omaha",0,"","","NT","Box","Recap",""
"Sat.",NA,"3/4/2017","7:05 ET","(3) Minnesota-Duluth",6,"@","(8) Western Michigan",3,"","","NT","Box","",""
"Sat.",NA,"3/4/2017","7:07 ET","Ferris State",3,"@","Bowling Green",5,"","WCHA Tournament","WC","Box","",""
"Sat.",NA,"3/4/2017","7:07 CT","Northern Michigan",4,"@","Bemidji State",2,"","WCHA Tournament","WC","Box","",""
"Sat.",NA,"3/4/2017","7:07 CT","Alaska",1,"@","Minnesota State",4,"","WCHA Tournament","WC","Box","",""
"Sat.",NA,"3/4/2017","7:07 ET","Lake Superior",0,"@","Michigan Tech",8,"","WCHA Tournament","WC","Box","Recap",""
"Sun.",NA,"3/5/2017","7:05 ET","Sacred Heart",2,"@","Bentley",3,"2 OT","AHA Tournament","AH","Box","",""
"Sun.",NA,"3/5/2017","7:05 ET","Niagara",4,"@","RIT",1,"","AHA Tournament","AH","Box","",""
