"Procedure","RPI","Mean","SD"
"Expected Goals",0.544546501558955,0.53156181840104,0.022593497265065
"Expected Goals",0.537398903885869,0.53156181840104,0.022593497265065
"Expected Goals",0.54251038780765,0.53156181840104,0.022593497265065
"Expected Goals",0.492942293220128,0.53156181840104,0.022593497265065
"Expected Goals",0.526161676223736,0.53156181840104,0.022593497265065
"Expected Goals",0.544696076517343,0.53156181840104,0.022593497265065
"Expected Goals",0.528898618403496,0.53156181840104,0.022593497265065
"Expected Goals",0.502820296840072,0.53156181840104,0.022593497265065
"Expected Goals",0.49132091036683,0.53156181840104,0.022593497265065
"Expected Goals",0.511676339412108,0.53156181840104,0.022593497265065
"Expected Goals",0.562849286605045,0.53156181840104,0.022593497265065
"Expected Goals",0.554532169467729,0.53156181840104,0.022593497265065
"Expected Goals",0.499080989897326,0.53156181840104,0.022593497265065
"Expected Goals",0.549714819155382,0.53156181840104,0.022593497265065
"Expected Goals",0.562744889613155,0.53156181840104,0.022593497265065
"Expected Goals",0.523914875507464,0.53156181840104,0.022593497265065
"Expected Goals",0.546415964078125,0.53156181840104,0.022593497265065
"Expected Goals",0.546032186067597,0.53156181840104,0.022593497265065
"Expected Goals",0.53417840745941,0.53156181840104,0.022593497265065
"Expected Goals",0.530586009832132,0.53156181840104,0.022593497265065
"Expected Goals",0.568172757615795,0.53156181840104,0.022593497265065
"Expected Goals",0.547164280197138,0.53156181840104,0.022593497265065
"Expected Goals",0.525526221595294,0.53156181840104,0.022593497265065
"Expected Goals",0.511791406151433,0.53156181840104,0.022593497265065
"Expected Goals",0.510953049640712,0.53156181840104,0.022593497265065
"Expected Goals",0.519607517512193,0.53156181840104,0.022593497265065
"Expected Goals",0.533249354998896,0.53156181840104,0.022593497265065
"Expected Goals",0.514230838053674,0.53156181840104,0.022593497265065
"Expected Goals",0.562411671864012,0.53156181840104,0.022593497265065
"Expected Goals",0.525152048253158,0.53156181840104,0.022593497265065
"Expected Goals",0.532109938772746,0.53156181840104,0.022593497265065
"Expected Goals",0.597987914785445,0.53156181840104,0.022593497265065
"Expected Goals",0.545058290622447,0.53156181840104,0.022593497265065
"Expected Goals",0.511990944954371,0.53156181840104,0.022593497265065
"Expected Goals",0.531733875860194,0.53156181840104,0.022593497265065
"Expected Goals",0.530527803700769,0.53156181840104,0.022593497265065
"Expected Goals",0.553259115986279,0.53156181840104,0.022593497265065
"Expected Goals",0.55050592597774,0.53156181840104,0.022593497265065
"Expected Goals",0.547568192350047,0.53156181840104,0.022593497265065
"Expected Goals",0.520065763986838,0.53156181840104,0.022593497265065
"Expected Goals",0.528117594869918,0.53156181840104,0.022593497265065
"Expected Goals",0.525486917751191,0.53156181840104,0.022593497265065
"Expected Goals",0.489697001799521,0.53156181840104,0.022593497265065
"Expected Goals",0.518253653959826,0.53156181840104,0.022593497265065
"Expected Goals",0.512673453053767,0.53156181840104,0.022593497265065
"Expected Goals",0.507659593273996,0.53156181840104,0.022593497265065
"Expected Goals",0.514158565400034,0.53156181840104,0.022593497265065
"Expected Goals",0.561178502464869,0.53156181840104,0.022593497265065
"Expected Goals",0.567997125769386,0.53156181840104,0.022593497265065
"Expected Goals",0.493362375470315,0.53156181840104,0.022593497265065
"Expected Goals",0.505645543517924,0.53156181840104,0.022593497265065
"Expected Goals",0.502610591057541,0.53156181840104,0.022593497265065
"Expected Goals",0.526610737564316,0.53156181840104,0.022593497265065
"Expected Goals",0.537792800521634,0.53156181840104,0.022593497265065
"Expected Goals",0.543884946863576,0.53156181840104,0.022593497265065
"Expected Goals",0.550330942655767,0.53156181840104,0.022593497265065
"Expected Goals",0.550757990710799,0.53156181840104,0.022593497265065
"Expected Goals",0.543886646160415,0.53156181840104,0.022593497265065
"Expected Goals",0.474889285094363,0.53156181840104,0.022593497265065
"Expected Goals",0.511551004187109,0.53156181840104,0.022593497265065
"Expected Goals",0.525912812776086,0.53156181840104,0.022593497265065
"Expected Goals",0.535490699603006,0.53156181840104,0.022593497265065
"Expected Goals",0.549187455830473,0.53156181840104,0.022593497265065
"Expected Goals",0.531482254427779,0.53156181840104,0.022593497265065
"Expected Goals",0.529757833649103,0.53156181840104,0.022593497265065
"Expected Goals",0.549717385656094,0.53156181840104,0.022593497265065
"Expected Goals",0.520748240091798,0.53156181840104,0.022593497265065
"Expected Goals",0.550965989136265,0.53156181840104,0.022593497265065
"Expected Goals",0.525016120614486,0.53156181840104,0.022593497265065
"Expected Goals",0.542778077371262,0.53156181840104,0.022593497265065
"Expected Goals",0.503244881517589,0.53156181840104,0.022593497265065
"Expected Goals",0.558272713050173,0.53156181840104,0.022593497265065
"Expected Goals",0.506512159889695,0.53156181840104,0.022593497265065
"Expected Goals",0.524159242805051,0.53156181840104,0.022593497265065
"Expected Goals",0.5436470710351,0.53156181840104,0.022593497265065
"Expected Goals",0.545259691205702,0.53156181840104,0.022593497265065
"Expected Goals",0.524238246706419,0.53156181840104,0.022593497265065
"Expected Goals",0.506607674302406,0.53156181840104,0.022593497265065
"Expected Goals",0.518105908895298,0.53156181840104,0.022593497265065
"Expected Goals",0.526144118503455,0.53156181840104,0.022593497265065
"Expected Goals",0.511361773335168,0.53156181840104,0.022593497265065
"Expected Goals",0.493868454902316,0.53156181840104,0.022593497265065
"Expected Goals",0.51922517629142,0.53156181840104,0.022593497265065
"Expected Goals",0.51919694668385,0.53156181840104,0.022593497265065
"Expected Goals",0.544240916721652,0.53156181840104,0.022593497265065
"Expected Goals",0.554104328214378,0.53156181840104,0.022593497265065
"Expected Goals",0.502125583419223,0.53156181840104,0.022593497265065
"Expected Goals",0.489842748081765,0.53156181840104,0.022593497265065
"Expected Goals",0.488646618117332,0.53156181840104,0.022593497265065
"Expected Goals",0.497849811739349,0.53156181840104,0.022593497265065
"Expected Goals",0.56229011572378,0.53156181840104,0.022593497265065
"Expected Goals",0.527339339041929,0.53156181840104,0.022593497265065
"Expected Goals",0.543908423754034,0.53156181840104,0.022593497265065
"Expected Goals",0.576999230480929,0.53156181840104,0.022593497265065
"Expected Goals",0.509910053998691,0.53156181840104,0.022593497265065
"Expected Goals",0.547008912814127,0.53156181840104,0.022593497265065
"Expected Goals",0.562939680495545,0.53156181840104,0.022593497265065
"Expected Goals",0.520431301063608,0.53156181840104,0.022593497265065
"Expected Goals",0.552145888530539,0.53156181840104,0.022593497265065
"Expected Goals",0.499034199207524,0.53156181840104,0.022593497265065
"Expected Goals",0.570067363406926,0.53156181840104,0.022593497265065
"Expected Goals",0.569350456075694,0.53156181840104,0.022593497265065
"Expected Goals",0.564598922802935,0.53156181840104,0.022593497265065
"Expected Goals",0.507534272987964,0.53156181840104,0.022593497265065
"Expected Goals",0.526359278609171,0.53156181840104,0.022593497265065
"Expected Goals",0.526495592557059,0.53156181840104,0.022593497265065
"Expected Goals",0.504586774130324,0.53156181840104,0.022593497265065
"Expected Goals",0.480798224962749,0.53156181840104,0.022593497265065
"Expected Goals",0.560046860861203,0.53156181840104,0.022593497265065
"Expected Goals",0.509368765051968,0.53156181840104,0.022593497265065
"Expected Goals",0.535768784795204,0.53156181840104,0.022593497265065
"Expected Goals",0.519824926955174,0.53156181840104,0.022593497265065
"Expected Goals",0.485473638111997,0.53156181840104,0.022593497265065
"Expected Goals",0.558096676705506,0.53156181840104,0.022593497265065
"Expected Goals",0.551536865305577,0.53156181840104,0.022593497265065
"Expected Goals",0.521848038683563,0.53156181840104,0.022593497265065
"Expected Goals",0.557003427564653,0.53156181840104,0.022593497265065
"Expected Goals",0.529447593609746,0.53156181840104,0.022593497265065
"Expected Goals",0.562769030759837,0.53156181840104,0.022593497265065
"Expected Goals",0.521176248194272,0.53156181840104,0.022593497265065
"Expected Goals",0.470584668250899,0.53156181840104,0.022593497265065
"Expected Goals",0.525262886707107,0.53156181840104,0.022593497265065
"Expected Goals",0.572671421233081,0.53156181840104,0.022593497265065
"Expected Goals",0.552283465410103,0.53156181840104,0.022593497265065
"Expected Goals",0.525894634455932,0.53156181840104,0.022593497265065
"Expected Goals",0.534921754267583,0.53156181840104,0.022593497265065
"Expected Goals",0.507954266495876,0.53156181840104,0.022593497265065
"Expected Goals",0.517024827702868,0.53156181840104,0.022593497265065
"Expected Goals",0.507862483672336,0.53156181840104,0.022593497265065
"Expected Goals",0.558057152125807,0.53156181840104,0.022593497265065
"Expected Goals",0.511664755360274,0.53156181840104,0.022593497265065
"Expected Goals",0.532946641975476,0.53156181840104,0.022593497265065
"Expected Goals",0.514703857318178,0.53156181840104,0.022593497265065
"Expected Goals",0.515063937201315,0.53156181840104,0.022593497265065
"Expected Goals",0.589824828320121,0.53156181840104,0.022593497265065
"Expected Goals",0.551321132271925,0.53156181840104,0.022593497265065
"Expected Goals",0.527600841325254,0.53156181840104,0.022593497265065
"Expected Goals",0.544118238048739,0.53156181840104,0.022593497265065
"Expected Goals",0.570893411788003,0.53156181840104,0.022593497265065
"Expected Goals",0.510659689613763,0.53156181840104,0.022593497265065
"Expected Goals",0.531182850794118,0.53156181840104,0.022593497265065
"Expected Goals",0.509550485524022,0.53156181840104,0.022593497265065
"Expected Goals",0.565685513432403,0.53156181840104,0.022593497265065
"Expected Goals",0.518898730697924,0.53156181840104,0.022593497265065
"Expected Goals",0.521379790233439,0.53156181840104,0.022593497265065
"Expected Goals",0.553843619977536,0.53156181840104,0.022593497265065
"Expected Goals",0.569569719483332,0.53156181840104,0.022593497265065
"Expected Goals",0.506408235672184,0.53156181840104,0.022593497265065
"Expected Goals",0.522831104999494,0.53156181840104,0.022593497265065
"Expected Goals",0.496626812067656,0.53156181840104,0.022593497265065
"Expected Goals",0.523679768272793,0.53156181840104,0.022593497265065
"Expected Goals",0.510715809016697,0.53156181840104,0.022593497265065
"Expected Goals",0.542835783070327,0.53156181840104,0.022593497265065
"Expected Goals",0.526372165892958,0.53156181840104,0.022593497265065
"Expected Goals",0.54048591436564,0.53156181840104,0.022593497265065
"Expected Goals",0.520344051176695,0.53156181840104,0.022593497265065
"Expected Goals",0.536028621183648,0.53156181840104,0.022593497265065
"Expected Goals",0.527879080524828,0.53156181840104,0.022593497265065
"Expected Goals",0.543937973628806,0.53156181840104,0.022593497265065
"Expected Goals",0.509229283552545,0.53156181840104,0.022593497265065
"Expected Goals",0.516950282752922,0.53156181840104,0.022593497265065
"Expected Goals",0.571940651636474,0.53156181840104,0.022593497265065
"Expected Goals",0.493753805970315,0.53156181840104,0.022593497265065
"Expected Goals",0.541000374359816,0.53156181840104,0.022593497265065
"Expected Goals",0.549248430280282,0.53156181840104,0.022593497265065
"Expected Goals",0.512530850471312,0.53156181840104,0.022593497265065
"Expected Goals",0.516199377408412,0.53156181840104,0.022593497265065
"Expected Goals",0.460323144710174,0.53156181840104,0.022593497265065
"Expected Goals",0.570681612396364,0.53156181840104,0.022593497265065
"Expected Goals",0.50884421234109,0.53156181840104,0.022593497265065
"Expected Goals",0.534020131581762,0.53156181840104,0.022593497265065
"Expected Goals",0.501015795700793,0.53156181840104,0.022593497265065
"Expected Goals",0.563118296984074,0.53156181840104,0.022593497265065
"Expected Goals",0.539637615328619,0.53156181840104,0.022593497265065
"Expected Goals",0.543026077723633,0.53156181840104,0.022593497265065
"Expected Goals",0.503651783797895,0.53156181840104,0.022593497265065
"Expected Goals",0.541229623690228,0.53156181840104,0.022593497265065
"Expected Goals",0.539419107032923,0.53156181840104,0.022593497265065
"Expected Goals",0.533012079053744,0.53156181840104,0.022593497265065
"Expected Goals",0.549689531220412,0.53156181840104,0.022593497265065
"Expected Goals",0.513791273625684,0.53156181840104,0.022593497265065
"Expected Goals",0.556985900171262,0.53156181840104,0.022593497265065
"Expected Goals",0.48631282725347,0.53156181840104,0.022593497265065
"Expected Goals",0.559610343580912,0.53156181840104,0.022593497265065
"Expected Goals",0.488236645635398,0.53156181840104,0.022593497265065
"Expected Goals",0.541972605962522,0.53156181840104,0.022593497265065
"Expected Goals",0.520177595899737,0.53156181840104,0.022593497265065
"Expected Goals",0.579648243346663,0.53156181840104,0.022593497265065
"Expected Goals",0.535586982807838,0.53156181840104,0.022593497265065
"Expected Goals",0.495377539759635,0.53156181840104,0.022593497265065
"Expected Goals",0.536103560491785,0.53156181840104,0.022593497265065
"Expected Goals",0.527707855704067,0.53156181840104,0.022593497265065
"Expected Goals",0.502441436465749,0.53156181840104,0.022593497265065
"Expected Goals",0.548599350169408,0.53156181840104,0.022593497265065
"Expected Goals",0.544921266613634,0.53156181840104,0.022593497265065
"Expected Goals",0.537968789931214,0.53156181840104,0.022593497265065
"Expected Goals",0.548331738702927,0.53156181840104,0.022593497265065
"Expected Goals",0.517463859978145,0.53156181840104,0.022593497265065
"Expected Goals",0.532748210010003,0.53156181840104,0.022593497265065
"Expected Goals",0.505758425567674,0.53156181840104,0.022593497265065
"Expected Goals",0.509587160921368,0.53156181840104,0.022593497265065
"Expected Goals",0.542485694156645,0.53156181840104,0.022593497265065
"Expected Goals",0.512303262781117,0.53156181840104,0.022593497265065
"Expected Goals",0.555527269482025,0.53156181840104,0.022593497265065
"Expected Goals",0.565510177446807,0.53156181840104,0.022593497265065
"Expected Goals",0.527976919445458,0.53156181840104,0.022593497265065
"Expected Goals",0.559859776370776,0.53156181840104,0.022593497265065
"Expected Goals",0.541604908659704,0.53156181840104,0.022593497265065
"Expected Goals",0.55468263062417,0.53156181840104,0.022593497265065
"Expected Goals",0.522522066826373,0.53156181840104,0.022593497265065
"Expected Goals",0.551676914727111,0.53156181840104,0.022593497265065
"Expected Goals",0.487968248580516,0.53156181840104,0.022593497265065
"Expected Goals",0.519714140549704,0.53156181840104,0.022593497265065
"Expected Goals",0.569329361712777,0.53156181840104,0.022593497265065
"Expected Goals",0.533693821758582,0.53156181840104,0.022593497265065
"Expected Goals",0.566329557492836,0.53156181840104,0.022593497265065
"Expected Goals",0.51886788779285,0.53156181840104,0.022593497265065
"Expected Goals",0.535519516569217,0.53156181840104,0.022593497265065
"Expected Goals",0.53984652706951,0.53156181840104,0.022593497265065
"Expected Goals",0.565291270603847,0.53156181840104,0.022593497265065
"Expected Goals",0.537624500336169,0.53156181840104,0.022593497265065
"Expected Goals",0.532335846262487,0.53156181840104,0.022593497265065
"Expected Goals",0.542437042624595,0.53156181840104,0.022593497265065
"Expected Goals",0.478527658771426,0.53156181840104,0.022593497265065
"Expected Goals",0.50323942211604,0.53156181840104,0.022593497265065
"Expected Goals",0.509260525945916,0.53156181840104,0.022593497265065
"Expected Goals",0.49194363423998,0.53156181840104,0.022593497265065
"Expected Goals",0.568765904483299,0.53156181840104,0.022593497265065
"Expected Goals",0.528333232868497,0.53156181840104,0.022593497265065
"Expected Goals",0.536904705956067,0.53156181840104,0.022593497265065
"Expected Goals",0.539469319321123,0.53156181840104,0.022593497265065
"Expected Goals",0.538037254393133,0.53156181840104,0.022593497265065
"Expected Goals",0.549949042395461,0.53156181840104,0.022593497265065
"Expected Goals",0.515426986515357,0.53156181840104,0.022593497265065
"Expected Goals",0.576766923289362,0.53156181840104,0.022593497265065
"Expected Goals",0.514245701727168,0.53156181840104,0.022593497265065
"Expected Goals",0.592490783003515,0.53156181840104,0.022593497265065
"Expected Goals",0.530707688418151,0.53156181840104,0.022593497265065
"Expected Goals",0.561905634457075,0.53156181840104,0.022593497265065
"Expected Goals",0.526550296431768,0.53156181840104,0.022593497265065
"Expected Goals",0.558905391304376,0.53156181840104,0.022593497265065
"Expected Goals",0.516369092397983,0.53156181840104,0.022593497265065
"Expected Goals",0.501362906646771,0.53156181840104,0.022593497265065
"Expected Goals",0.523250300482782,0.53156181840104,0.022593497265065
"Expected Goals",0.52228634219314,0.53156181840104,0.022593497265065
"Expected Goals",0.513593713305841,0.53156181840104,0.022593497265065
"Expected Goals",0.519304517149954,0.53156181840104,0.022593497265065
"Expected Goals",0.535888120727763,0.53156181840104,0.022593497265065
"Expected Goals",0.550771111773071,0.53156181840104,0.022593497265065
"Expected Goals",0.531683245210939,0.53156181840104,0.022593497265065
"Expected Goals",0.521569649965046,0.53156181840104,0.022593497265065
"Expected Goals",0.544131212822765,0.53156181840104,0.022593497265065
"Expected Goals",0.557260198275402,0.53156181840104,0.022593497265065
"Expected Goals",0.545925396848522,0.53156181840104,0.022593497265065
"Expected Goals",0.534495535920997,0.53156181840104,0.022593497265065
"Expected Goals",0.5052288701055,0.53156181840104,0.022593497265065
"Expected Goals",0.517124459831155,0.53156181840104,0.022593497265065
"Expected Goals",0.567580160778801,0.53156181840104,0.022593497265065
"Expected Goals",0.530090173162254,0.53156181840104,0.022593497265065
"Expected Goals",0.543033790862169,0.53156181840104,0.022593497265065
"Expected Goals",0.533531615852584,0.53156181840104,0.022593497265065
"Expected Goals",0.516748232675797,0.53156181840104,0.022593497265065
"Expected Goals",0.519973965378402,0.53156181840104,0.022593497265065
"Expected Goals",0.532308849225144,0.53156181840104,0.022593497265065
"Expected Goals",0.518657980698864,0.53156181840104,0.022593497265065
"Expected Goals",0.538424456949073,0.53156181840104,0.022593497265065
"Expected Goals",0.575470074153545,0.53156181840104,0.022593497265065
"Expected Goals",0.53272369363209,0.53156181840104,0.022593497265065
"Expected Goals",0.482431424594344,0.53156181840104,0.022593497265065
"Expected Goals",0.533413004063125,0.53156181840104,0.022593497265065
"Expected Goals",0.550032790392224,0.53156181840104,0.022593497265065
"Expected Goals",0.546169002175246,0.53156181840104,0.022593497265065
"Expected Goals",0.545134147483351,0.53156181840104,0.022593497265065
"Expected Goals",0.520009265086267,0.53156181840104,0.022593497265065
"Expected Goals",0.550077217781692,0.53156181840104,0.022593497265065
"Expected Goals",0.540949881325761,0.53156181840104,0.022593497265065
"Expected Goals",0.523630215588817,0.53156181840104,0.022593497265065
"Expected Goals",0.518620851092212,0.53156181840104,0.022593497265065
"Expected Goals",0.537272797482977,0.53156181840104,0.022593497265065
"Expected Goals",0.465813387214608,0.53156181840104,0.022593497265065
"Expected Goals",0.534575583693082,0.53156181840104,0.022593497265065
"Expected Goals",0.530487094862184,0.53156181840104,0.022593497265065
"Expected Goals",0.515894518386907,0.53156181840104,0.022593497265065
"Expected Goals",0.543450129820401,0.53156181840104,0.022593497265065
"Expected Goals",0.565514196632008,0.53156181840104,0.022593497265065
"Expected Goals",0.523899397975601,0.53156181840104,0.022593497265065
"Expected Goals",0.491655123929757,0.53156181840104,0.022593497265065
"Expected Goals",0.557899377554099,0.53156181840104,0.022593497265065
"Expected Goals",0.536739721725984,0.53156181840104,0.022593497265065
"Expected Goals",0.509691240576391,0.53156181840104,0.022593497265065
"Expected Goals",0.540692319690417,0.53156181840104,0.022593497265065
"Expected Goals",0.497706771740163,0.53156181840104,0.022593497265065
"Expected Goals",0.518662778361037,0.53156181840104,0.022593497265065
"Expected Goals",0.537071067156423,0.53156181840104,0.022593497265065
"Expected Goals",0.588277639680981,0.53156181840104,0.022593497265065
"Expected Goals",0.570932035394566,0.53156181840104,0.022593497265065
"Expected Goals",0.542131607243377,0.53156181840104,0.022593497265065
"Expected Goals",0.521712789098343,0.53156181840104,0.022593497265065
"Expected Goals",0.533988871773351,0.53156181840104,0.022593497265065
"Expected Goals",0.540077717082478,0.53156181840104,0.022593497265065
"Expected Goals",0.528724855366355,0.53156181840104,0.022593497265065
"Expected Goals",0.556702877836019,0.53156181840104,0.022593497265065
"Expected Goals",0.516363380362378,0.53156181840104,0.022593497265065
"Expected Goals",0.501440088124253,0.53156181840104,0.022593497265065
"Expected Goals",0.515975080483575,0.53156181840104,0.022593497265065
"Expected Goals",0.514481204254367,0.53156181840104,0.022593497265065
"Expected Goals",0.511230049559791,0.53156181840104,0.022593497265065
"Expected Goals",0.573996018558613,0.53156181840104,0.022593497265065
"Expected Goals",0.48360309489204,0.53156181840104,0.022593497265065
"Expected Goals",0.571613312286919,0.53156181840104,0.022593497265065
"Expected Goals",0.500942022070701,0.53156181840104,0.022593497265065
"Expected Goals",0.536723173601306,0.53156181840104,0.022593497265065
"Expected Goals",0.491133361040024,0.53156181840104,0.022593497265065
"Expected Goals",0.528941133145835,0.53156181840104,0.022593497265065
"Expected Goals",0.51854598378613,0.53156181840104,0.022593497265065
"Expected Goals",0.524145577450506,0.53156181840104,0.022593497265065
"Expected Goals",0.556534926055457,0.53156181840104,0.022593497265065
"Expected Goals",0.499680356412961,0.53156181840104,0.022593497265065
"Expected Goals",0.538656420063838,0.53156181840104,0.022593497265065
"Expected Goals",0.546754076678976,0.53156181840104,0.022593497265065
"Expected Goals",0.516737765890422,0.53156181840104,0.022593497265065
"Expected Goals",0.555018195503576,0.53156181840104,0.022593497265065
"Expected Goals",0.525096254822253,0.53156181840104,0.022593497265065
"Expected Goals",0.542341047624881,0.53156181840104,0.022593497265065
"Expected Goals",0.554888386488574,0.53156181840104,0.022593497265065
"Expected Goals",0.500998443476769,0.53156181840104,0.022593497265065
"Expected Goals",0.495903339081253,0.53156181840104,0.022593497265065
"Expected Goals",0.529451799656099,0.53156181840104,0.022593497265065
"Expected Goals",0.535604500745971,0.53156181840104,0.022593497265065
"Expected Goals",0.552880167944611,0.53156181840104,0.022593497265065
"Expected Goals",0.541451385068914,0.53156181840104,0.022593497265065
"Expected Goals",0.525289354123412,0.53156181840104,0.022593497265065
"Expected Goals",0.562811724204108,0.53156181840104,0.022593497265065
"Expected Goals",0.555225160393865,0.53156181840104,0.022593497265065
"Expected Goals",0.491248623813991,0.53156181840104,0.022593497265065
"Expected Goals",0.55928861229063,0.53156181840104,0.022593497265065
