"Probability","RPI"
0.2,0.425562454982821
0.2,0.423447045940493
0.2,0.424768888728909
0.2,0.446941101201003
0.2,0.432438080588005
0.2,0.444584192536888
0.2,0.413028213658971
0.2,0.410958725594223
0.2,0.406980157461472
0.2,0.410508347558923
0.2,0.398521619969018
0.2,0.407292480741788
0.2,0.422513309320923
0.2,0.43423636841829
0.2,0.447156467831787
0.2,0.4434081069214
0.2,0.446468197487239
0.2,0.429179962499679
0.2,0.442851484693921
0.2,0.430434547636011
0.2,0.440656232442712
0.2,0.433491837373073
0.2,0.47094202794958
0.2,0.406817027369728
0.2,0.407658689840093
0.2,0.451539706198752
0.2,0.420754134823358
0.2,0.428079262302025
0.2,0.41733069476387
0.2,0.405435201433439
0.2,0.413807126778223
0.2,0.451921691937493
0.2,0.434088654607086
0.2,0.468930613500562
0.2,0.416538290177717
0.2,0.406340987121945
0.2,0.456558283940178
0.2,0.412799615644904
0.2,0.414848191431533
0.2,0.421950746090826
0.2,0.459705524254208
0.2,0.462092417593459
0.2,0.416443456510258
0.2,0.403946451144111
0.2,0.393385573617096
0.2,0.41952655324078
0.2,0.419120647659148
0.2,0.414708258850404
0.2,0.418127564707421
0.2,0.407024706772621
0.2,0.419084738308611
0.2,0.449764375224936
0.2,0.434333683046205
0.2,0.412763544525163
0.2,0.413672183110574
0.2,0.432536795019804
0.2,0.418485766902119
0.2,0.418301962694004
0.2,0.437931246531338
0.2,0.405803538285641
0.2,0.391951605993772
0.2,0.420003803225243
0.2,0.405654542513793
0.2,0.443701412348906
0.2,0.424077729853831
0.2,0.409926256677776
0.2,0.42203976822455
0.2,0.451225301304421
0.2,0.42479896339809
0.2,0.435427502120866
0.2,0.449537158143613
0.2,0.476506957347441
0.2,0.432882329952456
0.2,0.439125682454219
0.2,0.423261189489977
0.2,0.432708588168681
0.2,0.456716651309441
0.2,0.422790152298001
0.2,0.435266942394733
0.2,0.40052354335874
0.2,0.433959465727432
0.2,0.376058313077464
0.2,0.445072215375531
0.2,0.444555256147793
0.2,0.421933694617849
0.2,0.426229857776012
0.2,0.422001837535214
0.2,0.469439953562341
0.2,0.455130481513882
0.2,0.442254709608888
0.2,0.386174788080759
0.2,0.416157227208988
0.2,0.456774874866819
0.2,0.420808939293483
0.2,0.415365418081434
0.2,0.429066331174297
0.2,0.426827775317139
0.2,0.431887630317833
0.2,0.397663138254083
0.2,0.428072821304432
0.2,0.430434293880128
0.2,0.432261257380283
0.2,0.415186361453193
0.2,0.449655029350783
0.2,0.440008110569997
0.2,0.436135060146601
0.2,0.421148335255432
0.2,0.428274600713105
0.2,0.41570739793538
0.2,0.440148919562315
0.2,0.38732977840521
0.2,0.421226791073572
0.2,0.42851091109007
0.2,0.434096927077729
0.2,0.417525863101163
0.2,0.421882624723135
0.2,0.420395032216195
0.2,0.449326360492393
0.2,0.399831740253176
0.2,0.41784610303461
0.2,0.426631056619148
0.2,0.382408001345912
0.2,0.438738301379513
0.2,0.44209006124624
0.2,0.427803076212913
0.2,0.445896242277088
0.2,0.438948733428516
0.2,0.45266351555238
0.2,0.428990829299347
0.2,0.427615283721073
0.2,0.405605423400736
0.2,0.442443198775783
0.2,0.465548695528012
0.2,0.450044706211563
0.2,0.427944532539766
0.2,0.430431106965493
0.2,0.459883069403471
0.2,0.417517702550468
0.2,0.426619080240369
0.2,0.448915332535079
0.2,0.400926888171493
0.2,0.450659144759141
0.2,0.432494816045842
0.2,0.406742181046631
0.2,0.462038433848698
0.2,0.4325491579136
0.2,0.407405816500308
0.2,0.442944697460106
0.2,0.411449183255139
0.2,0.423251319567825
0.2,0.444239461756577
0.2,0.389933047666776
0.2,0.412797095016876
0.2,0.462701973274923
0.2,0.428628595600101
0.2,0.438794824324251
0.2,0.45016739669652
0.2,0.409107420359065
0.2,0.400040220530383
0.2,0.454423081389504
0.2,0.423229237285273
0.2,0.397677122244521
0.2,0.445149525583142
0.2,0.446015956385049
0.2,0.403806034836661
0.2,0.444049932387375
0.2,0.402408223014967
0.2,0.434642270931285
0.2,0.428903696316902
0.2,0.419750197845809
0.2,0.433695820374985
0.2,0.42386204867396
0.2,0.41837498183839
0.2,0.468306494919994
0.2,0.419331574436983
0.2,0.434881574708444
0.2,0.454505433075087
0.2,0.444728318928534
0.2,0.465056825136018
0.2,0.433288138082726
0.2,0.412673470996095
0.2,0.444738294582561
0.2,0.439850030335828
0.2,0.449053225828033
0.2,0.436858193018135
0.2,0.401020000989853
0.2,0.428360118538219
0.2,0.413040164372706
0.2,0.444921737655298
0.2,0.474696184273875
0.2,0.422747058639501
0.2,0.396432866849432
0.2,0.42937056478745
0.2,0.430162279599043
0.2,0.446399159378315
0.2,0.416114722652333
0.2,0.451364699756161
0.2,0.405586621439048
0.2,0.443411105494221
0.2,0.399067700871387
0.2,0.392322863121211
0.2,0.401806894084417
0.2,0.410289056924892
0.2,0.431634786141552
0.2,0.433553169325816
0.2,0.425538357436045
0.2,0.395323428767909
0.2,0.451918649559226
0.2,0.40832301692433
0.2,0.402913084638569
0.2,0.463084430318653
0.2,0.454651990504785
0.2,0.439570850484852
0.2,0.417432153014488
0.2,0.449626872461202
0.2,0.478425561399331
0.2,0.425023659732566
0.2,0.44630426663025
0.2,0.441806560316832
0.2,0.428304414741984
0.2,0.423367589700346
0.2,0.413523066327381
0.2,0.45633733131825
0.2,0.405486718343949
0.2,0.437698965050365
0.2,0.437921139596376
0.2,0.424690581713086
0.2,0.439922331833064
0.2,0.435224360089383
0.2,0.411631363541865
0.2,0.380662543118192
0.2,0.429682904395422
0.2,0.471682301715288
0.2,0.453366988748517
0.2,0.411911752117322
0.2,0.436058119811549
0.2,0.455414156174459
0.2,0.439961001424925
0.2,0.416920155354253
0.2,0.438651533636254
0.2,0.417027246581177
0.2,0.449809620870335
0.2,0.43549341709703
0.2,0.395263267579058
0.2,0.424320095266701
0.2,0.414771538006703
0.2,0.437658174562909
0.2,0.438611988792174
0.2,0.46013901011346
0.2,0.458168546373065
0.2,0.425349244945074
0.2,0.432207579091967
0.2,0.419456143553668
0.2,0.436920386394362
0.2,0.460415986760615
0.2,0.412993489666586
0.2,0.474331162672571
0.2,0.450119991368793
0.2,0.437655348858668
0.2,0.419463264555306
0.2,0.433045902376977
0.2,0.446921892457884
0.2,0.407344551447311
0.2,0.406505690580293
0.2,0.414442860139663
0.2,0.431622264669859
