"Rk","Player","Start.Year","End.Date","Position","GP","G","A","PTS","Plus-Minus","PIM","W","L","TO","SV","GAA","Birthplace","Birth.Date","Death.Date"
"27","Yves Belanger","1975","1980","G","78","0","5","5","0","4","29","33","6","","3.76","Baie Comeau","1952-09-30",""
"28","Michel Belhumeur","1973","1976","G","65","0","4","4","0","12","9","36","7","","4.61","Sorel","1949-09-02",""
"29","Jean Beliveau*","1951","1971","C","1125","507","712","1219","67","1029","","","","","","Trois-Rivieres","1931-08-31","2014-12-02"
"30","Billy Bell","1918","1924","C/RW","66","3","2","5","","14","","","","","","Lachine","1891-06-10","1952-06-03"
"31","Pete Bellefeuille","1926","1930","RW","92","26","4","30","","58","","","","","","Trois-Rivieres","1901-10-19",""
"32","Jean-Claude Bergeron","1991","1997","G","72","0","2","2","0","4","21","33","7",".866","3.69","Hauterive","1968-10-14",""
"33","Marc-Andre Bergeron","2003","2013","D","490","82","153","235","-12","214","","","","","","Trois-Rivieres","1980-10-13",""
"34","Michel Bergeron","1975","1979","RW","229","80","58","138","-37","165","","","","","","Chicoutimi","1954-11-11",""
"35","Patrice Bergeron","2004","2017","C","890","255","411","666","132","338","","","","","","Ancienne-Lorette","1985-07-24",""
"36","Yves Bergeron","1975","1977","RW","3","0","0","0","-3","0","","","","","","Malartic","1952-01-11",""
"37","Marc Bergevin","1985","2004","D","1191","36","145","181","-72","1090","","","","","","Montreal","1965-08-11",""
"38","Louis Berlinguette","1918","1926","LW","193","45","33","78","","129","","","","","","Ste-Ang̩lique","1887-05-26","1959-06-01"
"39","Jonathan Bernier","2008","2017","G","245","0","4","4","0","10","103","95","26",".915","2.65","Laval","1988-08-07",""
"40","Serge Bernier","1969","1981","RW","302","78","119","197","-58","234","","","","","","Padoue","1947-04-29",""
"41","Steve Bernier","2006","2016","RW","633","105","125","230","-13","300","","","","","","Quebec City","1985-03-31",""
"42","Bob Berry","1969","1977","LW","541","159","191","350","-6","344","","","","","","Montreal","1943-11-29",""
"43","Daniel Berthiaume","1987","1994","G","215","0","4","4","0","34","81","90","21",".878","3.67","Longueuil","1966-01-26",""
"44","Eric Bertrand","2000","2001","LW","15","0","0","0","-6","4","","","","","","St-Ephrem","1975-04-16",""
"45","Jean-Francois Berube","2016","2017","G","21","0","0","0","0","0","6","4","3",".900","3.11","Repentigny","1991-07-13",""
"46","John Bethel","1980","1980","LW","17","0","2","2","-3","4","","","","","","Montreal","1957-01-15",""
"47","Antoine Bibeau","2017","2017","G","2","0","0","0","0","0","1","1","0",".927","1.98","Victoriaville","1994-05-01",""
"48","Paul Bibeault","1941","1947","G","214","0","0","0","","2","81","107","25","","3.65","Montreal","1919-04-13","1970-02-08"
"49","Alex Biega","2015","2017","D","87","1","10","11","-14","40","","","","","","Montreal","1988-04-04",""
"50","Danny Biega","2015","2015","D","10","0","2","2","-5","0","","","","","","Montreal","1991-09-29",""
"51","Gilles Bilodeau","1980","1980","LW","9","0","1","1","-1","25","","","","","","St-Prime","1955-07-31","2008-08-12"
"52","Andre Binette","1955","1955","G","1","0","0","0","","0","1","0","0","","4.00","Montreal","1933-12-02",""
"53","Martin Biron","1996","2014","G","508","0","14","14","0","81","230","191","52",".910","2.61","Lac-St-Charles","1977-08-15",""
"54","Mathieu Biron","2000","2006","D","253","12","32","44","-69","177","","","","","","Lac-St-Charles","1980-04-29",""
"55","Sebastien Bisaillon","2007","2007","D","2","0","0","0","-1","0","","","","","","Mont-Laurier","1986-12-08",""
"56","Bob Blackburn","1969","1971","D","135","8","12","20","-10","105","","","","","","Rouyn","1938-02-01",""
"57","Dan Blackburn","2002","2003","G","63","0","0","0","0","12","20","32","4",".894","3.22","Montreal","1983-05-20",""
"58","Nicolas Blanchard","2013","2013","LW","9","0","0","0","-2","20","","","","","","Granby","1987-05-31",""
"59","Russ Blinco","1934","1939","C","268","59","66","125","","24","","","","","","Grand'Mere","1908-03-12","1982"
"60","Sylvain Blouin","1997","2003","LW","115","3","4","7","-20","336","","","","","","Montreal","1974-05-21",""
"61","Marc Boileau","1962","1962","C","54","5","6","11","","8","","","","","","Pointe Claire","1932-09-03","2000-12-27"
"62","Patrick Boileau","1997","2004","D","48","5","11","16","-13","26","","","","","","Montreal","1975-02-22",""
"63","Rene Boileau","1926","1926","C","7","0","0","0","","0","","","","","","Pointe Claire","1904-05-18","1969"
"64","Gilles Boisvert","1960","1960","G","3","0","0","0","","0","0","3","0","","3.00","Trois-Rivieres","1933-02-15",""
"65","Serge Boisvert","1983","1988","RW","46","5","7","12","-12","8","","","","","","Drummondville","1959-06-01",""
"66","Claude Boivin","1992","1995","LW","132","12","19","31","-25","364","","","","","","Ste-Foy","1970-03-01",""
"67","Mike Boland","1975","1975","RW","2","0","0","0","0","0","","","","","","Montreal","1949-12-16",""
"68","Alexandre Bolduc","2009","2015","C","65","2","3","5","-7","44","","","","","","Montreal","1985-06-26",""
"69","Michel Bolduc","1982","1983","D","10","0","0","0","2","6","","","","","","Angegardien","1961-03-13",""
"70","Marcel Bonin","1953","1962","W","454","97","175","272","","336","","","","","","Montreal","1932-09-12",""
"71","Christian Bordeleau","1969","1972","C","205","38","65","103","9","82","","","","","","Noranda","1947-09-23",""
"72","J.P. Bordeleau","1972","1980","RW","519","97","126","223","-4","143","","","","","","Noranda","1949-06-13",""
"73","Patrick Bordeleau","2013","2015","LW","129","8","8","16","-8","185","","","","","","Montreal","1986-03-23",""
"74","Paulin Bordeleau","1974","1976","RW","183","33","56","89","-8","47","","","","","","Noranda","1953-01-29",""
"75","Mike Bossy*","1978","1987","RW","752","573","553","1126","381","210","","","","","","Montreal","1957-01-22",""
"76","Butch Bouchard*","1942","1956","D","785","49","144","193","","863","","","","","","Montreal","1919-09-04","2012-04-14"
"77","Dan Bouchard","1973","1986","G","655","0","29","29","0","253","286","232","113",".876","3.26","Val-d'Or","1950-12-12",""
"78","Edmond Bouchard","1922","1929","LW/D","211","19","21","40","","117","","","","","","St-Etienne","1892-05-24","1955-07-18"
"79","Joel Bouchard","1995","2006","D","364","22","53","75","-43","264","","","","","","Montreal","1974-01-23",""
"80","Pierre Bouchard","1971","1982","D","595","24","82","106","110","433","","","","","","Montreal","1948-02-20",""
"81","Pierre-Marc Bouchard","2003","2014","C","593","110","246","356","6","190","","","","","","Sherbrooke","1984-04-27",""
"82","Philippe Boucher","1993","2009","D","748","94","206","300","57","702","","","","","","Ste-Apollinaire","1973-03-24",""
"83","Andre Boudrias","1964","1976","LW","662","151","340","491","-59","216","","","","","","Montreal","1943-09-19",""
"84","Conrad Bourcier","1936","1936","C","6","0","0","0","","0","","","","","","Montreal","1915-05-28",""
"85","Jean Bourcier","1936","1936","LW","9","0","1","1","","0","","","","","","Montreal","1911-01-03","1989"
"86","Marc-Andre Bourdon","2012","2012","D","45","4","3","7","4","52","","","","","","St-Hyacinthe","1989-09-17",""
"87","Michael Bournival","2014","2017","LW","106","11","10","21","-7","24","","","","","","Shawinigan","1992-05-31",""
"88","Gabriel Bourque","2012","2017","LW","248","31","47","78","-14","46","","","","","","Rimouski","1990-09-23",""
"89","Ray Bourque*","1980","2001","D","1612","410","1169","1579","528","1141","","","","","","Montreal","1960-12-28",""
"90","Neil Brady","1990","1994","C","89","9","22","31","-26","95","","","","","","Montreal","1968-04-12",""
"91","Derick Brassard","2008","2017","C","635","140","240","380","-3","314","","","","","","Hull","1987-09-22",""
"92","Francis Breault","1991","1993","RW","27","2","4","6","-2","42","","","","","","Acton Vale","1967-05-11",""
"93","Daniel Briere","1998","2015","C","973","307","389","696","-24","744","","","","","","Gatineau","1977-10-06",""
"94","Michel Briere","1970","1970","C","76","12","32","44","-15","20","","","","","","Malartic","1949-10-21","1971-04-13"
"95","Patrice Brisebois","1991","2009","D","1009","98","322","420","1","623","","","","","","Montreal","1971-01-27",""
"96","Martin Brochu","1999","2004","G","9","0","0","0","0","2","0","5","0",".876","3.58","Anjou","1973-03-10",""
"97","Stephane Brochu","1989","1989","D","1","0","0","0","1","0","","","","","","Sherbrooke","1967-08-15",""
"98","Connie Broden","1956","1958","C","6","2","1","3","","2","","","","","","Montreal","1932-04-06","2013-11-23"
"99","Martin Brodeur","1992","2015","G","1266","2","45","47","0","122","691","397","154",".912","2.24","Montreal","1972-05-06",""
"100","Richard Brodeur","1980","1988","G","385","0","8","8","0","26","131","175","62",".864","3.85","Longueuil","1952-09-15",""
"101","Frank Brophy","1920","1920","G","21","0","0","0","","0","3","18","0","","7.11","Quebec City","1900-08-09","1930-06-29"
"102","Julien Brouillette","2014","2015","D","11","1","1","2","3","0","","","","","","St. Espirit","1986-12-05",""
"103","Paul Brousseau","1996","2001","RW","26","1","3","4","-3","29","","","","","","Pierrefonds","1973-09-18",""
"104","Steve Brule","2003","2003","RW","2","0","0","0","0","0","","","","","","Montreal","1975-01-15",""
"105","Benoit Brunet","1989","2002","LW","539","101","161","262","45","229","","","","","","Ste-Anne-de-Bellevue","1968-08-24",""
"106","Mario Brunetta","1988","1990","G","40","0","0","0","0","16","12","17","1",".871","3.90","Quebec City","1967-01-25",""
"107","Bucky Buchanan","1949","1949","C/RW","2","0","0","0","","0","","","","","","Bout-de-L'Isle","1922-12-28","2005-04-24"
"108","Ron Buchanan","1967","1970","C","5","0","0","0","-1","0","","","","","","Montreal","1944-11-15",""
"109","Hy Buller","1944","1954","D","188","22","58","80","","215","","","","","","Montreal","1926-03-15","1968-08-03"
"110","Fred Burchell","1951","1954","C","4","0","0","0","","2","","","","","","Montreal","1931-01-09","1998-06-04"
"111","Marc Bureau","1990","2000","C","567","55","83","138","-47","327","","","","","","Trois-Rivieres","1966-05-19",""
"112","Kelly Burnett","1953","1953","C","3","1","0","1","","0","","","","","","Lachine","1926-06-16",""
"113","Robin Burns","1971","1976","LW","190","31","38","69","-89","139","","","","","","Montreal","1946-08-27",""
"114","Alexandre Burrows","2006","2017","LW","833","197","194","391","111","1066","","","","","","Pincourt","1981-04-11",""
"115","Walt Buswell","1933","1940","D","368","10","40","50","","164","","","","","","Montreal","1907-11-06","1991-10-16"
"116","Dave Campbell","1921","1921","D","2","0","0","0","","0","","","","","","Lachute","1896-04-27","1975-02-18"
"117","Earl Campbell","1924","1926","D","76","6","3","9","","14","","","","","","Buckingham","1900-07-23","1953-02-11"
"118","Tod Campeau","1944","1949","C","42","5","9","14","","16","","","","","","St-Jerome","1923-06-04","2009-12-31"
"119","Guy Carbonneau","1981","2000","C","1318","260","403","663","186","820","","","","","","Sept-Iles","1960-03-18",""
"120","Claude Cardin","1968","1968","LW","1","0","0","0","-1","0","","","","","","Sorel","1941-02-17",""
"121","Mathieu Carle","2010","2010","D","3","0","0","0","1","4","","","","","","Gatineau","1987-09-30",""
"122","Alain Caron","1968","1969","RW","60","9","13","22","-22","18","","","","","","Dolbeau","1938-04-27","1986-12-18"
"123","Jacques Caron","1968","1974","G","72","0","1","1","0","2","24","29","11","","3.29","Noranda","1940-04-21",""
"124","Jordan Caron","2011","2016","RW","157","12","16","28","-9","78","","","","","","Sayabec","1990-11-02",""
"125","Sebastien Caron","2003","2012","G","95","0","1","1","0","12","26","48","12",".892","3.44","Amqui","1980-06-25",""
"126","Alexandre Carrier","2017","2017","D","2","0","0","0","1","0","","","","","","Quebec City","1996-10-08",""
"127","William Carrier","2017","2017","LW","35","4","2","6","2","17","","","","","","LaSalle","1994-12-20",""
"128","Larry Carriere","1973","1980","D","367","16","74","90","9","462","","","","","","Montreal","1952-01-30",""
"129","Ron Carter","1980","1980","RW","2","0","0","0","0","0","","","","","","Montreal","1958-03-14",""
"130","Frederic Cassivi","2002","2007","G","13","0","0","0","0","0","3","6","1",".892","3.63","Sorel","1975-06-12",""
"131","Sebastien Centomo","2002","2002","G","1","0","0","0","0","0","0","0","0",".750","4.50","Montreal","1981-03-26",""
"132","Frederic Chabot","1991","1999","G","32","0","0","0","0","2","4","8","4",".894","2.95","Hebertville-Station","1968-02-12",""
"133","Lorne Chabot","1927","1937","G","411","0","0","0","","10","201","147","62","","2.03","Montreal","1900-10-05","1946-10-10"
"134","Thomas Chabot","2017","2017","D","1","0","0","0","-2","0","","","","","","Sainte-Marie","1997-01-30",""
"135","Murph Chamberlain","1938","1949","LW","510","100","175","275","","769","","","","","","Shawville","1915-02-14","1986-05-08"
"136","Bob Champoux","1974","1974","G","17","0","0","0","0","0","2","11","3","","5.20","Ste-Hilaire","1942-12-02",""
"137","Michael Chaput","2014","2017","C","116","6","10","16","-12","53","","","","","","Ile Bizard","1992-04-09",""
"138","Jose Charbonneau","1988","1995","RW","71","9","13","22","-6","67","","","","","","Ferme-Neuve","1966-11-21",""
"139","Stephane Charbonneau","1992","1992","RW","2","0","0","0","-2","0","","","","","","Ste-Adele","1970-06-27",""
"140","Sebastien Charpentier","2002","2004","G","26","0","0","0","0","0","6","14","1",".902","2.93","Drummondville","1977-04-18",""
"141","Eric Charron","1993","2000","D","130","2","7","9","-10","127","","","","","","Verdun","1970-01-14",""
"142","Guy Charron","1970","1981","C","734","221","309","530","-208","146","","","","","","Verdun","1949-01-24",""
"143","Denis Chasse","1994","1997","RW","132","11","14","25","2","292","","","","","","Montreal","1970-02-07",""
"144","Alex Chiasson","2013","2017","RW","311","48","55","103","-24","192","","","","","","Montreal","1990-10-01",""
"145","Dan Chicoine","1978","1980","RW","31","1","2","3","-12","12","","","","","","Sherbrooke","1957-11-30",""
"146","Guy Chouinard","1975","1984","C","578","205","370","575","-2","120","","","","","","Quebec City","1956-10-20",""
"147","Marc Chouinard","2001","2007","C","320","37","41","78","-9","123","","","","","","Charlesbourg","1977-05-06",""
"148","Mathieu Chouinard","2004","2004","G","1","0","0","0","0","0","0","0","0","1.000","0.00","Laval","1980-04-11",""
"149","Jeff Chychrun","1987","1994","D","262","3","22","25","-14","744","","","","","","LaSalle","1966-05-03",""
"150","Enrico Ciccone","1992","2001","D","374","10","18","28","-11","1469","","","","","","Montreal","1970-04-10",""
"151","Odie Cleghorn","1919","1928","RW/C","181","95","34","129","","142","1","0","0","","2.00","Montreal","1891-09-19","1956-07-14"
"152","Sprague Cleghorn*","1919","1928","D","259","83","55","138","","538","0","0","0","","0.00","Montreal","1890-03-11","1956-07-12"
"153","Bill Clement","1972","1982","C","719","148","208","356","-22","383","","","","","","Thurso","1950-12-20",""
"154","Marc-Andre Cliche","2010","2015","C","151","3","11","14","-12","34","","","","","","Rouyn-Noranda","1987-03-23",""
"155","Bruce Cline","1957","1957","RW","30","2","3","5","","10","","","","","","Massawippi","1931-11-14",""
"156","Dan Cloutier","1998","2008","G","351","0","5","5","0","147","139","142","37",".899","2.77","Mont-Laurier","1976-04-22",""
"157","Jacques Cloutier","1982","1994","G","255","0","7","7","0","51","82","102","24",".874","3.64","Noranda","1960-01-03",""
"158","Real Cloutier","1980","1985","RW","317","146","198","344","15","119","","","","","","Ste-Emile","1956-07-30",""
"159","Rejean Cloutier","1980","1982","D","5","0","2","2","2","2","","","","","","Windsor","1960-02-15",""
"160","Roland Cloutier","1978","1980","C","34","8","9","17","-1","2","","","","","","Rouyn","1957-10-06",""
"161","Sylvain Cloutier","1999","1999","C","7","0","0","0","-1","0","","","","","","Mont-Laurier","1974-02-13",""
"162","Rey Comeau","1972","1980","C","564","98","141","239","-10","175","","","","","","Montreal","1948-10-25",""
"163","Bert Connelly","1935","1938","LW","87","13","15","28","","37","","","","","","Montreal","1909-04-22",""
"164","Wayne Connelly","1961","1972","C","543","133","174","307","-87","156","","","","","","Rouyn","1939-12-16",""
"165","Rene Corbet","1994","2001","LW","362","58","74","132","23","420","","","","","","Victoriaville","1973-06-25",""
"166","Roger Cormier","1926","1926","RW","1","0","0","0","","0","","","","","","Montreal","1905-03-23","1971-02-09"
"167","Philippe Cornet","2012","2012","LW","2","0","1","1","0","0","","","","","","Val-Senneville","1990-03-28",""
"168","Mark Cornforth","1996","1996","D","6","0","0","0","4","4","","","","","","Montreal","1972-11-13",""
"169","Andre Corriveau","1954","1954","RW","3","0","1","1","","0","","","","","","Grand'Mere","1928-05-15","1993-10-01"
"170","Jim Corsi","1980","1980","G","26","0","3","3","0","6","8","14","3","","3.65","Montreal","1954-06-19",""
"171","Daniel Corso","2001","2004","C","77","14","11","25","0","20","","","","","","Montreal","1978-04-03",""
"172","Jacques Cossette","1976","1979","RW","64","8","6","14","-8","29","","","","","","Rouyn","1954-06-20",""
"173","Alain Cote","1980","1989","LW","696","103","190","293","17","383","","","","","","Matane","1957-05-03",""
"174","Alain Cote","1986","1994","D","119","2","18","20","4","124","","","","","","Montmagny","1967-04-14",""
"175","Jean-Philippe Cote","2006","2014","D","27","0","4","4","2","26","","","","","","Charlesbourg","1982-04-22",""
"176","Patrick Cote","1996","2001","LW","105","1","2","3","-19","377","","","","","","LaSalle","1975-01-24",""
"177","Sylvain Cote","1985","2003","D","1171","122","313","435","39","545","","","","","","Quebec","1966-01-19",""
"178","Patrick Coulombe","2007","2007","D","7","0","1","1","-6","4","","","","","","St-Fabien","1985-04-23",""
"179","Yvan Cournoyer*","1964","1979","RW","968","428","435","863","271","255","","","","","","Drummondville","1943-11-22",""
"180","Maurice Courteau","1944","1944","G","6","0","0","0","","0","2","4","0","","5.50","Quebec City","1920-02-18","1985"
"181","Yves Courteau","1985","1987","RW","22","2","5","7","-3","4","","","","","","Montreal","1964-04-25",""
"182","Ed Courtenay","1992","1993","RW","44","7","13","20","-21","10","","","","","","Verdun","1968-02-02",""
"183","Marcel Cousineau","1997","2000","G","26","0","1","1","0","0","4","10","1",".900","2.92","Delson","1973-04-30",""
"184","Sylvain Couturier","1989","1992","C","33","4","5","9","-6","4","","","","","","Greenfield Park","1968-04-23",""
"185","Bill Cowley*","1935","1947","C","549","195","353","548","","143","","","","","","Bristol","1912-06-12","1993-12-31"
"186","Corey Crawford","2006","2017","G","374","0","5","5","0","16","211","112","42",".918","2.37","Montreal","1984-12-31",""
"187","Maurice Croghan","1938","1938","D","16","0","0","0","","4","","","","","","Montreal","1914-11-19","1979-02-07"
"188","Nels Crutchfield","1935","1935","C","41","5","5","10","","20","","","","","","Knowlton","1911-07-12","1985-07-22"
"189","Glen Currie","1980","1988","C","326","39","79","118","18","100","","","","","","Montreal","1958-07-18",""
"190","Jean Cusson","1968","1968","LW","2","0","0","0","-1","0","","","","","","Verdun","1942-10-05",""
"191","Claude Cyr","1959","1959","G","1","0","0","0","","0","0","0","0","","3.00","Montreal","1939-03-27",""
"192","Denis Cyr","1981","1986","RW","193","41","43","84","4","36","","","","","","Verdun","1961-02-04",""
"193","Pierre Dagenais","2001","2006","RW","142","35","23","58","0","58","","","","","","Blainville","1978-03-04",""
"194","Alain Daigle","1975","1980","RW","389","56","50","106","-41","122","","","","","","Trois-Rivieres","1954-08-24",""
"195","Alexandre Daigle","1994","2006","C","616","129","198","327","-176","186","","","","","","Montreal","1975-02-07",""
"196","J.J. Daigneault","1985","2001","D","899","53","197","250","-6","687","","","","","","Montreal","1965-10-12",""
"197","Jean-Francois Damphousse","2002","2002","G","6","0","0","0","0","0","1","3","0",".896","2.45","St-Alexis-des-Monts","1979-07-21",""
"198","Vincent Damphousse","1987","2004","C","1378","432","773","1205","9","1190","","","","","","Montreal","1967-12-17",""
"199","Phillip Danault","2015","2017","LW","126","15","30","45","-3","42","","","","","","Victoriaville","1993-02-24",""
"200","Mathieu Dandenault","1996","2009","D","868","68","135","203","42","516","","","","","","Sherbrooke","1976-02-03",""
"201","Yann Danis","2006","2016","G","55","0","0","0","0","0","17","22","4",".908","2.79","Lafontaine","1981-06-21",""
"202","Dan Daoust","1983","1990","C","522","87","167","254","-93","544","","","","","","Montreal","1960-02-29",""
"203","Mathieu Darche","2001","2012","LW","250","30","42","72","-20","58","","","","","","St. Laurent","1976-11-26",""
"204","Laurent Dauphin","2016","2017","C","32","3","1","4","-2","16","","","","","","Repentigny","1995-03-26",""
"205","Richard David","1980","1983","LW","31","4","4","8","-7","10","","","","","","Notre Dame de-la-Salette","1958-04-08",""
"206","Bob Davis","1933","1933","RW","3","0","0","0","","0","","","","","","Lachine","1899-02-02","1970-07-05"
"207","Eric Daze","1995","2006","RW","601","226","172","398","8","176","","","","","","Montreal","1975-07-02",""
"208","Lucien DeBlois","1978","1992","C","993","249","276","525","-170","814","","","","","","Joliette","1957-06-21",""
"209","Denis DeJordy","1963","1974","G","316","0","3","3","0","2","124","128","51","","3.13","St-Hyacinthe","1938-11-12",""
"210","Jonathan Delisle","1999","1999","RW","1","0","0","0","0","0","","","","","","Ste-Anne-des-Plaines","1977-06-30","2006-03-16"
"211","Xavier Delisle","1999","2001","C","16","3","2","5","-5","6","","","","","","Quebec City","1977-05-24",""
"212","Gilbert Delorme","1982","1990","D","541","31","92","123","40","520","","","","","","Boucherville","1962-11-25",""
"213","Jason Demers","2010","2017","D","495","37","131","168","29","307","","","","","","Dorval","1988-06-09",""
"214","Tony Demers","1938","1944","RW","83","20","22","42","","23","","","","","","Chambly","1917-07-22","1997-09-03"
"215","Jean-Paul Denis","1947","1950","RW","10","0","2","2","","2","","","","","","Montreal","1924-02-28",""
"216","Marc Denis","1997","2009","G","349","0","6","6","0","32","112","179","31",".902","3.02","Montreal","1977-08-01",""
"217","Philippe DeRouville","1995","1997","G","3","0","0","0","0","0","1","2","0",".903","3.16","Victoriaville","1974-08-07",""
"218","Gerard Desaulniers","1951","1954","C","8","0","2","2","","4","","","","","","Shawinigan Falls","1928-12-31","1984-11-26"
"219","Guillaume Desbiens","2010","2012","RW","23","0","0","0","-4","37","","","","","","Alma","1985-04-20",""
"220","Matthieu Descoteaux","2001","2001","D","5","1","1","2","-2","4","","","","","","Pierreville","1977-09-23",""
"221","David Desharnais","2010","2017","C","443","81","173","254","38","136","","","","","","Laurier-Station","1986-09-14",""
"222","Eric Desjardins","1989","2006","D","1143","136","439","575","198","757","","","","","","Rouyn","1969-06-14",""
"223","Martin Desjardins","1990","1990","C","8","0","2","2","-4","2","","","","","","Ste-Rose","1967-01-28",""
"224","Jacques Deslauriers","1956","1956","D","2","0","0","0","","0","","","","","","Montreal","1928-09-03",""
"225","Jeff Deslauriers","2009","2012","G","62","0","4","4","0","8","23","32","4",".901","3.24","Saint-Jean-sur-Richelieu","1984-05-15",""
"226","Nicolas Deslauriers","2014","2017","LW","207","12","18","30","-54","186","","","","","","Lasalle","1991-02-22",""
"227","Simon Despres","2012","2017","D","193","6","37","43","31","150","","","","","","Laval","1991-07-27",""
"228","Bill Dineen","1954","1958","RW","323","51","44","95","","122","","","","","","Arvida","1932-09-18","2016-12-10"
"229","Gary Dineen","1969","1969","C","4","0","1","1","-2","0","","","","","","Montreal","1943-12-24","2006-04-01"
"230","Gord Dineen","1983","1995","D","528","16","90","106","-56","695","","","","","","Quebec City","1962-09-21",""
"231","Kevin Dineen","1985","2003","RW","1188","355","405","760","-23","2229","","","","","","Quebec City","1963-10-28",""
"232","Connie Dion","1944","1945","G","38","0","0","0","","0","23","11","4","","3.13","St-Remi-de-Rinqwick","1918-08-11","2014-11-07"
"233","Michel Dion","1980","1985","G","227","0","6","6","0","24","60","118","32",".856","4.24","Granby","1954-02-11",""
"234","Gilbert Dionne","1991","1996","LW","223","61","79","140","-3","108","","","","","","Drummondville","1970-09-19",""
"235","Marcel Dionne*","1972","1989","C","1348","731","1040","1771","28","600","","","","","","Drummondville","1951-08-03",""
"236","Jason Doig","1996","2004","D","158","6","18","24","-21","285","","","","","","Montreal","1977-01-29",""
"237","Bobby Dollas","1984","2001","D","646","42","96","138","37","467","","","","","","Montreal","1965-01-31",""
"238","Louis Domingue","2015","2017","G","74","0","1","1","0","0","25","34","7",".909","2.88","St-Hyacinthe","1992-03-06",""
"239","Gord Donnelly","1984","1995","D","554","28","41","69","-58","2069","","","","","","Montreal","1962-04-05",""
"240","Andre Dore","1979","1985","D","257","14","81","95","36","261","","","","","","Montreal","1958-02-11",""
"241","Daniel Dore","1990","1991","RW","17","2","3","5","-7","59","","","","","","Ferme-Neuve","1970-04-09",""
"242","Mario Doyon","1989","1991","D","28","3","4","7","-2","16","","","","","","Quebec City","1968-08-27",""
"243","Tom Draper","1989","1996","G","53","0","3","3","0","4","19","23","5",".877","3.70","Outremont","1966-11-20",""
"244","Rene Drolet","1972","1975","RW","2","0","0","0","0","0","","","","","","Quebec City","1944-11-13",""
"245","Jonathan Drouin","2015","2017","LW","154","25","62","87","-3","54","","","","","","Ste-Agathe","1995-03-28",""
"246","Jude Drouin","1969","1981","C","666","151","305","456","8","346","","","","","","Mont Louis","1948-10-28",""
"247","P.C. Drouin","1997","1997","LW","3","0","0","0","1","0","","","","","","St-Lambert","1974-04-22",""
"248","Polly Drouin","1935","1941","LW","160","23","50","73","","80","","","","","","Verdun","1916-01-16","1968-01-01"
"249","Christian Dube","1997","1999","C","33","1","1","2","-4","4","","","","","","Sherbrooke","1977-04-25",""
"250","Gilles Dube","1950","1950","LW","12","1","2","3","","2","","","","","","Sherbrooke","1927-06-02","2016-09-29"
"251","Norm Dube","1975","1976","LW","57","8","10","18","-12","54","","","","","","Sherbrooke","1951-09-12",""
"252","Steve Dubinsky","1994","2003","C","375","25","45","70","-26","164","","","","","","Montreal","1970-07-09",""
"253","Gaetan Duchesne","1982","1995","LW","1028","179","254","433","102","617","","","","","","Les Saulles","1962-07-11","2007-04-16"
"254","Steve Duchesne","1987","2002","D","1113","227","525","752","88","824","","","","","","Sept-Iles","1965-06-30",""
"255","Anthony Duclair","2015","2017","LW","149","24","39","63","9","67","","","","","","Pointe-Claire","1995-08-26",""
"256","Luc Dufour","1983","1985","LW","167","23","21","44","8","199","","","","","","Chicoutimi","1963-02-13",""
"257","Marc Dufour","1964","1969","RW","14","1","0","1","-1","2","","","","","","Trois-Rivieres","1941-09-11","2015-01-23"
"258","Donald Dufresne","1989","1997","D","268","6","36","42","1","258","","","","","","Quebec City","1967-04-10",""
"259","Michel Dumas","1975","1977","G","8","0","1","1","0","0","2","1","2","","3.98","St-Antoine-de-Pontbriand","1949-07-08",""
"260","Gabriel Dumont","2012","2017","C","48","3","3","6","-3","38","","","","","","Ville Degelis","1990-10-06",""
"261","J.P. Dumont","1999","2011","RW","822","214","309","523","-2","364","","","","","","Montreal","1978-04-01",""
"262","Denis Dupere","1971","1978","LW","421","80","99","179","-30","66","","","","","","Jonquiere","1948-06-21",""
"263","Andre Dupont","1971","1983","D","800","59","185","244","299","1986","","","","","","Trois-Rivieres","1949-07-27",""
"264","Norm Dupont","1980","1984","LW","256","55","85","140","-111","52","","","","","","Montreal","1957-02-05",""
"265","Yanick Dupre","1992","1996","LW","35","2","0","2","-7","16","","","","","","Montreal","1972-11-20","1997-08-19"
"266","Pascal Dupuis","2001","2016","LW","871","190","219","409","63","387","","","","","","Laval","1979-04-07",""
"267","Philippe Dupuis","2009","2012","C","116","6","12","18","-6","62","","","","","","Laval","1985-04-24",""
"268","Benoit Dusablon","2004","2004","C","3","0","0","0","-1","2","","","","","","Ste Anne de la Perad","1979-08-01",""
"269","Karl Dykhuis","1992","2004","D","644","42","91","133","8","495","","","","","","Sept-Iles","1972-07-08",""
"270","Frank Eddolls","1945","1952","D","317","23","43","66","","114","","","","","","Lachine","1921-07-05","1961-08-13"
"271","Bob Errey","1984","1998","LW","895","170","212","382","58","1005","","","","","","Montreal","1964-09-21",""
"272","Claude Evans","1955","1958","G","5","0","0","0","","0","1","2","1","","3.69","Longueuil","1933-04-28",""
"273","Mario Faubert","1975","1982","D","231","21","90","111","-37","226","","","","","","Valleyfield","1954-12-02",""
"274","Andre Faust","1993","1994","C","47","10","7","17","4","14","","","","","","Joliette","1969-10-07",""
"275","Jonathan Ferland","2006","2006","RW","7","1","0","1","-2","2","","","","","","Ste-Marie-de-Beauce","1983-02-09",""
