"Method","RPI"
"RPI",0.531989032082405
"RPI",0.553639771627236
"RPI",0.50745581835405
"RPI",0.513292423398078
"RPI",0.548309012693075
"RPI",0.526896925187975
"RPI",0.553617288019485
"RPI",0.535684930411083
"RPI",0.579980505273886
"RPI",0.529058626932858
