"Method","RPI"
"xG",0.596864669897364
"xG",0.552601246865853
"xG",0.568814450498202
"xG",0.594804744986249
"xG",0.599955615616178
"xG",0.572474026370935
"xG",0.558074570122159
"xG",0.606970603758711
"xG",0.598912179216883
"xG",0.541608704646629
