"Team","Wins","Losses","Ties","HomeWins","HomeLosses","HomeTies","AwayWins","AwayLosses","AwayTies","NeutralWins","NeutralLosses","NeutralTies","Pct","AdjPct","OppWinPct","OppOppWinPct","SOS","RPI"
"Union",23,9,3,9,5,1,13,4,1,1,0,1,0.7,0.702777777777778,0.489636569063652,0.512955829755923,0.506426436762087,0.55551427201601
"Harvard",15,7,5,7,3,1,8,4,3,0,0,1,0.648148148148148,0.662962962962963,0.514019117669357,0.515157765666164,0.514838944227058,0.551869948911034
"Ohio State",19,8,7,9,5,3,10,3,4,0,0,0,0.661764705882353,0.658959537572254,0.507472330252258,0.51795887811346,0.515022644712323,0.551006867927306
"Clarkson",17,8,7,10,4,1,6,4,6,1,0,0,0.640625,0.647435897435897,0.521767729749413,0.51238109658159,0.51500935386858,0.54811598976041
"Boston College",17,9,3,7,4,3,8,5,0,2,0,0,0.637931034482759,0.63448275862069,0.511665465841167,0.506634636587824,0.50804326877876,0.539653141239242
"Minnesota State",13,5,6,7,2,2,6,3,4,0,0,0,0.666666666666667,0.677966101694915,0.470586778067053,0.49848683249258,0.490674817253432,0.537497638363803
"Notre Dame",17,10,5,10,5,3,7,5,2,0,0,0,0.609375,0.598726114649682,0.511399019787144,0.518695381104046,0.516652399935314,0.537170828613906
"Quinnipiac",17,11,6,10,5,1,7,6,5,0,0,0,0.588235294117647,0.596385542168675,0.522970916712658,0.508616810923034,0.512635960544129,0.533573355950265
"Minnesota",18,13,3,10,7,2,8,5,1,0,1,0,0.573529411764706,0.558823529411765,0.543428887684106,0.513754257683951,0.522063154083995,0.531253247915937
"Penn State",17,11,6,11,3,3,6,8,3,0,0,0,0.588235294117647,0.59375,0.51682620533868,0.506852869943629,0.509645403854243,0.530671552890682
"Northeastern",16,8,6,11,4,2,5,3,4,0,1,0,0.633333333333333,0.620689655172414,0.501451999384976,0.50024890511152,0.500585771508087,0.530611742424169
"New Hampshire",15,8,8,9,1,6,6,7,1,0,0,1,0.612903225806452,0.613013698630137,0.484099254881169,0.508122027705185,0.501395651314461,0.52930016314338
"Western Michigan",15,10,5,10,6,1,5,4,4,0,0,0,0.583333333333333,0.571428571428571,0.502928845530886,0.513296012573939,0.510393205801885,0.525652047208556
"Canisius",18,10,6,9,3,4,9,7,2,0,0,0,0.617647058823529,0.626506024096386,0.478006791306814,0.484871795808156,0.48294959454778,0.518838701934932
"Bowling Green",12,7,7,4,7,3,8,0,4,0,0,0,0.596153846153846,0.581560283687943,0.521336079864449,0.488399816854805,0.497621970497505,0.518606548795115
"Arizona State",12,9,7,4,4,2,8,5,3,0,0,2,0.553571428571429,0.573426573426573,0.474021196989386,0.508445991476544,0.49880704902014,0.517461930121748
"Cornell",13,11,3,5,6,2,7,5,1,1,0,0,0.537037037037037,0.536231884057971,0.505609506504785,0.512723386570733,0.510731500152267,0.517106596128693
"Colgate",15,13,6,10,4,2,5,9,4,0,0,0,0.529411764705882,0.5375,0.522179757409787,0.503499319996415,0.508729842472159,0.515922381854119
"Yale",12,10,6,8,5,2,4,5,3,0,0,1,0.535714285714286,0.525735294117647,0.524055629732362,0.506567196929471,0.51146395811428,0.515031792115122
"Connecticut",13,10,9,6,5,5,7,5,4,0,0,0,0.546875,0.546583850931677,0.5002746414719,0.505312301396704,0.503901756617759,0.514572280196238
"Air Force",18,10,8,10,4,3,8,6,5,0,0,0,0.611111111111111,0.619318181818182,0.466279838823116,0.482489187070602,0.477950569561306,0.513292472625525
"Denver",15,13,2,8,7,1,7,6,1,0,0,0,0.533333333333333,0.526666666666667,0.504565594898928,0.508531998751387,0.507421405672699,0.512232720921191
"North Dakota",15,12,5,6,10,3,9,2,2,0,0,0,0.546875,0.526315789473684,0.494164619493567,0.512541386519381,0.507395891752153,0.512125866182536
"Nebraska-Omaha",12,10,6,8,5,3,4,5,3,0,0,0,0.535714285714286,0.522058823529412,0.517580254712608,0.504551094993789,0.508199259715058,0.511664150668647
"St. Cloud State",13,13,4,7,8,1,6,5,3,0,0,0,0.5,0.493421052631579,0.534990921298487,0.50479863007236,0.513252471615676,0.508294616869651
"Massachusetts",11,12,9,7,3,5,4,9,4,0,0,0,0.484375,0.490066225165563,0.533427652508065,0.499421552042247,0.508943260172676,0.504224001420897
"Miami",11,11,8,5,6,5,6,5,3,0,0,0,0.5,0.493421052631579,0.503176785446522,0.507275626204952,0.506127950792592,0.502951226252339
"Lake Superior",14,12,3,5,6,2,9,5,1,0,1,0,0.53448275862069,0.54,0.478940836940837,0.492932532381574,0.489014857658168,0.501761143243626
"Michigan State",9,12,11,2,8,6,5,4,5,2,0,0,0.453125,0.449101796407186,0.526781102413708,0.512379709427924,0.516412099463944,0.499584523699754
"Michigan Tech",13,12,4,8,4,2,5,7,1,0,1,1,0.517241379310345,0.514388489208633,0.495698865248167,0.487088184174254,0.48949917487495,0.495721503458371
"Maine",11,13,5,8,3,3,2,10,2,1,0,0,0.46551724137931,0.462121212121212,0.494179073614557,0.509835272244835,0.505451536628358,0.494618955501571
"Merrimack",12,14,3,8,6,0,4,8,3,0,0,0,0.46551724137931,0.467625899280576,0.488118838938315,0.507737585793729,0.502244336674213,0.493589727325804
"Dartmouth",11,14,3,6,7,1,5,7,2,0,0,0,0.446428571428571,0.446043165467626,0.510165154895516,0.508870289480037,0.509232851796371,0.493435430214185
"Wisconsin",14,18,3,6,11,2,7,6,1,1,1,0,0.442857142857143,0.430939226519337,0.516440118097577,0.509703135601594,0.511589490700469,0.491426924655186
"Alaska",10,10,6,5,5,2,5,5,4,0,0,0,0.5,0.507692307692308,0.478754881284293,0.488167102284626,0.485531680404533,0.491071837226476
"Mercyhurst",15,13,6,7,8,1,8,5,5,0,0,0,0.529411764705882,0.53448275862069,0.452233280760537,0.481888641656372,0.473585140605538,0.488809545109326
"Army",16,16,1,9,5,1,7,11,0,0,0,0,0.5,0.509554140127389,0.472151001836274,0.484792709436346,0.481253031308326,0.488328308513091
"Robert Morris",15,14,4,7,7,2,7,7,2,1,0,0,0.515151515151515,0.515151515151515,0.469402342424818,0.480728666233287,0.477557295566916,0.486955850463065
"Sacred Heart",15,16,3,8,6,2,7,10,1,0,0,0,0.485294117647059,0.490909090909091,0.484207477359359,0.481571472669894,0.482309553982944,0.484459438214481
"Rensselaer",9,16,8,2,7,7,7,7,1,0,2,0,0.393939393939394,0.394117647058824,0.530531465346501,0.507546909369785,0.513982585043266,0.484016350547155
"Providence",9,14,7,6,4,3,3,9,3,0,1,1,0.416666666666667,0.419014084507042,0.495377772066978,0.504193745799426,0.50172527315434,0.481047475992516
"St. Lawrence",9,16,7,6,6,4,3,10,3,0,0,0,0.390625,0.38562091503268,0.504484758962342,0.509058326014218,0.507777727239693,0.47723852418794
"Boston University",9,16,6,5,7,3,4,8,2,0,1,1,0.387096774193548,0.382352941176471,0.535629134810484,0.497439701093581,0.508132742534314,0.476687792194853
"Princeton",9,15,5,8,6,2,1,9,3,0,0,0,0.396551724137931,0.377777777777778,0.506281499862145,0.509393024185809,0.508521797375183,0.475835792475832
"Bemidji State",9,13,6,3,7,3,6,6,3,0,0,0,0.428571428571429,0.4375,0.490355208441401,0.484426782267026,0.486086741595851,0.473940056196888
"Michigan",9,18,5,5,10,2,4,7,3,0,1,0,0.359375,0.351851851851852,0.514137554140335,0.512482561311555,0.512945959303614,0.472672432440673
"RIT",12,16,6,6,9,2,6,7,4,0,0,0,0.441176470588235,0.441860465116279,0.481864583226906,0.478643797669367,0.479545617625478,0.470124329498178
"Vermont",10,18,3,6,6,3,4,12,0,0,0,0,0.370967741935484,0.36734693877551,0.495431907004089,0.50596526244205,0.503015922919421,0.469098676883443
"Bentley",11,16,6,2,8,5,9,8,1,0,0,0,0.424242424242424,0.436046511627907,0.480230585033399,0.478968431896166,0.479321834774591,0.46850300398792
"Brown",7,16,6,5,8,2,2,8,4,0,0,0,0.344827586206897,0.338028169014085,0.505818534160692,0.507542874665748,0.507060059324332,0.46480208674677
"Colorado College",7,18,5,4,7,2,3,11,3,0,0,0,0.316666666666667,0.324137931034483,0.515478553353107,0.499936979590731,0.504288620244197,0.459250947941768
"Holy Cross",11,18,5,6,9,2,5,9,3,0,0,0,0.397058823529412,0.396449704142012,0.472207740302766,0.477931892571338,0.476329129936138,0.456359273487607
"Northern Michigan",8,16,5,3,7,3,4,8,1,1,1,1,0.362068965517241,0.362068965517241,0.487138118586394,0.487091047681237,0.487104227534681,0.455845412030321
"American International",8,18,7,2,8,5,6,10,2,0,0,0,0.348484848484849,0.359281437125748,0.475009097325861,0.479653316568186,0.478352935180335,0.448585060666689
"Niagara",7,20,7,4,9,3,3,11,4,0,0,0,0.308823529411765,0.311377245508982,0.509957585642042,0.480448851820125,0.488711297290262,0.444377784344942
"Ferris State",8,20,4,3,8,3,5,12,1,0,0,0,0.3125,0.322784810126582,0.469239615869363,0.490925546880623,0.48485348619747,0.444336317179748
"Michigan Tech",20,4,5,10,2,2,10,1,2,0,1,1,0.775862068965517,0.770547945205479,0.49525974025974,0.488230970358783,0.490199025931051,0.560286255749658
"Harvard",17,7,3,8,1,2,8,6,1,1,0,0,0.685185185185185,0.707692307692308,0.510091610066021,0.506133666238906,0.507241890510498,0.557354494805951
"Penn State",20,11,3,12,4,1,8,7,2,0,0,0,0.632352941176471,0.638036809815951,0.525298393802253,0.524760595095171,0.524911178733154,0.553192586503853
"Ohio State",19,9,6,9,6,2,10,3,4,0,0,0,0.647058823529412,0.64367816091954,0.486385445909918,0.531700295833413,0.519012137854835,0.550178643621011
"Minnesota",17,9,8,10,5,4,6,4,4,1,0,0,0.617647058823529,0.604790419161677,0.547074054655666,0.521873169919511,0.528929417645635,0.547894668024645
"Notre Dame",17,10,5,9,5,4,8,5,1,0,0,0,0.609375,0.59748427672956,0.539108899486258,0.52320153062903,0.527655593909054,0.54511276461418
"Boston College",15,7,7,8,4,2,6,3,4,1,0,1,0.637931034482759,0.635416666666667,0.529123078213117,0.504784390586209,0.511599223121743,0.542553584007974
"Clarkson",18,12,2,11,3,1,6,9,1,1,0,0,0.59375,0.604026845637584,0.520163745307637,0.504678288319071,0.509014216275869,0.532767373616298
"Princeton",18,10,1,12,3,1,6,7,0,0,0,0,0.637931034482759,0.637037037037037,0.474420009058599,0.502342337052396,0.494524085214133,0.530152323169859
"Maine",15,9,5,8,3,3,7,5,2,0,1,0,0.603448275862069,0.605633802816901,0.501631977803076,0.505816440221979,0.504644790744686,0.52989204376274
"Lake Superior",16,9,4,7,3,3,8,6,1,1,0,0,0.620689655172414,0.629370629370629,0.488819608421881,0.493618050238934,0.492274486530159,0.526548522240277
"Boston University",15,9,7,8,5,2,7,3,4,0,1,1,0.596774193548387,0.592948717948718,0.499648819961401,0.501491131107266,0.500975283986424,0.523968642476998
"Air Force",21,10,5,9,6,2,12,4,3,0,0,0,0.652777777777778,0.654054054054054,0.448401276212038,0.49248878862234,0.480144285147456,0.523621727374105
"Providence",12,8,10,4,3,6,7,5,3,1,0,1,0.566666666666667,0.572847682119205,0.503472439890342,0.505295257783936,0.50478486877373,0.521800572110099
"Denver",16,11,3,9,6,1,7,5,2,0,0,0,0.583333333333333,0.577181208053691,0.510663000931457,0.498983012090205,0.502253408965756,0.52098535873774
"Northeastern",16,11,3,10,5,2,6,5,1,0,1,0,0.583333333333333,0.568493150684931,0.509376822854341,0.501327538362876,0.503581338020486,0.519809291186597
"St. Lawrence",16,12,4,10,4,2,6,8,2,0,0,0,0.5625,0.565789473684211,0.502442053288352,0.504244794251135,0.503740026781556,0.519252388507219
"New Hampshire",15,10,6,10,3,3,4,7,3,1,0,0,0.580645161290323,0.579310344827586,0.482971083613176,0.504415524524424,0.498411081069274,0.518635897008852
"Western Michigan",15,10,5,11,3,3,4,7,2,0,0,0,0.583333333333333,0.575539568345324,0.485013060979788,0.502350987267906,0.497496367907233,0.517007168016755
"Bentley",16,11,6,8,3,4,8,8,2,0,0,0,0.575757575757576,0.5875,0.486054551669806,0.492243235070052,0.490510403717983,0.514757802788487
"Ferris State",17,12,3,10,4,0,7,8,3,0,0,0,0.578125,0.594771241830065,0.464131051410463,0.493989694241712,0.485629274248962,0.512914766144238
"Wisconsin",16,17,2,8,10,1,6,7,1,2,0,0,0.485714285714286,0.471590909090909,0.528892346079846,0.522486340346007,0.524280021951482,0.511107743736339
"Bowling Green",12,9,5,8,4,2,4,5,3,0,0,0,0.557692307692308,0.552,0.516564029304029,0.48728149337238,0.495480603433242,0.509610452574931
"Nebraska-Omaha",13,9,6,8,3,5,5,6,1,0,0,0,0.571428571428571,0.559701492537313,0.472718823465092,0.500019584774412,0.492375371607803,0.50920690184018
"Dartmouth",12,11,5,9,3,2,3,8,3,0,0,0,0.517857142857143,0.51937984496124,0.51388114215071,0.498201579172353,0.502591856806293,0.50678885384503
"Holy Cross",15,11,8,9,3,5,6,8,3,0,0,0,0.558823529411765,0.561728395061728,0.462378444924138,0.49293029739667,0.484375778704361,0.503713932793703
"Merrimack",12,12,5,7,4,3,5,8,2,0,0,0,0.5,0.503597122302158,0.496357182340672,0.505043137271182,0.502611069890639,0.502857582993519
"Union",16,15,4,7,7,1,8,8,2,1,0,1,0.514285714285714,0.522857142857143,0.48732619444048,0.498430935614371,0.495321608085681,0.502205491778547
"Quinnipiac",15,15,4,10,5,1,5,10,3,0,0,0,0.5,0.50625,0.489215490397446,0.504979998093885,0.500565935938882,0.501986951954162
"Canisius",17,15,2,7,8,1,10,7,1,0,0,0,0.529411764705882,0.53448275862069,0.500208129013363,0.487192342236897,0.490836762534308,0.501748261555903
"Yale",12,11,5,7,4,4,5,6,1,0,1,0,0.517857142857143,0.507352941176471,0.481696754236607,0.502329235368867,0.496552140651834,0.499252340782993
"Michigan",9,14,9,7,6,4,2,8,4,0,0,1,0.421875,0.408496732026144,0.536615149277912,0.524383559706684,0.527808404786628,0.497980486596507
"Miami",12,12,6,5,6,5,7,6,1,0,0,0,0.5,0.493421052631579,0.498737428507165,0.497574844353603,0.4979003679166,0.496780539095345
"Army",14,15,4,8,6,1,6,9,3,0,0,0,0.484848484848485,0.49375,0.484674019406466,0.493202343921025,0.490814413056948,0.491548309792711
"Michigan State",10,18,4,6,10,0,4,7,3,0,1,1,0.375,0.369565217391304,0.566080267232341,0.516384412811377,0.530299252049247,0.490115743384761
"Vermont",10,14,7,5,7,3,5,7,4,0,0,0,0.435483870967742,0.438709677419355,0.508526180104457,0.504764973316311,0.505818111216992,0.489041002767583
"Robert Morris",14,16,3,4,10,2,10,5,1,0,1,0,0.46969696969697,0.471590909090909,0.500774567588184,0.489401045276654,0.492585631523882,0.487336950915639
"Mercyhurst",11,14,9,4,8,4,7,6,5,0,0,0,0.455882352941176,0.462857142857143,0.490411589688965,0.489035044587979,0.489420477216255,0.482779643626477
"St. Cloud State",11,15,4,6,9,1,5,6,3,0,0,0,0.433333333333333,0.427631578947368,0.51897132777067,0.491378671351797,0.499104615149081,0.481236356098653
"North Dakota",11,14,7,7,9,3,4,5,4,0,0,0,0.453125,0.434782608695652,0.481822318468281,0.502027126072261,0.496369779943146,0.480972987131273
"Sacred Heart",13,17,4,8,6,2,5,11,2,0,0,0,0.441176470588235,0.444444444444444,0.502361836981322,0.487185900702088,0.491435162860273,0.479687483256316
"Connecticut",10,16,6,6,7,3,4,9,3,0,0,0,0.40625,0.403846153846154,0.502686879261813,0.503063328319249,0.502957922583167,0.478179980398914
"Rensselaer",10,17,6,9,7,0,1,9,5,0,1,1,0.393939393939394,0.383870967741936,0.527937942716864,0.500218461412244,0.507979916177537,0.476952679068637
"Arizona State",8,14,6,3,5,2,4,9,3,1,0,1,0.392857142857143,0.412408759124088,0.513006740055033,0.492256807136405,0.498066788353621,0.476652281046238
"RIT",13,18,3,3,11,3,10,7,0,0,0,0,0.426470588235294,0.430939226519337,0.498782993629977,0.485810429300273,0.48944274731259,0.474816867114277
"Cornell",9,15,3,4,7,2,5,8,0,0,0,1,0.388888888888889,0.388888888888889,0.496409162737568,0.499958246835158,0.498964503287832,0.471445599688097
"Colgate",8,16,10,7,5,4,1,11,6,0,0,0,0.382352941176471,0.379746835443038,0.497439475624181,0.498862137777847,0.498463792374821,0.468784553141875
"American International",8,15,10,3,8,4,5,7,6,0,0,0,0.393939393939394,0.404761904761905,0.487268860663472,0.48936437289805,0.488777629472368,0.467773698294752
"Minnesota State",9,13,2,6,4,1,3,9,1,0,0,0,0.416666666666667,0.419642857142857,0.445976396545208,0.494183427975628,0.480685459175111,0.465424808667047
"Niagara",9,18,7,2,11,3,7,7,4,0,0,0,0.367647058823529,0.379888268156425,0.488148311644927,0.488101987278557,0.48811495810114,0.461058285614961
"Colorado College",6,16,8,2,6,5,4,10,3,0,0,0,0.333333333333333,0.344594594594595,0.496970799664765,0.492186793128654,0.493526314958765,0.456293384867722
"Brown",6,16,7,3,7,5,3,9,2,0,0,0,0.327586206896552,0.321678321678322,0.511161337873278,0.497261980797155,0.501153800778469,0.456284931003432
"Northern Michigan",7,19,3,3,9,1,4,7,2,0,3,0,0.293103448275862,0.297297297297297,0.490325577825578,0.482076384171018,0.484386158394294,0.437613943120045
"Bemidji State",7,18,3,5,6,2,2,12,1,0,0,0,0.303571428571429,0.297709923664122,0.485696335130552,0.473351972345158,0.476808393925068,0.432033776359832
"Massachusetts",5,23,4,5,9,1,0,14,3,0,0,0,0.21875,0.206666666666667,0.514061971447029,0.499622151417192,0.503665301025547,0.429415642435827
"Alaska",5,17,4,2,8,2,3,9,2,0,0,0,0.269230769230769,0.276923076923077,0.470145969498911,0.48297678327375,0.479384155416795,0.428768885793365
"American International",19,7,7,8,4,3,11,3,4,0,0,0,0.681818181818182,0.686390532544379,0.522785152583455,0.520450371253471,0.521104110025867,0.562425715655495
"Nebraska-Omaha",18,8,2,12,3,1,6,5,1,0,0,0,0.678571428571429,0.674242424242424,0.514365012092285,0.518706395327714,0.517490808021794,0.556678712076952
"Wisconsin",21,9,5,10,6,3,9,3,2,2,0,0,0.671428571428571,0.655367231638418,0.503176471467432,0.524791504872045,0.518739295518754,0.55289627954867
"Yale",19,5,4,10,2,3,8,3,1,1,0,0,0.75,0.744525547445256,0.47109063845264,0.487199525906014,0.482689037419069,0.548148164925616
"Penn State",18,11,5,9,5,3,9,6,2,0,0,0,0.602941176470588,0.603550295857988,0.540772913699522,0.522128723733775,0.527349096924184,0.546399396657635
"Minnesota",19,12,3,10,8,1,8,4,2,1,0,0,0.602941176470588,0.587209302325581,0.545627969492373,0.517344403537974,0.525263802005206,0.5407501770853
"Northeastern",19,7,4,12,3,2,6,4,2,1,0,0,0.7,0.692307692307692,0.480501919039786,0.493103388295839,0.489574976904144,0.540258155755031
"Robert Morris",16,11,6,5,9,2,10,2,4,1,0,0,0.575757575757576,0.570621468926554,0.539993866899399,0.519251605519735,0.525059438706041,0.536449946261169
"Holy Cross",17,11,6,8,6,3,9,5,3,0,0,0,0.588235294117647,0.587209302325581,0.528667339660262,0.515014267784973,0.518837127910054,0.535930171513936
"Denver",17,10,3,7,6,3,10,4,0,0,0,0,0.616666666666667,0.606451612903226,0.498250423411714,0.51769110643804,0.512247715190669,0.535798689618808
"Mercyhurst",14,11,9,9,4,3,5,7,6,0,0,0,0.544117647058823,0.552147239263804,0.564990954737123,0.51667761740108,0.530205351855172,0.53569082370733
"Harvard",16,7,4,5,4,2,11,3,1,0,0,1,0.666666666666667,0.672535211267606,0.491971533270943,0.489320395890882,0.490062714357299,0.535680838584876
"RIT",17,11,6,6,8,3,11,3,3,0,0,0,0.588235294117647,0.583333333333333,0.534032174867846,0.513221639144,0.519048589146677,0.535119775193341
"Army",17,10,6,9,2,4,8,8,2,0,0,0,0.606060606060606,0.620253164556962,0.484087104158037,0.513842744628606,0.505511165296847,0.534196665111876
"Western Michigan",17,11,2,11,5,1,6,6,1,0,0,0,0.6,0.590277777777778,0.512634659900285,0.513703611916461,0.513404305351932,0.532622673458393
"Union",21,11,3,10,4,1,9,7,2,2,0,0,0.642857142857143,0.654970760233918,0.477728832516844,0.492385461704579,0.488281605532013,0.529953894207489
"Clarkson",18,10,4,10,3,2,7,7,2,1,0,0,0.625,0.633986928104575,0.489884164448631,0.493965407058228,0.492822659127541,0.528113726371799
"Providence",17,9,4,9,4,0,7,4,4,1,1,0,0.633333333333333,0.641891891891892,0.478481883862863,0.492974364599511,0.488916469993249,0.52716032546791
"Ohio State",17,12,5,8,5,4,9,7,1,0,0,0,0.573529411764706,0.57396449704142,0.478240406202565,0.523229917984569,0.510632854685608,0.526465765274561
"Lake Superior",15,8,6,10,3,0,5,4,6,0,1,0,0.620689655172414,0.633093525179856,0.492051994767822,0.489147407625146,0.489960692025096,0.525743900313786
"Boston College",15,9,5,8,4,2,6,4,3,1,1,0,0.603448275862069,0.601398601398601,0.512674292045276,0.486591476388124,0.493894664772127,0.520770648928745
"New Hampshire",17,10,4,10,3,3,7,6,1,0,1,0,0.612903225806452,0.610738255033557,0.481463199547844,0.487187256727718,0.485584520717353,0.516872954296404
"Miami",13,11,6,7,6,3,6,5,3,0,0,0,0.533333333333333,0.526666666666667,0.505693637226971,0.507302924730351,0.506852324229404,0.51180590983872
"Vermont",14,9,8,8,3,4,6,6,4,0,0,0,0.580645161290323,0.586666666666667,0.468593738639868,0.492201214032727,0.485591120922726,0.510860007358712
"Ferris State",13,9,10,4,4,6,9,5,4,0,0,0,0.5625,0.573170731707317,0.475830066782811,0.495353681276305,0.489887069218126,0.510707984840424
"North Dakota",14,14,4,10,7,2,4,7,2,0,0,0,0.5,0.48051948051948,0.525091642664695,0.511962796183477,0.515638873198218,0.506859025028533
"Northern Michigan",12,9,8,8,1,4,3,6,4,1,2,0,0.551724137931034,0.555555555555556,0.504708168374835,0.481358080867221,0.487896105369353,0.504810967915904
"Dartmouth",14,12,2,8,5,1,6,7,1,0,0,0,0.535714285714286,0.536764705882353,0.499579058538973,0.486456049288233,0.49013049187844,0.501789045379418
"Michigan State",11,15,6,4,9,3,6,5,3,1,1,0,0.4375,0.433734939759036,0.550463297120895,0.512686540180893,0.523264032124094,0.500881759032829
"Notre Dame",12,15,5,7,8,3,5,7,2,0,0,0,0.453125,0.440251572327044,0.521945441663564,0.520360903781787,0.520804574388684,0.500666323873274
"Air Force",13,14,9,4,8,5,9,6,4,0,0,0,0.486111111111111,0.491978609625668,0.477098917326212,0.509340562440401,0.500312901808428,0.498229328762738
"St. Cloud State",12,15,3,7,7,2,5,8,1,0,0,0,0.45,0.442176870748299,0.542457644711046,0.506155384453334,0.516320017325493,0.497784230681195
"Arizona State",12,13,3,7,3,0,5,8,3,0,2,0,0.482142857142857,0.503759398496241,0.481286665122872,0.499524043143706,0.494417577297873,0.496753032597465
"Bentley",9,14,10,4,5,6,5,9,4,0,0,0,0.424242424242424,0.432098765432099,0.531040265220369,0.510364720390858,0.516153872943121,0.495140096065366
"Canisius",11,16,7,3,9,4,8,7,3,0,0,0,0.426470588235294,0.435028248587571,0.494217548088139,0.507018706599811,0.503434382216543,0.4863328488093
"Niagara",11,16,7,6,9,1,5,7,6,0,0,0,0.426470588235294,0.432748538011696,0.481540557553583,0.50635724198212,0.499408570342129,0.482743562259521
"Maine",12,13,4,7,4,3,4,9,1,1,0,0,0.482758620689655,0.481751824817518,0.463268749929923,0.488384108152491,0.481351807850172,0.481451812092008
"Princeton",11,12,6,7,5,4,4,7,2,0,0,0,0.482758620689655,0.471428571428571,0.47104198610103,0.489643805606605,0.484435296145044,0.481183614965926
"Quinnipiac",13,17,4,8,6,2,5,11,2,0,0,0,0.441176470588235,0.444444444444444,0.472040820966797,0.484446619951384,0.4809729962357,0.471840858287886
"Michigan",8,18,6,6,8,3,2,9,3,0,1,0,0.34375,0.329032258064516,0.534096038280616,0.513228072721377,0.519071103077964,0.471561391824602
"Bowling Green",9,12,5,7,4,3,2,8,2,0,0,0,0.442307692307692,0.429752066115702,0.477849633531452,0.488432003778625,0.485468940109416,0.471539721610988
"Minnesota State",7,10,7,4,3,4,3,7,3,0,0,0,0.4375,0.443478260869565,0.456993787377595,0.48703721903052,0.478625058167701,0.469838358843167
"Michigan Tech",9,13,7,7,3,4,2,8,3,0,2,0,0.431034482758621,0.422222222222222,0.494972193383958,0.481637478897705,0.485371198953856,0.469583954770947
"Colorado College",7,18,5,4,7,2,3,11,3,0,0,0,0.316666666666667,0.324137931034483,0.544641550482811,0.504465018267748,0.515714447287966,0.467820318224595
"Boston University",11,16,4,5,8,2,6,7,1,0,1,1,0.419354838709677,0.417197452229299,0.481803223168968,0.482381721036128,0.482219741633323,0.465964169282317
"Sacred Heart",9,21,4,4,11,1,5,10,3,0,0,0,0.323529411764706,0.331395348837209,0.522335107073156,0.50612468115364,0.510663600411104,0.46584653751763
"Colgate",8,17,9,5,6,5,3,11,4,0,0,0,0.367647058823529,0.368098159509202,0.475813963127048,0.486757366939138,0.483693213871753,0.454794450281115
"Bemidji State",8,15,5,5,7,1,3,8,4,0,0,0,0.375,0.37956204379562,0.46648874812035,0.480910662554828,0.476872526513174,0.452544905833786
"St. Lawrence",8,19,5,4,8,4,4,11,1,0,0,0,0.328125,0.32484076433121,0.49316924529993,0.490553800563618,0.491286125089786,0.449674784900142
"Alaska",5,13,8,2,6,4,3,7,4,0,0,0,0.346153846153846,0.353846153846154,0.465407103789457,0.486298900645082,0.480449197525507,0.448798436605669
"Connecticut",7,18,7,4,7,5,3,11,2,0,0,0,0.328125,0.32258064516129,0.486735018833183,0.488673436007951,0.488130679199016,0.446743170689585
"Brown",7,17,5,5,9,1,2,8,4,0,0,0,0.327586206896552,0.321678321678322,0.493142573406556,0.48556756465541,0.487688567105731,0.446186005748879
"Merrimack",7,19,3,3,11,0,4,8,3,0,0,0,0.293103448275862,0.302013422818792,0.490514417857966,0.48800802297195,0.488709813540035,0.442035715859724
"Cornell",6,16,5,4,6,3,1,10,2,1,0,0,0.314814814814815,0.3046875,0.478677854508563,0.486076159295284,0.484004633955002,0.439175350466251
"Rensselaer",8,22,3,4,11,1,4,9,2,0,2,0,0.287878787878788,0.287425149700599,0.497778839041099,0.485939679501774,0.489254644172785,0.438797270554738
"Massachusetts",5,22,5,2,10,3,3,12,2,0,0,0,0.234375,0.238993710691824,0.496785064974585,0.482072208899312,0.486191808600389,0.424392284123247
"Northeastern",20,8,2,16,1,0,3,7,2,1,0,0,0.7,0.709923664122137,0.497435889530477,0.504997627314493,0.502880340734969,0.554641171581761
"Harvard",15,6,6,10,0,1,5,5,5,0,1,0,0.666666666666667,0.696,0.505690161654355,0.505373324135413,0.505462038640717,0.553096528980537
"Union",20,7,8,9,1,5,10,5,3,1,1,0,0.685714285714286,0.697674418604651,0.487237178062033,0.505108958466252,0.500104859953071,0.549497249615966
"Wisconsin",20,11,4,10,6,3,8,5,1,2,0,0,0.628571428571429,0.614942528735632,0.523073648361005,0.504693449013824,0.509839904831034,0.536115560807184
"Connecticut",14,6,12,5,2,9,9,4,3,0,0,0,0.625,0.623456790123457,0.475092443436686,0.508463411694689,0.499119540582448,0.5302038529677
"Holy Cross",19,10,5,10,4,3,9,6,2,0,0,0,0.632352941176471,0.634730538922156,0.487333704334612,0.498459026762764,0.495343936482881,0.5301905870927
"Boston University",16,10,5,9,3,3,5,7,2,2,0,0,0.596774193548387,0.598639455782313,0.515935646901826,0.49851960000936,0.503396093139251,0.527206933800016
"Boston College",13,9,7,5,4,5,8,3,2,0,2,0,0.568965517241379,0.563758389261745,0.5298982802233,0.499968589107039,0.508348902619592,0.522201274280131
"Mercyhurst",16,10,8,7,6,3,9,4,5,0,0,0,0.588235294117647,0.591954022988506,0.496877725949099,0.498309656737653,0.497908716116858,0.52142004283477
"Denver",14,10,6,9,5,2,5,5,4,0,0,0,0.566666666666667,0.561643835616438,0.492515095254821,0.50683428536802,0.502824912136324,0.517529643006353
